"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	52.0265	20.5078	46.9788	20.5078	52.4553	20.5078	47.8183	20.5078	58.2809	20.5078	52.3674
21.9727	55.1283	21.9727	50.2372	21.9727	55.1714	21.9727	51.0333	21.9727	59.2495	21.9727	54.5363
23.4375	57.1957	23.4375	53.3906	23.4375	57.2311	23.4375	53.8754	23.4375	60.4797	23.4375	56.5392
24.9023	59.4889	24.9023	56.3918	24.9023	59.5095	24.9023	56.7036	24.9023	61.3747	24.9023	58.6434
26.3672	61.1542	26.3672	58.5448	26.3672	61.1793	26.3672	58.7612	26.3672	62.5547	26.3672	60.3472
27.832	62.6622	27.832	60.4284	27.832	62.6729	27.832	60.6161	27.832	63.8816	27.832	61.9419
29.2969	63.8883	29.2969	62.0752	29.2969	63.9097	29.2969	62.2152	29.2969	65.2867	29.2969	63.347
30.7617	65.4826	30.7617	63.9291	30.7617	65.486	30.7617	64.0557	30.7617	66.551	30.7617	64.9764
32.2266	66.5271	32.2266	65.3314	32.2266	66.5584	32.2266	65.3902	32.2266	67.7894	32.2266	66.1862
33.6914	67.9297	33.6914	66.902	33.6914	67.9519	33.6914	66.9535	33.6914	68.9982	33.6914	67.6231
35.1563	69.1951	35.1563	68.3002	35.1563	69.2124	35.1563	68.3508	35.1563	70.1249	35.1563	68.9226
36.6211	70.2016	36.6211	69.4488	36.6211	70.2241	36.6211	69.476	36.6211	71.1395	36.6211	69.9865
38.0859	71.1455	38.0859	70.5548	38.0859	71.1795	38.0859	70.5434	38.0859	72.1337	38.0859	71.0003
39.5508	72.3696	39.5508	71.748	39.5508	72.3728	39.5508	71.7114	39.5508	73.0022	39.5508	72.1414
41.0156	73.3332	41.0156	72.9038	41.0156	73.3443	41.0156	72.8536	41.0156	74.1231	41.0156	73.2127
42.4805	74.3329	42.4805	73.9787	42.4805	74.3684	42.4805	73.8724	42.4805	74.9899	42.4805	74.2155
43.9453	75.163	43.9453	74.8664	43.9453	75.2071	43.9453	74.7643	43.9453	75.7346	43.9453	75.0647
45.4102	75.9977	45.4102	75.7483	45.4102	76.0411	45.4102	75.6475	45.4102	76.5643	45.4102	75.9212
46.875	76.7562	46.875	76.5363	46.875	76.8016	46.875	76.4451	46.875	77.3475	46.875	76.701
48.3398	77.4382	48.3398	77.3432	48.3398	77.4722	48.3398	77.262	48.3398	78.2079	48.3398	77.4672
51.2695	78.9344	51.2695	78.9403	51.2695	78.9855	51.2695	78.8312	51.2695	79.5631	51.2695	78.9875
52.7344	79.5624	52.7344	79.6295	52.7344	79.6245	52.7344	79.5022	52.7344	80.1646	52.7344	79.6379
54.1992	80.1927	54.1992	80.3195	54.1992	80.2637	54.1992	80.1794	54.1992	80.8009	54.1992	80.2958
55.6641	80.7841	55.6641	80.9739	55.6641	80.8666	55.6641	80.8163	55.6641	81.3839	55.6641	80.9136
58.5938	81.8508	58.5938	82.1022	58.5938	81.944	58.5938	81.9332	58.5938	82.3934	58.5938	82.002
60.0586	82.3216	60.0586	82.5847	60.0586	82.4142	60.0586	82.4208	60.0586	82.8262	60.0586	82.4757
62.9883	83.1371	62.9883	83.4482	62.9883	83.2331	62.9883	83.28	62.9883	83.6203	62.9883	83.3117
64.4531	83.5191	64.4531	83.8965	64.4531	83.6278	64.4531	83.7079	64.4531	84.0231	64.4531	83.7252
67.3828	84.0698	67.3828	84.4851	67.3828	84.1818	67.3828	84.2941	67.3828	84.5493	67.3828	84.2919
68.8477	84.2827	68.8477	84.7079	68.8477	84.3958	68.8477	84.5177	68.8477	84.7377	68.8477	84.5074
71.7773	84.7173	71.7773	85.1706	71.7773	84.8306	71.7773	84.9822	71.7773	85.1631	71.7773	84.9559
74.707	85.1335	74.707	85.626	74.707	85.2559	74.707	85.4171	74.707	85.5409	74.707	85.3819
77.6367	85.3538	77.6367	85.8944	77.6367	85.4897	77.6367	85.6697	77.6367	85.75	77.6367	85.6228
79.1016	85.4237	79.1016	85.9767	79.1016	85.5659	79.1016	85.7467	79.1016	85.7956	79.1016	85.6957
82.0313	85.6273	82.0313	86.2016	82.0313	85.7794	82.0313	85.9549	82.0313	85.937	82.0313	85.899
84.9609	85.793	84.9609	86.3598	84.9609	85.9329	84.9609	86.1257	84.9609	86.0968	84.9609	86.062
87.8906	85.8037	87.8906	86.3537	87.8906	85.9239	87.8906	86.1532	87.8906	86.1622	87.8906	86.0784
90.8203	85.5569	90.8203	86.1564	90.8203	85.6617	90.8203	85.9894	90.8203	86.1514	90.8203	85.8946
95.2148	86.0698	95.2148	86.8054	95.2148	86.3209	95.2148	86.4247	95.2148	86.0881	95.2148	86.3659
98.1445	85.8342	98.1445	86.5059	98.1445	86.0133	98.1445	86.2383	98.1445	86.104	98.1445	86.1504
101.074	85.7864	101.074	86.5021	101.074	85.9923	101.074	86.1854	101.074	86.0004	101.074	86.1069
105.469	85.6998	105.469	86.4506	105.469	85.9133	105.469	86.1255	105.469	85.9751	105.469	86.0441
108.398	85.8069	108.398	86.5666	108.398	86.0432	108.398	86.2094	108.398	85.9652	108.398	86.1361
112.793	86.0273	112.793	86.731	112.793	86.2402	112.793	86.3905	112.793	86.1409	112.793	86.3229
117.188	86.0556	117.188	86.7261	117.188	86.2558	117.188	86.3791	117.188	86.1328	117.188	86.3241
120.117	86.3311	120.117	87.0895	120.117	86.5955	120.117	86.6277	120.117	86.2628	120.117	86.6017
124.512	86.2156	124.512	86.9293	124.512	86.4926	124.512	86.5569	124.512	86.081	124.512	86.4942
128.906	86.038	128.906	86.6801	128.906	86.278	128.906	86.2891	128.906	85.683	128.906	86.2396
133.301	86.0243	133.301	86.7269	133.301	86.249	133.301	86.31	133.301	85.7853	133.301	86.2549
139.16	85.548	139.16	86.2614	139.16	85.7508	139.16	85.9448	139.16	85.6933	139.16	85.8588
143.555	85.4456	143.555	86.1693	143.555	85.682	143.555	85.8141	143.555	85.5987	143.555	85.7564
147.949	85.4539	147.949	86.0414	147.949	85.678	147.949	85.6991	147.949	85.3868	147.949	85.6722
153.809	85.6847	153.809	86.1389	153.809	85.907	153.809	85.7755	153.809	85.124	153.809	85.775
159.668	85.7564	159.668	86.1787	159.668	85.9551	159.668	85.8268	159.668	85.0256	159.668	85.8117
165.527	85.4853	165.527	86.0564	165.527	85.7235	165.527	85.6871	165.527	85.0643	165.527	85.6516
171.387	84.9429	171.387	85.7437	171.387	85.2513	171.387	85.2694	171.387	84.9454	171.387	85.25
177.246	84.4764	177.246	85.2276	177.246	84.7548	177.246	84.7396	177.246	84.7275	177.246	84.7723
183.105	84.5449	183.105	84.9447	183.105	84.8067	183.105	84.4415	183.105	84.4085	183.105	84.6106
188.965	84.9094	188.965	85.21	188.965	85.2642	188.965	84.7171	188.965	83.9874	188.965	84.8765
196.289	85.1314	196.289	85.6153	196.289	85.5299	196.289	84.963	196.289	84.1147	196.289	85.1347
203.613	84.9226	203.613	85.2186	203.613	85.286	203.613	84.5994	203.613	83.6625	203.613	84.8126
210.938	84.9781	210.938	85.153	210.938	85.3143	210.938	84.5677	210.938	83.4301	210.938	84.7878
218.262	84.861	218.262	85.098	218.262	85.2063	218.262	84.4779	218.262	83.3468	218.262	84.6942
225.586	84.72	225.586	84.8725	225.586	85.0732	225.586	84.225	225.586	83.2093	225.586	84.5045
232.91	84.9681	232.91	84.9732	232.91	85.3363	232.91	84.2558	232.91	82.7854	232.91	84.6069
241.699	85.0946	241.699	84.973	241.699	85.3812	241.699	84.4109	241.699	82.8541	241.699	84.6977
250.488	85.0715	250.488	84.7542	250.488	85.3249	250.488	84.265	250.488	82.5678	250.488	84.5766
259.277	85.1066	259.277	84.8861	259.277	85.3861	259.277	84.4005	259.277	82.6733	259.277	84.673
268.066	84.6866	268.066	84.4587	268.066	84.9248	268.066	83.9627	268.066	82.4105	268.066	84.2443
276.855	84.6137	276.855	84.431	276.855	84.9805	276.855	83.9638	276.855	82.105	276.855	84.2274
287.109	84.4311	287.109	84.4152	287.109	84.8716	287.109	83.7079	287.109	81.9955	287.109	84.068
297.363	84.4029	297.363	84.1549	297.363	84.7728	297.363	83.3214	297.363	81.3779	297.363	83.8223
307.617	84.615	307.617	84.3262	307.617	84.9654	307.617	83.945	307.617	81.7442	307.617	84.1786
319.336	84.2948	319.336	84.0877	319.336	84.7116	319.336	83.4981	319.336	81.4386	319.336	83.8453
329.59	84.5505	329.59	84.2175	329.59	84.9124	329.59	83.7868	329.59	81.5404	329.59	84.0695
341.309	84.1139	341.309	83.7046	341.309	84.3335	341.309	83.3076	341.309	81.5307	341.309	83.5916
353.027	83.9774	353.027	83.3049	353.027	84.358	353.027	82.8449	353.027	80.6708	353.027	83.3139
366.211	84.0429	366.211	83.2409	366.211	84.4521	366.211	83.0246	366.211	80.6219	366.211	83.4073
379.395	84.4837	379.395	83.9193	379.395	85.0072	379.395	83.8075	379.395	81.1309	379.395	84.0401
392.578	84.0468	392.578	83.3911	392.578	84.4032	392.578	83.3577	392.578	81.1319	392.578	83.5602
405.762	83.493	405.762	82.6024	405.762	83.9308	405.762	82.5674	405.762	80.7366	405.762	82.9335
420.41	84.0029	420.41	82.814	420.41	84.508	420.41	82.9664	420.41	80.2766	420.41	83.335
435.059	83.7055	435.059	82.9282	435.059	84.2522	435.059	83.1549	435.059	81.0874	435.059	83.3395
451.172	83.9173	451.172	82.3764	451.172	84.5689	451.172	82.8116	451.172	80.3342	451.172	83.2514
465.82	84.1479	465.82	82.9446	465.82	84.8373	465.82	83.3419	465.82	80.6894	465.82	83.6413
483.398	83.5005	483.398	82.3084	483.398	84.1304	483.398	82.8698	483.398	80.7684	483.398	83.0835
499.512	83.9687	499.512	82.4737	499.512	84.6436	499.512	83.109	499.512	80.8849	499.512	83.4328
517.09	83.9951	517.09	82.5862	517.09	84.743	517.09	83.2988	517.09	81.1991	517.09	83.5706
536.133	83.5497	536.133	81.8194	536.133	84.6894	536.133	82.7203	536.133	81.075	536.133	83.2153
555.176	83.8633	555.176	82.0413	555.176	84.9384	555.176	83.0972	555.176	80.9326	555.176	83.4882
574.219	83.6695	574.219	81.5308	574.219	84.5456	574.219	82.6228	574.219	81.011	574.219	83.1149
594.727	83.387	594.727	81.6188	594.727	84.4386	594.727	82.2956	594.727	81.5097	594.727	82.9737
615.234	84.2853	615.234	81.7291	615.234	85.2464	615.234	81.3875	615.234	80.3811	615.234	83.0915
637.207	84.61	637.207	82.1949	637.207	85.763	637.207	82.1631	637.207	79.2292	637.207	83.5588
659.18	85.4513	659.18	83.3645	659.18	86.8213	659.18	83.5223	659.18	79.5245	659.18	84.6524
682.617	84.7721	682.617	83.8391	682.617	86.6189	682.617	84.0689	682.617	80.5123	682.617	84.7318
707.52	84.8114	707.52	84.1965	707.52	86.5151	707.52	83.5764	707.52	79.3352	707.52	84.5251
732.422	84.2986	732.422	84.5441	732.422	86.2835	732.422	83.7367	732.422	78.9473	732.422	84.445
757.324	83.5254	757.324	83.694	757.324	85.6547	757.324	83.3254	757.324	78.958	757.324	83.8699
785.156	83.5796	785.156	83.891	785.156	85.3304	785.156	82.8601	785.156	78.038	785.156	83.5812
811.523	83.5135	811.523	83.6129	811.523	85.1884	811.523	82.3568	811.523	77.7844	811.523	83.3131
840.82	83.1329	840.82	83.1392	840.82	85.1936	840.82	81.8164	840.82	77.0544	840.82	83.0281
870.117	83.0595	870.117	83.2427	870.117	84.9107	870.117	81.7462	870.117	77.0501	870.117	82.8878
