"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	39.4301	20.5078	36.5718	20.5078	38.2319
21.9727	43.2535	21.9727	39.7106	21.9727	41.8337
23.4375	47.7234	23.4375	44.7031	23.4375	46.4707
24.9023	49.0748	24.9023	46.7251	24.9023	48.0569
26.3672	50.0925	26.3672	47.8093	26.3672	49.0992
27.832	52.8581	27.832	50.9351	27.832	52.0022
29.2969	53.7943	29.2969	52.1458	29.2969	53.0478
30.7617	54.6942	30.7617	52.7988	30.7617	53.8491
32.2266	56.8949	32.2266	55.0154	32.2266	56.0561
33.6914	58.4681	33.6914	56.7633	33.6914	57.6988
35.1562	59.8499	35.1562	58.3204	35.1562	59.1521
36.6211	61.6056	36.6211	59.9726	36.6211	60.8654
38.0859	62.1095	38.0859	60.7267	38.0859	61.4729
39.5508	63.6515	39.5508	62.2687	39.5508	63.0149
41.0156	64.4773	41.0156	63.3217	41.0156	63.9378
42.4805	65.6514	42.4805	64.1694	42.4805	64.9733
43.9453	66.5739	43.9453	65.214	43.9453	65.947
45.4102	67.5103	45.4102	66.2832	45.4102	66.94
46.875	68.4407	46.875	67.1765	46.875	67.8545
48.3398	69.0837	48.3398	67.8642	48.3398	68.5166
51.2695	70.4015	51.2695	69.1848	51.2695	69.8356
52.7344	71.0391	52.7344	69.8386	52.7344	70.4802
54.1992	71.4972	54.1992	70.3115	54.1992	70.9447
55.6641	71.9458	55.6641	70.7811	55.6641	71.4024
58.5938	72.7235	58.5938	71.5732	58.5938	72.1864
60.0586	73.1076	60.0586	71.9719	60.0586	72.5768
62.9883	73.8562	62.9883	72.7385	62.9883	73.3332
64.4531	74.1566	64.4531	73.0411	64.4531	73.6346
67.3828	74.6454	67.3828	73.5458	67.3828	74.1303
68.8477	74.839	68.8477	73.7397	68.8477	74.3241
71.7773	75.4292	71.7773	74.3515	71.7773	74.9237
74.707	76.0263	74.707	74.9764	74.707	75.533
77.6367	76.2928	77.6367	75.254	77.6367	75.8044
79.1016	76.4549	79.1016	75.4202	79.1016	75.9683
82.0312	77.0884	82.0312	76.0558	82.0312	76.6027
84.9609	77.4374	84.9609	76.4491	84.9609	76.9713
87.8906	77.4268	87.8906	76.4053	87.8906	76.946
90.8203	78.0923	90.8203	77.1086	90.8203	77.6283
95.2148	78.5698	95.2148	77.675	95.2148	78.1454
98.1445	78.9006	98.1445	78.0256	98.1445	78.4851
101.074	79.2979	101.074	78.3976	101.074	78.871
105.469	79.6176	105.469	78.7754	105.469	79.2169
108.398	79.954	108.398	79.0888	108.398	79.5429
112.793	80.3076	112.793	79.4421	112.793	79.8964
117.188	80.7846	117.188	79.8826	117.188	80.357
120.117	80.8971	120.117	80.0002	120.117	80.4718
124.512	81.1278	124.512	80.2126	124.512	80.6943
128.906	81.2895	128.906	80.4006	128.906	80.8678
133.301	81.5208	133.301	80.6325	133.301	81.0993
139.16	81.4923	139.16	80.5829	139.16	81.0614
143.555	81.646	143.555	80.7027	143.555	81.1999
147.949	81.8539	147.949	80.872	147.949	81.3907
153.809	81.8722	153.809	80.8798	153.809	81.4043
159.668	81.8915	159.668	80.9125	159.668	81.4295
165.527	81.9001	165.527	80.8248	165.527	81.3957
171.387	81.8794	171.387	80.8535	171.387	81.3967
177.246	81.8071	177.246	80.7263	177.246	81.3002
183.105	81.6457	183.105	80.6016	183.105	81.155
188.965	81.6507	188.965	80.469	188.965	81.0999
196.289	81.7404	196.289	80.5837	196.289	81.2004
203.613	81.5891	203.613	80.379	203.613	81.0261
210.938	81.3653	210.938	80.1671	210.938	80.8074
218.262	81.2359	218.262	80.0572	218.262	80.6864
225.586	81.121	225.586	79.9439	225.586	80.5722
232.91	81.0791	232.91	79.8288	232.91	80.4988
241.699	80.9614	241.699	79.6113	241.699	80.3386
250.488	80.8931	250.488	79.2992	250.488	80.1689
259.277	80.8584	259.277	79.3634	259.277	80.1749
268.066	80.6904	268.066	78.9164	268.066	79.8933
276.855	80.4873	276.855	78.7747	276.855	79.7149
287.109	80.4618	287.109	78.8925	287.109	79.7477
297.363	80.1577	297.363	78.8396	297.363	79.5485
307.617	80.2515	307.617	78.7304	307.617	79.5572
319.336	80.155	319.336	78.2446	319.336	79.304
329.59	79.9557	329.59	78.3522	329.59	79.2275
341.309	79.8269	341.309	78.1385	341.309	79.0642
353.027	79.7683	353.027	77.8426	353.027	78.9113
366.211	79.711	366.211	77.6014	366.211	78.783
379.395	79.8258	379.395	77.9289	379.395	78.9801
392.578	79.5305	392.578	77.4696	392.578	78.6212
405.762	79.2938	405.762	77.1138	405.762	78.3392
420.41	79.4339	420.41	77.448	420.41	78.5535
435.059	79.008	435.059	77.0814	435.059	78.1507
451.172	79.3916	451.172	77.1899	451.172	78.4288
465.82	78.6841	465.82	77.0806	465.82	77.956
483.398	78.7589	483.398	76.679	483.398	77.8423
499.512	78.2509	499.512	76.803	499.512	77.587
517.09	77.3697	517.09	76.7017	517.09	77.0485
536.133	75.4101	536.133	75.6811	536.133	75.5477
555.176	73.8267	555.176	76.9513	555.176	75.6641
574.219	82.6555	574.219	82.3369	574.219	82.4991
594.727	84.5828	594.727	82.4991	594.727	83.6648
615.234	83.0808	615.234	80.1806	615.234	81.8684
637.207	82.3192	637.207	78.9391	637.207	80.95
659.18	81.4631	659.18	78.4153	659.18	80.2012
682.617	81.4224	682.617	77.433	682.617	79.8705
707.52	81.1628	707.52	77.0276	707.52	79.5699
732.422	80.5578	732.422	76.6858	732.422	79.0397
757.324	80.6658	757.324	75.9369	757.324	78.9155
785.156	80.4541	785.156	76.96	785.156	79.0493
811.523	80.4576	811.523	77.7774	811.523	79.321
840.82	80.6923	840.82	78.74	840.82	79.8249
870.117	80.2269	870.117	77.9963	870.117	79.2533
900.879	80.7361	900.879	78.2789	900.879	79.679
933.105	80.5861	933.105	78.1955	933.105	79.5532
965.332	81.1658	965.332	78.78	965.332	80.1347
1,000.49	82.3282	1,000.49	78.3005	1,000.49	80.7655
1,035.64	83.2163	1,035.64	73.8387	1,035.64	80.6803
1,072.27	79.9081	1,072.27	71.5456	1,072.27	77.4889
1,108.89	75.9715	1,108.89	76.5703	1,108.89	76.2812
