"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	38.4393
21.9727	42.098
23.4375	46.6135
24.9023	48.1599
26.3672	49.0924
27.832	52.0336
29.2969	53.118
30.7617	53.8644
32.2266	55.958
33.6914	57.6429
35.1562	59.0993
36.6211	60.7739
38.0859	61.486
39.5508	62.9944
41.0156	63.9815
42.4805	64.8683
43.9453	65.866
45.4102	66.8808
46.875	67.8106
48.3398	68.5097
51.2695	69.779
52.7344	70.4139
54.1992	70.8967
55.6641	71.3586
58.5938	72.1296
60.0586	72.5263
62.9883	73.2839
64.4531	73.5846
67.3828	74.0802
68.8477	74.2754
71.7773	74.8646
74.707	75.4679
77.6367	75.7459
79.1016	75.9091
82.0312	76.5265
84.9609	76.8976
87.8906	76.941
90.8203	77.5813
95.2148	78.0834
98.1445	78.4276
101.074	78.7531
105.469	79.1367
108.398	79.4416
112.793	79.8048
117.188	80.2362
120.117	80.3456
124.512	80.5934
128.906	80.7587
133.301	80.9563
139.16	80.987
143.555	81.0841
147.949	81.2316
153.809	81.2406
159.668	81.2974
165.527	81.2729
171.387	81.244
177.246	81.1563
183.105	81.0147
188.965	80.9514
196.289	80.9967
203.613	80.804
210.938	80.6025
218.262	80.4875
225.586	80.3664
232.91	80.2483
241.699	80.0509
250.488	79.8464
259.277	79.8425
268.066	79.5461
276.855	79.3868
287.109	79.4072
297.363	79.1609
307.617	79.1363
319.336	78.829
329.59	78.7211
341.309	78.5237
353.027	78.3802
366.211	78.2982
379.395	78.3914
392.578	78.0026
405.762	77.7907
420.41	77.9031
435.059	77.619
451.172	77.6595
465.82	77.331
483.398	77.1938
499.512	76.7961
517.09	76.2235
536.133	74.7798
555.176	74.8474
574.219	81.9526
594.727	83.0318
615.234	81.4677
637.207	80.4594
659.18	79.6502
682.617	79.5281
707.52	79.1685
732.422	78.9304
757.324	78.7776
785.156	78.5004
811.523	78.6747
840.82	78.9106
870.117	78.7173
900.879	79.182
933.105	79.0025
965.332	79.401
1,000.49	79.8867
1,035.64	79.6251
1,072.27	74.8935
1,108.89	74.0608
1,148.44	76.0245
1,189.45	77.4884
1,230.47	78.2707
1,274.41	79.3571
1,319.82	78.493
1,366.7	77.0079
1,413.57	76.901
1,463.38	77.5
1,516.11	81.1226
1,568.85	81.5656
1,624.51	80.3273
1,681.64	79.631
1,741.7	79.8757
1,803.22	80.519
1,866.21	80.2672
1,932.13	79.1369
1,999.51	78.429
2,069.82	77.2495
2,143.07	77.6893
2,219.24	77.4524
2,296.88	76.7348
2,378.91	76.0452
2,462.4	76.6404
2,548.83	77.4414
2,639.65	76.7723
2,731.93	76.6171
2,828.61	77.053
2,928.22	77.5089
3,030.76	77.9689
3,137.7	78.3139
3,249.02	78.4984
3,363.28	77.6825
3,481.93	77.3716
3,604.98	78.1615
3,732.42	77.8758
3,864.26	77.273
4,000.49	78.0498
4,141.11	77.8813
4,287.6	78.1731
4,438.48	77.915
4,595.21	78.5339
4,756.35	77.6112
4,924.8	77.7757
5,097.66	78.3167
5,277.83	78.4009
5,463.87	78.1002
5,657.23	78.8848
5,856.45	78.7706
6,062.99	79.5572
6,276.86	79.5468
6,498.05	79.6322
6,726.56	79.8397
6,963.87	79.4485
7,209.96	79.9786
7,464.84	79.3986
7,727.05	79.378
7,999.51	79.1572
8,282.23	79.5726
8,573.73	79.5818
8,876.95	79.3595
9,188.96	79.752
9,514.16	79.4575
9,849.61	79.2478
10,196.8	79.0563
10,555.7	78.7118
10,927.7	78.5116
11,313	78.6761
11,712.9	78.9882
12,126	79.0096
12,553.7	78.9149
12,996.1	78.7635
13,454.6	78.5533
13,929.2	78.2923
14,419.9	78.196
14,928.2	78.3683
15,455.6	78.2674
16,000.5	78.0858
16,564.5	77.6021
17,148.9	76.8834
17,752.4	76.2402
18,379.4	75.5934
19,026.9	75.3101
19,697.8	75.384
19,999.5	75.4093
