"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	56.1085	20.5078	56.1941	20.5078	55.8133	20.5078	55.98
23.4375	57.1094	23.4375	57.2404	23.4375	56.6272	23.4375	56.9005
26.3672	58.729	26.3672	58.9097	26.3672	58.327	26.3672	58.5749
29.2969	59.787	29.2969	60.0424	29.2969	59.3634	29.2969	59.6448
32.2266	60.6976	32.2266	61.0616	32.2266	60.373	32.2266	60.6376
35.1563	61.2791	35.1563	61.8052	35.1563	60.9613	35.1563	61.2727
38.0859	61.9003	38.0859	62.6631	38.0859	61.7575	38.0859	62.055
41.0156	61.9656	41.0156	63.1812	41.0156	62.07	41.0156	62.3897
43.9453	63.3278	43.9453	64.7184	43.9453	63.6266	43.9453	63.9061
46.875	66.0578	46.875	67.1797	46.875	66.1755	46.875	66.4574
49.8047	69.8408	49.8047	70.494	49.8047	69.74	49.8047	69.9817
52.7344	73.2999	52.7344	73.63	52.7344	73.0261	52.7344	73.2549
55.6641	76.2402	55.6641	76.3737	55.6641	75.9074	55.6641	76.1067
58.5938	78.6234	58.5938	78.6029	58.5938	78.1447	58.5938	78.3713
61.5234	80.2928	61.5234	80.1755	61.5234	79.7176	61.5234	79.9642
64.4531	81.452	64.4531	81.2839	64.4531	80.859	64.4531	81.0997
67.3828	82.2473	67.3828	82.0188	67.3828	81.5417	67.3828	81.8215
70.3125	82.6751	70.3125	82.4549	70.3125	82.0686	70.3125	82.301
73.2422	82.9914	73.2422	82.7563	73.2422	82.4316	73.2422	82.6365
76.1719	83.3521	76.1719	83.0995	76.1719	82.7575	76.1719	82.9747
79.1016	83.5424	79.1016	83.2766	79.1016	82.9474	79.1016	83.1611
82.0313	83.6615	82.0313	83.3884	82.0313	83.0359	82.0313	83.2627
84.9609	83.7887	84.9609	83.4807	84.9609	83.0748	84.9609	83.3359
87.8906	83.8263	87.8906	83.5143	87.8906	83.1573	87.8906	83.3947
90.8203	83.7731	90.8203	83.4871	90.8203	83.2259	90.8203	83.4101
93.75	84.0769	93.75	83.777	93.75	83.4986	93.75	83.6942
96.6797	84.1449	96.6797	83.7776	96.6797	83.2563	96.6797	83.5888
102.539	83.9344	102.539	83.6081	102.539	83.2678	102.539	83.4999
105.469	83.9173	105.469	83.555	105.469	83.1665	105.469	83.4305
108.398	83.9304	108.398	83.5402	108.398	83.1054	108.398	83.3989
111.328	83.8901	111.328	83.5013	111.328	83.0748	111.328	83.3638
117.188	83.8131	117.188	83.3772	117.188	82.9758	117.188	83.2625
120.117	83.8064	120.117	83.3485	120.117	82.8997	120.117	83.2154
125.977	83.4289	125.977	82.985	125.977	82.4803	125.977	82.8213
128.906	83.158	128.906	82.7056	128.906	82.1091	128.906	82.4993
134.766	82.8602	134.766	82.4258	134.766	82.0291	134.766	82.3131
137.695	82.7786	137.695	82.3263	137.695	82.0121	137.695	82.2585
143.555	82.6261	143.555	82.1145	143.555	81.7375	143.555	82.0286
149.414	82.4719	149.414	81.9167	149.414	81.4273	149.414	81.7856
155.273	82.5018	155.273	81.8677	155.273	81.2481	155.273	81.6922
158.203	82.5613	158.203	81.8918	158.203	81.2053	158.203	81.693
164.063	82.6135	164.063	81.9364	164.063	81.2221	164.063	81.7262
169.922	82.232	169.922	81.5992	169.922	81.0132	169.922	81.4394
175.781	82.1578	175.781	81.4604	175.781	81.0273	175.781	81.3893
181.641	82.4099	181.641	81.6474	181.641	81.0103	181.641	81.4941
190.43	82.5616	190.43	81.6709	190.43	80.952	190.43	81.5105
196.289	82.743	196.289	81.8142	196.289	81.1419	196.289	81.6849
202.148	82.9164	202.148	81.8965	202.148	81.1772	202.148	81.7683
210.938	83.1598	210.938	82.1209	210.938	81.2692	210.938	81.9371
216.797	83.3148	216.797	82.24	216.797	81.5046	216.797	82.1184
225.586	83.8512	225.586	82.5364	225.586	81.7081	225.586	82.4358
234.375	84.3965	234.375	82.9892	234.375	81.8519	234.375	82.7793
240.234	84.458	240.234	83.0732	240.234	81.9694	240.234	82.8713
249.023	84.8985	249.023	83.2974	249.023	81.7534	249.023	82.9765
257.813	85.2284	257.813	83.693	257.813	82.2705	257.813	83.4013
266.602	85.0466	266.602	83.4598	266.602	81.7309	266.602	83.0618
278.32	85.154	278.32	83.5685	278.32	82.0836	278.32	83.2665
287.109	85.2068	287.109	83.4678	287.109	82.0173	287.109	83.2262
295.898	85.4392	295.898	83.4682	295.898	81.3064	295.898	83.0334
307.617	84.7582	307.617	83.2636	307.617	81.0832	307.617	82.6665
