"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	53.771	20.5078	53.5674	20.5078	53.0722	20.5078	53.3559
21.9727	55.9475	21.9727	55.7442	21.9727	55.2303	21.9727	55.5233
23.4375	58.5047	23.4375	58.3222	23.4375	57.8233	23.4375	58.1043
24.9023	60.1281	24.9023	59.9573	24.9023	59.5426	24.9023	59.7788
26.3672	62.0167	26.3672	61.8309	26.3672	61.373	26.3672	61.6341
27.832	63.9341	27.832	63.7545	27.832	63.3213	27.832	63.5687
29.2969	65.6411	29.2969	65.4618	29.2969	65.0291	29.2969	65.2761
30.7617	67.3676	30.7617	67.1921	30.7617	66.7826	30.7617	67.0172
32.2266	68.9552	32.2266	68.7644	32.2266	68.3138	32.2266	68.5722
33.6914	70.5119	33.6914	70.3192	33.6914	69.8577	33.6914	70.122
35.1563	72.0834	35.1563	71.8963	35.1563	71.4605	35.1563	71.7107
36.6211	73.5076	36.6211	73.3239	36.6211	72.8905	36.6211	73.1388
38.0859	74.8651	38.0859	74.6796	38.0859	74.2437	38.0859	74.4936
39.5508	75.9414	39.5508	75.756	39.5508	75.3284	39.5508	75.5741
41.0156	76.8846	41.0156	76.6975	41.0156	76.2838	41.0156	76.5229
42.4805	77.9415	42.4805	77.7322	42.4805	77.2454	42.4805	77.526
43.9453	78.9076	43.9453	78.7073	43.9453	78.235	43.9453	78.5064
45.4102	79.5892	45.4102	79.3875	45.4102	78.9355	45.4102	79.197
46.875	80.2687	46.875	80.0636	46.875	79.6071	46.875	79.8716
48.3398	80.7949	48.3398	80.5724	48.3398	80.061	48.3398	80.3569
51.2695	81.6766	51.2695	81.4576	51.2695	80.9613	51.2695	81.2488
52.7344	82.0304	52.7344	81.8122	52.7344	81.3277	52.7344	81.6091
54.1992	82.352	54.1992	82.1294	54.1992	81.6404	54.1992	81.925
55.6641	82.5789	55.6641	82.3658	55.6641	81.9154	55.6641	82.1785
58.5938	83.0601	58.5938	82.8281	58.5938	82.3461	58.5938	82.6292
60.0586	83.272	60.0586	83.0314	60.0586	82.5278	60.0586	82.8237
62.9883	83.6362	62.9883	83.3953	62.9883	82.8918	62.9883	83.1877
64.4531	83.7646	64.4531	83.5272	64.4531	83.0468	64.4531	83.3302
67.3828	84.0208	67.3828	83.7764	67.3828	83.3045	67.3828	83.5851
68.8477	84.1311	68.8477	83.8741	68.8477	83.3828	68.8477	83.6759
71.7773	84.3979	71.7773	84.1244	71.7773	83.5879	71.7773	83.9076
74.707	84.6486	74.707	84.3757	74.707	83.8514	74.707	84.1648
77.6367	84.7898	77.6367	84.5081	77.6367	84.0067	77.6367	84.3104
79.1016	84.8639	79.1016	84.576	79.1016	84.0682	79.1016	84.3765
82.0313	85.126	82.0313	84.7978	82.0313	84.1899	82.0313	84.5582
84.9609	85.3498	84.9609	85.0162	84.9609	84.2982	84.9609	84.7248
87.8906	85.2391	87.8906	84.9881	87.8906	84.4849	87.8906	84.7828
90.8203	84.8323	90.8203	84.693	90.8203	84.6624	90.8203	84.7044
95.2148	85.9495	95.2148	85.4791	95.2148	84.5783	95.2148	85.1329
98.1445	85.5332	98.1445	85.2054	98.1445	84.6229	98.1445	84.978
101.074	85.5355	101.074	85.1574	101.074	84.547	101.074	84.9277
105.469	85.7498	105.469	85.3735	105.469	84.8088	105.469	85.1656
108.398	85.7814	108.398	85.4057	108.398	84.8787	108.398	85.216
112.793	86.0566	112.793	85.6141	112.793	84.9581	112.793	85.377
117.188	86.1507	117.188	85.6674	117.188	84.9992	117.188	85.4337
120.117	86.4434	120.117	85.9521	120.117	85.2557	120.117	85.7069
124.512	86.2945	124.512	85.844	124.512	85.1611	124.512	85.5958
128.906	86.0926	128.906	85.5896	128.906	84.7158	128.906	85.2636
133.301	86.0778	133.301	85.5976	133.301	84.8118	133.301	85.3074
139.16	85.9793	139.16	85.5215	139.16	85.0521	139.16	85.3782
143.555	86.0699	143.555	85.5173	143.555	84.932	143.555	85.3393
147.949	86.0939	147.949	85.5024	147.949	84.8084	147.949	85.2816
153.809	86.2302	153.809	85.5719	153.809	84.8069	153.809	85.3335
159.668	86.41	159.668	85.7422	159.668	84.6505	159.668	85.3565
165.527	86.1725	165.527	85.6301	165.527	84.7206	165.527	85.2969
171.387	85.9573	171.387	85.4143	171.387	84.4933	171.387	85.0759
177.246	85.7142	177.246	85.1735	177.246	84.5707	177.246	84.9843
183.105	85.5763	183.105	84.8937	183.105	84.4709	183.105	84.8242
188.965	85.4718	188.965	84.6604	188.965	84.319	188.965	84.6606
196.289	85.6917	196.289	84.77	196.289	84.399	196.289	84.7819
203.613	85.6227	203.613	84.6726	203.613	84.0621	203.613	84.5775
