"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	0.14844	20.5078	0.164925
21.9727	0.197917	21.9727	0.165325
23.4375	0.231033	23.4375	0.163353
24.9023	0.199916	24.9023	0.14411
26.3672	0.257524	26.3672	0.159013
27.832	0.26359	27.832	0.153912
29.2969	0.281479	29.2969	0.154949
30.7617	0.285018	30.7617	0.150593
32.2266	0.328801	32.2266	0.162667
33.6914	0.345095	33.6914	0.164755
35.1563	0.336755	35.1563	0.159519
36.6211	0.338362	36.6211	0.157244
38.0859	0.347644	38.0859	0.158344
39.5508	0.349065	39.5508	0.157708
41.0156	0.347789	41.0156	0.15841
42.4805	0.406798	42.4805	0.177231
43.9453	0.395254	43.9453	0.169836
45.4102	0.390931	45.4102	0.169058
46.875	0.399252	46.875	0.171484
48.3398	0.441675	48.3398	0.185642
51.2695	0.434914	51.2695	0.182412
52.7344	0.43122	52.7344	0.181122
54.1992	0.438623	54.1992	0.183525
55.6641	0.413388	55.6641	0.174548
58.5938	0.446488	58.5938	0.188544
60.0586	0.465486	60.0586	0.195316
62.9883	0.468085	62.9883	0.195199
64.4531	0.455027	64.4531	0.191432
67.3828	0.460083	67.3828	0.195348
68.8477	0.482265	68.8477	0.204498
71.7773	0.518749	71.7773	0.217032
74.707	0.510817	74.707	0.214576
77.6367	0.509159	77.6367	0.216583
79.1016	0.520261	79.1016	0.221802
82.0313	0.603677	82.0313	0.253524
84.9609	0.651611	84.9609	0.262614
87.8906	0.474975	87.8906	0.196933
90.8203	0.163244	90.8203	0.0979692
95.2148	0.867257	95.2148	0.354761
98.1445	0.594578	98.1445	0.25161
101.074	0.653643	101.074	0.282879
105.469	0.628352	105.469	0.277383
108.398	0.617827	108.398	0.276106
112.793	0.735156	112.793	0.325293
117.188	0.776897	117.188	0.349413
120.117	0.78831	120.117	0.35315
124.512	0.765103	124.512	0.333079
128.906	0.894379	128.906	0.375397
133.301	0.807319	133.301	0.352016
139.16	0.652129	139.16	0.320353
143.555	0.808058	143.555	0.389309
147.949	0.891043	147.949	0.41949
153.809	0.984443	153.809	0.462537
159.668	1.13487	159.668	0.488207
165.527	0.952376	165.527	0.408094
171.387	0.961416	171.387	0.409343
177.246	0.773923	177.246	0.377165
183.105	0.837379	183.105	0.454602
188.965	0.911498	188.965	0.519938
196.289	1.02662	196.289	0.5914
203.613	1.18397	203.613	0.626364
210.938	1.36194	210.938	0.676667
218.262	1.38151	218.262	0.716231
225.586	1.59143	225.586	0.849964
232.91	1.97368	232.91	0.951584
241.699	1.97264	241.699	0.912619
250.488	2.15057	250.488	0.966196
259.277	2.05458	259.277	0.90155
268.066	2.08598	268.066	0.920806
276.855	2.21553	276.855	0.957811
287.109	2.3008	287.109	1.00075
297.363	2.45901	297.363	1.08549
307.617	2.33572	307.617	0.959881
319.336	2.58399	319.336	1.06386
329.59	2.54611	329.59	0.987105
341.309	2.23773	341.309	0.942012
353.027	2.76658	353.027	1.16897
366.211	2.94107	366.211	1.15463
379.395	2.84908	379.395	1.05103
392.578	2.55252	392.578	0.938974
405.762	2.77474	405.762	1.13545
420.41	3.16773	420.41	1.11999
435.059	2.58438	435.059	0.935799
