"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	59.9002	20.5078	62.8309	20.5078	60.4536	20.5078	62.2517	20.5078	66.6209	20.5078	62.5743
21.9727	64.3215	21.9727	66.3416	21.9727	64.6505	21.9727	65.851	21.9727	69.3073	21.9727	66.083
23.4375	67.1353	23.4375	68.8619	23.4375	67.393	23.4375	68.4291	23.4375	71.638	23.4375	68.6468
24.9023	70.229	24.9023	71.6781	24.9023	70.3996	24.9023	71.3468	24.9023	74.2268	24.9023	71.512
26.3672	73.5428	26.3672	74.5097	26.3672	73.6351	26.3672	74.3308	26.3672	76.6674	26.3672	74.4511
27.832	76.0091	27.832	76.9299	27.832	76.0611	27.832	76.8374	27.832	79.1462	27.832	76.9206
29.2969	78.3853	29.2969	79.0629	29.2969	78.3924	29.2969	79.0537	29.2969	81.0219	29.2969	79.1051
30.7617	80.4073	30.7617	80.9908	30.7617	80.4109	30.7617	81.0014	30.7617	82.7287	30.7617	81.0321
32.2266	81.9351	32.2266	82.3407	32.2266	81.8926	32.2266	82.4328	32.2266	83.9844	32.2266	82.4464
33.6914	83.0854	33.6914	83.3828	33.6914	83.0157	33.6914	83.5113	33.6914	84.9127	33.6914	83.5146
35.1562	84.1986	35.1562	84.395	35.1562	84.1047	35.1562	84.5614	35.1562	85.8077	35.1562	84.5523
36.6211	84.9655	36.6211	85.0713	36.6211	84.8534	36.6211	85.269	36.6211	86.3799	36.6211	85.2522
38.0859	85.5281	38.0859	85.5663	38.0859	85.4029	38.0859	85.7837	38.0859	86.7807	38.0859	85.7617
39.5508	85.8598	39.5508	85.8367	39.5508	85.7234	39.5508	86.0718	39.5508	86.9593	39.5508	86.0449
41.0156	86.0943	41.0156	86.006	41.0156	85.9386	41.0156	86.2633	41.0156	87.064	41.0156	86.2325
42.4805	86.3314	42.4805	86.2044	42.4805	86.1683	42.4805	86.4651	42.4805	87.1693	42.4805	86.4316
43.9453	86.5315	43.9453	86.3585	43.9453	86.3566	43.9453	86.6317	43.9453	87.2582	43.9453	86.5956
45.4102	86.7443	45.4102	86.5402	45.4102	86.5632	45.4102	86.8226	45.4102	87.3877	45.4102	86.7838
46.875	86.85	46.875	86.6022	46.875	86.6594	46.875	86.9074	46.875	87.4224	46.875	86.8648
48.3398	86.9614	48.3398	86.6798	48.3398	86.7685	48.3398	86.9853	48.3398	87.4121	48.3398	86.9431
51.2695	87.1089	51.2695	86.7487	51.2695	86.9031	51.2695	87.0795	51.2695	87.3966	51.2695	87.0374
52.7344	87.1801	52.7344	86.7983	52.7344	86.9703	52.7344	87.1339	52.7344	87.4079	52.7344	87.0912
54.1992	87.285	54.1992	86.8726	54.1992	87.0701	54.1992	87.2102	54.1992	87.4209	54.1992	87.169
55.6641	87.2744	55.6641	86.8459	55.6641	87.0561	55.6641	87.1883	55.6641	87.3677	55.6641	87.1462
58.5938	87.4144	58.5938	86.9536	58.5938	87.19	58.5938	87.3039	58.5938	87.4238	58.5938	87.2615
60.0586	87.4919	60.0586	87.0049	60.0586	87.2625	60.0586	87.3583	60.0586	87.4364	60.0586	87.3182
62.9883	87.6145	62.9883	87.0691	62.9883	87.3711	62.9883	87.441	62.9883	87.4644	62.9883	87.4042
64.4531	87.6593	64.4531	87.0862	64.4531	87.4093	64.4531	87.4657	64.4531	87.4583	64.4531	87.4305
67.3828	87.6972	67.3828	87.0637	67.3828	87.4228	67.3828	87.4739	67.3828	87.4507	67.3828	87.4387
68.8477	87.7896	68.8477	87.1425	68.8477	87.5066	68.8477	87.5537	68.8477	87.5272	68.8477	87.5206
71.7773	87.9533	71.7773	87.2872	71.7773	87.6741	71.7773	87.6866	71.7773	87.5894	71.7773	87.6598
74.707	87.9746	74.707	87.3777	74.707	87.7337	74.707	87.7439	74.707	87.6442	74.707	87.7165
77.6367	88.0738	77.6367	87.4029	77.6367	87.8143	77.6367	87.8004	77.6367	87.664	77.6367	87.7773
79.1016	88.0888	79.1016	87.3932	79.1016	87.8216	79.1016	87.7977	79.1016	87.6489	79.1016	87.7774
82.0312	88.1327	82.0312	87.3966	82.0312	87.8522	82.0312	87.8118	82.0312	87.635	82.0312	87.7954
84.9609	88.1785	84.9609	87.4175	84.9609	87.8919	84.9609	87.8406	84.9609	87.643	84.9609	87.8262
87.8906	88.1775	87.8906	87.4133	87.8906	87.8956	87.8906	87.8268	87.8906	87.6081	87.8906	87.8175
90.8203	88.1395	90.8203	87.3151	90.8203	87.838	90.8203	87.7602	90.8203	87.5345	90.8203	87.7529
95.2148	88.1143	95.2148	87.2295	95.2148	87.7985	95.2148	87.6855	95.2148	87.3982	95.2148	87.6863
98.1445	87.9959	98.1445	87.1466	98.1445	87.6955	98.1445	87.5952	98.1445	87.3455	98.1445	87.5938
101.074	87.7721	101.074	86.9247	101.074	87.4962	101.074	87.3921	101.074	87.178	101.074	87.3911
105.469	87.7229	105.469	86.8078	105.469	87.4625	105.469	87.2415	105.469	86.8535	105.469	87.2707
108.398	87.7353	108.398	86.8015	108.398	87.4749	108.398	87.2412	108.398	86.7785	108.398	87.2673
112.793	87.7785	112.793	86.7905	112.793	87.4523	112.793	87.2295	112.793	86.7767	112.793	87.2607
117.188	87.5959	117.188	86.6825	117.188	87.3165	117.188	87.0766	117.188	86.6593	117.188	87.1171
120.117	87.5002	120.117	86.5736	120.117	87.2262	120.117	86.9731	120.117	86.537	120.117	87.0158
124.512	87.4131	124.512	86.3432	124.512	87.0764	124.512	86.7988	124.512	86.3762	124.512	86.8554
128.906	87.3124	128.906	86.2369	128.906	86.9949	128.906	86.69	128.906	86.2511	128.906	86.754
133.301	87.3315	133.301	86.16	133.301	86.9869	133.301	86.6203	133.301	86.0765	133.301	86.7023
139.16	87.2208	139.16	85.9576	139.16	86.8625	139.16	86.4501	139.16	85.8694	139.16	86.5464
143.555	87.0961	143.555	85.7926	143.555	86.7318	143.555	86.3027	143.555	85.6977	143.555	86.4027
147.949	86.9533	147.949	85.5162	147.949	86.5451	147.949	86.1009	147.949	85.5308	147.949	86.2094
153.809	86.8586	153.809	85.2774	153.809	86.4699	153.809	85.8987	153.809	85.2651	153.809	86.0495
159.668	87.0239	159.668	85.6166	159.668	86.6823	159.668	86.0856	159.668	85.3709	159.668	86.2482
165.527	86.7909	165.527	85.423	165.527	86.4921	165.527	85.8839	165.527	85.24	165.527	86.0532
171.387	86.8834	171.387	85.3657	171.387	86.5445	171.387	85.8388	171.387	85.0056	171.387	86.0376
177.246	86.662	177.246	85.1552	177.246	86.3278	177.246	85.6227	177.246	84.7448	177.246	85.817
183.105	86.4975	183.105	84.9825	183.105	86.187	183.105	85.4388	183.105	84.6019	183.105	85.6537
188.965	86.6515	188.965	85.0445	188.965	86.3393	188.965	85.5103	188.965	84.6393	188.965	85.7576
196.289	86.6792	196.289	84.8174	196.289	86.311	196.289	85.3462	196.289	84.4617	196.289	85.656
203.613	86.8351	203.613	84.9857	203.613	86.5923	203.613	85.427	203.613	84.1821	203.613	85.7899
210.938	86.5565	210.938	84.8359	210.938	86.3188	210.938	85.3378	210.938	84.0216	210.938	85.6025
218.262	86.3822	218.262	84.5375	218.262	86.0501	218.262	84.9838	218.262	83.8803	218.262	85.3245
225.586	86.8106	225.586	84.7966	225.586	86.5289	225.586	85.2749	225.586	84.0255	225.586	85.6817
232.91	87.0155	232.91	84.7474	232.91	86.7046	232.91	85.3058	232.91	83.7526	232.91	85.7565
241.699	86.6014	241.699	84.224	241.699	86.2967	241.699	85.1316	241.699	83.5091	241.699	85.4319
250.488	87.4301	250.488	84.6207	250.488	86.9073	250.488	85.3937	250.488	83.4578	250.488	85.8897
259.277	87.3481	259.277	84.6602	259.277	86.9186	259.277	85.4502	259.277	83.5469	259.277	85.909
268.066	86.761	268.066	84.1785	268.066	86.3403	268.066	84.9311	268.066	82.9249	268.066	85.3553
276.855	86.4372	276.855	84.2875	276.855	86.198	276.855	84.9315	276.855	82.9495	276.855	85.2689
287.109	86.4011	287.109	84.4435	287.109	86.2621	287.109	84.808	287.109	83.1349	287.109	85.2691
297.363	86.8221	297.363	84.5595	297.363	86.9408	297.363	85.1532	297.363	82.4946	297.363	85.6593
307.617	87.2378	307.617	84.5895	307.617	87.0494	307.617	85.5221	307.617	83.0148	307.617	85.922
319.336	87.2522	319.336	84.4536	319.336	86.9923	319.336	85.2724	319.336	82.6474	319.336	85.785
329.59	86.8505	329.59	84.6616	329.59	86.8849	329.59	85.462	329.59	82.715	329.59	85.7734
341.309	86.5027	341.309	84.5142	341.309	86.7297	341.309	85.1281	341.309	82.1989	341.309	85.5072
353.027	86.041	353.027	84.9331	353.027	86.4614	353.027	85.5896	353.027	82.842	353.027	85.5992
366.211	86.256	366.211	85.0914	366.211	86.5807	366.211	85.6201	366.211	82.7228	366.211	85.6867
379.395	86.699	379.395	85.5403	379.395	86.8191	379.395	85.9919	379.395	83.1117	379.395	86.0332
392.578	85.9611	392.578	85.1876	392.578	86.0663	392.578	85.552	392.578	83.2014	392.578	85.4984
405.762	86.0679	405.762	84.3265	405.762	86.056	405.762	85.15	405.762	82.9944	405.762	85.2553
420.41	86.1606	420.41	84.3545	420.41	86.2358	420.41	85.1795	420.41	82.5469	420.41	85.3119
435.059	86.3058	435.059	84.6259	435.059	86.3113	435.059	85.1757	435.059	82.5147	435.059	85.38
451.172	86.4143	451.172	83.4753	451.172	85.6044	451.172	85.0592	451.172	83.2069	451.172	85.072
465.82	87.1431	465.82	82.894	465.82	86.1729	465.82	84.0756	465.82	81.9679	465.82	84.9168
483.398	86.4498	483.398	82.5726	483.398	86.0681	483.398	83.9109	483.398	81.1262	483.398	84.6284
499.512	87.7558	499.512	82.3375	499.512	87.4969	499.512	85.1312	499.512	81.4951	499.512	85.8151
517.09	87.0823	517.09	82.4318	517.09	87.1524	517.09	85.5037	517.09	82.8102	517.09	85.7693
536.133	86.8434	536.133	82.2675	536.133	87.1398	536.133	85.0708	536.133	82.0729	536.133	85.5243
555.176	86.586	555.176	82.1154	555.176	86.8637	555.176	84.8848	555.176	81.5139	555.176	85.2751
574.219	87.1992	574.219	81.9502	574.219	86.6341	574.219	84.6496	574.219	81.9698	574.219	85.2246
594.727	86.5295	594.727	82.1071	594.727	86.5187	594.727	84.1524	594.727	81.09	594.727	84.8616
615.234	85.6651	615.234	82.5033	615.234	86.0658	615.234	83.6856	615.234	80.1865	615.234	84.3741
637.207	86.8378	637.207	82.4055	637.207	86.5738	637.207	83.7226	637.207	80.8572	637.207	84.8115
659.18	85.9306	659.18	83.1254	659.18	86.4094	659.18	84.0767	659.18	80.1584	659.18	84.7273
682.617	85.639	682.617	83.6619	682.617	86.1791	682.617	83.5882	682.617	80.2786	682.617	84.4863
707.52	86.404	707.52	84.4575	707.52	86.0863	707.52	83.1727	707.52	80.0934	707.52	84.527
732.422	85.4031	732.422	84.5333	732.422	85.8772	732.422	83.0121	732.422	79.2773	732.422	84.2115
757.324	85.5277	757.324	83.962	757.324	85.9321	757.324	82.7115	757.324	79.0192	757.324	84.0903
785.156	85.1751	785.156	84.355	785.156	86.4227	785.156	82.8409	785.156	78.545	785.156	84.3107
811.523	85.4836	811.523	83.8909	811.523	86.5978	811.523	82.9488	811.523	78.3971	811.523	84.407
840.82	86.1154	840.82	84.8538	840.82	87.2113	840.82	83.3845	840.82	77.559	840.82	84.9767
870.117	86.3371	870.117	84.8283	870.117	87.5766	870.117	83.8189	870.117	78.4641	870.117	85.3094
900.879	87.5194	900.879	85.3556	900.879	87.595	900.879	83.4488	900.879	75.6117	900.879	85.426
933.105	86.9367	933.105	84.1312	933.105	87.7092	933.105	83.3412	933.105	76.7381	933.105	85.24
965.332	86.5922	965.332	83.0365	965.332	87.2867	965.332	83.0898	965.332	76.4372	965.332	84.8206
1,000.49	86.7006	1,000.49	83.7887	1,000.49	86.6438	1,000.49	82.8016	1,000.49	76.0298	1,000.49	84.5306
1,035.64	86.6877	1,035.64	83.3283	1,035.64	86.3562	1,035.64	82.3318	1,035.64	75.1411	1,035.64	84.2252
1,072.27	87.0638	1,072.27	82.8485	1,072.27	85.4541	1,072.27	81.314	1,072.27	74.1078	1,072.27	83.626
