"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	62.1751
21.9727	66.0952
23.4375	67.1178
24.9023	70.7675
26.3672	73.7831
27.832	76.6991
29.2969	79.5112
30.7617	82.0018
32.2266	84.6274
33.6914	86.8177
35.1562	88.7496
36.6211	90.4532
38.0859	91.8509
39.5508	92.8641
41.0156	93.4399
42.4805	93.8982
43.9453	94.1868
45.4102	94.3466
46.875	94.3876
48.3398	94.2897
51.2695	94.0957
52.7344	94.0204
54.1992	93.9849
55.6641	93.9758
58.5938	93.8992
60.0586	93.8703
62.9883	93.8287
64.4531	93.8163
67.3828	93.7914
68.8477	93.7872
71.7773	93.844
74.707	93.9362
77.6367	93.9688
79.1016	93.9673
82.0312	93.9635
84.9609	93.8604
87.8906	93.8844
90.8203	93.8942
95.2148	93.8549
98.1445	93.8761
101.074	93.8997
105.469	93.6222
108.398	93.863
112.793	93.9717
117.188	94.176
120.117	94.1052
124.512	93.9289
128.906	93.8961
133.301	93.7116
139.16	93.5298
143.555	93.5117
147.949	93.4881
153.809	93.3208
159.668	93.0811
165.527	92.84
171.387	92.9261
177.246	92.9304
183.105	92.7091
188.965	92.7589
196.289	92.996
203.613	92.8952
210.938	92.7457
218.262	92.7259
225.586	92.8602
232.91	92.9499
241.699	92.8439
250.488	92.7274
259.277	92.7996
268.066	92.4183
276.855	92.5277
287.109	92.5455
297.363	92.7903
307.617	92.579
319.336	92.4523
329.59	92.2893
341.309	91.8165
353.027	91.9192
366.211	92.2328
379.395	92.38
392.578	91.8831
405.762	91.5401
420.41	92.0795
435.059	91.8825
451.172	92.1882
465.82	91.8157
483.398	91.253
499.512	91.4488
517.09	91.3081
536.133	91.4211
555.176	92.7396
574.219	93.4749
594.727	92.7261
615.234	92.0036
637.207	91.1871
659.18	91.0075
682.617	91.2775
707.52	91.9149
732.422	91.3813
757.324	90.9054
785.156	90.9006
811.523	90.7622
840.82	90.7915
870.117	90.8543
900.879	91.1303
933.105	90.548
965.332	90.3722
1,000.49	91.9802
1,035.64	92.2365
1,072.27	91.8782
1,108.89	92.0635
1,148.44	91.6996
1,189.45	91.5824
1,230.47	91.0395
1,274.41	90.7285
1,319.82	90.3257
1,366.7	90.0345
1,413.57	89.8408
1,463.38	89.9135
1,516.11	89.3263
1,568.85	88.9644
1,624.51	89.9851
1,681.64	89.2754
1,741.7	88.6462
1,803.22	88.3301
1,866.21	88.1458
1,932.13	87.305
1,999.51	86.6405
2,069.82	86.7626
2,143.07	87.9673
2,219.24	88.7401
2,296.88	88.227
2,378.91	87.4497
2,462.4	88.2262
2,548.83	89.1536
2,639.65	89.0561
2,731.93	88.7882
2,828.61	89.19
2,928.22	89.5644
3,030.76	89.9173
3,137.7	90.1979
3,249.02	90.3896
3,363.28	90.2277
3,481.93	90.7351
3,604.98	91.7376
3,732.42	91.6188
3,864.26	91.4833
4,000.49	92.226
4,141.11	92.3177
4,287.6	92.1656
4,438.48	89.1789
4,595.21	86.4695
4,756.35	88.1143
4,924.8	89.5997
5,097.66	90.1981
5,277.83	90.1128
5,463.87	90.4258
5,657.23	91.1654
5,856.45	90.9907
6,062.99	91.3072
6,276.86	90.8799
6,498.05	90.1869
6,726.56	90.1142
6,963.87	90.216
7,209.96	91.0438
7,464.84	90.947
7,727.05	91.1891
7,999.51	90.9963
8,282.23	90.8516
8,573.73	90.7507
8,876.95	90.1014
9,188.96	90.2456
9,514.16	89.9823
9,849.61	89.992
10,196.8	89.4567
10,555.7	88.977
10,927.7	89.1567
11,313	89.5922
11,712.9	89.5175
12,126	89.4176
12,553.7	89.3212
12,996.1	88.6433
13,454.6	87.7773
13,929.2	87.2901
14,419.9	87.3374
14,928.2	88.0906
15,455.6	88.2403
16,000.5	88.6213
16,564.5	87.912
17,148.9	87.354
17,752.4	87.209
18,379.4	87.9223
19,026.9	86.9612
19,697.8	86.7885
19,999.5	86.7614
