"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-13.0449	20.5078	-8.11237
21.9727	-6.55111	21.9727	-3.0776
23.4375	-6.20844	23.4375	-2.64361
24.9023	-4.73981	24.9023	-1.86476
26.3672	-4.092	26.3672	-1.55784
27.832	-3.39415	27.832	-1.25608
29.2969	-2.91022	29.2969	-1.05402
30.7617	-2.61891	30.7617	-0.945725
32.2266	-2.37882	32.2266	-0.861554
33.6914	-2.20629	33.6914	-0.805808
35.1562	-1.99928	35.1562	-0.731557
36.6211	-1.80443	36.6211	-0.661401
38.0859	-1.64814	38.0859	-0.606252
39.5508	-1.50353	39.5508	-0.554713
41.0156	-1.4213	41.0156	-0.524426
42.4805	-1.31789	42.4805	-0.487713
43.9453	-1.22795	43.9453	-0.454198
45.4102	-1.12556	45.4102	-0.418005
46.875	-1.02933	46.875	-0.386752
48.3398	-0.974815	48.3398	-0.370012
51.2695	-0.794505	51.2695	-0.303431
52.7344	-0.748915	52.7344	-0.288861
54.1992	-0.701003	54.1992	-0.270779
55.6641	-0.654734	55.6641	-0.252957
58.5938	-0.539544	58.5938	-0.214203
60.0586	-0.514534	60.0586	-0.206253
62.9883	-0.415958	62.9883	-0.168523
64.4531	-0.387271	64.4531	-0.158202
67.3828	-0.33723	67.3828	-0.140685
68.8477	-0.300256	68.8477	-0.126475
71.7773	-0.220624	71.7773	-0.0961562
74.707	-0.162629	74.707	-0.0749238
77.6367	-0.145456	77.6367	-0.0682579
79.1016	-0.124685	79.1016	-0.0593076
82.0312	-0.0429345	82.0312	-0.0270668
84.9609	0.0114267	84.9609	-0.00889547
87.8906	-0.195351	87.8906	-0.081647
90.8203	-0.189607	90.8203	-0.0675793
95.2148	0.0860588	95.2148	0.0357843
98.1445	0.169127	98.1445	0.0703243
101.074	0.293891	101.074	0.12199
105.469	0.128743	105.469	0.0520401
108.398	0.267881	108.398	0.125611
112.793	0.357408	112.793	0.155098
117.188	0.485896	117.188	0.203474
120.117	0.424666	120.117	0.181465
124.512	0.458378	124.512	0.203444
128.906	0.545762	128.906	0.226434
133.301	0.456384	133.301	0.189864
139.16	0.503222	139.16	0.251314
143.555	0.742989	143.555	0.342689
147.949	0.714596	147.949	0.327537
153.809	0.752112	153.809	0.347909
159.668	0.313994	159.668	0.177297
165.527	0.123708	165.527	0.240401
171.387	0.980355	171.387	0.581718
177.246	1.28614	177.246	0.64801
183.105	1.29384	183.105	0.635354
188.965	1.51714	188.965	0.712909
196.289	1.55292	196.289	0.720092
203.613	1.81348	203.613	0.765236
210.938	1.88702	210.938	0.769096
218.262	1.6865	218.262	0.682659
225.586	1.85754	225.586	0.795901
232.91	2.12737	232.91	0.877481
241.699	2.01773	241.699	0.834307
250.488	2.34953	250.488	0.975506
259.277	2.14419	259.277	0.898342
268.066	2.13087	268.066	0.925537
276.855	2.34146	276.855	0.894565
287.109	2.07634	287.109	0.733323
297.363	2.44691	297.363	0.956665
307.617	2.48083	307.617	0.875971
319.336	2.63583	319.336	1.01327
329.59	2.46383	329.59	0.890646
341.309	2.32462	341.309	0.980409
353.027	2.58831	353.027	0.970321
366.211	2.97889	366.211	1.09804
379.395	2.88541	379.395	0.953971
392.578	2.66064	392.578	0.778243
405.762	2.82235	405.762	1.00676
420.41	2.84729	420.41	0.879777
435.059	2.96118	435.059	1.10013
451.172	3.74674	451.172	1.30942
465.82	3.43056	465.82	1.19342
483.398	3.7302	483.398	1.50634
499.512	4.3527	499.512	1.84397
517.09	4.14375	517.09	1.93636
536.133	3.89918	536.133	1.57305
555.176	4.1322	555.176	1.51133
574.219	4.26136	574.219	1.55502
594.727	4.37074	594.727	1.80135
615.234	4.65067	615.234	1.84703
637.207	4.58298	637.207	1.94331
659.18	4.82903	659.18	2.1555
682.617	4.65282	682.617	2.29195
707.52	4.72056	707.52	1.9695
732.422	4.99111	732.422	2.05082
757.324	5.11652	757.324	2.254
785.156	5.16905	785.156	2.1952
811.523	5.32375	811.523	2.42471
840.82	5.65256	840.82	2.66542
870.117	5.10678	870.117	2.29871
900.879	4.89243	900.879	2.08214
933.105	5.2433	933.105	2.19753
965.332	5.30218	965.332	2.45057
1,000.49	5.6473	1,000.49	2.74947
1,035.64	5.77258	1,035.64	2.75487
1,072.27	5.78403	1,072.27	2.67322
1,108.89	6.00963	1,108.89	2.59456
1,148.44	6.11728	1,148.44	2.59392
1,189.45	6.04436	1,189.45	2.47966
1,230.47	5.95039	1,230.47	2.49599
1,274.41	6.05341	1,274.41	2.46385
1,319.82	5.86553	1,319.82	2.38348
1,366.7	5.71482	1,366.7	2.22987
1,413.57	5.86451	1,413.57	2.45678
1,463.38	6.61783	1,463.38	3.01147
1,516.11	6.5014	1,516.11	2.72004
1,568.85	6.48932	1,568.85	2.72227
1,624.51	6.61364	1,624.51	2.95271
1,681.64	6.48258	1,681.64	2.77959
1,741.7	6.76986	1,741.7	2.94392
1,803.22	6.49487	1,803.22	2.93077
1,866.21	7.24277	1,866.21	3.27799
1,932.13	7.47639	1,932.13	3.52642
