"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-4.49536	20.5078	-1.43491
21.9727	-3.75227	21.9727	-0.872562
23.4375	-4.2953	23.4375	-1.36054
24.9023	-4.09355	24.9023	-1.28392
26.3672	-3.32215	26.3672	-0.92282
27.832	-3.47836	27.832	-1.06682
29.2969	-2.81901	29.2969	-0.786422
30.7617	-2.83238	30.7617	-0.847414
32.2266	-2.55075	32.2266	-0.75693
33.6914	-2.40415	33.6914	-0.727792
35.1563	-2.21292	35.1563	-0.671131
36.6211	-2.06722	36.6211	-0.63401
38.0859	-1.92539	38.0859	-0.594922
39.5508	-1.84281	39.5508	-0.579476
41.0156	-1.725	41.0156	-0.551459
42.4805	-1.61364	42.4805	-0.518472
43.9453	-1.51746	43.9453	-0.49115
45.4102	-1.43025	45.4102	-0.467219
46.875	-1.34175	46.875	-0.447652
48.3398	-1.32201	48.3398	-0.450361
51.2695	-1.1741	51.2695	-0.406062
52.7344	-1.16574	52.7344	-0.411976
54.1992	-1.09965	54.1992	-0.393384
55.6641	-1.01078	55.6641	-0.363808
58.5938	-0.888388	58.5938	-0.32233
60.0586	-0.850783	60.0586	-0.311548
62.9883	-0.814802	62.9883	-0.305368
64.4531	-0.798366	64.4531	-0.302514
67.3828	-0.7542	67.3828	-0.291361
68.8477	-0.735691	68.8477	-0.286802
71.7773	-0.663555	71.7773	-0.263209
74.707	-0.545298	74.707	-0.221773
77.6367	-0.523423	77.6367	-0.219035
79.1016	-0.499402	79.1016	-0.210992
82.0313	-0.45281	82.0313	-0.194278
84.9609	-0.428738	84.9609	-0.185877
87.8906	-0.369462	87.8906	-0.16389
90.8203	-0.343303	90.8203	-0.155878
95.2148	-0.203004	95.2148	-0.104258
98.1445	-0.213596	98.1445	-0.107808
101.074	-0.205381	101.074	-0.105151
105.469	-0.0874649	105.469	-0.0583897
108.398	-0.0476804	108.398	-0.0417028
112.793	-0.0456594	112.793	-0.0447367
117.188	0.0603102	117.188	0.00389993
120.117	0.067655	120.117	0.00944853
124.512	0.0490089	124.512	0.00579794
128.906	0.0901421	128.906	0.0239074
133.301	0.109282	133.301	0.0353126
139.16	0.17435	139.16	0.0675121
143.555	0.259141	143.555	0.106633
147.949	0.346245	147.949	0.14452
153.809	0.473751	153.809	0.19309
159.668	0.504249	159.668	0.203681
165.527	0.466517	165.527	0.192204
171.387	0.526787	171.387	0.218923
177.246	0.5407	177.246	0.222302
183.105	0.643619	183.105	0.292105
188.965	0.886617	188.965	0.375879
196.289	0.865175	196.289	0.358383
203.613	0.957454	203.613	0.405964
210.938	1.11681	210.938	0.462444
218.262	1.15877	218.262	0.468203
225.586	1.14601	225.586	0.482928
232.91	1.37105	232.91	0.553904
241.699	1.30481	241.699	0.511317
250.488	1.60329	250.488	0.648232
259.277	1.60532	259.277	0.579898
268.066	1.23184	268.066	0.501728
276.855	1.72155	276.855	0.664475
287.109	1.62866	287.109	0.583355
297.363	1.63124	297.363	0.667558
307.617	1.85128	307.617	0.662971
319.336	1.57947	319.336	0.618569
329.59	1.80519	329.59	0.734682
341.309	1.53553	341.309	0.712961
353.027	2.41881	353.027	1.24698
366.211	2.7917	366.211	1.32328
379.395	2.99861	379.395	1.31084
392.578	2.59054	392.578	1.09212
405.762	2.72299	405.762	1.31889
420.41	3.41795	420.41	1.49908
435.059	3.39853	435.059	1.54306
451.172	3.98976	451.172	1.672
465.82	3.13316	465.82	1.06161
483.398	2.49288	483.398	0.759457
499.512	3.39752	499.512	1.34837
517.09	3.27549	517.09	1.13316
536.133	3.75223	536.133	1.49842
