"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-6.42746	20.5078	-1.5855
21.9727	-3.54567	21.9727	-0.543134
23.4375	-5.88757	23.4375	-1.75229
24.9023	-3.65689	24.9023	-0.805441
26.3672	-3.30807	26.3672	-0.787703
27.832	-2.48073	27.832	-0.481058
29.2969	-2.50309	29.2969	-0.53291
30.7617	-1.97197	30.7617	-0.37877
32.2266	-1.96424	32.2266	-0.421829
33.6914	-1.81287	33.6914	-0.404295
35.1562	-1.66126	35.1562	-0.374289
36.6211	-1.58049	36.6211	-0.376213
38.0859	-1.56077	38.0859	-0.399392
39.5508	-1.3772	39.5508	-0.357432
41.0156	-1.27199	41.0156	-0.334521
42.4805	-1.0497	42.4805	-0.247762
43.9453	-1.08515	43.9453	-0.283412
45.4102	-1.05995	45.4102	-0.290345
46.875	-0.965654	46.875	-0.267534
48.3398	-0.983937	48.3398	-0.288134
51.2695	-0.874356	51.2695	-0.270316
52.7344	-0.820429	52.7344	-0.259474
54.1992	-0.780118	54.1992	-0.251696
55.6641	-0.764544	55.6641	-0.252689
58.5938	-0.68456	58.5938	-0.23842
60.0586	-0.630119	60.0586	-0.226812
62.9883	-0.537355	62.9883	-0.201389
64.4531	-0.522394	64.4531	-0.199595
67.3828	-0.518052	67.3828	-0.206844
68.8477	-0.505174	68.8477	-0.206653
71.7773	-0.433576	71.7773	-0.186511
74.707	-0.358634	74.707	-0.16439
77.6367	-0.290745	77.6367	-0.144162
79.1016	-0.266704	79.1016	-0.136937
82.0312	-0.249858	82.0312	-0.134724
84.9609	-0.248344	84.9609	-0.138741
87.8906	-0.247767	87.8906	-0.13636
90.8203	-0.075714	90.8203	-0.0719038
95.2148	-0.0494532	95.2148	-0.0663837
98.1445	-0.0554053	98.1445	-0.0685377
101.074	-0.112624	101.074	-0.0967311
105.469	0.0991343	105.469	-0.0225774
108.398	0.174696	108.398	0.010014
112.793	0.280596	112.793	0.0519642
117.188	0.295329	117.188	0.0642874
120.117	0.329678	120.117	0.0729209
124.512	0.346262	124.512	0.0696908
128.906	0.185339	128.906	0.0116802
133.301	0.251437	133.301	0.0458074
139.16	0.381661	139.16	0.0959181
143.555	0.4136	143.555	0.122464
147.949	0.457279	147.949	0.150808
153.809	0.601182	153.809	0.20261
159.668	0.624899	159.668	0.217082
165.527	0.562559	165.527	0.176266
171.387	0.629963	171.387	0.22427
177.246	0.846528	177.246	0.302212
183.105	0.857022	183.105	0.298525
188.965	0.834093	188.965	0.292191
196.289	1.07868	196.289	0.38266
203.613	1.17647	203.613	0.420317
210.938	1.28213	210.938	0.456292
218.262	1.20843	218.262	0.427716
225.586	1.27902	225.586	0.491983
232.91	1.86795	232.91	0.685699
