"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	54.8588
21.9727	57.8141
23.4375	58.6502
24.9023	60.9881
26.3672	62.918
27.832	64.7612
29.2969	66.1316
30.7617	67.8268
32.2266	69.1048
33.6914	70.5115
35.1562	71.7003
36.6211	72.823
38.0859	73.8592
39.5508	74.938
41.0156	75.7857
42.4805	76.245
43.9453	76.9562
45.4102	77.6202
46.875	78.2375
48.3398	78.6927
51.2695	79.6963
52.7344	80.1341
54.1992	80.5553
55.6641	80.9178
58.5938	81.6681
60.0586	81.9782
62.9883	82.6668
64.4531	82.9381
67.3828	83.4759
68.8477	83.7357
71.7773	84.311
74.707	84.872
77.6367	85.3549
79.1016	85.5604
82.0312	85.9928
84.9609	86.3603
87.8906	86.7025
90.8203	87.0892
95.2148	87.5054
98.1445	87.7231
101.074	87.8321
105.469	88.1528
108.398	88.4827
112.793	88.8413
117.188	88.8332
120.117	88.9537
124.512	89.2095
128.906	89.1211
133.301	89.1075
139.16	89.1172
143.555	89.0682
147.949	89.0708
153.809	88.9763
159.668	89.0024
165.527	88.9463
171.387	88.7422
177.246	88.6271
183.105	88.2961
188.965	88.0283
196.289	88.026
203.613	87.7097
210.938	87.5867
218.262	87.3132
225.586	87.0152
232.91	86.7584
241.699	86.582
250.488	88.5286
259.277	88.3681
268.066	87.7053
276.855	87.3379
287.109	87.0608
297.363	86.9292
307.617	87.0157
319.336	86.5551
329.59	86.4107
341.309	86.1623
353.027	85.9585
366.211	85.738
379.395	86.1223
392.578	85.5988
405.762	85.5107
420.41	85.4774
435.059	85.1168
451.172	85.2952
465.82	85.2934
483.398	85.0607
499.512	85.0014
517.09	85.3567
536.133	85.1799
555.176	85.3869
574.219	85.679
594.727	85.449
615.234	85.5357
637.207	85.7071
659.18	86.0377
682.617	86.0988
707.52	85.8097
732.422	85.9547
757.324	86.2023
785.156	86.1664
811.523	85.8302
840.82	85.7455
870.117	85.8472
900.879	85.5464
933.105	85.4464
965.332	84.894
1,000.49	84.7034
1,035.64	84.4454
1,072.27	84.0285
1,108.89	84.0916
1,148.44	84.4639
1,189.45	84.8859
1,230.47	85.1206
1,274.41	85.5694
1,319.82	85.6311
1,366.7	85.73
1,413.57	85.1539
1,463.38	84.318
1,516.11	83.1546
1,568.85	82.0015
1,624.51	81.6126
1,681.64	82.0472
1,741.7	83.1301
1,803.22	83.8677
1,866.21	83.2656
1,932.13	82.9851
1,999.51	83.3704
2,069.82	84.059
2,143.07	84.3262
2,219.24	83.98
2,296.88	83.7139
2,378.91	84.3607
2,462.4	85.9219
2,548.83	86.2975
2,639.65	85.6583
2,731.93	84.9953
2,828.61	85.5904
2,928.22	86.2549
3,030.76	86.4073
3,137.7	86.2167
3,249.02	85.9338
3,363.28	85.7955
3,481.93	86.0326
3,604.98	86.143
3,732.42	86.4938
3,864.26	86.4193
4,000.49	86.357
4,141.11	87.3748
4,287.6	87.632
4,438.48	87.5838
4,595.21	87.3911
4,756.35	87.5563
4,924.8	87.726
5,097.66	87.9373
5,277.83	87.7804
5,463.87	87.8524
5,657.23	87.8685
5,856.45	87.5879
6,062.99	87.6983
6,276.86	87.5737
6,498.05	87.5519
6,726.56	87.6897
6,963.87	87.2816
7,209.96	87.3401
7,464.84	86.7768
7,727.05	86.5055
7,999.51	86.0503
8,282.23	85.8153
8,573.73	85.518
8,876.95	85.5537
9,188.96	85.3696
9,514.16	85.4438
9,849.61	85.3997
10,196.8	86.1929
10,555.7	86.5464
10,927.7	87.0877
11,313	87.4025
11,712.9	87.2544
12,126	87.5275
12,553.7	87.9369
12,996.1	88.157
13,454.6	88.3033
13,929.2	88.2853
14,419.9	87.8282
14,928.2	86.5865
15,455.6	84.7765
16,000.5	82.0441
16,564.5	82.3342
17,148.9	83.3738
17,752.4	82.0174
18,379.4	81.1449
19,026.9	80.2283
19,697.8	79.0793
19,999.5	78.5221
