"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	49.4502
21.9727	51.6395
23.4375	53.8247
24.9023	56.2133
26.3672	58.7166
27.832	61.3232
29.2969	63.9069
30.7617	66.2299
32.2266	68.4348
33.6914	70.697
35.1563	73.0659
36.6211	75.3448
38.0859	77.4259
39.5508	79.2775
41.0156	80.8981
42.4805	81.9033
43.9453	82.4821
45.4102	82.6975
46.875	82.7158
48.3398	82.6402
51.2695	82.4449
52.7344	82.4126
54.1992	82.4159
55.6641	82.4317
58.5938	82.5352
60.0586	82.7063
62.9883	82.9465
64.4531	82.9623
67.3828	83.1163
68.8477	83.2769
71.7773	83.7897
74.707	84.0865
77.6367	84.1677
79.1016	84.4071
82.0313	84.9702
84.9609	84.9
87.8906	85.1895
90.8203	85.3072
95.2148	85.8744
98.1445	85.8629
101.074	86.2039
105.469	86.1968
108.398	86.3057
112.793	86.8399
117.188	86.8966
120.117	87.0275
124.512	87.0372
128.906	86.7664
133.301	87.1366
139.16	87.0458
143.555	87.0759
147.949	86.9333
153.809	86.9718
159.668	87.1363
165.527	87.1676
171.387	86.9841
177.246	86.7827
183.105	86.5862
188.965	86.4703
196.289	86.5654
203.613	86.2965
210.938	86.2523
218.262	86.0681
225.586	85.9364
232.91	86.043
241.699	85.8012
250.488	85.6354
259.277	85.8774
268.066	85.3493
276.855	85.2761
287.109	85.2104
297.363	85.0835
307.617	85.2587
319.336	84.9801
329.59	84.9178
341.309	84.4658
353.027	84.3201
366.211	84.4663
379.395	84.6601
392.578	84.3298
405.762	84.6848
420.41	85.3112
435.059	84.8396
451.172	85.1924
465.82	84.937
483.398	84.4898
499.512	84.6862
517.09	84.6244
536.133	84.1143
555.176	84.4998
574.219	84.2816
594.727	83.4553
615.234	82.9396
637.207	83.9767
659.18	84.9936
682.617	85.177
707.52	85.1687
732.422	84.6025
757.324	84.1485
785.156	83.5852
811.523	82.6635
840.82	81.9668
870.117	81.3561
900.879	80.8868
933.105	80.9073
965.332	81.5544
1,000.49	82.2496
1,035.64	81.7893
1,072.27	80.5559
1,108.89	81.356
1,148.44	83.4015
1,189.45	84.0555
1,230.47	83.7548
1,274.41	83.4667
1,319.82	82.8214
1,366.7	81.9732
1,413.57	81.4396
1,463.38	81.4024
1,516.11	81.4931
1,568.85	81.6041
1,624.51	81.4244
1,681.64	81.1796
1,741.7	81.347
1,803.22	81.5381
1,866.21	81.7028
1,932.13	81.2081
1,999.51	81.4509
2,069.82	81.8331
2,143.07	81.6237
2,219.24	81.2728
2,296.88	81.7159
2,378.91	82.4351
2,462.4	81.9922
2,548.83	81.6357
2,639.65	81.9587
2,731.93	81.7139
2,828.61	81.5171
2,928.22	81.225
3,030.76	80.4782
3,137.7	80.4791
3,249.02	80.16
3,363.28	79.916
3,481.93	79.7154
3,604.98	79.6646
3,732.42	79.5727
3,864.26	79.7335
4,000.49	79.7802
4,141.11	79.9225
4,287.6	80.1642
4,438.48	80.5531
4,595.21	80.4302
4,756.35	80.4934
4,924.8	80.7166
5,097.66	80.6245
5,277.83	80.6676
5,463.87	80.4152
5,657.23	80.2334
5,856.45	80.3078
6,062.99	80.638
6,276.86	80.9586
6,498.05	81.1423
6,726.56	81.2788
6,963.87	80.9882
7,209.96	80.6063
7,464.84	80.4435
7,727.05	80.4301
7,999.51	80.8781
8,282.23	81.4099
8,573.73	81.6442
8,876.95	81.4242
9,188.96	81.109
9,514.16	80.7645
9,849.61	80.7238
10,196.8	80.9374
10,555.7	81.0551
10,927.7	80.8693
11,313	80.5484
11,712.9	80.2113
12,126	80.278
12,553.7	80.6049
12,996.1	80.5107
13,454.6	80.2634
13,929.2	79.9763
14,419.9	79.5822
14,928.2	79.3318
15,455.6	79.421
16,000.5	79.5915
16,564.5	79.4923
17,148.9	79.3444
17,752.4	79.1461
18,379.4	78.5227
19,026.9	77.7024
19,697.8	76.8938
19,999.5	76.5125
