"Contour Plot"
""
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa)"	"Theta / deg"
23.6	56.9588	-180
24.3	57.0172	-180
25	57.0738	-180
25.8	57.1367	-180
26.5	57.1901	-180
27.2	57.2421	-180
28	57.3	-180
29	57.37	-180
30	57.4542	-180
30.7	57.5163	-180
31.5	57.5856	-180
32.5	57.6697	-180
33.5	57.7513	-180
34.5	57.8305	-180
35.5	57.914	-180
36.5	58.0076	-180
37.5	58.0986	-180
38.7	58.2047	-180
40	58.316	-180
41.2	58.4183	-180
42.5	58.5424	-180
43.7	58.6536	-180
45	58.7706	-180
46.2	58.8757	-180
47.5	58.994	-180
48.7	59.1077	-180
50	59.2278	-180
51.5	59.3625	-180
53	59.4958	-180
54.5	59.6368	-180
56	59.774	-180
58	59.9512	-180
60	60.1327	-180
61.5	60.268	-180
63	60.4	-180
65	60.5744	-180
67	60.7514	-180
69	60.9233	-180
71	61.0932	-180
73	61.2639	-180
75	61.43	-180
77.5	61.6358	-180
80	61.8387	-180
82.5	62.0365	-180
85	62.2331	-180
87.5	62.424	-180
90	62.6129	-180
92.5	62.7974	-180
95	62.9783	-180
97.5	63.1558	-180
100	63.329	-180
103	63.5329	-180
106	63.7309	-180
109	63.924	-180
112	64.1118	-180
115	64.2944	-180
118	64.472	-180
122	64.7008	-180
125	64.8664	-180
128	65.0275	-180
132	65.2341	-180
136	65.4327	-180
140	65.623	-180
145	65.8489	-180
150	66.0626	-180
155	66.2644	-180
160	66.4548	-180
165	66.6343	-180
170	66.8031	-180
175	66.9608	-180
180	67.1086	-180
185	67.2471	-180
190	67.3767	-180
195	67.498	-180
200	67.6112	-180
206	67.7366	-180
212	67.8516	-180
218	67.9571	-180
224	68.0538	-180
230	68.1424	-180
236	68.2236	-180
243	68.3096	-180
250	68.3875	-180
258	68.4676	-180
265	68.53	-180
272	68.5864	-180
280	68.6443	-180
290	68.7068	-180
300	68.7595	-180
307	68.7903	-180
315	68.8198	-180
325	68.8473	-180
335	68.8646	-180
345	68.8706	-180
355	68.8647	-180
365	68.8473	-180
375	68.8182	-180
387	68.7669	-180
400	68.6924	-180
412	68.6081	-180
425	68.502	-180
437	68.393	-180
450	68.2665	-180
462	68.145	-180
475	68.0118	-180
487	67.8906	-180
500	67.7638	-180
515	67.6262	-180
530	67.4998	-180
545	67.3843	-180
560	67.2787	-180
580	67.1479	-180
600	67.0212	-180
615	66.924	-180
630	66.8212	-180
650	66.6726	-180
670	66.5081	-180
690	66.3284	-180
710	66.1356	-180
730	65.9324	-180
750	65.7211	-180
775	65.4459	-180
800	65.157	-180
825	64.8523	-180
850	64.5337	-180
875	64.2096	-180
900	63.8965	-180
925	63.6148	-180
950	63.3842	-180
975	63.2169	-180
1,000	63.1126	-180
1,030	63.0533	-180
1,060	63.0322	-180
1,090	63.0121	-180
1,120	62.9668	-180
1,150	62.886	-180
1,180	62.7704	-180
1,220	62.5631	-180
1,250	62.3556	-180
1,280	62.0831	-180
1,320	61.5948	-180
1,360	60.982	-180
1,400	60.3316	-180
1,450	59.6354	-180
1,500	59.1306	-180
1,550	58.672	-180
1,600	58.1109	-180
1,650	57.5324	-180
1,700	57.1959	-180
1,750	57.1882	-180
1,800	57.2394	-180
1,850	57.0091	-180
1,900	56.4019	-180
1,950	55.6104	-180
2,000	55.048	-180
2,060	55.1629	-180
2,120	55.7691	-180
2,180	56.1509	-180
2,240	56.0133	-180
2,300	55.4295	-180
2,360	54.8803	-180
2,430	54.7322	-180
2,500	54.4796	-180
2,580	53.129	-180
2,650	51.447	-180
2,720	50.1531	-180
2,800	49.2399	-180
2,900	48.0988	-180
3,000	46.6241	-180
3,070	46.5867	-180
3,150	47.7215	-180
3,250	48.5447	-180
3,350	48.3984	-180
3,450	49.0491	-180
3,550	51.3781	-180
3,650	51.6947	-180
3,750	50.9338	-180
3,870	52.7099	-180
4,000	52.6498	-180
4,120	50.1546	-180
4,250	51.3358	-180
4,370	49.9914	-180
4,500	44.2026	-180
4,620	42.201	-180
4,750	35.1237	-180
4,870	28.7763	-180
5,000	39.5364	-180
5,150	42.7552	-180
5,300	41.9075	-180
5,450	43.4777	-180
5,600	44.2262	-180
5,800	50.8558	-180
6,000	48.5883	-180
6,150	45.7021	-180
6,300	37.9386	-180
6,500	37.3686	-180
6,700	44.46	-180
6,900	47.4763	-180
7,100	42.9551	-180
7,300	46.449	-180
7,500	51.3049	-180
7,750	46.0855	-180
8,000	42.4688	-180
8,250	43.3846	-180
8,500	41.0446	-180
8,750	33.1704	-180
9,000	36.5844	-180
9,250	43.1491	-180
9,500	33.8435	-180
9,750	39.5648	-180
10,000	35.6623	-180
10,300	37.3892	-180
10,600	28.7889	-180
10,900	32.6582	-180
11,200	32.6488	-180
11,500	23.9358	-180
11,800	25.2821	-180
12,200	21.6883	-180
12,500	25.4613	-180
12,800	27.528	-180
13,200	27.8354	-180
13,600	19.7125	-180
14,000	23.5554	-180
14,500	30.6731	-180
15,000	16.178	-180
15,500	25.6492	-180
16,000	25.7042	-180
16,500	24.9294	-180
17,000	24.7863	-180
17,500	12.9586	-180
18,000	21.6047	-180
18,500	13.6272	-180
19,000	16.824	-180
