"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	62.1077	20.5078	61.6955	20.5078	60.3236	20.5078	61.1226
23.4375	60.1782	23.4375	59.8275	23.4375	58.8979	23.4375	59.4401
26.3672	66.5179	26.3672	66.515	26.3672	66.5175	26.3672	66.5169
29.2969	71.6751	29.2969	71.64	29.2969	71.494	29.2969	71.5705
32.2266	73.907	32.2266	73.8877	32.2266	73.8291	32.2266	73.8606
35.1563	76.0518	35.1563	76.011	35.1563	75.8924	35.1563	75.9569
38.0859	78.5728	38.0859	78.489	38.0859	78.2733	38.0859	78.3934
41.0156	79.9269	41.0156	79.8364	41.0156	79.6099	41.0156	79.7365
43.9453	81.0661	43.9453	80.9373	43.9453	80.6187	43.9453	80.7984
46.875	82.0005	46.875	81.8901	46.875	81.6185	46.875	81.7713
49.8047	82.9359	49.8047	82.8145	49.8047	82.5268	49.8047	82.6897
55.6641	84.3893	55.6641	84.2611	55.6641	83.9884	55.6641	84.1453
58.5938	85.3671	58.5938	85.2116	58.5938	84.8931	58.5938	85.0783
61.5234	85.8086	61.5234	85.6452	61.5234	85.315	61.5234	85.5076
67.3828	86.3203	67.3828	86.142	67.3828	85.7992	67.3828	86.0012
73.2422	86.8772	73.2422	86.6689	73.2422	86.3058	73.2422	86.5242
76.1719	87.1323	76.1719	86.9028	76.1719	86.4947	76.1719	86.74
82.0313	87.3818	82.0313	87.1576	82.0313	86.7921	82.0313	87.015
87.8906	87.8742	87.8906	87.594	87.8906	87.1359	87.8906	87.4173
93.75	87.7904	93.75	87.5103	93.75	87.2296	93.75	87.4222
102.539	87.6089	102.539	87.2051	102.539	86.7279	102.539	87.046
108.398	87.7799	108.398	87.2651	108.398	86.5014	108.398	86.9935
117.188	87.7699	117.188	87.2377	117.188	86.397	117.188	86.9341
125.977	87.6859	125.977	87.0988	125.977	86.179	125.977	86.7715
134.766	87.5205	134.766	86.8949	134.766	86.0667	134.766	86.6192
143.555	87.2621	143.555	86.5715	143.555	85.5865	143.555	86.2395
155.273	86.9439	155.273	86.0828	155.273	84.8894	155.273	85.701
164.063	87.4851	164.063	86.4811	164.063	84.8027	164.063	85.9328
175.781	87.4412	175.781	86.5199	175.781	84.7896	175.781	85.9276
190.43	87.3111	190.43	86.0458	190.43	84.0526	190.43	85.4485
202.148	87.6239	202.148	86.4311	202.148	83.8953	202.148	85.6116
216.797	86.6503	216.797	85.3918	216.797	82.8772	216.797	84.6002
234.375	87.2818	234.375	85.9026	234.375	83.1785	234.375	85.0765
249.023	87.2971	249.023	85.8727	249.023	83.0585	249.023	85.0308
266.602	88.416	266.602	86.9618	266.602	82.9931	266.602	85.7767
287.109	88.3444	287.109	86.838	287.109	83.0526	287.109	85.7231
307.617	88.5792	307.617	87.0321	307.617	82.6663	307.617	85.7744
331.055	88.2583	331.055	86.7984	331.055	82.4638	331.055	85.5167
354.492	88.486	354.492	86.938	354.492	82.099	354.492	85.5634
377.93	88.4365	377.93	87.1322	377.93	82.0142	377.93	85.6003
407.227	87.8304	407.227	85.79	407.227	81.6125	407.227	84.7692
436.523	87.7693	436.523	85.2857	436.523	80.5873	436.523	84.3228
465.82	88.3487	465.82	86.0545	465.82	80.906	465.82	84.9129
500.977	87.8691	500.977	85.4415	500.977	79.7188	500.977	84.2448
536.133	88.4044	536.133	85.4104	536.133	79.975	536.133	84.5283
574.219	88.0721	574.219	85.1159	574.219	79.6197	574.219	84.2046
615.234	88.2847	615.234	85.2186	615.234	78.8096	615.234	84.2077
659.18	88.6938	659.18	85.4589	659.18	78.8184	659.18	84.499
706.055	87.976	706.055	84.9553	706.055	78.0767	706.055	83.8533
758.789	87.8168	758.789	84.4743	758.789	77.7622	758.789	83.5597
811.523	87.9531	811.523	84.4654	811.523	77.0745	811.523	83.54
870.117	88.3417	870.117	85.005	870.117	77.5794	870.117	83.9949
931.641	88.8026	931.641	84.9237	931.641	77.3757	931.641	84.1953
999.023	88.6217	999.023	84.5725	999.023	77.0468	999.023	83.943
1,072.27	87.3905	1,072.27	83.6722	1,072.27	76.2004	1,072.27	82.8629
1,148.44	87.3237	1,148.44	83.7048	1,148.44	76.186	1,148.44	82.8356
1,230.47	87.9271	1,230.47	84.9597	1,230.47	76.7783	1,230.47	83.67
1,318.36	87.8368	1,318.36	85.0777	1,318.36	77.1985	1,318.36	83.7158
1,415.04	86.6951	1,415.04	84.7997	1,415.04	76.3361	1,415.04	82.9541
1,514.65	87.2111	1,514.65	85.8045	1,514.65	76.8158	1,514.65	83.6806
1,623.05	87.3289	1,623.05	86.1707	1,623.05	76.6626	1,623.05	83.8848
1,740.23	86.8814	1,740.23	85.3927	1,740.23	75.3476	1,740.23	83.2028
1,866.21	87.0431	1,866.21	85.3392	1,866.21	74.488	1,866.21	83.1856
2,000.98	86.9004	2,000.98	84.559	2,000.98	73.576	2,000.98	82.7097
2,144.53	87.7101	2,144.53	84.9905	2,144.53	73.9525	2,144.53	83.335
2,296.88	87.6174	2,296.88	85.0206	2,296.88	74.1955	2,296.88	83.3136
2,460.94	88.3499	2,460.94	85.9975	2,460.94	75.1458	2,460.94	84.1624
2,639.65	88.0008	2,639.65	86.2033	2,639.65	75.5866	2,639.65	84.1111
2,827.15	87.6646	2,827.15	86.4198	2,827.15	75.6217	2,827.15	84.0592
3,032.23	86.8322	3,032.23	85.7625	3,032.23	74.5648	3,032.23	83.2952
3,249.02	85.8322	3,249.02	84.6665	3,249.02	73.2214	3,249.02	82.2247
3,483.4	85.7159	3,483.4	83.8824	3,483.4	72.4703	3,483.4	81.7534
3,732.42	85.7812	3,732.42	83.5343	3,732.42	72.2321	3,732.42	81.617
3,999.02	86.2242	3,999.02	83.5808	3,999.02	71.9206	3,999.02	81.8492
4,286.13	86.9051	4,286.13	83.546	4,286.13	71.2742	4,286.13	82.182
4,593.75	87.1082	4,593.75	83.096	4,593.75	70.9119	4,593.75	82.1242
4,924.8	86.903	4,924.8	82.4848	4,924.8	70.6022	4,924.8	81.7779
5,279.3	86.2128	5,279.3	82.3382	5,279.3	69.8985	5,279.3	81.2725
5,657.23	86.4623	5,657.23	82.2773	5,657.23	68.0234	5,657.23	81.3475
6,061.52	86.9486	6,061.52	82.5402	6,061.52	67.7583	6,061.52	81.7409
6,498.05	86.8742	6,498.05	82.6101	6,498.05	68.2408	6,498.05	81.7276
6,963.87	86.0919	6,963.87	82.2143	6,963.87	67.9284	6,963.87	81.0922
7,464.84	85.2559	7,464.84	81.2688	7,464.84	66.312	7,464.84	80.1987
8,000.98	85.4394	8,000.98	80.6994	8,000.98	64.8452	8,000.98	80.0978
8,575.2	86.0898	8,575.2	80.5997	8,575.2	63.4551	8,575.2	80.4955
9,190.43	86.0677	9,190.43	80.181	9,190.43	62.4328	9,190.43	80.3547
9,849.61	86.0978	9,849.61	79.8424	9,849.61	61.942	9,849.61	80.2852
10,555.7	86.6206	10,555.7	80.0643	10,555.7	62.4333	10,555.7	80.7342
11,314.5	86.5603	11,314.5	79.3548	11,314.5	62.1841	11,314.5	80.5263
12,126	86.2034	12,126	78.7296	12,126	61.0412	12,126	80.1083
12,996.1	86.2067	12,996.1	78.6952	12,996.1	60.893	12,996.1	80.103
13,927.7	85.9257	13,927.7	78.3336	13,927.7	60.821	13,927.7	79.8073
14,929.7	85.8749	14,929.7	78.1319	14,929.7	60.3824	14,929.7	79.7246
15,999	85.8409	15,999	77.8905	15,999	58.4967	15,999	79.6421
17,147.5	85.6489	17,147.5	77.4267	17,147.5	57.6524	17,147.5	79.3984
18,377.9	85.1804	18,377.9	76.5627	18,377.9	57.0056	18,377.9	78.8621
19,699.2	84.1329	19,699.2	74.6511	19,699.2	56.4735	19,699.2	77.6864
19,998	83.8579	19,998	74.0839	19,998	57.9849	19,998	77.3811
