"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	63.8463	20.5078	64.0433	20.5078	64.3741	20.5078	64.1849
21.9727	67.9458	21.9727	67.9669	21.9727	67.8714	21.9727	67.9126
23.4375	69.7493	23.4375	69.7279	23.4375	69.4419	23.4375	69.5836
24.9023	72.0641	24.9023	72.0073	24.9023	71.5906	24.9023	71.8041
26.3672	74.5652	26.3672	74.4529	26.3672	74.0186	26.3672	74.2524
27.832	75.3737	27.832	75.2157	27.832	74.4863	27.832	74.88
29.2969	77.7924	29.2969	77.6467	29.2969	77.2481	29.2969	77.471
30.7617	79.3601	30.7617	79.1404	30.7617	78.4276	30.7617	78.8262
32.2266	80.4312	32.2266	80.2516	32.2266	79.7329	32.2266	80.0233
33.6914	81.6437	33.6914	81.4147	33.6914	80.7542	33.6914	81.1278
35.1562	82.4351	35.1562	82.2071	35.1562	81.5709	35.1562	81.9317
36.6211	83.1041	36.6211	82.873	36.6211	82.2821	36.6211	82.6203
38.0859	83.5096	38.0859	83.2363	38.0859	82.5074	38.0859	82.9262
39.5508	84.0255	39.5508	83.7578	39.5508	83.103	39.5508	83.4821
41.0156	84.2209	41.0156	83.9261	41.0156	83.2039	41.0156	83.624
42.4805	84.5975	42.4805	84.2925	42.4805	83.562	42.4805	83.9887
43.9453	84.7882	43.9453	84.478	43.9453	83.7647	43.9453	84.1836
45.4102	85.0335	45.4102	84.7013	45.4102	83.9315	45.4102	84.3848
46.875	85.2742	46.875	84.953	46.875	84.2258	46.875	84.6544
48.3398	85.516	48.3398	85.1704	48.3398	84.4341	48.3398	84.8729
51.2695	85.9605	51.2695	85.5878	51.2695	84.7786	51.2695	85.2619
52.7344	85.9872	52.7344	85.5963	52.7344	84.758	52.7344	85.2608
54.1992	86.2131	54.1992	85.8177	54.1992	84.9702	54.1992	85.479
55.6641	86.4213	55.6641	86.0189	55.6641	85.1867	55.6641	85.689
58.5938	86.8928	58.5938	86.4936	58.5938	85.7253	58.5938	86.1931
60.0586	87.0684	60.0586	86.6539	60.0586	85.8972	60.0586	86.3624
62.9883	87.4697	62.9883	87.0172	62.9883	86.2039	62.9883	86.7077
64.4531	87.6252	64.4531	87.1616	64.4531	86.3527	64.4531	86.8568
67.3828	87.9682	67.3828	87.4578	67.3828	86.5861	67.3828	87.1346
68.8477	88.196	68.8477	87.6726	68.8477	86.8011	68.8477	87.3525
71.7773	88.6881	71.7773	88.1315	71.7773	87.2123	71.7773	87.7972
74.707	89.1027	74.707	88.532	74.707	87.6124	74.707	88.2009
77.6367	89.3995	77.6367	88.8239	77.6367	87.9862	77.6367	88.5319
79.1016	89.5439	79.1016	88.938	79.1016	88.0732	79.1016	88.6407
82.0312	89.8341	82.0312	89.1779	82.0312	88.2329	82.0312	88.8558
84.9609	90.0493	84.9609	89.3513	84.9609	88.2898	84.9609	88.9866
87.8906	90.09	87.8906	89.4036	87.8906	88.4285	87.8906	89.0751
90.8203	90.1484	90.8203	89.4029	90.8203	88.5225	90.8203	89.1322
95.2148	90.3698	95.2148	89.5781	95.2148	88.5299	95.2148	89.2428
98.1445	90.2611	98.1445	89.4118	98.1445	88.3345	98.1445	89.0782
101.074	90.2734	101.074	89.3579	101.074	88.3013	101.074	89.0505
105.469	90.4308	105.469	89.3503	105.469	87.87	105.469	88.9047
108.398	90.7422	108.398	89.5853	108.398	87.8456	108.398	89.0555
112.793	90.9818	112.793	89.8506	112.793	88.144	112.793	89.3267
117.188	90.8331	117.188	89.6812	117.188	87.7921	117.188	89.0909
120.117	90.7652	120.117	89.5824	120.117	87.6177	120.117	88.9717
124.512	90.6377	124.512	89.5097	124.512	87.7402	124.512	88.9597
128.906	90.2404	128.906	89.0656	128.906	87.5024	128.906	88.6122
133.301	90.0574	133.301	88.7832	133.301	87.177	133.301	88.3407
139.16	89.7903	139.16	88.4202	139.16	86.4142	139.16	87.8496
143.555	89.3305	143.555	87.9901	143.555	85.9407	143.555	87.3941
147.949	88.9507	147.949	87.5869	147.949	85.7061	147.949	87.0624
153.809	88.8854	153.809	87.2251	153.809	84.7199	153.809	86.566
159.668	89.0263	159.668	87.4261	159.668	84.6251	159.668	86.6469
165.527	88.9032	165.527	87.3602	165.527	84.7342	165.527	86.6209
171.387	88.5546	171.387	86.942	171.387	84.318	171.387	86.2264
177.246	87.8436	177.246	86.3393	177.246	83.6293	177.246	85.5587
183.105	86.7415	183.105	85.2491	183.105	83.1736	183.105	84.6901
188.965	86.9601	188.965	84.9888	188.965	83.1685	188.965	84.6783
196.289	88.6041	196.289	86.0601	196.289	83.5861	196.289	85.7246
203.613	88.7006	203.613	86.3242	203.613	82.3738	203.613	85.496
210.938	89.0844	210.938	86.8864	210.938	82.5729	210.938	85.8945
218.262	88.8873	218.262	86.9405	218.262	82.5087	218.262	85.8191
225.586	90.2079	225.586	87.8918	225.586	84.1858	225.586	87.1037
232.91	90.6834	232.91	88.6134	232.91	83.3993	232.91	87.3631
241.699	89.9372	241.699	88.1814	241.699	82.572	241.699	86.7193
250.488	89.8995	250.488	88.0267	250.488	83.0774	250.488	86.7536
259.277	90.6089	259.277	88.4875	259.277	83.0334	259.277	87.2092
268.066	89.1241	268.066	87.377	268.066	82.3818	268.066	86.0434
276.855	88.3701	276.855	86.582	276.855	81.7632	276.855	85.3052
287.109	88.1824	287.109	86.1049	287.109	81.5961	287.109	85.0168
297.363	88.6376	297.363	86.6089	297.363	81.6489	297.363	85.3966
307.617	88.3251	307.617	86.446	307.617	79.3862	307.617	84.7798
319.336	88.8189	319.336	86.6435	319.336	80.5544	319.336	85.268
329.59	88.4884	329.59	86.8915	329.59	80.3423	329.59	85.1875
341.309	88.1961	341.309	86.5656	341.309	81.1712	341.309	85.0979
353.027	88.4443	353.027	86.4775	353.027	80.3611	353.027	85.0064
366.211	87.7936	366.211	85.9468	366.211	80.9432	366.211	84.651
379.395	89.1743	379.395	86.6306	379.395	80.1322	379.395	85.3537
392.578	88.1672	392.578	86.3909	392.578	79.8376	392.578	84.7617
405.762	88.3608	405.762	85.8116	405.762	81.0578	405.762	84.8648
420.41	88.6277	420.41	85.3101	420.41	79.1342	420.41	84.4614
435.059	87.4354	435.059	84.1014	435.059	78.0126	435.059	83.2746
451.172	87.946	451.172	85.2647	451.172	78.9331	451.172	84.0792
465.82	87.8422	465.82	84.1804	465.82	79.6808	465.82	83.8036
483.398	87.9521	483.398	84.2121	483.398	77.1135	483.398	83.4588
499.512	87.2792	499.512	83.0985	499.512	77.763	499.512	82.8364
517.09	88.5824	517.09	84.3523	517.09	78.3706	517.09	84.018
536.133	87.6767	536.133	83.2045	536.133	77.204	536.133	83.0039
555.176	87.0072	555.176	82.7649	555.176	76.37	555.176	82.3804
574.219	87.1334	574.219	83.1161	574.219	75.4384	574.219	82.4522
594.727	86.7342	594.727	82.2286	594.727	76.8177	594.727	82.1334
615.234	87.88	615.234	83.2369	615.234	75.4309	615.234	82.9293
637.207	88.7241	637.207	84.1844	637.207	75.2468	637.207	83.7183
659.18	87.5061	659.18	83.2117	659.18	75.5061	659.18	82.7054
682.617	87.344	682.617	83.3984	682.617	74.8007	682.617	82.6049
707.52	88.0276	707.52	83.3774	707.52	74.2276	707.52	82.9644
732.422	87.1757	732.422	83.0557	732.422	74.5951	732.422	82.3759
757.324	88.0424	757.324	83.1161	757.324	74.2795	757.324	82.8993
785.156	88.1297	785.156	82.9751	785.156	73.8165	785.156	82.883
811.523	88.3109	811.523	83.4027	811.523	73.3451	811.523	83.0963
840.82	87.7678	840.82	82.5536	840.82	72.3666	840.82	82.4406
870.117	87.7633	870.117	82.9587	870.117	72.1511	870.117	82.5464
900.879	87.4764	900.879	82.5972	900.879	72.9824	900.879	82.2982
933.105	88.0301	933.105	83.033	933.105	74.9255	933.105	82.9179
965.332	88.6453	965.332	83.7194	965.332	74.4753	965.332	83.4741
1,000.49	88.602	1,000.49	84.816	1,000.49	75.8191	1,000.49	83.8966
1,035.64	88.1625	1,035.64	84.7568	1,035.64	74.5327	1,035.64	83.5297
1,072.27	87.5617	1,072.27	83.7857	1,072.27	74.6878	1,072.27	82.8523
1,108.89	86.6274	1,108.89	81.1845	1,108.89	68.9792	1,108.89	81.1428
1,148.44	86.7424	1,148.44	80.024	1,148.44	66.9844	1,148.44	80.8781
1,189.45	85.9186	1,189.45	79.5359	1,189.45	66.9353	1,189.45	80.1511
1,230.47	85.992	1,230.47	78.47	1,230.47	65.9558	1,230.47	79.9509
1,274.41	85.1441	1,274.41	77.1237	1,274.41	64.1687	1,274.41	78.9908
1,319.82	84.884	1,319.82	74.2171	1,319.82	64.7818	1,319.82	78.3753
1,366.7	85.0343	1,366.7	74.1052	1,366.7	66.1737	1,366.7	78.5316
1,413.57	85.248	1,413.57	76.8404	1,413.57	68.3617	1,413.57	79.1456
1,463.38	84.0143	1,463.38	77.0242	1,463.38	68.9508	1,463.38	78.2704
1,516.11	84.4868	1,516.11	76.9425	1,516.11	67.024	1,516.11	78.5147
1,568.85	84.8898	1,568.85	77.401	1,568.85	68.5499	1,568.85	78.9761
1,624.51	86.3595	1,624.51	78.7614	1,624.51	67.6629	1,624.51	80.3365
1,681.64	88.1676	1,681.64	80.5199	1,681.64	69.5973	1,681.64	82.1388
1,741.7	89.3984	1,741.7	81.7943	1,741.7	71.7666	1,741.7	83.4085
1,803.22	90.0997	1,803.22	83.2166	1,803.22	71.9693	1,803.22	84.241
1,866.21	89.2908	1,866.21	83.6509	1,866.21	72.8394	1,866.21	83.7963
1,932.13	88.9548	1,932.13	83.2925	1,932.13	72.5277	1,932.13	83.4554
1,999.51	89.657	1,999.51	84.0541	1,999.51	72.1095	1,999.51	84.1314
2,069.82	90.4136	2,069.82	85.0355	2,069.82	72.7272	2,069.82	84.9461
2,143.07	90.6338	2,143.07	85.2835	2,143.07	72.3041	2,143.07	85.1552
2,219.24	89.8633	2,219.24	84.3295	2,219.24	71.4261	2,219.24	84.33
2,296.88	88.9705	2,296.88	83.3206	2,296.88	70.6649	2,296.88	83.409
2,378.91	88.8038	2,378.91	83.2884	2,378.91	70.7952	2,378.91	83.2878
2,462.4	89.9213	2,462.4	84.597	2,462.4	71.3548	2,462.4	84.4438
2,548.83	89.5969	2,548.83	84.7615	2,548.83	71.4896	2,548.83	84.278
2,639.65	88.5781	2,639.65	83.6872	2,639.65	70.5922	2,639.65	83.2455
2,731.93	88.0161	2,731.93	83.2446	2,731.93	70.3648	2,731.93	82.7304
2,828.61	88.3927	2,828.61	83.5974	2,828.61	70.2389	2,828.61	83.085
2,928.22	88.8971	2,928.22	84.0968	2,928.22	70.3287	2,928.22	83.577
3,030.76	89.1352	3,030.76	84.063	3,030.76	70.1945	3,030.76	83.7226
3,137.7	89.0253	3,137.7	83.4969	3,137.7	69.9702	3,137.7	83.478
3,249.02	88.5431	3,249.02	82.854	3,249.02	69.3092	3,249.02	82.9473
3,363.28	88.5061	3,363.28	82.795	3,363.28	68.7017	3,363.28	82.8921
3,481.93	88.8637	3,481.93	83.0485	3,481.93	68.8224	3,481.93	83.2171
3,604.98	89.3421	3,604.98	83.5828	3,604.98	69.5738	3,604.98	83.7158
3,732.42	90.2422	3,732.42	84.3286	3,732.42	69.6888	3,732.42	84.5601
3,864.26	89.4824	3,864.26	83.5103	3,864.26	69.0246	3,864.26	83.7867
4,000.49	89.0768	4,000.49	82.8562	4,000.49	68.9548	4,000.49	83.3239
4,141.11	89.636	4,141.11	83.4055	4,141.11	68.1916	4,141.11	83.8585
4,287.6	89.4242	4,287.6	83.2405	4,287.6	68.1605	4,287.6	83.6612
4,438.48	89.6372	4,438.48	83.4206	4,438.48	68.0937	4,438.48	83.8619
4,595.21	88.9499	4,595.21	82.9623	4,595.21	67.1143	4,595.21	83.2293
4,756.35	89.5674	4,756.35	83.5011	4,756.35	67.5185	4,756.35	83.8236
4,924.8	89.5381	4,924.8	83.6221	4,924.8	67.3758	4,924.8	83.8322
5,097.66	88.8518	5,097.66	83.0016	5,097.66	67.3947	5,097.66	83.1725
5,277.83	88.9926	5,277.83	83.0691	5,277.83	66.6679	5,277.83	83.2829
5,463.87	89.0034	5,463.87	83.0687	5,463.87	66.6644	5,463.87	83.2906
5,657.23	89.2741	5,657.23	83.1233	5,657.23	66.3981	5,657.23	83.4994
5,856.45	88.693	5,856.45	82.6276	5,856.45	66.5958	5,856.45	82.9489
6,062.99	89.6541	6,062.99	83.546	6,062.99	66.5079	6,062.99	83.8876
6,276.86	88.9716	6,276.86	83.0206	6,276.86	65.9145	6,276.86	83.2468
6,498.05	89.2861	6,498.05	83.0958	6,498.05	65.6662	6,498.05	83.4942
6,726.56	89.8825	6,726.56	83.5512	6,726.56	65.9315	6,726.56	84.0526
6,963.87	89.5335	6,963.87	83.0376	6,963.87	65.6082	6,963.87	83.6636
7,209.96	90.1381	7,209.96	83.6002	7,209.96	65.8824	7,209.96	84.2555
7,464.84	90.1401	7,464.84	83.6259	7,464.84	65.4922	7,464.84	84.2603
7,727.05	90.5289	7,727.05	83.7344	7,727.05	65.7433	7,727.05	84.5825
7,999.51	90.8515	7,999.51	84.0002	7,999.51	65.7298	7,999.51	84.8899
8,282.23	90.8893	8,282.23	84.0013	8,282.23	65.2706	8,282.23	84.9164
8,573.73	90.7968	8,573.73	83.7936	8,573.73	65.017	8,573.73	84.7973
8,876.95	90.0633	8,876.95	82.9091	8,876.95	63.7228	8,876.95	84.0281
9,188.96	90.2298	9,188.96	82.885	9,188.96	63.5257	9,188.96	84.1526
9,514.16	90.1333	9,514.16	82.6277	9,514.16	63.123	9,514.16	84.0219
9,849.61	89.7194	9,849.61	82.0688	9,849.61	62.3215	9,849.61	83.5776
10,196.8	89.6474	10,196.8	81.6368	10,196.8	62.1259	10,196.8	83.4368
10,555.7	89.4338	10,555.7	81.1365	10,555.7	61.389	10,555.7	83.17
10,927.7	89.6216	10,927.7	81.0005	10,927.7	60.9777	10,927.7	83.3012
11,313	89.5847	11,313	80.5164	11,313	60.6342	11,313	83.1933
11,712.9	89.273	11,712.9	79.6435	11,712.9	60.2117	11,712.9	82.8016
12,126	88.9709	12,126	78.5834	12,126	60.0432	12,126	82.4055
12,553.7	88.2952	12,553.7	77.1146	12,553.7	60.005	12,553.7	81.6477
12,996.1	87.2692	12,996.1	74.9866	12,996.1	59.7976	12,996.1	80.5287
13,454.6	87.2587	13,454.6	74.1649	13,454.6	60.6466	13,454.6	80.4647
13,929.2	88.6846	13,929.2	75.0738	13,929.2	63.3096	13,929.2	81.8667
14,419.9	88.0693	14,419.9	73.8854	14,419.9	63.8791	14,419.9	81.2302
14,928.2	85.3281	14,928.2	70.6192	14,928.2	61.4747	14,928.2	78.467
15,455.6	84.7716	15,455.6	68.9574	15,455.6	59.238	15,455.6	77.8509
16,000.5	85.6056	16,000.5	70.0621	16,000.5	60.4661	16,000.5	78.6979
16,564.5	86.5768	16,564.5	71.9755	16,564.5	60.6514	16,564.5	79.7032
17,148.9	86.5114	17,148.9	71.5894	17,148.9	58.3019	17,148.9	79.6116
17,752.4	85.2097	17,752.4	69.8038	17,752.4	55.3038	17,752.4	78.2843
18,379.4	84.6845	18,379.4	68.4264	18,379.4	54.4285	18,379.4	77.7276
19,026.9	84.0998	19,026.9	65.2436	19,026.9	53.0277	19,026.9	77.0768
19,697.8	82.9697	19,697.8	63.2439	19,697.8	52.4982	19,697.8	75.9337
19,999.5	82.7326	19,999.5	64.8207	19,999.5	53.7256	19,999.5	75.7342
