"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-1.25204	20.5078	-0.260135
21.9727	-0.809053	21.9727	-0.0873386
23.4375	-0.622065	23.4375	-0.0515864
24.9023	-0.387906	24.9023	0.00517018
26.3672	-0.266076	26.3672	0.0475782
27.832	-0.156131	27.832	0.0890987
29.2969	-0.147645	29.2969	0.0766938
30.7617	0.0337513	30.7617	0.144857
32.2266	-0.0252425	32.2266	0.112363
33.6914	0.104375	33.6914	0.155428
35.1562	0.122432	35.1562	0.156389
36.6211	0.133625	36.6211	0.157248
38.0859	0.230806	38.0859	0.193751
39.5508	0.230285	39.5508	0.187598
41.0156	0.283268	41.0156	0.209208
42.4805	0.310992	42.4805	0.21758
43.9453	0.325813	43.9453	0.221828
45.4102	0.38206	45.4102	0.241293
46.875	0.369132	46.875	0.234715
48.3398	0.403247	48.3398	0.250035
51.2695	0.480508	51.2695	0.274048
52.7344	0.512034	52.7344	0.286295
54.1992	0.527388	54.1992	0.290668
55.6641	0.531229	55.6641	0.294109
58.5938	0.514196	58.5938	0.290146
60.0586	0.528268	60.0586	0.297922
62.9883	0.590127	62.9883	0.324326
64.4531	0.600917	64.4531	0.33069
67.3828	0.666387	67.3828	0.363221
68.8477	0.685421	68.8477	0.372846
71.7773	0.760889	71.7773	0.399322
74.707	0.78691	74.707	0.407284
77.6367	0.754806	77.6367	0.402168
79.1016	0.794074	79.1016	0.42117
82.0312	0.874365	82.0312	0.45463
84.9609	0.955637	84.9609	0.486694
87.8906	0.910622	87.8906	0.476693
90.8203	0.923253	90.8203	0.500222
95.2148	1.04842	95.2148	0.545249
98.1445	1.12159	98.1445	0.577231
101.074	1.17349	101.074	0.612138
105.469	1.51788	105.469	0.734386
108.398	1.70035	108.398	0.796445
112.793	1.70004	112.793	0.78558
117.188	1.78735	117.188	0.807124
120.117	1.84051	120.117	0.825914
124.512	1.73466	124.512	0.787191
128.906	1.69108	128.906	0.798163
133.301	1.80249	133.301	0.853267
139.16	2.03124	139.16	0.930837
143.555	1.99707	143.555	0.915819
147.949	1.96747	147.949	0.925822
153.809	2.51325	153.809	1.12497
159.668	2.58473	159.668	1.11525
165.527	2.52312	165.527	1.08591
171.387	2.53063	171.387	1.10017
177.246	2.45753	177.246	1.0373
183.105	2.17322	183.105	0.993675
188.965	2.51511	188.965	1.24166
196.289	3.38873	196.289	1.61162
203.613	3.80195	203.613	1.58645
210.938	3.85441	210.938	1.53423
218.262	3.56581	218.262	1.39043
225.586	3.82406	225.586	1.58539
232.91	4.13308	232.91	1.52321
241.699	3.94854	241.699	1.37803
250.488	3.87716	250.488	1.40912
259.277	4.21226	259.277	1.55433
268.066	3.63815	268.066	1.31001
276.855	3.50268	276.855	1.28229
287.109	3.73078	287.109	1.46482
297.363	3.90282	297.363	1.4721
307.617	4.18202	307.617	1.43382
319.336	4.41727	319.336	1.60619
329.59	4.27233	329.59	1.40238
341.309	4.01388	341.309	1.38571
353.027	4.26224	353.027	1.53291
366.211	3.66652	366.211	1.28077
379.395	4.49188	379.395	1.73228
392.578	4.20118	392.578	1.46208
