"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	52.2456	20.5078	52.1052	20.5078	52.0328	20.5078	53.2913	20.5078	38.7932	20.5078	40.0517	20.5078	39.9794
21.9727	52.2274	21.9727	51.9267	21.9727	50.552	21.9727	50.7362	21.9727	41.1699	21.9727	41.3541	21.9727	39.9794
23.4375	51.1891	23.4375	50.9	23.4375	51.323	23.4375	54.2535	23.4375	36.6259	23.4375	39.5564	23.4375	39.9794
24.9023	53.6609	24.9023	53.3897	24.9023	53.1819	24.9023	55.2408	24.9023	38.1283	24.9023	40.1872	24.9023	39.9794
26.3672	54.3141	26.3672	54.0902	26.3672	54.622	26.3672	57.2978	26.3672	36.7718	26.3672	39.4476	26.3672	39.9794
27.832	57.0047	27.832	56.8027	27.832	56.7934	27.832	58.6169	27.832	38.1651	27.832	39.9887	27.832	39.9794
29.2969	57.0207	29.2969	56.8107	29.2969	57.2015	29.2969	59.6337	29.2969	37.1565	29.2969	39.5886	29.2969	39.9794
30.7617	58.9819	30.7617	58.8475	30.7617	59.4698	30.7617	61.73	30.7617	37.0969	30.7617	39.3571	30.7617	39.9794
32.2266	60.604	32.2266	60.4757	32.2266	60.8693	32.2266	62.7873	32.2266	37.6677	32.2266	39.5857	32.2266	39.9794
33.6914	61.5519	33.6914	61.451	33.6914	62.0443	33.6914	64.0818	33.6914	37.3486	33.6914	39.3861	33.6914	39.9794
35.1562	63.4854	35.1562	63.4108	35.1562	63.9623	35.1562	65.7685	35.1562	37.6217	35.1562	39.428	35.1562	39.9794
36.6211	64.6009	36.6211	64.5374	36.6211	65.0948	36.6211	66.8441	36.6211	37.6728	36.6211	39.4221	36.6211	39.9794
38.0859	65.9187	38.0859	65.8744	38.0859	66.4616	38.0859	68.1321	38.0859	37.7218	38.0859	39.3923	38.0859	39.9794
39.5508	67.2979	39.5508	67.2712	39.5508	67.8719	39.5508	69.4456	39.5508	37.805	39.5508	39.3787	39.5508	39.9794
41.0156	68.6417	41.0156	68.6283	41.0156	69.2139	41.0156	70.6701	41.0156	37.9376	41.0156	39.3938	41.0156	39.9794
42.4805	70.0859	42.4805	70.0776	42.4805	70.6052	42.4805	71.9268	42.4805	38.1303	42.4805	39.4519	42.4805	39.9794
43.9453	71.3788	43.9453	71.3775	43.9453	71.89	43.9453	73.135	43.9453	38.2219	43.9453	39.4669	43.9453	39.9794
45.4102	72.4838	45.4102	72.4876	45.4102	72.9868	45.4102	74.1725	45.4102	38.2945	45.4102	39.4802	45.4102	39.9794
46.875	73.676	46.875	73.6855	46.875	74.1568	46.875	75.2449	46.875	38.4199	46.875	39.5081	46.875	39.9794
48.3398	74.6706	48.3398	74.6823	48.3398	75.1438	48.3398	76.1972	48.3398	38.4644	48.3398	39.5179	48.3398	39.9794
51.2695	76.7659	51.2695	76.7892	51.2695	77.2375	51.2695	78.1733	51.2695	38.5953	51.2695	39.5311	51.2695	39.9794
52.7344	77.6096	52.7344	77.6339	52.7344	78.0514	52.7344	78.9132	52.7344	38.7001	52.7344	39.5618	52.7344	39.9794
54.1992	78.3602	54.1992	78.3859	54.1992	78.7858	54.1992	79.5978	54.1992	38.7675	54.1992	39.5795	54.1992	39.9794
55.6641	79.0402	55.6641	79.066	55.6641	79.44	55.6641	80.192	55.6641	38.8533	55.6641	39.6054	55.6641	39.9794
58.5938	80.1307	58.5938	80.16	58.5938	80.5165	58.5938	81.2023	58.5938	38.9371	58.5938	39.6229	58.5938	39.9794
60.0586	80.6099	60.0586	80.6403	60.0586	80.9837	60.0586	81.6293	60.0586	38.9904	60.0586	39.636	60.0586	39.9794
62.9883	81.3985	62.9883	81.4298	62.9883	81.7411	62.9883	82.3042	62.9883	39.105	62.9883	39.6682	62.9883	39.9794
64.4531	81.6619	64.4531	81.6929	64.4531	81.9871	64.4531	82.5119	64.4531	39.1604	64.4531	39.6852	64.4531	39.9794
67.3828	82.0397	67.3828	82.0717	67.3828	82.3485	67.3828	82.8242	67.3828	39.2269	67.3828	39.7025	67.3828	39.9794
68.8477	82.14	68.8477	82.1735	68.8477	82.4524	68.8477	82.9189	68.8477	39.234	68.8477	39.7005	68.8477	39.9794
71.7773	82.4417	71.7773	82.4781	71.7773	82.7535	71.7773	83.1835	71.7773	39.274	71.7773	39.704	71.7773	39.9794
74.707	82.7498	74.707	82.7851	74.707	83.0349	74.707	83.4055	74.707	39.3591	74.707	39.7296	74.707	39.9794
77.6367	82.9036	77.6367	82.939	77.6367	83.1729	77.6367	83.5031	77.6367	39.4153	77.6367	39.7455	77.6367	39.9794
79.1016	82.9946	79.1016	83.0288	79.1016	83.2473	79.1016	83.5485	79.1016	39.4598	79.1016	39.7609	79.1016	39.9794
82.0312	83.2221	82.0312	83.2552	82.0312	83.4561	82.0312	83.7248	82.0312	39.5098	82.0312	39.7785	82.0312	39.9794
84.9609	83.2534	84.9609	83.2924	84.9609	83.524	84.9609	83.8174	84.9609	39.4544	84.9609	39.7479	84.9609	39.9794
87.8906	83.0876	87.8906	83.131	87.8906	83.3892	87.8906	83.7063	87.8906	39.4041	87.8906	39.7212	87.8906	39.9794
90.8203	83.402	90.8203	83.4399	90.8203	83.6471	90.8203	83.8805	90.8203	39.5388	90.8203	39.7722	90.8203	39.9794
95.2148	83.6603	95.2148	83.6934	95.2148	83.8516	95.2148	83.9982	95.2148	39.6746	95.2148	39.8212	95.2148	39.9794
98.1445	83.7202	98.1445	83.7518	98.1445	83.9048	98.1445	84.0474	98.1445	39.6838	98.1445	39.8264	98.1445	39.9794
101.074	83.6982	101.074	83.7308	101.074	83.8877	101.074	84.0341	101.074	39.6761	101.074	39.8225	101.074	39.9794
105.469	83.9002	105.469	83.9329	105.469	84.0868	105.469	84.2174	105.469	39.6949	105.469	39.8256	105.469	39.9794
108.398	84.0821	108.398	84.1043	108.398	84.1741	108.398	84.1729	108.398	39.9108	108.398	39.9095	108.398	39.9794
112.793	84.2359	112.793	84.2596	112.793	84.339	112.793	84.336	112.793	39.903	112.793	39.8999	112.793	39.9794
117.188	84.3745	117.188	84.3883	117.188	84.4117	117.188	84.3573	117.188	40.0104	117.188	39.956	117.188	39.9794
120.117	84.4867	120.117	84.4985	120.117	84.4841	120.117	84.3424	120.117	40.1355	120.117	39.9938	120.117	39.9794
124.512	84.5158	124.512	84.5308	124.512	84.5245	124.512	84.3835	124.512	40.1267	124.512	39.9857	124.512	39.9794
128.906	84.3511	128.906	84.3725	128.906	84.4027	128.906	84.2977	128.906	40.0542	128.906	39.9491	128.906	39.9794
133.301	84.2872	133.301	84.3125	133.301	84.3841	133.301	84.3601	133.301	39.9319	133.301	39.9078	133.301	39.9794
139.16	84.4012	139.16	84.4181	139.16	84.4451	139.16	84.3664	139.16	40.0311	139.16	39.9524	139.16	39.9794
143.555	84.5129	143.555	84.5242	143.555	84.5097	143.555	84.3622	143.555	40.1414	143.555	39.9939	143.555	39.9794
147.949	84.4745	147.949	84.4859	147.949	84.4554	147.949	84.2719	147.949	40.1934	147.949	40.0099	147.949	39.9794
153.809	84.1547	153.809	84.1658	153.809	84.1664	153.809	84.0798	153.809	40.0654	153.809	39.9788	153.809	39.9794
159.668	84.3429	159.668	84.3502	159.668	84.3288	159.668	84.2167	159.668	40.1129	159.668	40.0008	159.668	39.9794
165.527	84.3517	165.527	84.3557	165.527	84.326	165.527	84.1992	165.527	40.1358	165.527	40.0091	165.527	39.9794
