"Contour Plot"
""
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa)"	"Theta / deg"
23.6	56.8058	-180
24.3	56.8311	-180
25	56.8556	-180
25.8	56.8829	-180
26.5	56.906	-180
27.2	56.9285	-180
28	56.9536	-180
29	56.9857	-180
30	57.0224	-180
30.7	57.0498	-180
31.5	57.0812	-180
32.5	57.1193	-180
33.5	57.1562	-180
34.5	57.193	-180
35.5	57.2324	-180
36.5	57.2749	-180
37.5	57.318	-180
38.7	57.3683	-180
40	57.4214	-180
41.2	57.4721	-180
42.5	57.5311	-180
43.7	57.586	-180
45	57.6438	-180
46.2	57.697	-180
47.5	57.7568	-180
48.7	57.8138	-180
50	57.8754	-180
51.5	57.9451	-180
53	58.0156	-180
54.5	58.0886	-180
56	58.1615	-180
58	58.2574	-180
60	58.3552	-180
61.5	58.4287	-180
63	58.5017	-180
65	58.599	-180
67	58.6972	-180
69	58.7946	-180
71	58.8916	-180
73	58.9888	-180
75	59.0852	-180
77.5	59.2049	-180
80	59.3235	-180
82.5	59.4407	-180
85	59.5568	-180
87.5	59.6714	-180
90	59.7845	-180
92.5	59.896	-180
95	60.0057	-180
97.5	60.1136	-180
100	60.2196	-180
103	60.3443	-180
106	60.4661	-180
109	60.585	-180
112	60.7009	-180
115	60.8137	-180
118	60.9235	-180
122	61.0651	-180
125	61.1677	-180
128	61.267	-180
132	61.3947	-180
136	61.5169	-180
140	61.6336	-180
145	61.7716	-180
150	61.9012	-180
155	62.0227	-180
160	62.1362	-180
165	62.2419	-180
170	62.34	-180
175	62.4302	-180
180	62.5131	-180
185	62.589	-180
190	62.6585	-180
195	62.7215	-180
200	62.7783	-180
206	62.8385	-180
212	62.8906	-180
218	62.9352	-180
224	62.9727	-180
230	63.0036	-180
236	63.0282	-180
243	63.0499	-180
250	63.0647	-180
258	63.0743	-180
265	63.0766	-180
272	63.0741	-180
280	63.0661	-180
290	63.05	-180
300	63.0288	-180
307	63.0115	-180
315	62.9897	-180
325	62.9607	-180
335	62.9306	-180
345	62.9	-180
355	62.8694	-180
365	62.8392	-180
375	62.8093	-180
387	62.7738	-180
400	62.7352	-180
412	62.6984	-180
425	62.6563	-180
437	62.6139	-180
450	62.5629	-180
462	62.5097	-180
475	62.4437	-180
487	62.3737	-180
500	62.2862	-180
515	62.1686	-180
530	62.0314	-180
545	61.8722	-180
560	61.6884	-180
580	61.4065	-180
600	61.0859	-180
615	60.8214	-180
630	60.5379	-180
650	60.1417	-180
670	59.7377	-180
690	59.3414	-180
710	58.9712	-180
730	58.6464	-180
750	58.3885	-180
775	58.1791	-180
800	58.1053	-180
825	58.16	-180
850	58.3103	-180
875	58.5061	-180
900	58.6929	-180
925	58.8204	-180
950	58.8453	-180
975	58.7337	-180
1,000	58.4572	-180
1,030	57.8981	-180
1,060	57.1078	-180
1,090	56.1535	-180
1,120	55.1897	-180
1,150	54.4329	-180
1,180	54.0625	-180
1,220	54.1	-180
1,250	54.2715	-180
1,280	54.3346	-180
1,320	54.015	-180
1,360	53.1381	-180
1,400	51.7158	-180
1,450	49.5028	-180
1,500	47.557	-180
1,550	46.4301	-180
1,600	45.6272	-180
1,650	44.3181	-180
1,700	42.2911	-180
1,750	40.1596	-180
1,800	38.6922	-180
1,850	37.7565	-180
1,900	36.9011	-180
1,950	36.6036	-180
2,000	37.3045	-180
2,060	38.6012	-180
2,120	39.6025	-180
2,180	41.0568	-180
2,240	43.0927	-180
2,300	44.7958	-180
2,360	45.7726	-180
2,430	46.611	-180
2,500	47.6169	-180
2,580	48.6516	-180
2,650	49.0522	-180
2,720	48.9122	-180
2,800	48.7786	-180
2,900	49.2973	-180
3,000	48.8504	-180
3,070	47.9547	-180
3,150	47.4029	-180
3,250	47.5413	-180
3,350	47.7572	-180
3,450	48.4733	-180
3,550	48.5779	-180
3,650	47.7995	-180
3,750	46.9868	-180
3,870	45.6555	-180
4,000	42.3634	-180
4,120	39.6284	-180
4,250	40.8804	-180
4,370	42.1142	-180
