"Contour Plot"
""
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa)"	"Theta / deg"
23.6	54.4597	-180
24.3	54.4848	-180
25	54.5091	-180
25.8	54.5361	-180
26.5	54.559	-180
27.2	54.5813	-180
28	54.6061	-180
29	54.6381	-180
30	54.6749	-180
30.7	54.7024	-180
31.5	54.734	-180
32.5	54.7724	-180
33.5	54.8096	-180
34.5	54.8468	-180
35.5	54.8868	-180
36.5	54.9303	-180
37.5	54.9745	-180
38.7	55.026	-180
40	55.0805	-180
41.2	55.1328	-180
42.5	55.1942	-180
43.7	55.2516	-180
45	55.312	-180
46.2	55.3677	-180
47.5	55.4307	-180
48.7	55.4912	-180
50	55.5567	-180
51.5	55.6308	-180
53	55.7063	-180
54.5	55.7849	-180
56	55.8638	-180
58	55.9677	-180
60	56.0745	-180
61.5	56.1552	-180
63	56.2354	-180
65	56.3428	-180
67	56.452	-180
69	56.5606	-180
71	56.6692	-180
73	56.7785	-180
75	56.8873	-180
77.5	57.0229	-180
80	57.1577	-180
82.5	57.2914	-180
85	57.4244	-180
87.5	57.5559	-180
90	57.686	-180
92.5	57.8145	-180
95	57.941	-180
97.5	58.0655	-180
100	58.1879	-180
103	58.3318	-180
106	58.4723	-180
109	58.6091	-180
112	58.7422	-180
115	58.8714	-180
118	58.9966	-180
122	59.1571	-180
125	59.2725	-180
128	59.3836	-180
132	59.525	-180
136	59.6589	-180
140	59.7849	-180
145	59.9311	-180
150	60.0654	-180
155	60.188	-180
160	60.2992	-180
165	60.3994	-180
170	60.4885	-180
175	60.5666	-180
180	60.6346	-180
185	60.6934	-180
190	60.7436	-180
195	60.7858	-180
200	60.8204	-180
206	60.8529	-180
212	60.8771	-180
218	60.8941	-180
224	60.9053	-180
230	60.9121	-180
236	60.9156	-180
243	60.9171	-180
250	60.9175	-180
258	60.9183	-180
265	60.9204	-180
272	60.9247	-180
280	60.9326	-180
290	60.9465	-180
300	60.9634	-180
307	60.9759	-180
315	60.9891	-180
