"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	43.9131	20.5078	43.3897	20.5078	41.7864	20.5078	42.7447
21.2402	49.4841	21.2402	49.3527	21.2402	49.0167	21.2402	49.2055
21.9727	49.3098	21.9727	49.106	21.9727	48.4831	21.9727	48.8318
22.7051	49.2557	22.7051	48.9851	22.7051	48.1648	22.7051	48.6308
23.4375	50.2803	23.4375	49.9998	23.4375	49.1053	23.4375	49.6127
24.1699	51.235	24.1699	51.0004	24.1699	50.2641	24.1699	50.6782
25.6348	52.0959	25.6348	51.8394	25.6348	51.0417	25.6348	51.4927
26.3672	52.6246	26.3672	52.359	26.3672	51.5268	26.3672	51.998
27.0996	52.39	27.0996	52.0756	27.0996	51.0591	27.0996	51.6395
27.832	53.5377	27.832	53.2722	27.832	52.4199	27.832	52.9016
29.2969	54.1204	29.2969	53.8418	29.2969	52.9917	29.2969	53.4752
30.0293	54.5119	30.0293	54.1956	30.0293	53.2207	30.0293	53.7792
31.4941	56.1853	31.4941	55.8983	31.4941	55.0004	31.4941	55.5111
32.2266	56.6767	32.2266	56.4125	32.2266	55.5934	32.2266	56.0573
33.6914	57.665	33.6914	57.4332	33.6914	56.7097	33.6914	57.1165
34.4238	57.9696	34.4238	57.7083	34.4238	56.9055	34.4238	57.3602
35.8887	58.8237	35.8887	58.5905	35.8887	57.88	35.8887	58.2803
37.3535	59.2775	37.3535	59.0382	37.3535	58.3257	37.3535	58.7284
38.8184	60.0199	38.8184	59.7593	38.8184	58.9806	38.8184	59.4226
39.5508	60.0004	39.5508	59.736	39.5508	58.9592	39.5508	59.401
41.0156	61.7043	41.0156	61.4612	41.0156	60.722	41.0156	61.1395
42.4805	62.4195	42.4805	62.1682	42.4805	61.4228	42.4805	61.8453
43.9453	62.8505	43.9453	62.6142	43.9453	61.9137	43.9453	62.3095
45.4102	63.3849	45.4102	63.1463	45.4102	62.4311	45.4102	62.8351
47.6074	64.3081	47.6074	64.0885	47.6074	63.4497	47.6074	63.81
49.0723	64.8785	49.0723	64.646	49.0723	63.9763	49.0723	64.3554
50.5371	65.4092	50.5371	65.176	50.5371	64.5021	50.5371	64.8835
52.7344	66.1607	52.7344	65.9315	52.7344	65.2819	52.7344	65.6499
54.1992	66.7707	54.1992	66.5474	54.1992	65.9181	54.1992	66.2744
56.3965	67.4433	56.3965	67.2168	56.3965	66.5949	56.3965	66.9481
58.5938	68.5364	58.5938	68.3131	58.5938	67.7125	58.5938	68.054
60.0586	69.0712	60.0586	68.8699	60.0586	68.3383	60.0586	68.6399
62.2559	69.5443	62.2559	69.3197	62.2559	68.7411	62.2559	69.0717
64.4531	70.2421	64.4531	70.0075	64.4531	69.4152	64.4531	69.7549
66.6504	70.9505	66.6504	70.7079	66.6504	70.1001	66.6504	70.4495
69.5801	71.8932	69.5801	71.6423	69.5801	71.0289	69.5801	71.383
71.7773	72.5124	71.7773	72.2594	71.7773	71.6499	71.7773	72.0025
73.9746	73.1304	73.9746	72.8749	73.9746	72.2734	73.9746	72.6224
76.9043	73.9675	76.9043	73.7065	76.9043	73.113	76.9043	73.4591
79.834	74.8253	79.834	74.5577	79.834	73.9682	79.834	74.3137
82.7637	75.6596	82.7637	75.3678	82.7637	74.7414	82.7637	75.1112
85.6934	76.5061	85.6934	76.2075	85.6934	75.5121	85.6934	75.9191
88.623	77.0824	88.623	76.8279	88.623	76.3524	88.623	76.637
91.5527	77.9158	91.5527	77.6189	91.5527	77.0481	91.5527	77.3905
94.4824	78.6854	94.4824	78.3778	94.4824	77.8271	94.4824	78.1615
98.1445	79.6846	98.1445	79.3574	98.1445	78.7194	98.1445	79.103
101.807	80.6181	101.807	80.2975	101.807	79.7394	101.807	80.0805
105.469	81.5965	105.469	81.2649	105.469	80.7231	105.469	81.0582
109.131	82.5693	109.131	82.2178	109.131	81.6778	109.131	82.0164
112.793	83.5426	112.793	83.1732	112.793	82.6247	112.793	82.9716
116.455	84.4921	116.455	84.0927	116.455	83.5312	116.455	83.8915
120.85	85.8197	120.85	85.3783	120.85	84.7458	120.85	85.1522
125.244	86.9616	125.244	86.5017	125.244	85.8547	125.244	86.2728
129.639	88.0452	129.639	87.5675	129.639	86.9033	129.639	87.3345
134.033	89.1449	134.033	88.6504	134.033	87.9784	134.033	88.4175
138.428	90.042	138.428	89.5509	138.428	88.9694	138.428	89.3607
143.555	91.0467	143.555	90.5095	143.555	89.8878	143.555	90.3105
148.682	91.9305	148.682	91.3459	148.682	90.6885	148.682	91.1408
153.809	92.555	153.809	91.9242	153.809	91.1837	153.809	91.6907
159.668	93.2276	159.668	92.5697	159.668	91.848	159.668	92.3515
164.795	93.5384	164.795	92.8555	164.795	92.0961	164.795	92.6256
170.654	93.5899	170.654	92.8776	170.654	92.1761	170.654	92.6819
176.514	93.2906	176.514	92.5327	176.514	91.7918	176.514	92.3295
183.105	92.8889	183.105	92.0669	183.105	91.2368	183.105	91.8381
189.697	92.6485	189.697	91.7606	189.697	90.8206	189.697	91.4983
196.289	92.2617	196.289	91.3324	196.289	90.4712	196.289	91.1163
202.881	91.874	202.881	90.8609	202.881	89.7918	202.881	90.5733
210.205	91.4889	210.205	90.4606	210.205	89.3121	210.205	90.1422
217.529	90.9964	217.529	89.9675	217.529	89.1194	217.529	89.7828
225.586	90.4449	225.586	89.1967	225.586	88.4556	225.586	89.1176
232.91	90.4917	232.91	89.1402	232.91	87.8081	232.91	88.8324
241.699	89.8708	241.699	88.5222	241.699	87.2053	241.699	88.2199
249.756	89.9752	249.756	88.4388	249.756	86.7396	249.756	88.037
258.545	89.9295	258.545	88.4083	258.545	86.5093	258.545	87.9247
268.066	89.4865	268.066	87.8264	268.066	85.9234	268.066	87.3846
277.588	89.7273	277.588	88.0811	277.588	85.5198	277.588	87.3981
287.109	89.5348	287.109	87.9419	287.109	85.4915	287.109	87.2797
297.363	89.689	297.363	88.0307	297.363	85.2816	297.363	87.2884
307.617	89.5271	307.617	87.944	307.617	85.5704	307.617	87.3056
318.604	89.2888	318.604	87.4992	318.604	85.1722	318.604	86.9452
329.59	89.336	329.59	87.6036	329.59	85.04	329.59	86.9486
341.309	88.6191	341.309	86.4779	341.309	85.5937	341.309	86.5923
353.76	89.5297	353.76	86.989	353.76	84.5408	353.76	86.6605
