"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	43.2685
21.2402	49.3343
21.9727	49.0497
22.7051	48.91
23.4375	49.9119
24.1699	50.9283
25.6348	51.7642
26.3672	52.2792
27.0996	51.9749
27.832	53.189
29.2969	53.762
30.0293	54.1061
31.4941	55.8126
32.2266	56.338
33.6914	57.3645
34.4238	57.6337
35.8887	58.5252
37.3535	58.9745
38.8184	59.6897
39.5508	59.6691
41.0156	61.384
42.4805	62.1085
43.9453	62.5533
45.4102	63.0829
47.6074	64.0337
49.0723	64.5895
50.5371	65.1187
52.7344	65.877
54.1992	66.4956
56.3965	67.1676
58.5938	68.2683
60.0586	68.8327
62.2559	69.2791
64.4531	69.9677
66.6504	70.6678
69.5801	71.6032
71.7773	72.2221
73.9746	72.8399
76.9043	73.6755
79.834	74.5289
82.7637	75.3387
85.6934	76.1669
88.623	76.8181
91.5527	77.6038
94.4824	78.369
98.1445	79.3373
101.807	80.2922
105.469	81.2673
109.131	82.2279
112.793	83.1871
116.455	84.1142
120.85	85.399
125.244	86.5268
129.639	87.5967
134.033	88.6843
138.428	89.6025
143.555	90.5699
148.682	91.4137
153.809	91.9907
159.668	92.6476
164.795	92.9296
170.654	92.9744
176.514	92.6403
183.105	92.1786
189.697	91.8727
196.289	91.4806
202.881	91.0025
210.205	90.5856
217.529	90.1539
225.586	89.4779
232.91	89.3588
241.699	88.7626
249.756	88.676
258.545	88.6057
268.066	88.0877
277.588	88.2236
287.109	88.0785
297.363	88.1615
307.617	88.0832
318.604	87.7511
329.59	87.7825
341.309	87.0889
353.76	87.5229
366.211	87.661
378.662	88.4281
392.578	88.235
405.762	88.3599
420.41	89.2126
435.059	89.2177
450.439	89.3661
466.553	89.1117
482.666	88.9129
500.244	89.2657
517.822	89.071
536.133	89.031
554.443	89.0976
574.219	89.7507
594.727	89.3358
615.234	88.953
637.207	89.6827
659.912	89.1425
683.35	89.2866
706.787	89.2698
731.689	88.8929
758.057	88.6969
784.424	88.1842
812.256	88.191
840.82	88.2104
870.85	88.1128
901.611	87.7
933.105	87.2269
966.064	85.9642
999.756	84.5558
1,034.91	84.8104
1,071.53	86.3795
1,109.62	86.8418
1,148.44	86.0446
1,189.45	85.7492
1,231.2	85.0271
1,274.41	84.9904
1,319.82	85.3159
1,365.97	85.0874
1,414.31	85.8261
1,464.11	85.9532
1,515.38	84.9317
1,568.85	83.1988
1,624.51	82.3792
1,681.64	83.9306
1,740.97	85.4957
1,802.49	86.7756
1,866.21	87.2749
1,932.13	87.9292
2,000.24	88.0606
2,070.56	88.0435
2,143.8	86.9186
2,219.24	85.3801
2,297.61	85.1277
2,378.17	85.2342
2,462.4	85.3359
2,548.83	86.4026
2,638.92	87.2587
2,731.93	86.9391
2,828.61	84.64
2,928.22	82.1461
3,031.49	82.0066
3,138.43	86.5163
3,249.02	86.9374
3,363.28	84.9628
3,481.93	83.7575
3,604.98	85.1721
3,732.42	84.782
3,863.53	83.3983
3,999.76	84.4565
4,141.11	85.0382
4,286.87	84.8423
4,438.48	84.7848
4,594.48	85.4126
4,757.08	86.0592
4,924.8	85.5188
5,098.39	84.6602
5,277.83	84.1922
5,463.87	84.0018
5,656.49	82.7963
5,856.45	81.7139
6,062.99	81.5336
6,276.86	81.7819
6,498.05	80.9172
6,727.29	80.8594
6,964.6	80.8219
7,209.96	80.5733
7,464.11	80.0088
7,727.78	79.2968
8,000.24	78.8302
8,282.23	79.7488
8,574.46	80.8814
8,876.22	81.1276
9,189.7	80.3923
9,513.43	79.5701
9,848.88	79.5334
10,196.8	80.4209
10,556.4	81.1867
10,928.5	81.7299
11,313.7	81.9926
11,712.9	82.2674
12,126	83.1115
12,553.7	84.4938
12,996.1	86.3847
13,454.6	86.5619
13,928.5	84.4705
14,419.9	82.0801
14,928.2	81.647
15,454.8	81.4855
15,999.8	80.9332
16,564.5	79.1341
17,148.2	77.1609
17,753.2	75.0716
18,379.4	71.934
19,027.6	67.9964
19,698.5	67.2037
19,999.5	67.18
