* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\10-ER.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 3:18:03 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\10-ER.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced 
* Measurement: 10-ER
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	60.783737	-69.6028
20.144928	61.081364	-70.9987
20.290907	61.339798	-72.4018
20.437943	61.468105	-73.6451
20.586044	61.581913	-74.7333
20.735220	61.783367	-75.5182
20.885475	62.022701	-76.2920
21.036821	62.314213	-77.4084
21.189262	62.567730	-78.5367
21.342808	62.645061	-79.4897
21.497467	62.703907	-80.1874
21.653246	62.860180	-80.3074
21.810154	63.102608	-80.3888
21.968201	63.525848	-80.9992
22.127390	63.927624	-81.7352
22.287735	64.042488	-82.3964
22.449242	64.152878	-82.9356
22.611917	64.506157	-83.0837
22.775772	64.944435	-83.3066
22.940815	65.388161	-84.0128
23.107054	65.848373	-85.1083
23.274498	66.332169	-86.7012
23.443153	66.772461	-88.5903
23.613033	67.075012	-90.6498
23.784142	67.327797	-92.7592
23.956491	67.591370	-94.6819
24.130091	67.854698	-96.6397
24.304947	68.154526	-98.8475
24.481071	68.407722	-101.0911
24.658470	68.503151	-103.2527
24.837156	68.560905	-105.2564
25.017136	68.681091	-106.9258
25.198421	68.813866	-108.4445
25.381020	68.940453	-109.9520
25.564941	69.066887	-111.4066
25.750195	69.192871	-112.8112
25.936790	69.318848	-114.1703
26.124741	69.445267	-115.4865
26.314051	69.571815	-116.7682
26.504732	69.698334	-118.0193
26.696796	69.824844	-119.2555
26.890253	69.959351	-120.5251
27.085112	70.077881	-121.7337
27.281382	70.143616	-122.8183
27.479073	70.202919	-123.7329
27.678198	70.282997	-124.3440
27.878765	70.404785	-124.8503
28.080786	70.618416	-125.3989
28.284271	70.863647	-126.0121
28.489231	71.080498	-126.7467
28.695675	71.317650	-127.6446
28.903616	71.631554	-128.7840
29.113064	71.939590	-130.1130
29.324028	72.154869	-131.6335
29.536524	72.345772	-133.2620
29.750557	72.565002	-134.8898
29.966141	72.773781	-136.5940
30.183289	72.954941	-138.4717
30.402010	73.095856	-140.3567
