* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\10-SP.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 3:18:16 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\10-SP.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced 
* Measurement: 10-SP
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	60.773727	-65.9668
20.144928	61.077045	-67.4131
20.290907	61.339798	-68.8687
20.437943	61.468731	-70.1631
20.586044	61.581913	-71.2983
20.735220	61.783367	-72.1215
20.885475	62.022701	-72.9280
21.036821	62.314213	-74.0733
21.189262	62.567730	-75.2266
21.342808	62.645061	-76.2013
21.497467	62.703907	-76.9173
21.653246	62.860180	-77.0526
21.810154	63.102608	-77.1458
21.968201	63.525848	-77.7646
22.127390	63.927624	-78.5052
22.287735	64.042488	-79.1668
22.449242	64.152878	-79.7017
22.611917	64.506157	-79.8402
22.775772	64.944435	-80.0476
22.940815	65.388161	-80.7318
23.107054	65.848373	-81.7973
23.274498	66.332169	-83.3522
23.443153	66.772461	-85.1914
23.613033	67.075012	-87.1880
23.784142	67.327797	-89.2143
23.956491	67.591370	-91.0356
24.130091	67.854698	-92.8449
24.304947	68.146469	-94.8113
24.481071	68.407692	-96.7735
24.658470	68.553009	-98.6138
24.837156	68.689789	-100.3686
25.017136	68.923454	-101.9771
25.198421	69.175751	-103.6133
25.381020	69.404861	-105.4903
25.564941	69.605843	-107.4311
25.750195	69.748055	-109.3369
25.936790	69.866852	-111.1857
26.124741	69.993324	-112.9131
26.314051	70.109840	-114.5487
26.504732	70.206940	-116.1239
26.696796	70.290901	-117.5693
26.890253	70.353424	-118.7982
27.085112	70.428902	-119.8928
27.281382	70.563568	-120.9011
27.479073	70.713791	-121.8398
27.678198	70.835884	-122.7379
27.878765	70.975769	-123.6058
28.080786	71.173943	-124.4253
28.284271	71.403656	-125.3107
28.489231	71.655083	-126.3682
28.695675	71.917633	-127.6041
28.903616	72.187057	-129.1028
29.113064	72.434677	-130.7356
29.324028	72.608719	-132.3840
29.536524	72.773796	-134.1009
29.750557	73.002983	-135.8891
29.966141	73.219788	-137.7818
30.183289	73.367233	-139.9028
30.402010	73.458931	-141.9835
30.622314	73.457893	-143.7343
30.844217	73.458969	-145.3401
31.067726	73.585747	-146.8777
31.292856	73.715836	-148.3847
31.519617	73.740799	-149.9739
31.748020	73.740997	-151.4952
31.978081	73.769089	-152.8076
32.209808	73.800957	-153.9945
32.443211	73.824905	-155.0863
32.678310	73.855949	-156.1027
32.915108	73.912300	-157.0759
33.153625	73.972931	-157.9979
33.393871	74.016373	-158.8821
33.635857	74.061913	-159.6968
33.879597	74.121651	-160.4049
34.125103	74.195885	-161.0352
34.372387	74.279106	-161.5486
34.621464	74.400772	-162.1121
34.872345	74.617622	-162.8870
35.125042	74.842751	-163.8527
35.379574	74.997276	-165.1135
35.635948	75.112885	-166.4544
35.894180	75.183792	-167.6732
36.154285	75.243912	-168.8343
36.416275	75.337860	-169.9379
36.680161	75.427879	-170.9755
36.945961	75.474060	-171.9271
37.213688	75.526901	-172.8277
37.483353	75.639313	-173.6857
37.754974	75.764809	-174.5606
38.028561	75.868607	-175.5338
38.304131	75.967873	-176.5476
38.581699	76.069046	-177.5602
38.861279	76.169846	-178.6054
39.142883	76.275032	-179.7114
39.426529	76.369881	179.1465
39.712231	76.438660	177.9704
40.000000	76.488937	176.8007
40.289856	76.528023	175.6464
40.581814	76.541008	174.6044
40.875885	76.501823	173.7474
41.172089	76.451065	173.1577
41.470440	76.397606	173.0545
41.770950	76.410904	173.0989
42.073643	76.607521	173.0595
42.378525	76.855644	172.8295
42.685616	77.051872	172.1416
42.994934	77.225769	171.2463
43.306492	77.362053	170.3370
43.620308	77.492790	169.3217
43.936401	77.670479	168.1321
44.254780	77.818810	166.8890
44.575470	77.845673	165.6747
44.898483	77.849976	164.5357
45.223835	77.914635	163.6175
45.551544	77.996872	162.7044
45.881630	78.102234	161.5430
46.214108	78.167961	160.3897
46.548996	78.093338	159.4080
46.886307	77.997131	158.6260
47.226067	77.989616	158.1525
47.568283	77.996994	157.9082
