"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency / Hz"	"Directivity Index  / dB"	"Frequency / Hz"	"Directivity Index  / dB"
20.5078	-0.791924	20.5078	-0.445004
21.9727	-0.873412	21.9727	-0.488632
23.4375	-0.821529	23.4375	-0.455515
24.9023	-0.866502	24.9023	-0.478236
26.3672	-0.860982	26.3672	-0.476651
27.832	-0.882146	27.832	-0.486405
29.2969	-0.866459	29.2969	-0.479092
30.7617	-0.895176	30.7617	-0.493574
32.2266	-0.858713	32.2266	-0.473933
33.6914	-0.872112	33.6914	-0.481636
35.1562	-0.864403	35.1562	-0.47526
36.6211	-0.875631	36.6211	-0.481744
38.0859	-0.860042	38.0859	-0.472544
39.5508	-0.864925	39.5508	-0.474663
41.0156	-0.876886	41.0156	-0.480313
42.4805	-0.861071	42.4805	-0.472283
43.9453	-0.845603	43.9453	-0.462832
45.4102	-0.827132	45.4102	-0.45182
46.875	-0.825393	46.875	-0.45013
48.3398	-0.812047	48.3398	-0.442141
51.2695	-0.779336	51.2695	-0.423233
52.7344	-0.756097	52.7344	-0.410305
54.1992	-0.729439	54.1992	-0.395519
55.6641	-0.71844	55.6641	-0.389103
58.5938	-0.678279	58.5938	-0.365715
60.0586	-0.653736	60.0586	-0.351812
62.9883	-0.612324	62.9883	-0.328381
64.4531	-0.586963	64.4531	-0.314074
67.3828	-0.543081	67.3828	-0.288668
68.8477	-0.516869	68.8477	-0.273843
71.7773	-0.443796	71.7773	-0.233537
74.707	-0.367018	74.707	-0.193674
77.6367	-0.292505	77.6367	-0.155057
79.1016	-0.258174	79.1016	-0.13696
82.0312	-0.18626	82.0312	-0.0995399
84.9609	-0.107795	84.9609	-0.0591968
87.8906	-0.0305023	87.8906	-0.0198513
90.8203	0.0881888	90.8203	0.039705
95.2148	0.194916	95.2148	0.091896
98.1445	0.307293	98.1445	0.144741
101.074	0.377412	101.074	0.177131
105.469	0.541412	105.469	0.247631
108.398	0.65563	108.398	0.297575
112.793	0.804616	112.793	0.371118
117.188	0.926568	117.188	0.424293
120.117	1.00933	120.117	0.458753
124.512	1.09523	124.512	0.499664
128.906	1.12392	128.906	0.512782
133.301	1.18888	133.301	0.542545
139.16	1.30032	139.16	0.594434
143.555	1.36549	143.555	0.624702
147.949	1.43995	147.949	0.658166
153.809	1.50689	153.809	0.684187
159.668	1.51456	159.668	0.690438
