"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"
20.5078	73.7984	20.5078	74.3252	20.5078	74.0698
21.9727	76.6993	21.9727	77.2622	21.9727	76.9899
23.4375	78.4293	23.4375	78.8817	23.4375	78.6614
24.9023	81.0294	24.9023	81.4528	24.9023	81.2463
26.3672	83.814	26.3672	84.2617	26.3672	84.0436
27.832	86.4687	27.832	86.9027	27.832	86.6911
29.2969	88.781	29.2969	89.2512	29.2969	89.0225
30.7617	89.9389	30.7617	90.3985	30.7617	90.1748
32.2266	90.1209	32.2266	90.5909	32.2266	90.3623
33.6914	90.086	33.6914	90.5804	33.6914	90.3403
35.1562	90.2823	35.1562	90.7415	35.1562	90.5179
36.6211	90.7411	36.6211	91.2188	36.6211	90.9865
38.0859	91.6178	38.0859	92.0942	38.0859	91.8625
39.5508	92.7312	39.5508	93.2054	39.5508	92.9748
41.0156	94.1462	41.0156	94.6118	41.0156	94.3852
42.4805	95.3834	42.4805	95.8737	42.4805	95.6355
43.9453	96.4351	43.9453	96.9109	43.9453	96.6795
45.4102	97.0291	45.4102	97.4959	45.4102	97.2687
46.875	97.2077	46.875	97.6717	46.875	97.4459
48.3398	97.0588	48.3398	97.5191	48.3398	97.2951
51.2695	96.4599	51.2695	96.9151	51.2695	96.6935
52.7344	96.2477	52.7344	96.7089	52.7344	96.4844
54.1992	96.0907	54.1992	96.5595	54.1992	96.3314
55.6641	95.9987	55.6641	96.4656	55.6641	96.2384
58.5938	96.0346	58.5938	96.4919	58.5938	96.2693
60.0586	96.1005	60.0586	96.5571	60.0586	96.3348
62.9883	96.2698	62.9883	96.7242	62.9883	96.5029
64.4531	96.3547	64.4531	96.805	64.4531	96.5857
67.3828	96.4982	67.3828	96.9237	67.3828	96.7162
68.8477	96.5663	68.8477	96.9826	68.8477	96.7794
71.7773	96.7263	71.7773	97.126	71.7773	96.9307
74.707	96.8293	74.707	97.2561	74.707	97.0479
77.6367	96.8429	77.6367	97.2897	77.6367	97.072
79.1016	96.8275	79.1016	97.2732	79.1016	97.0561
82.0312	96.7662	82.0312	97.2168	82.0312	96.9974
84.9609	96.6612	84.9609	97.1186	84.9609	96.8959
87.8906	96.5355	87.8906	96.99	87.8906	96.7686
90.8203	96.418	90.8203	96.8667	90.8203	96.6481
95.2148	96.1298	95.2148	96.5868	95.2148	96.3643
98.1445	95.9757	98.1445	96.4685	98.1445	96.2291
101.074	95.774	101.074	96.2995	101.074	96.0447
105.469	95.5059	105.469	96.1864	105.469	95.8595
108.398	95.6519	108.398	96.3871	108.398	96.035
112.793	95.7554	112.793	96.4222	112.793	96.1016
117.188	95.6852	117.188	96.3895	117.188	96.0516
120.117	95.727	120.117	96.4499	120.117	96.1035
124.512	95.7442	124.512	96.4223	124.512	96.0965
128.906	95.7115	128.906	96.3951	128.906	96.0667
133.301	95.6884	133.301	96.364	133.301	96.0394
139.16	95.6742	139.16	96.337	139.16	96.0183
143.555	95.662	143.555	96.3129	143.555	95.9996
147.949	95.6768	147.949	96.3302	147.949	96.0158
153.809	95.708	153.809	96.4449	153.809	96.0921
159.668	95.7936	159.668	96.5186	159.668	96.1712
165.527	95.9331	165.527	96.7077	165.527	96.3376
171.387	95.9731	171.387	96.6985	171.387	96.3509
177.246	95.9077	177.246	96.5839	177.246	96.259
183.105	95.19	183.105	95.8431	183.105	95.5288
188.965	94.6476	188.965	95.2447	188.965	94.9564
196.289	95.0289	196.289	95.6762	196.289	95.3646
203.613	95.3121	203.613	95.9522	203.613	95.644
210.938	95.2448	210.938	95.8134	210.938	95.5384
218.262	94.6876	218.262	95.6688	218.262	95.2059
225.586	94.7563	225.586	95.7978	225.586	95.3082
232.91	95.3377	232.91	96.2403	232.91	95.8124
241.699	95.5242	241.699	96.2367	241.699	95.895
250.488	95.7303	250.488	96.0788	250.488	95.908
259.277	95.9854	259.277	96.272	259.277	96.1311
268.066	95.364	268.066	95.9222	268.066	95.6521
276.855	95.0717	276.855	95.6615	276.855	95.3766
287.109	94.4703	287.109	95.5856	287.109	95.0637
297.363	94.4743	297.363	95.8613	297.363	95.2229
307.617	95.6926	307.617	96.309	307.617	96.0117
319.336	95.3405	319.336	95.9592	319.336	95.6609
329.59	95.1253	329.59	95.57	329.59	95.3533
341.309	94.8638	341.309	95.2318	341.309	95.0517
353.027	94.2749	353.027	95.1451	353.027	94.7318
366.211	93.7223	366.211	95.1832	366.211	94.5139
379.395	94.593	379.395	95.8719	379.395	95.2794
392.578	95.6232	392.578	95.3924	392.578	95.5093
405.762	95.0623	405.762	94.5922	405.762	94.8336
420.41	95.0487	420.41	94.7009	420.41	94.8783
435.059	94.65	435.059	94.0132	435.059	94.3433
451.172	95.1125	451.172	93.9566	451.172	94.5729
465.82	95.7947	465.82	94.5369	465.82	95.2112
483.398	95.41	483.398	94.111	483.398	94.8089
499.512	95.6057	499.512	94.2231	499.512	94.9692
517.09	95.9492	517.09	94.5219	517.09	95.2939
536.133	96.0848	536.133	94.298	536.133	95.2827
555.176	95.8117	555.176	94.44	555.176	95.1798
574.219	95.8862	574.219	94.153	574.219	95.1055
594.727	96.0604	594.727	94.161	594.727	95.2137
615.234	96.1085	615.234	94.3243	615.234	95.3074
637.207	95.2774	637.207	92.9654	637.207	94.2735
659.18	95.7239	659.18	93.0161	659.18	94.5777
682.617	95.212	682.617	92.3569	682.617	94.0149
707.52	96.5363	707.52	93.2767	707.52	95.2054
732.422	97.3979	732.422	93.494	732.422	95.8706
757.324	96.6365	757.324	91.8582	757.324	94.8738
785.156	96.4712	785.156	91.2417	785.156	94.6002
811.523	97.3352	811.523	92.8481	811.523	95.6471
840.82	96.9806	840.82	92.5851	840.82	95.3167
870.117	97.1496	870.117	91.2195	870.117	95.1266
900.879	97.1488	900.879	92.3913	900.879	95.3913
933.105	97.8436	933.105	93.97	933.105	96.325
965.332	98.0423	965.332	93.2061	965.332	96.2652
1,000.49	97.7838	1,000.49	94.5503	1,000.49	96.4613
1,035.64	98.2839	1,035.64	95.2355	1,035.64	97.0219
1,072.27	98.3261	1,072.27	94.7847	1,072.27	96.9068
1,108.89	98.1921	1,108.89	96.0204	1,108.89	97.2406
1,148.44	97.4223	1,148.44	96.9375	1,148.44	97.1867
1,189.45	96.7053	1,189.45	96.381	1,189.45	96.5462
1,230.47	95.8731	1,230.47	97.2648	1,230.47	96.6245
1,274.41	95.0105	1,274.41	96.8599	1,274.41	96.0329
1,319.82	95.4541	1,319.82	97.4147	1,319.82	96.5441
1,366.7	95.3288	1,366.7	97.9592	1,366.7	96.8402
1,413.57	95.8638	1,413.57	97.8424	1,413.57	96.9648
1,463.38	96.2898	1,463.38	97.5889	1,463.38	96.9877
1,516.11	94.3407	1,516.11	97.2974	1,516.11	96.066
1,568.85	94.3008	1,568.85	95.2524	1,568.85	94.8026
1,624.51	93.1433	1,624.51	94.2177	1,624.51	93.7136
1,681.64	91.6399	1,681.64	92.8489	1,681.64	92.2863
1,741.7	91.4506	1,741.7	91.8495	1,741.7	91.6546
1,803.22	91.5418	1,803.22	90.1512	1,803.22	90.9019
1,866.21	92.448	1,866.21	90.7172	1,866.21	91.6682
1,932.13	92.3486	1,932.13	91.8684	1,932.13	92.1151
1,999.51	91.8298	1,999.51	91.9092	1,999.51	91.8697
2,069.82	91.3872	2,069.82	90.8041	2,069.82	91.1054
2,143.07	90.3774	2,143.07	89.9015	2,143.07	90.146
2,219.24	89.8709	2,219.24	88.934	2,219.24	89.4277
2,296.88	89.4521	2,296.88	88.2678	2,296.88	88.9002
2,378.91	89.1114	2,378.91	88.4377	2,378.91	88.7876
2,462.4	87.5844	2,462.4	87.8402	2,462.4	87.7142
2,548.83	87.0361	2,548.83	87.6351	2,548.83	87.3459
2,639.65	87.569	2,639.65	89.0658	2,639.65	88.3816
2,731.93	87.3745	2,731.93	90.057	2,731.93	88.9196
2,828.61	86.6235	2,828.61	90.468	2,828.61	88.958
2,928.22	87.049	2,928.22	90.9104	2,928.22	89.3954
3,030.76	87.9363	3,030.76	90.9569	3,030.76	89.7041
3,137.7	88.9501	3,137.7	91.1521	3,137.7	90.1892
3,249.02	90.087	3,249.02	90.9146	3,249.02	90.5205
3,363.28	89.9892	3,363.28	90.4457	3,363.28	90.2235
3,481.93	89.5257	3,481.93	90.0347	3,481.93	89.7876
3,604.98	90.3499	3,604.98	89.1415	3,604.98	89.7876
3,732.42	89.0747	3,732.42	88.0263	3,732.42	88.5821
