"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce (full horizontal rear)"		"Total Early Reflection"
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"
20.5078	73.7984	20.5078	74.3252	20.5078	73.905	20.5078	74.3154	20.5078	75.2091	20.5078	74.3399
21.9727	76.6993	21.9727	77.2622	21.9727	76.7928	21.9727	77.2149	21.9727	78.218	21.9727	77.272
23.4375	78.4293	23.4375	78.8817	23.4375	78.493	23.4375	78.8927	23.4375	79.8472	23.4375	78.9395
24.9023	81.0294	24.9023	81.4528	24.9023	81.0718	24.9023	81.4848	24.9023	82.4977	24.9023	81.541
26.3672	83.814	26.3672	84.2617	26.3672	83.8657	26.3672	84.2818	26.3672	85.2768	26.3672	84.3331
27.832	86.4687	27.832	86.9027	27.832	86.5078	27.832	86.9245	27.832	87.9503	27.832	86.9851
29.2969	88.781	29.2969	89.2512	29.2969	88.8353	29.2969	89.243	29.2969	90.2507	29.2969	89.3056
30.7617	89.9389	30.7617	90.3985	30.7617	89.9838	30.7617	90.3959	30.7617	91.4482	30.7617	90.4686
32.2266	90.1209	32.2266	90.5909	32.2266	90.1753	32.2266	90.5673	32.2266	91.5852	32.2266	90.641
33.6914	90.086	33.6914	90.5804	33.6914	90.151	33.6914	90.546	33.6914	91.5855	33.6914	90.6243
35.1562	90.2823	35.1562	90.7415	35.1562	90.3326	35.1562	90.7182	35.1562	91.7562	35.1562	90.7999
36.6211	90.7411	36.6211	91.2188	36.6211	90.796	36.6211	91.1839	36.6211	92.2363	36.6211	91.2698
38.0859	91.6178	38.0859	92.0942	38.0859	91.6741	38.0859	92.0509	38.0859	93.0903	38.0859	92.1389
39.5508	92.7312	39.5508	93.2054	39.5508	92.7842	39.5508	93.1597	39.5508	94.2074	39.5508	93.2514
41.0156	94.1462	41.0156	94.6118	41.0156	94.1929	41.0156	94.5688	41.0156	95.6357	41.0156	94.6657
42.4805	95.3834	42.4805	95.8737	42.4805	95.4412	42.4805	95.8066	42.4805	96.8584	42.4805	95.9063
43.9453	96.4351	43.9453	96.9109	43.9453	96.4898	43.9453	96.8456	43.9453	97.8846	43.9453	96.9457
45.4102	97.0291	45.4102	97.4959	45.4102	97.0829	45.4102	97.4263	45.4102	98.4501	45.4102	97.5281
46.875	97.2077	46.875	97.6717	46.875	97.2597	46.875	97.598	46.875	98.6245	46.875	97.7034
48.3398	97.0588	48.3398	97.5191	48.3398	97.1108	48.3398	97.439	48.3398	98.4553	48.3398	97.5468
51.2695	96.4599	51.2695	96.9151	51.2695	96.5125	51.2695	96.8192	51.2695	97.8045	51.2695	96.9302
52.7344	96.2477	52.7344	96.7089	52.7344	96.3052	52.7344	96.597	52.7344	97.5605	52.7344	96.7103
54.1992	96.0907	54.1992	96.5595	54.1992	96.1547	54.1992	96.4295	54.1992	97.3685	54.1992	96.5455
55.6641	95.9987	55.6641	96.4656	55.6641	96.0628	55.6641	96.3295	55.6641	97.2594	55.6641	96.4475
58.5938	96.0346	58.5938	96.4919	58.5938	96.0982	58.5938	96.3374	58.5938	97.2301	58.5938	96.4603
60.0586	96.1005	60.0586	96.5571	60.0586	96.1665	60.0586	96.3898	60.0586	97.2592	60.0586	96.5151
62.9883	96.2698	62.9883	96.7242	62.9883	96.3391	62.9883	96.5344	62.9883	97.3659	62.9883	96.665
64.4531	96.3547	64.4531	96.805	64.4531	96.4248	64.4531	96.6043	64.4531	97.4106	64.4531	96.7368
67.3828	96.4982	67.3828	96.9237	67.3828	96.5628	67.3828	96.7151	67.3828	97.4773	67.3828	96.8501
68.8477	96.5663	68.8477	96.9826	68.8477	96.6295	68.8477	96.7671	68.8477	97.4994	68.8477	96.9023
71.7773	96.7263	71.7773	97.126	71.7773	96.791	71.7773	96.8886	71.7773	97.5394	71.7773	97.0245
74.707	96.8293	74.707	97.2561	74.707	96.9119	74.707	96.9691	74.707	97.5273	74.707	97.1065
77.6367	96.8429	77.6367	97.2897	77.6367	96.9398	77.6367	96.9577	77.6367	97.424	77.6367	97.0967
79.1016	96.8275	79.1016	97.2732	79.1016	96.9272	79.1016	96.9278	79.1016	97.3507	79.1016	97.0664
82.0312	96.7662	82.0312	97.2168	82.0312	96.8742	82.0312	96.8391	82.0312	97.1677	82.0312	96.9767
84.9609	96.6612	84.9609	97.1186	84.9609	96.7793	84.9609	96.7052	84.9609	96.9309	84.9609	96.8423
87.8906	96.5355	87.8906	96.99	87.8906	96.6583	87.8906	96.5503	87.8906	96.6635	87.8906	96.6826
90.8203	96.418	90.8203	96.8667	90.8203	96.5535	90.8203	96.3949	90.8203	96.3423	90.8203	96.5193
95.2148	96.1298	95.2148	96.5868	95.2148	96.2791	95.2148	96.0792	95.2148	95.8577	95.2148	96.1933
98.1445	95.9757	98.1445	96.4685	98.1445	96.1518	98.1445	95.9054	98.1445	95.5126	98.1445	96.0141
101.074	95.774	101.074	96.2995	101.074	95.9719	101.074	95.6984	101.074	95.1918	101.074	95.8021
105.469	95.5059	105.469	96.1864	105.469	95.7851	105.469	95.4475	105.469	94.6641	105.469	95.5461
108.398	95.6519	108.398	96.3871	108.398	95.9629	108.398	95.5752	108.398	94.603	108.398	95.675
112.793	95.7554	112.793	96.4222	112.793	96.0717	112.793	95.6171	112.793	94.4458	112.793	95.7116
117.188	95.6852	117.188	96.3895	117.188	96.0316	117.188	95.5317	117.188	94.1361	117.188	95.619
120.117	95.727	120.117	96.4499	120.117	96.0888	120.117	95.5611	120.117	94.0055	120.117	95.6422
124.512	95.7442	124.512	96.4223	124.512	96.1066	124.512	95.5429	124.512	93.8596	124.512	95.6197
128.906	95.7115	128.906	96.3951	128.906	96.0826	128.906	95.5013	128.906	93.785	128.906	95.5829
133.301	95.6884	133.301	96.364	133.301	96.0692	133.301	95.4529	133.301	93.6507	133.301	95.5406
139.16	95.6742	139.16	96.337	139.16	96.0783	139.16	95.3966	139.16	93.4711	139.16	95.4993
143.555	95.662	143.555	96.3129	143.555	96.0814	143.555	95.3651	143.555	93.3688	143.555	95.4727
147.949	95.6768	147.949	96.3302	147.949	96.1174	147.949	95.3585	147.949	93.2802	147.949	95.4763
153.809	95.708	153.809	96.4449	153.809	96.1981	153.809	95.4011	153.809	93.2283	153.809	95.5317
159.668	95.7936	159.668	96.5186	159.668	96.2913	159.668	95.4764	159.668	93.3556	159.668	95.6191
165.527	95.9331	165.527	96.7077	165.527	96.4509	165.527	95.6529	165.527	93.6492	165.527	95.8012
171.387	95.9731	171.387	96.6985	171.387	96.4932	171.387	95.6829	171.387	93.7861	171.387	95.8397
177.246	95.9077	177.246	96.5839	177.246	96.4074	177.246	95.6441	177.246	94.0605	177.246	95.8067
183.105	95.19	183.105	95.8431	183.105	95.7747	183.105	94.8525	183.105	93.9624	183.105	95.1773
188.965	94.6476	188.965	95.2447	188.965	95.3104	188.965	94.1202	188.965	92.7892	188.965	94.5151
196.289	95.0289	196.289	95.6762	196.289	95.707	196.289	94.4272	196.289	92.2588	196.289	94.7867
203.613	95.3121	203.613	95.9522	203.613	95.9992	203.613	94.722	203.613	92.2854	203.613	95.0446
210.938	95.2448	210.938	95.8134	210.938	95.8713	210.938	94.7497	210.938	92.368	210.938	94.9788
218.262	94.6876	218.262	95.6688	218.262	95.4809	218.262	94.2869	218.262	92.3159	218.262	94.6395
225.586	94.7563	225.586	95.7978	225.586	95.7005	225.586	94.2637	225.586	92.5465	225.586	94.7631
232.91	95.3377	232.91	96.2403	232.91	96.2695	232.91	94.6892	232.91	92.1531	232.91	95.1712
241.699	95.5242	241.699	96.2367	241.699	96.2913	241.699	94.8876	241.699	92.1184	241.699	95.2477
250.488	95.7303	250.488	96.0788	250.488	96.3466	250.488	95.0144	250.488	92.1778	250.488	95.2971
259.277	95.9854	259.277	96.272	259.277	96.5483	259.277	95.2739	259.277	92.1964	259.277	95.5021
268.066	95.364	268.066	95.9222	268.066	95.9847	268.066	94.8369	268.066	92.3161	268.066	95.0695
276.855	95.0717	276.855	95.6615	276.855	95.7346	276.855	94.5998	276.855	92.0373	276.855	94.8073
287.109	94.4703	287.109	95.5856	287.109	95.3454	287.109	94.232	287.109	91.8562	287.109	94.4793
297.363	94.4743	297.363	95.8613	297.363	95.677	297.363	94.3007	297.363	92.3102	297.363	94.6975
307.617	95.6926	307.617	96.309	307.617	96.5926	307.617	95.1079	307.617	92.1297	307.617	95.4211
319.336	95.3405	319.336	95.9592	319.336	96.2144	319.336	94.7343	319.336	91.7932	319.336	95.0603
329.59	95.1253	329.59	95.57	329.59	95.8502	329.59	94.7774	329.59	91.6554	329.59	94.8216
341.309	94.8638	341.309	95.2318	341.309	95.5556	341.309	94.3794	341.309	91.8645	341.309	94.555
353.027	94.2749	353.027	95.1451	353.027	95.1511	353.027	93.9362	353.027	91.1832	353.027	94.1525
366.211	93.7223	366.211	95.1832	366.211	94.8115	366.211	93.7251	366.211	90.9191	366.211	93.901
379.395	94.593	379.395	95.8719	379.395	95.7076	379.395	94.5183	379.395	90.6758	379.395	94.6136
392.578	95.6232	392.578	95.3924	392.578	96.2151	392.578	95.3701	392.578	91.7842	392.578	95.1179
405.762	95.0623	405.762	94.5922	405.762	95.922	405.762	94.6171	405.762	91.785	405.762	94.5942
420.41	95.0487	420.41	94.7009	420.41	95.8011	420.41	94.4145	420.41	90.949	420.41	94.4593
435.059	94.65	435.059	94.0132	435.059	95.3852	435.059	94.2599	435.059	90.7929	435.059	94.0687
451.172	95.1125	451.172	93.9566	451.172	95.904	451.172	94.2246	451.172	90.8476	451.172	94.3094
465.82	95.7947	465.82	94.5369	465.82	96.4952	465.82	94.8459	465.82	91.1156	465.82	94.8986
483.398	95.41	483.398	94.111	483.398	96.4397	483.398	94.6008	483.398	91.2162	483.398	94.6732
499.512	95.6057	499.512	94.2231	499.512	96.7535	499.512	94.5123	499.512	90.9	499.512	94.792
517.09	95.9492	517.09	94.5219	517.09	96.9162	517.09	94.7763	517.09	90.6818	517.09	95.0125
536.133	96.0848	536.133	94.298	536.133	97.265	536.133	94.4976	536.133	90.5597	536.133	95.06
555.176	95.8117	555.176	94.44	555.176	96.9724	555.176	94.5937	555.176	90.178	555.176	94.9119
574.219	95.8862	574.219	94.153	574.219	96.7235	574.219	94.5819	574.219	89.7402	574.219	94.7703
594.727	96.0604	594.727	94.161	594.727	96.6444	594.727	93.8789	594.727	90.0034	594.727	94.685
615.234	96.1085	615.234	94.3243	615.234	96.984	615.234	94.0641	615.234	89.9115	615.234	94.8603
637.207	95.2774	637.207	92.9654	637.207	95.9449	637.207	92.9231	637.207	89.2862	637.207	93.8345
659.18	95.7239	659.18	93.0161	659.18	96.2445	659.18	93.0511	659.18	88.6529	659.18	94.0491
682.617	95.212	682.617	92.3569	682.617	95.9054	682.617	93.0234	682.617	88.1198	682.617	93.6515
707.52	96.5363	707.52	93.2767	707.52	96.9425	707.52	93.7873	707.52	89.2124	707.52	94.7137
732.422	97.3979	732.422	93.494	732.422	97.3776	732.422	94.2605	732.422	89.4406	732.422	95.2483
757.324	96.6365	757.324	91.8582	757.324	97.3991	757.324	94.2203	757.324	88.4063	757.324	94.7634
785.156	96.4712	785.156	91.2417	785.156	97.0815	785.156	94.0699	785.156	88.2221	785.156	94.5
811.523	97.3352	811.523	92.8481	811.523	96.4638	811.523	93.6541	811.523	88.1341	811.523	94.6955
840.82	96.9806	840.82	92.5851	840.82	97.0692	840.82	94.0012	840.82	87.2305	840.82	94.7528
870.117	97.1496	870.117	91.2195	870.117	96.8874	870.117	93.4118	870.117	86.079	870.117	94.4698
900.879	97.1488	900.879	92.3913	900.879	97.3562	900.879	93.7627	900.879	85.9878	900.879	94.8105
933.105	97.8436	933.105	93.97	933.105	97.114	933.105	93.5733	933.105	87.2042	933.105	95.1926
965.332	98.0423	965.332	93.2061	965.332	97.0867	965.332	93.1385	965.332	85.5761	965.332	95.0508
1,000.49	97.7838	1,000.49	94.5503	1,000.49	96.7655	1,000.49	93.1346	1,000.49	87.1662	1,000.49	95.1005
1,035.64	98.2839	1,035.64	95.2355	1,035.64	96.8101	1,035.64	92.5514	1,035.64	84.5581	1,035.64	95.3037
1,072.27	98.3261	1,072.27	94.7847	1,072.27	94.244	1,072.27	91.3974	1,072.27	86.4352	1,072.27	94.5599
1,108.89	98.1921	1,108.89	96.0204	1,108.89	95.4283	1,108.89	91.1655	1,108.89	84.0233	1,108.89	94.9541
1,148.44	97.4223	1,148.44	96.9375	1,148.44	94.2678	1,148.44	89.614	1,148.44	82.2919	1,148.44	94.5393
1,189.45	96.7053	1,189.45	96.381	1,189.45	93.478	1,189.45	89.2771	1,189.45	82.2256	1,189.45	93.8988
1,230.47	95.8731	1,230.47	97.2648	1,230.47	94.8608	1,230.47	89.4066	1,230.47	81.384	1,230.47	94.2376
1,274.41	95.0105	1,274.41	96.8599	1,274.41	95.1456	1,274.41	91.0238	1,274.41	83.1716	1,274.41	94.0709
1,319.82	95.4541	1,319.82	97.4147	1,319.82	96.1524	1,319.82	92.1698	1,319.82	84.3729	1,319.82	94.7914
1,366.7	95.3288	1,366.7	97.9592	1,366.7	96.9701	1,366.7	92.9393	1,366.7	85.1119	1,366.7	95.2971
1,413.57	95.8638	1,413.57	97.8424	1,413.57	97.0031	1,413.57	92.64	1,413.57	84.4657	1,413.57	95.3338
1,463.38	96.2898	1,463.38	97.5889	1,463.38	96.394	1,463.38	92.4242	1,463.38	83.696	1,463.38	95.1419
1,516.11	94.3407	1,516.11	97.2974	1,516.11	94.1195	1,516.11	90.699	1,516.11	82.1955	1,516.11	93.8044
1,568.85	94.3008	1,568.85	95.2524	1,568.85	95.2082	1,568.85	90.8449	1,568.85	82.6133	1,568.85	93.3278
1,624.51	93.1433	1,624.51	94.2177	1,624.51	95.4385	1,624.51	90.8955	1,624.51	83.2928	1,624.51	92.8528
1,681.64	91.6399	1,681.64	92.8489	1,681.64	95.4046	1,681.64	90.8753	1,681.64	81.8732	1,681.64	92.1665
1,741.7	91.4506	1,741.7	91.8495	1,741.7	95.453	1,741.7	91.5411	1,741.7	82.1994	1,741.7	92.0571
1,803.22	91.5418	1,803.22	90.1512	1,803.22	95.9619	1,803.22	92.0204	1,803.22	82.5863	1,803.22	92.1387
1,866.21	92.448	1,866.21	90.7172	1,866.21	96.6204	1,866.21	92.6505	1,866.21	82.9995	1,866.21	92.8192
1,932.13	92.3486	1,932.13	91.8684	1,932.13	96.2407	1,932.13	92.504	1,932.13	82.7231	1,932.13	92.7554
1,999.51	91.8298	1,999.51	91.9092	1,999.51	95.9055	1,999.51	92.4013	1,999.51	82.5683	1,999.51	92.4995
2,069.82	91.3872	2,069.82	90.8041	2,069.82	96.1797	2,069.82	92.3661	2,069.82	82.1281	2,069.82	92.3636
2,143.07	90.3774	2,143.07	89.9015	2,143.07	96.266	2,143.07	92.0842	2,143.07	80.634	2,143.07	92.0588
2,219.24	89.8709	2,219.24	88.934	2,219.24	95.8501	2,219.24	91.2726	2,219.24	79.7814	2,219.24	91.4827
2,296.88	89.4521	2,296.88	88.2678	2,296.88	94.8617	2,296.88	90.4562	2,296.88	78.6126	2,296.88	90.6439
2,378.91	89.1114	2,378.91	88.4377	2,378.91	93.8884	2,378.91	89.3571	2,378.91	77.3357	2,378.91	89.8923
2,462.4	87.5844	2,462.4	87.8402	2,462.4	95.0048	2,462.4	89.5723	2,462.4	76.721	2,462.4	90.2535
2,548.83	87.0361	2,548.83	87.6351	2,548.83	95.8722	2,548.83	90.1685	2,548.83	76.3311	2,548.83	90.8161
2,639.65	87.569	2,639.65	89.0658	2,639.65	95.5497	2,639.65	89.6564	2,639.65	75.9254	2,639.65	90.7407
2,731.93	87.3745	2,731.93	90.057	2,731.93	94.5844	2,731.93	88.4698	2,731.93	75.6717	2,731.93	90.1479
2,828.61	86.6235	2,828.61	90.468	2,828.61	95.1479	2,828.61	88.6774	2,828.61	75.3111	2,828.61	90.5051
2,928.22	87.049	2,928.22	90.9104	2,928.22	96.2752	2,928.22	89.5835	2,928.22	75.5682	2,928.22	91.4153
3,030.76	87.9363	3,030.76	90.9569	3,030.76	96.8446	3,030.76	89.7721	3,030.76	76.7179	3,030.76	91.8751
3,137.7	88.9501	3,137.7	91.1521	3,137.7	96.7502	3,137.7	89.5387	3,137.7	77.2129	3,137.7	91.916
3,249.02	90.087	3,249.02	90.9146	3,249.02	96.1786	3,249.02	89.1481	3,249.02	77.6488	3,249.02	91.6334
3,363.28	89.9892	3,363.28	90.4457	3,363.28	95.9721	3,363.28	88.8347	3,363.28	77.5188	3,363.28	91.3877
3,481.93	89.5257	3,481.93	90.0347	3,481.93	95.8545	3,481.93	88.9395	3,481.93	77.0555	3,481.93	91.1982
3,604.98	90.3499	3,604.98	89.1415	3,604.98	95.6672	3,604.98	89.714	3,604.98	77.4951	3,604.98	91.1954
3,732.42	89.0747	3,732.42	88.0263	3,732.42	95.6109	3,732.42	90.1167	3,732.42	77.5218	3,732.42	90.9108
3,864.26	89.0288	3,864.26	87.1287	3,864.26	95.2187	3,864.26	90.0082	3,864.26	76.4376	3,864.26	90.5594
4,000.49	89.2831	4,000.49	86.3485	4,000.49	94.0487	4,000.49	89.2116	4,000.49	75.6907	4,000.49	89.7225
4,141.11	88.0372	4,141.11	84.7772	4,141.11	93.9809	4,141.11	89.1442	4,141.11	74.7971	4,141.11	89.3339
4,287.6	87.813	4,287.6	83.7692	4,287.6	93.6178	4,287.6	88.6283	4,287.6	73.8266	4,287.6	88.9167
4,438.48	88.693	4,438.48	84.3913	4,438.48	93.5897	4,438.48	88.2686	4,438.48	73.8321	4,438.48	89.0264
4,595.21	90.175	4,595.21	84.2921	4,595.21	93.9176	4,595.21	88.1681	4,595.21	72.3059	4,595.21	89.4913
4,756.35	91.8091	4,756.35	84.8496	4,756.35	94.6338	4,756.35	88.8482	4,756.35	73.6477	4,756.35	90.4289
4,924.8	92.0742	4,924.8	86.4211	4,924.8	95.7024	4,924.8	89.1313	4,924.8	73.3258	4,924.8	91.2113
5,097.66	93.1284	5,097.66	86.4854	5,097.66	95.541	5,097.66	89.5546	5,097.66	74.0561	5,097.66	91.4675
5,277.83	93.0143	5,277.83	87.2514	5,277.83	95.3187	5,277.83	88.638	5,277.83	73.9929	5,277.83	91.2657
5,463.87	92.6561	5,463.87	87.555	5,463.87	95.5218	5,463.87	89.8112	5,463.87	74.6496	5,463.87	91.4398
5,657.23	92.2815	5,657.23	87.7009	5,657.23	95.5345	5,657.23	89.5679	5,657.23	76.4407	5,657.23	91.3391
