"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	46.04	20.5078	39.1272	20.5078	43.7806	20.5078	42.8042	20.5078	48.5319	20.5078	44.405
21.9727	52.2637	21.9727	55.3721	21.9727	52.7246	21.9727	55.1042	21.9727	59.2862	21.9727	55.2124
23.4375	50.3578	23.4375	49.7799	23.4375	49.4642	23.4375	48.898	23.4375	54.8917	23.4375	50.5203
24.9023	56.468	24.9023	57.4831	24.9023	56.3957	24.9023	57.1356	24.9023	60.6361	24.9023	57.5256
26.3672	57.7826	26.3672	57.1864	26.3672	57.2331	26.3672	57.0626	26.3672	60.2652	26.3672	57.71
27.832	59.6397	27.832	59.753	27.832	59.2934	27.832	59.4407	27.832	62.6618	27.832	59.9788
29.2969	61.9171	29.2969	62.4223	29.2969	61.6919	29.2969	62.1102	29.2969	65.112	29.2969	62.4995
30.7617	64.249	30.7617	64.7175	30.7617	64.0619	30.7617	64.4539	30.7617	67.1348	30.7617	64.7768
32.2266	66.56	32.2266	67.0937	32.2266	66.4481	32.2266	66.8624	32.2266	69.2073	32.2266	67.1018
33.6914	68.6886	33.6914	69.2888	33.6914	68.6247	33.6914	69.0954	33.6914	71.2755	33.6914	69.2762
35.1563	70.6596	35.1563	71.2558	35.1563	70.6205	35.1563	71.1014	35.1563	73.0823	35.1563	71.236
36.6211	72.5562	36.6211	73.0255	36.6211	72.486	36.6211	72.9466	36.6211	74.7267	36.6211	73.0478
38.0859	74.1507	38.0859	74.5929	38.0859	74.0967	38.0859	74.5244	38.0859	76.1321	38.0859	74.6051
39.5508	75.5683	39.5508	76.0124	39.5508	75.5315	39.5508	75.9473	39.5508	77.4302	39.5508	76.0097
41.0156	77.2759	41.0156	77.6768	41.0156	77.2384	41.0156	77.6527	41.0156	79.0021	41.0156	77.6899
42.4805	78.425	42.4805	78.7703	42.4805	78.3774	42.4805	78.7722	42.4805	80.0221	42.4805	78.7989
43.9453	79.7065	43.9453	80.0161	43.9453	79.66	43.9453	80.0249	43.9453	81.1411	43.9453	80.041
45.4102	80.8758	45.4102	81.1935	45.4102	80.844	45.4102	81.1966	45.4102	82.2371	45.4102	81.205
46.875	82.069	46.875	82.3822	46.875	82.0461	46.875	82.3881	46.875	83.3561	46.875	82.3885
48.3398	83.1603	48.3398	83.4171	48.3398	83.1262	48.3398	83.4467	48.3398	84.3306	48.3398	83.4412
