"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-0.312186	20.5078	-0.121615
21.9727	0.650208	21.9727	0.319253
23.4375	-0.583757	23.4375	-0.196181
24.9023	-0.972271	24.9023	-0.416357
26.3672	-1.34164	26.3672	-0.556922
27.832	-0.939227	27.832	-0.347469
29.2969	-0.967188	29.2969	-0.362585
30.7617	-1.44991	30.7617	-0.486811
32.2266	-1.18463	32.2266	-0.274787
33.6914	-3.91669	33.6914	-1.90579
35.1562	-3.04977	35.1562	-1.32124
36.6211	-3.16888	36.6211	-1.39008
38.0859	-2.11518	38.0859	-0.715871
39.5508	-3.18468	39.5508	-1.41157
41.0156	-1.83148	41.0156	-0.6264
42.4805	-1.87221	42.4805	-0.67078
43.9453	-1.16557	43.9453	-0.282546
45.4102	-2.41645	45.4102	-0.970479
46.875	-1.59807	46.875	-0.583084
48.3398	-1.09489	48.3398	-0.336065
51.2695	-0.937748	51.2695	-0.274871
52.7344	-0.712438	52.7344	-0.167949
54.1992	-0.861086	54.1992	-0.241983
55.6641	-0.991953	55.6641	-0.319008
58.5938	-0.918693	58.5938	-0.31675
60.0586	-0.836061	60.0586	-0.2904
62.9883	-0.483318	62.9883	-0.1343
64.4531	-0.494634	64.4531	-0.141884
67.3828	-0.479074	67.3828	-0.146045
68.8477	-0.454898	68.8477	-0.139401
71.7773	-0.398443	71.7773	-0.123359
74.707	-0.343852	74.707	-0.106462
77.6367	-0.303927	77.6367	-0.09532
79.1016	-0.288967	79.1016	-0.0921577
82.0312	-0.268179	82.0312	-0.0902585
84.9609	-0.244884	84.9609	-0.0857077
87.8906	-0.244224	87.8906	-0.0907308
90.8203	-0.211793	90.8203	-0.0815026
95.2148	-0.153732	95.2148	-0.0622952
98.1445	-0.136912	98.1445	-0.0587431
101.074	-0.117377	101.074	-0.0534498
105.469	-0.0739377	105.469	-0.0384282
108.398	-0.0774034	108.398	-0.0422384
112.793	-0.0889712	112.793	-0.0511067
117.188	-0.0620526	117.188	-0.0415704
120.117	-0.0521853	120.117	-0.0377709
124.512	-0.0226425	124.512	-0.026688
128.906	0.033983	128.906	-0.00371895
133.301	0.0948063	133.301	0.0208801
139.16	0.00309676	139.16	-0.0221538
143.555	0.0116755	143.555	-0.016739
147.949	0.0285388	147.949	-0.00791989
153.809	0.135606	153.809	0.0333808
159.668	0.10129	159.668	0.0196442
165.527	0.166599	165.527	0.0550794
171.387	0.217665	171.387	0.0741026
177.246	0.206225	177.246	0.0669544
183.105	0.204739	183.105	0.0686937
188.965	0.2301	188.965	0.0830486
196.289	0.274443	196.289	0.108921
203.613	0.381962	203.613	0.156427
210.938	0.499497	210.938	0.202383
218.262	0.387787	218.262	0.149929
225.586	0.338199	225.586	0.140184
232.91	0.504276	232.91	0.218916
241.699	0.510507	241.699	0.221071
250.488	0.682572	250.488	0.305919
259.277	0.768577	259.277	0.33717
268.066	0.568246	268.066	0.25616
276.855	0.846995	276.855	0.381614
287.109	0.648557	287.109	0.284866
297.363	0.890804	297.363	0.425604
307.617	0.577775	307.617	0.310054
319.336	1.03287	319.336	0.507199
329.59	1.0519	329.59	0.518908
341.309	1.25212	341.309	0.606318
353.027	1.56738	353.027	0.712062
366.211	1.12096	366.211	0.516674
379.395	1.22885	379.395	0.60126
392.578	0.954057	392.578	0.551739
405.762	1.60771	405.762	0.90084
420.41	2.11169	420.41	1.08133
435.059	2.35567	435.059	1.07713
451.172	2.33583	451.172	1.01516
465.82	2.29363	465.82	1.04643
483.398	2.43779	483.398	1.08918
499.512	2.60645	499.512	1.13793
517.09	2.67933	517.09	1.12566
536.133	2.49118	536.133	1.0244
555.176	2.60069	555.176	1.07999
574.219	2.81377	574.219	1.23686
594.727	2.92734	594.727	1.19046
615.234	2.96865	615.234	1.2184
637.207	2.89485	637.207	1.11668
659.18	2.7652	659.18	1.08304
682.617	2.87761	682.617	1.14596
707.52	3.04886	707.52	1.13564
732.422	2.84033	732.422	1.00518
757.324	2.90522	757.324	1.01341
785.156	2.97411	785.156	1.04357
811.523	3.07584	811.523	1.10537
840.82	2.78781	840.82	0.872824
870.117	3.2729	870.117	1.48769
900.879	3.53113	900.879	1.60079
933.105	3.9724	933.105	1.80628
965.332	4.03242	965.332	1.71825
1000.49	4.14782	1000.49	1.9233
1035.64	4.35458	1035.64	2.10791
1072.27	4.89876	1072.27	2.38406
1108.89	5.37674	1108.89	2.75412
1148.44	5.30907	1148.44	2.63813
1189.45	4.92961	1189.45	2.53892
1230.47	4.10411	1230.47	1.9429
1274.41	3.94394	1274.41	1.27153
1319.82	4.52562	1319.82	1.87075
1366.7	5.08337	1366.7	2.4217
1413.57	4.47858	1413.57	2.28514
1463.38	3.51176	1463.38	2.45695
1516.11	2.79398	1516.11	2.80847
1568.85	2.04432	1568.85	1.25425
1624.51	1.36745	1624.51	0.426673
1681.64	0.558718	1681.64	-0.958355
1741.7	1.9725	1741.7	0.415554
1803.22	3.14875	1803.22	1.46501
1866.21	3.45497	1866.21	1.34301
1932.13	3.1732	1932.13	1.03219
1999.51	2.21949	1999.51	0.409938
2069.82	2.95195	2069.82	0.914835
2143.07	3.41737	2143.07	1.33863
2219.24	2.94456	2219.24	0.722813
2296.88	3.22668	2296.88	1.14243
