"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"
20.5078	62.8392	20.5078	62.5619	20.5078	62.6501	20.5078	62.7742	20.5078	63.01	20.5078	62.7698
21.9727	56.2129	21.9727	55.2576	21.9727	55.9242	21.9727	55.5925	21.9727	54.961	21.9727	55.6128
23.4375	53.6224	23.4375	53.0892	23.4375	53.3587	23.4375	53.4916	23.4375	54.1391	23.4375	53.5543
24.9023	52.8401	24.9023	52.8604	24.9023	52.7119	24.9023	53.0605	24.9023	54.0073	24.9023	53.1226
26.3672	49.8458	26.3672	50.1073	26.3672	49.8384	26.3672	50.1785	26.3672	51.6943	26.3672	50.3923
27.832	53.2909	27.832	52.8175	27.832	53.0101	27.832	53.1909	27.832	54.3167	27.832	53.3579
29.2969	51.239	29.2969	51.6274	29.2969	51.3917	29.2969	51.499	29.2969	52.8283	29.2969	51.7566
30.7617	49.7731	30.7617	49.5772	30.7617	49.7262	30.7617	49.6699	30.7617	51.8854	30.7617	50.2248
32.2266	50.2642	32.2266	49.5046	32.2266	50.1068	32.2266	49.6036	32.2266	52.0356	32.2266	50.4064
33.6914	50.3485	33.6914	51.9375	33.6914	50.643	33.6914	51.6614	33.6914	55.7016	33.6914	52.547
35.1562	52.1594	35.1562	52.6309	35.1562	52.1559	35.1562	52.5567	35.1562	56.2789	35.1562	53.4894
36.6211	53.3704	36.6211	53.8974	36.6211	53.3436	36.6211	53.7463	36.6211	57.6079	36.6211	54.7479
38.0859	55.6898	38.0859	55.3417	38.0859	55.5864	38.0859	55.1921	38.0859	58.7135	38.0859	56.3324
39.5508	56.7814	39.5508	56.9662	39.5508	56.5665	39.5508	57.0775	39.5508	60.8234	39.5508	57.9885
41.0156	59.0254	41.0156	58.6149	41.0156	58.8086	41.0156	58.5286	41.0156	61.5106	41.0156	59.4592
42.4805	61.2214	42.4805	60.976	42.4805	61.0336	42.4805	60.8583	42.4805	63.7569	42.4805	61.7255
43.9453	63.6409	43.9453	62.7841	43.9453	63.3485	43.9453	62.8001	43.9453	65.2247	43.9453	63.6581
45.4102	63.9908	45.4102	64.1646	45.4102	63.8782	45.4102	63.9124	45.4102	67.2588	45.4102	64.8684
46.875	67.5812	46.875	67.4634	46.875	67.4581	46.875	67.4447	46.875	69.7836	46.875	68.0538
48.3398	69.6543	48.3398	69.2178	48.3398	69.47	48.3398	69.2789	48.3398	71.1626	48.3398	69.8207
51.2695	73.633	51.2695	73.0951	51.2695	73.4187	51.2695	73.2505	51.2695	74.8836	51.2695	73.706
52.7344	75.4255	52.7344	74.8125	52.7344	75.2156	52.7344	74.9549	52.7344	76.3921	52.7344	75.3974
54.1992	77.0747	54.1992	76.498	54.1992	76.8505	54.1992	76.672	54.1992	78.2072	54.1992	77.1048
55.6641	78.6018	55.6641	78.0884	55.6641	78.3614	55.6641	78.2957	55.6641	79.8593	55.6641	78.6899
58.5938	81.7737	58.5938	81.4546	58.5938	81.5892	58.5938	81.6071	58.5938	82.9519	58.5938	81.9118
60.0586	83.3853	60.0586	83.0943	60.0586	83.2097	60.0586	83.2404	60.0586	84.4468	60.0586	83.5049
62.9883	86.4376	62.9883	86.0463	62.9883	86.2743	62.9883	86.2017	62.9883	87.0417	62.9883	86.4144
64.4531	87.6271	64.4531	87.2545	64.4531	87.4674	64.4531	87.408	64.4531	88.2462	64.4531	87.6146
67.3828	89.896	67.3828	89.5561	67.3828	89.7407	67.3828	89.7187	67.3828	90.4814	67.3828	89.8907
68.8477	91.0049	68.8477	90.6633	68.8477	90.8474	68.8477	90.8335	68.8477	91.5479	68.8477	90.9903
71.7773	93.1975	71.7773	92.8737	71.7773	93.046	71.7773	93.0449	71.7773	93.656	71.7773	93.172
74.707	95.1349	74.707	94.8354	74.707	94.9945	74.707	94.9988	74.707	95.5198	74.707	95.103
77.6367	96.8103	77.6367	96.5256	77.6367	96.6756	77.6367	96.6895	77.6367	97.1361	77.6367	96.7724
79.1016	97.5418	79.1016	97.2705	79.1016	97.4116	79.1016	97.432	79.1016	97.8466	79.1016	97.5049
82.0312	98.7706	82.0312	98.531	82.0312	98.6499	82.0312	98.6873	82.0312	99.0464	82.0312	98.7405
84.9609	99.7384	84.9609	99.5239	84.9609	99.6265	84.9609	99.6747	84.9609	99.9824	84.9609	99.7119
87.8906	100.421	87.8906	100.226	87.8906	100.312	87.8906	100.38	87.8906	100.657	87.8906	100.402
90.8203	100.91	90.8203	100.721	90.8203	100.802	90.8203	100.877	90.8203	101.093	90.8203	100.883
95.2148	101.366	95.2148	101.197	95.2148	101.271	95.2148	101.344	95.2148	101.473	95.2148	101.331
98.1445	101.527	98.1445	101.372	98.1445	101.436	98.1445	101.516	98.1445	101.61	98.1445	101.493
101.074	101.59	101.074	101.444	101.074	101.503	101.074	101.587	101.074	101.643	101.074	101.554
105.469	101.59	105.469	101.454	105.469	101.51	105.469	101.589	105.469	101.584	105.469	101.546
108.398	101.511	108.398	101.384	108.398	101.431	108.398	101.52	108.398	101.506	108.398	101.471
112.793	101.324	112.793	101.222	112.793	101.249	112.793	101.356	112.793	101.332	112.793	101.297
117.188	101.119	117.188	101.016	117.188	101.048	117.188	101.154	117.188	101.091	117.188	101.086
120.117	101.01	120.117	100.897	120.117	100.937	120.117	101.044	120.117	100.965	120.117	100.971
124.512	100.843	124.512	100.748	124.512	100.778	124.512	100.878	124.512	100.759	124.512	100.802
128.906	100.71	128.906	100.627	128.906	100.659	128.906	100.738	128.906	100.56	128.906	100.659
133.301	100.634	133.301	100.532	133.301	100.583	133.301	100.643	133.301	100.399	133.301	100.559
139.16	100.261	139.16	100.175	139.16	100.197	139.16	100.307	139.16	100.132	139.16	100.215
143.555	99.924	143.555	99.8501	143.555	99.8672	143.555	99.9691	143.555	99.7889	143.555	99.8803
147.949	99.6619	147.949	99.5897	147.949	99.6105	147.949	99.7024	147.949	99.5079	147.949	99.615
153.809	99.3561	153.809	99.2845	153.809	99.319	153.809	99.3794	153.809	99.067	153.809	99.2826
159.668	98.9399	159.668	98.8675	159.668	98.8936	159.668	98.9645	159.668	98.684	159.668	98.871
165.527	98.5467	165.527	98.4718	165.527	98.5114	165.527	98.5282	165.527	98.2079	165.527	98.455
171.387	98.4504	171.387	98.3417	171.387	98.4142	171.387	98.4263	171.387	98.0467	171.387	98.3384
177.246	98.1484	177.246	98.0826	177.246	98.1285	177.246	98.1479	177.246	97.7801	177.246	98.0597
183.105	97.9597	183.105	97.888	183.105	97.9383	183.105	97.9518	183.105	97.5914	183.105	97.8681
188.965	97.6847	188.965	97.612	188.965	97.6697	188.965	97.6607	188.965	97.2894	188.965	97.5858
196.289	97.4516	196.289	97.3351	196.289	97.4314	196.289	97.3871	196.289	96.9919	196.289	97.3226
