"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"
20.5078	62.8392	20.5078	62.5619	20.5078	62.7028
21.9727	56.2129	21.9727	55.2576	21.9727	55.7615
23.4375	53.6224	23.4375	53.0892	23.4375	53.364
24.9023	52.8401	24.9023	52.8604	24.9023	52.8503
26.3672	49.8458	26.3672	50.1073	26.3672	49.9786
27.832	53.2909	27.832	52.8175	27.832	53.0606
29.2969	51.239	29.2969	51.6274	29.2969	51.4375
30.7617	49.7731	30.7617	49.5772	30.7617	49.6763
32.2266	50.2642	32.2266	49.5046	32.2266	49.901
33.6914	50.3485	33.6914	51.9375	33.6914	51.2153
35.1562	52.1594	35.1562	52.6309	35.1562	52.4015
36.6211	53.3704	36.6211	53.8974	36.6211	53.6419
38.0859	55.6898	38.0859	55.3417	38.0859	55.5193
39.5508	56.7814	39.5508	56.9662	39.5508	56.8748
41.0156	59.0254	41.0156	58.6149	41.0156	58.825
42.4805	61.2214	42.4805	60.976	42.4805	61.1004
43.9453	63.6409	43.9453	62.7841	43.9453	63.2336
45.4102	63.9908	45.4102	64.1646	45.4102	64.0786
46.875	67.5812	46.875	67.4634	46.875	67.5227
48.3398	69.6543	48.3398	69.2178	48.3398	69.4415
51.2695	73.633	51.2695	73.0951	51.2695	73.3724
52.7344	75.4255	52.7344	74.8125	52.7344	75.1298
54.1992	77.0747	54.1992	76.498	54.1992	76.7959
55.6641	78.6018	55.6641	78.0884	55.6641	78.3527
58.5938	81.7737	58.5938	81.4546	58.5938	81.6171
60.0586	83.3853	60.0586	83.0943	60.0586	83.2422
62.9883	86.4376	62.9883	86.0463	62.9883	86.2464
64.4531	87.6271	64.4531	87.2545	64.4531	87.4448
67.3828	89.896	67.3828	89.5561	67.3828	89.7294
68.8477	91.0049	68.8477	90.6633	68.8477	90.8375
71.7773	93.1975	71.7773	92.8737	71.7773	93.0386
74.707	95.1349	74.707	94.8354	74.707	94.9877
77.6367	96.8103	77.6367	96.5256	77.6367	96.6703
79.1016	97.5418	79.1016	97.2705	79.1016	97.4082
82.0312	98.7706	82.0312	98.531	82.0312	98.6525
84.9609	99.7384	84.9609	99.5239	84.9609	99.6325
87.8906	100.421	87.8906	100.226	87.8906	100.325
90.8203	100.91	90.8203	100.721	90.8203	100.816
95.2148	101.366	95.2148	101.197	95.2148	101.283
98.1445	101.527	98.1445	101.372	98.1445	101.45
101.074	101.59	101.074	101.444	101.074	101.518
105.469	101.59	105.469	101.454	105.469	101.523
108.398	101.511	108.398	101.384	108.398	101.448
112.793	101.324	112.793	101.222	112.793	101.273
117.188	101.119	117.188	101.016	117.188	101.068
120.117	101.01	120.117	100.897	120.117	100.954
124.512	100.843	124.512	100.748	124.512	100.796
128.906	100.71	128.906	100.627	128.906	100.669
133.301	100.634	133.301	100.532	133.301	100.584
139.16	100.261	139.16	100.175	139.16	100.218
143.555	99.924	143.555	99.8501	143.555	99.8872
147.949	99.6619	147.949	99.5897	147.949	99.626
153.809	99.3561	153.809	99.2845	153.809	99.3205
159.668	98.9399	159.668	98.8675	159.668	98.9039
165.527	98.5467	165.527	98.4718	165.527	98.5094
171.387	98.4504	171.387	98.3417	171.387	98.3964
177.246	98.1484	177.246	98.0826	177.246	98.1156
183.105	97.9597	183.105	97.888	183.105	97.924
188.965	97.6847	188.965	97.612	188.965	97.6485
196.289	97.4516	196.289	97.3351	196.289	97.3937
203.613	97.1092	203.613	97.0221	203.613	97.0658
210.938	96.9921	210.938	96.9137	210.938	96.9531
218.262	96.7879	218.262	96.7099	218.262	96.7491
225.586	96.401	225.586	96.2905	225.586	96.3461
232.91	96.2892	232.91	96.1315	232.91	96.211
241.699	96.0712	241.699	95.8989	241.699	95.9859
250.488	95.8087	250.488	95.6044	250.488	95.7078
