"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	0.906116	20.5078	0.373469
23.4375	2.07477	23.4375	0.742458
26.3672	2.9233	26.3672	0.989281
29.2969	4.1722	29.2969	1.35665
32.2266	2.31084	32.2266	1.02425
35.1563	0.238746	35.1563	0.285259
38.0859	-0.285599	38.0859	0.0223797
41.0156	-0.542489	41.0156	-0.0839407
43.9453	-0.457343	43.9453	-0.068441
46.875	-0.394533	46.875	-0.0556605
49.8047	-0.327678	49.8047	-0.0378907
52.7344	-0.259682	52.7344	-0.018073
55.6641	-0.207749	55.6641	-0.00304931
58.5938	-0.182734	58.5938	0.00532267
61.5234	-0.143705	61.5234	0.0185461
64.4531	-0.159191	64.4531	0.0164799
67.3828	-0.13022	67.3828	0.0268733
70.3125	-0.0867866	70.3125	0.0431765
73.2422	-0.027001	73.2422	0.064541
76.1719	0.00502724	76.1719	0.075555
79.1016	0.0179573	79.1016	0.0806443
82.0313	0.0190068	82.0313	0.0820438
84.9609	0.034147	84.9609	0.0899804
87.8906	0.0719343	87.8906	0.104992
90.8203	0.0489709	90.8203	0.0983638
93.75	0.084669	93.75	0.117014
96.6797	0.183603	96.6797	0.153173
102.539	0.268284	102.539	0.196712
105.469	0.386289	105.469	0.243891
108.398	0.451491	108.398	0.260006
111.328	0.449623	111.328	0.256001
117.188	0.4935	117.188	0.274726
120.117	0.536204	120.117	0.287658
125.977	0.507696	125.977	0.284428
128.906	0.579042	128.906	0.312499
134.766	0.585583	134.766	0.313622
137.695	0.599807	137.695	0.324006
143.555	0.627486	143.555	0.340514
149.414	0.7064	149.414	0.387406
155.273	0.969693	155.273	0.49688
158.203	1.06952	158.203	0.525313
164.063	1.17929	164.063	0.551473
169.922	1.08329	169.922	0.507439
175.781	1.04341	175.781	0.513458
181.641	1.14209	181.641	0.564092
190.43	1.63314	190.43	0.724401
196.289	1.67674	196.289	0.736716
202.148	1.73703	202.148	0.736136
210.938	1.86077	210.938	0.771373
216.797	2.02892	216.797	0.800382
