"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-13.1066	20.5078	-9.02649
21.9727	-6.98146	21.9727	-3.4556
23.4375	-6.4271	23.4375	-3.57983
24.9023	-2.13329	24.9023	-0.735797
26.3672	-1.53345	26.3672	-0.387231
27.832	-0.629978	27.832	0.0438485
29.2969	-9.88084	29.2969	-6.17667
30.7617	-2.11192	30.7617	-0.928918
32.2266	-2.35809	32.2266	-1.07644
33.6914	-1.8966	33.6914	-0.824112
35.1562	-1.36851	35.1562	-0.547705
36.6211	-1.59674	36.6211	-0.633651
38.0859	-1.85236	38.0859	-0.801133
39.5508	-1.90254	39.5508	-0.834977
41.0156	-1.36512	41.0156	-0.590706
42.4805	-1.44511	42.4805	-0.620933
43.9453	-1.36548	43.9453	-0.588082
45.4102	-1.2161	45.4102	-0.519816
46.875	-1.19856	46.875	-0.519709
48.3398	-1.07162	48.3398	-0.457627
51.2695	-1.12426	51.2695	-0.491884
52.7344	-1.08519	52.7344	-0.47878
54.1992	-0.981566	54.1992	-0.434866
55.6641	-0.802173	55.6641	-0.352943
58.5938	-0.700833	58.5938	-0.305829
60.0586	-0.673949	60.0586	-0.294532
62.9883	-0.580714	62.9883	-0.253665
64.4531	-0.520122	64.4531	-0.227262
67.3828	-0.461974	67.3828	-0.208426
68.8477	-0.455391	68.8477	-0.205472
71.7773	-0.425203	71.7773	-0.192191
74.707	-0.365268	74.707	-0.16686
77.6367	-0.316093	77.6367	-0.145186
79.1016	-0.31566	79.1016	-0.1455
82.0312	-0.3131	82.0312	-0.144929
84.9609	-0.275084	84.9609	-0.126779
87.8906	-0.294081	87.8906	-0.134693
90.8203	-0.231709	90.8203	-0.107519
95.2148	-0.17252	95.2148	-0.0795837
98.1445	-0.142349	98.1445	-0.064008
101.074	-0.0711939	101.074	-0.0297665
105.469	0.0382198	105.469	0.0149967
108.398	-0.00949126	108.398	-0.00471377
112.793	-0.0709737	112.793	-0.0224345
117.188	0.0295018	117.188	0.0338225
120.117	0.0664726	120.117	0.0381717
124.512	0.0765169	124.512	0.0365463
128.906	0.154429	128.906	0.0790578
133.301	0.272287	133.301	0.1229
139.16	0.12275	139.16	0.0590709
143.555	0.195624	143.555	0.116398
147.949	0.263368	147.949	0.12865
153.809	0.338963	153.809	0.13445
159.668	0.209323	159.668	0.100861
165.527	0.549508	165.527	0.310024
171.387	0.401707	171.387	0.152407
177.246	0.136947	177.246	0.0967938
183.105	0.422049	183.105	0.245155
188.965	0.681577	188.965	0.347775
196.289	0.636139	196.289	0.341472
203.613	0.772936	203.613	0.37749
210.938	0.706708	210.938	0.293445
218.262	0.106517	218.262	0.0855898
225.586	0.126292	225.586	0.151307
232.91	0.450367	232.91	0.361458
241.699	0.988803	241.699	0.698873
250.488	1.13113	250.488	0.701396
259.277	1.60419	259.277	0.822848
268.066	1.18594	268.066	0.624879
276.855	1.79386	276.855	0.925077
287.109	1.54535	287.109	0.753856
297.363	2.105	297.363	1.03948
307.617	1.23445	307.617	0.597067
319.336	1.71142	319.336	0.823488
329.59	2.05023	329.59	0.960415
341.309	1.92119	341.309	0.947604
353.027	2.87002	353.027	1.29096
366.211	2.04911	366.211	0.938922
379.395	2.46688	379.395	1.05315
392.578	2.15362	392.578	0.933786
405.762	2.40977	405.762	1.05763
420.41	2.59337	420.41	1.17003
435.059	2.74513	435.059	1.12674
451.172	2.56344	451.172	1.06559
465.82	2.34686	465.82	0.955819
483.398	2.85431	483.398	1.20621
499.512	2.14573	499.512	0.715785
517.09	2.60715	517.09	1.03634
536.133	2.948	536.133	1.26953
555.176	3.40057	555.176	1.52181
574.219	3.91614	574.219	1.85844
594.727	3.42656	594.727	1.42652
615.234	3.69282	615.234	1.74794
637.207	3.48284	637.207	1.47954
659.18	3.36043	659.18	1.34834
682.617	3.28309	682.617	1.53084
707.52	4.30394	707.52	1.89531
732.422	3.50268	732.422	1.43806
757.324	4.25095	757.324	1.86725
785.156	4.11143	785.156	1.6522
811.523	4.47152	811.523	1.99223
840.82	4.6701	840.82	2.06593
870.117	5.04558	870.117	2.42694
900.879	5.13319	900.879	2.42018
933.105	5.09953	933.105	2.5486
965.332	5.10481	965.332	2.56597
1000.49	4.98119	1000.49	2.58389
1035.64	5.60015	1035.64	2.94808
1072.27	5.40179	1072.27	2.73699
1108.89	5.96012	1108.89	3.15654
1148.44	5.60923	1148.44	2.95601
1189.45	5.82867	1189.45	3.16437
1230.47	5.06882	1230.47	2.57146
1274.41	5.88778	1274.41	2.98591
1319.82	6.21578	1319.82	3.32444
1366.7	6.053	1366.7	3.07968
1413.57	6.80635	1413.57	3.89565
1463.38	7.07334	1463.38	4.25592
1516.11	6.79803	1516.11	4.02294
1568.85	6.97278	1568.85	4.05146
1624.51	7.36327	1624.51	4.34377
1681.64	7.71445	1681.64	4.59802
1741.7	7.89174	1741.7	4.68473
1803.22	8.04282	1803.22	4.88042
1866.21	7.92913	1866.21	4.87029
1932.13	7.66557	1932.13	4.66655
1999.51	7.16673	1999.51	4.6469
2069.82	7.06056	2069.82	4.60903
2143.07	7.13374	2143.07	4.52689
2219.24	6.70013	2219.24	4.1694
2296.88	6.47378	2296.88	3.95653
2378.91	6.61741	2378.91	4.01734
2462.4	6.77477	2462.4	3.8846
2548.83	6.57461	2548.83	3.81764
2639.65	6.73324	2639.65	3.91132
2731.93	6.89047	2731.93	3.86658
2828.61	6.76789	2828.61	3.83093
2928.22	6.85394	2928.22	3.77637
3030.76	6.75992	3030.76	3.78944
3137.7	6.43027	3137.7	3.38018
3249.02	6.70473	3249.02	3.51978
3363.28	6.58365	3363.28	3.30553
3481.93	6.81604	3481.93	3.37957
3604.98	6.53367	3604.98	3.16104
3732.42	6.81026	3732.42	3.36599
3864.26	6.66819	3864.26	3.1751
4000.49	7.07976	4000.49	3.46818
4141.11	7.07873	4141.11	3.48056
4287.6	7.34896	4287.6	3.73834
4438.48	7.26671	4438.48	3.74451
4595.21	7.404	4595.21	3.71346
4756.35	7.32004	4756.35	3.57375
4924.8	7.27142	4924.8	3.554
5097.66	7.48632	5097.66	3.76557
5277.83	7.39759	5277.83	3.70128
5463.87	7.24797	5463.87	3.6995
5657.23	7.33631	5657.23	3.57055
5856.45	7.36689	5856.45	3.57204
6062.99	7.33611	6062.99	3.6303
6276.86	7.23726	6276.86	3.58284
6498.05	7.19621	6498.05	3.58072
6726.56	7.17471	6726.56	3.6333
6963.87	7.32951	6963.87	3.74823
7209.96	7.37605	7209.96	3.81901
7464.84	7.45416	7464.84	3.88522
7727.05	7.51936	7727.05	3.88776
7999.51	7.56336	7999.51	3.92097
8282.23	7.77072	8282.23	4.09293
8573.73	7.92701	8573.73	4.23476
8876.95	8.13335	8876.95	4.49193
9188.96	8.29234	9188.96	4.56746
9514.16	8.3509	9514.16	4.52589
9849.61	8.18469	9849.61	4.38416
10196.8	7.99585	10196.8	4.16205
10555.7	7.71554	10555.7	3.77263
10927.7	7.49665	10927.7	3.6385
11313	7.38636	11313	3.43115
11712.9	7.43141	11712.9	3.43442
12126	7.67688	12126	3.53781
12553.7	8.01553	12553.7	3.81662
12996.1	8.33754	12996.1	4.00128
13454.6	8.57226	13454.6	4.15057
13929.2	8.78833	13929.2	4.25702
14419.9	9.03832	14419.9	4.3387
14928.2	9.39374	14928.2	4.55527
15455.6	9.86746	15455.6	4.92718
16000.5	10.4637	16000.5	5.40369
16564.5	11.0667	16564.5	5.82101
17148.9	11.5452	17148.9	6.09191
17752.4	11.8327	17752.4	6.23966
18379.4	12.0201	18379.4	6.32571
19026.9	12.1718	19026.9	6.41516
19697.8	12.2883	19697.8	6.4714
19999.5	12.3963	19999.5	6.46354
