"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"
20.5078	37.5701	20.5078	42.6927	20.5078	54.1764	20.5078	51.594
21.9727	45.4398	21.9727	43.3387	21.9727	55.9605	21.9727	53.444
23.4375	51.8811	23.4375	54.0605	23.4375	60.9192	23.4375	58.7675
24.9023	55.9381	24.9023	55.7065	24.9023	59.8955	24.9023	58.4193
26.3672	56.4664	26.3672	55.5315	26.3672	59.9318	26.3672	58.482
27.832	62.9425	27.832	61.8071	27.832	65.3097	27.832	64.1436
29.2969	55.3434	29.2969	58.6502	29.2969	68.3029	29.2969	65.8441
30.7617	65.0518	30.7617	65.4565	30.7617	68.6699	30.7617	67.3906
32.2266	67.1427	32.2266	67.7016	32.2266	71.0316	32.2266	69.7017
33.6914	70.0031	33.6914	70.3991	33.6914	73.2888	33.6914	72.1074
35.1562	72.415	35.1562	72.5962	35.1562	74.9529	35.1562	73.9708
36.6211	74.3406	36.6211	74.5402	36.6211	77.2949	36.6211	76.1799
38.0859	75.6215	38.0859	76.0591	38.0859	78.8084	38.0859	77.6655
39.5508	77.3253	39.5508	77.827	39.5508	80.5428	39.5508	79.4026
41.0156	79.499	41.0156	79.8721	41.0156	81.877	41.0156	80.9902
42.4805	80.9218	42.4805	81.3107	42.4805	83.425	42.4805	82.4978
43.9453	82.4239	43.9453	82.8066	43.9453	84.7913	43.9453	83.9103
45.4102	84.166	45.4102	84.5177	45.4102	86.2842	45.4102	85.4861
46.875	85.5589	46.875	85.9348	46.875	87.6173	46.875	86.8465
48.3398	86.8189	48.3398	87.153	48.3398	88.6801	48.3398	87.9737
51.2695	88.6655	51.2695	89.0586	51.2695	90.5607	51.2695	89.855
52.7344	89.4265	52.7344	89.8279	52.7344	91.2352	52.7344	90.5644
54.1992	90.0643	54.1992	90.4446	54.1992	91.6956	54.1992	91.0887
55.6641	90.6012	55.6641	90.9202	55.6641	91.9399	55.6641	91.4352
58.5938	91.2637	58.5938	91.551	58.5938	92.4277	58.5938	91.987
60.0586	91.3967	60.0586	91.6805	60.0586	92.5058	60.0586	92.0871
62.9883	91.6371	62.9883	91.9008	62.9883	92.5782	62.9883	92.2255
64.4531	91.6515	64.4531	91.9013	64.4531	92.4926	64.4531	92.1793
