"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"
20.5078	41.6172	20.5078	38.7433	20.5078	40.4138
21.9727	47.5878	21.9727	39.821	21.9727	45.2491
23.4375	52.4592	23.4375	53.2425	23.4375	52.8685
24.9023	56.904	24.9023	54.6178	24.9023	55.9096
26.3672	57.0024	26.3672	55.4697	26.3672	56.3033
27.832	63.2405	27.832	61.5707	27.832	62.4853
29.2969	56.7178	29.2969	57.4342	29.2969	57.0908
30.7617	65.216	30.7617	65.4406	30.7617	65.3298
32.2266	67.1837	32.2266	67.8363	32.2266	67.5223
33.6914	70.0317	33.6914	70.4155	33.6914	70.2278
35.1562	72.4805	35.1562	72.5638	35.1562	72.5223
36.6211	74.3635	36.6211	74.4542	36.6211	74.4091
38.0859	75.7731	38.0859	75.8613	38.0859	75.8175
39.5508	77.5374	39.5508	77.5517	39.5508	77.5446
41.0156	79.6429	41.0156	79.6951	41.0156	79.6691
42.4805	81.0682	42.4805	81.1123	42.4805	81.0903
43.9453	82.5486	43.9453	82.621	43.9453	82.5849
45.4102	84.3044	45.4102	84.3081	45.4102	84.3063
46.875	85.6831	46.875	85.7403	46.875	85.7118
48.3398	86.9624	48.3398	86.9208	48.3398	86.9416
51.2695	88.8075	51.2695	88.8234	51.2695	88.8155
52.7344	89.5766	52.7344	89.5818	52.7344	89.5792
54.1992	90.2057	54.1992	90.2056	54.1992	90.2056
55.6641	90.7306	55.6641	90.6973	55.6641	90.714
58.5938	91.4065	58.5938	91.3076	58.5938	91.3573
60.0586	91.5431	60.0586	91.4324	60.0586	91.4881
62.9883	91.7959	62.9883	91.6238	62.9883	91.7107
64.4531	91.8096	64.4531	91.6071	64.4531	91.7095
67.3828	91.8178	67.3828	91.7037	67.3828	91.7612
68.8477	91.822	68.8477	91.6887	68.8477	91.7558
71.7773	91.7879	71.7773	91.6092	71.7773	91.6995
74.707	91.7707	74.707	91.5807	74.707	91.6767
77.6367	91.7256	77.6367	91.4993	77.6367	91.6139
79.1016	91.6913	79.1016	91.4502	79.1016	91.5725
82.0312	91.6193	82.0312	91.3565	82.0312	91.4899
84.9609	91.6214	84.9609	91.3673	84.9609	91.4962
87.8906	91.4797	87.8906	91.253	87.8906	91.3679
90.8203	91.5505	90.8203	91.3173	90.8203	91.4355
95.2148	91.6114	95.2148	91.3298	95.2148	91.4729
98.1445	91.5956	98.1445	91.2607	98.1445	91.4314
101.074	91.6574	101.074	91.2488	101.074	91.4579
105.469	91.7051	105.469	91.3586	105.469	91.5353
108.398	91.632	108.398	91.2991	108.398	91.4688
112.793	91.5873	112.793	91.1264	112.793	91.3629
117.188	91.6772	117.188	91.1084	117.188	91.4021
120.117	91.7983	120.117	91.3961	120.117	91.6019
124.512	91.8039	124.512	91.4445	124.512	91.6279
128.906	91.9289	128.906	91.4114	128.906	91.6778
133.301	91.9975	133.301	91.4798	133.301	91.7464
139.16	91.7785	139.16	91.2885	139.16	91.5404
143.555	91.7141	143.555	91.0739	143.555	91.4058
147.949	91.7185	147.949	91.3909	147.949	91.5577
153.809	91.6372	153.809	91.1238	153.809	91.3881
159.668	91.3369	159.668	90.918	159.668	91.1325
165.527	91.6094	165.527	90.6695	165.527	91.1648
171.387	91.5671	171.387	91.1089	171.387	91.344
177.246	91.0758	177.246	90.3697	177.246	90.7371
183.105	91.4551	183.105	90.6508	183.105	91.0715
188.965	91.5083	188.965	90.485	188.965	91.0267
196.289	91.3959	196.289	90.5325	196.289	90.9856
203.613	91.0153	203.613	90.0334	203.613	90.552
210.938	90.8447	210.938	90.3297	210.938	90.5948
218.262	90.3085	218.262	89.8818	218.262	90.1004
225.586	89.9589	225.586	89.1195	225.586	89.5594
232.91	90.1117	232.91	88.9028	232.91	89.5492
241.699	90.4727	241.699	88.3417	241.699	89.5366
250.488	90.4466	250.488	89.1546	250.488	89.8485
259.277	90.7149	259.277	89.1628	259.277	90.0078
268.066	90.7811	268.066	89.795	268.066	90.316
