"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	58.797	20.5078	58.076	20.5078	58.5271	20.5078	58.4382	20.5078	58.39	20.5078	58.4598
21.9727	60.7876	21.9727	60.0674	21.9727	60.5654	21.9727	60.4515	21.9727	60.2185	21.9727	60.4543
23.4375	61.0094	23.4375	60.3895	23.4375	60.8182	23.4375	60.7596	23.4375	60.6102	23.4375	60.7473
24.9023	60.3841	24.9023	59.7405	24.9023	60.1418	24.9023	60.1273	24.9023	60.016	24.9023	60.1063
26.3672	62.0492	26.3672	61.3017	26.3672	61.7707	26.3672	61.7288	26.3672	61.5786	26.3672	61.7145
27.832	62.8665	27.832	62.1084	27.832	62.5935	27.832	62.5061	27.832	62.3048	27.832	62.5067
29.2969	63.4193	29.2969	62.6715	29.2969	63.1635	29.2969	63.0448	29.2969	62.7862	29.2969	63.0521
30.7617	64.4618	30.7617	63.6339	30.7617	64.1794	30.7617	64.0332	30.7617	63.7514	30.7617	64.0497
32.2266	65.1135	32.2266	64.3292	32.2266	64.8455	32.2266	64.7097	32.2266	64.4687	32.2266	64.7265
33.6914	65.478	33.6914	64.707	33.6914	65.1994	33.6914	65.0807	33.6914	64.8753	33.6914	65.0966
35.1562	66.2655	35.1562	65.4705	35.1562	65.9932	35.1562	65.8465	35.1562	65.5815	35.1562	65.8662
36.6211	66.9121	36.6211	66.1093	36.6211	66.6238	36.6211	66.5067	36.6211	66.2795	36.6211	66.5183
38.0859	67.6349	38.0859	66.8222	38.0859	67.3414	38.0859	67.2214	38.0859	66.9989	38.0859	67.2352
39.5508	68.3917	39.5508	67.658	39.5508	68.1419	39.5508	67.995	39.5508	67.726	39.5508	68.0156
41.0156	68.4129	41.0156	67.5198	41.0156	68.1084	41.0156	67.9494	41.0156	67.7627	41.0156	67.9811
