"CEA2034"													
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	53.3131	20.5078	52.9988	20.5078	51.108	20.5078	49.5292	20.5078	43.449	20.5078	41.8702	20.5078	39.9794
21.9727	54.335	21.9727	53.9978	21.9727	52.0859	21.9727	50.9898	21.9727	42.9874	21.9727	41.8913	21.9727	39.9794
23.4375	54.251	23.4375	53.8486	23.4375	51.9694	23.4375	52.3383	23.4375	41.4897	23.4375	41.8585	23.4375	39.9794
24.9023	54.9907	24.9023	54.5694	24.9023	53.589	24.9023	55.9009	24.9023	38.6478	24.9023	40.9598	24.9023	39.9794
26.3672	56.4916	26.3672	56.115	26.3672	55.3062	26.3672	57.4415	26.3672	38.6528	26.3672	40.7882	26.3672	39.9794
27.832	57.7166	27.832	57.3677	27.832	56.7841	27.832	58.9964	27.832	38.3506	27.832	40.5629	27.832	39.9794
29.2969	59.06	29.2969	58.7583	29.2969	58.5037	29.2969	60.7882	29.2969	37.9495	29.2969	40.234	29.2969	39.9794
30.7617	60.7035	30.7617	60.4505	30.7617	60.2258	30.7617	62.1752	30.7617	38.2547	30.7617	40.204	30.7617	39.9794
32.2266	61.6688	32.2266	61.4442	32.2266	61.4622	32.2266	63.5464	32.2266	37.8772	32.2266	39.9615	32.2266	39.9794
33.6914	63.2164	33.6914	63.0469	33.6914	63.2543	33.6914	65.2295	33.6914	37.7968	33.6914	39.7719	33.6914	39.9794
35.1563	64.736	35.1563	64.6024	35.1563	64.8656	35.1563	66.6757	35.1563	37.9061	35.1563	39.7162	35.1563	39.9794
36.6211	66.1888	36.6211	66.0854	36.6211	66.4061	36.6211	68.0936	36.6211	37.9713	36.6211	39.6587	36.6211	39.9794
38.0859	67.4191	38.0859	67.3402	38.0859	67.7363	38.0859	69.3729	38.0859	37.9467	38.0859	39.5833	38.0859	39.9794
39.5508	68.8542	39.5508	68.8013	39.5508	69.2405	39.5508	70.767	39.5508	38.0137	39.5508	39.5402	39.5508	39.9794
41.0156	70.3278	41.0156	70.2937	41.0156	70.723	41.0156	72.0916	41.0156	38.1815	41.0156	39.5501	41.0156	39.9794
42.4805	71.468	42.4805	71.4432	42.4805	71.8694	42.4805	73.1615	42.4805	38.2612	42.4805	39.5532	42.4805	39.9794
43.9453	72.7133	43.9453	72.703	43.9453	73.148	43.9453	74.3685	43.9453	38.3139	43.9453	39.5344	43.9453	39.9794
45.4102	74.3375	45.4102	74.3381	45.4102	74.7936	45.4102	75.9477	45.4102	38.3698	45.4102	39.5238	45.4102	39.9794
46.875	75.3602	46.875	75.3624	46.875	75.7692	46.875	76.8099	46.875	38.5319	46.875	39.5726	46.875	39.9794
48.3398	76.0757	48.3398	76.0915	48.3398	76.5698	48.3398	77.6566	48.3398	38.4143	48.3398	39.5011	48.3398	39.9794
