"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	53.1879	20.5078	49.067	20.5078	52.932	20.5078	49.219	20.5078	49.6726	20.5078	51.108
21.9727	54.1621	21.9727	49.7997	21.9727	53.926	21.9727	49.9059	21.9727	51.5346	21.9727	52.0859
23.4375	53.9879	23.4375	48.6099	23.4375	53.7623	23.4375	48.7862	23.4375	53.6901	23.4375	51.9694
24.9023	54.906	24.9023	49.36	24.9023	54.4773	24.9023	50.1489	24.9023	57.6752	24.9023	53.589
26.3672	56.4224	26.3672	51.8943	26.3672	56.0333	26.3672	52.5423	26.3672	59.0998	26.3672	55.3062
27.832	57.6563	27.832	53.7637	27.832	57.2924	27.832	54.3655	27.832	60.6088	27.832	56.7841
29.2969	59.0086	29.2969	56.0226	29.2969	58.6937	29.2969	56.5506	29.2969	62.3324	29.2969	58.5037
30.7617	60.7178	30.7617	58.1722	30.7617	60.3965	30.7617	58.6895	30.7617	63.5632	30.7617	60.2258
32.2266	61.6579	32.2266	59.6779	32.2266	61.3967	32.2266	60.1007	32.2266	64.9311	32.2266	61.4622
33.6914	63.2288	33.6914	61.8302	33.6914	63.0114	33.6914	62.2262	33.6914	66.5076	33.6914	63.2543
35.1563	64.7881	35.1563	63.6375	35.1563	64.5746	35.1563	64.0439	35.1563	67.8539	35.1563	64.8656
36.6211	66.2792	36.6211	65.3443	36.6211	66.0639	36.6211	65.74	36.6211	69.1854	36.6211	66.4061
38.0859	67.5224	38.0859	66.8093	38.0859	67.3238	38.0859	67.1794	38.0859	70.4148	38.0859	67.7363
39.5508	68.9798	39.5508	68.4394	39.5508	68.7904	39.5508	68.805	39.5508	71.7313	39.5508	69.2405
41.0156	70.4705	41.0156	70.033	41.0156	70.2867	41.0156	70.3854	41.0156	72.965	41.0156	70.723
42.4805	71.6142	42.4805	71.2359	42.4805	71.4381	42.4805	71.5787	42.4805	73.9892	42.4805	71.8694
43.9453	72.8718	43.9453	72.5842	43.9453	72.7008	43.9453	72.9198	43.9453	75.1411	43.9453	73.148
45.4102	74.5054	45.4102	74.2967	45.4102	74.338	45.4102	74.608	45.4102	76.6807	45.4102	74.7936
46.875	75.5227	46.875	75.3082	46.875	75.3627	46.875	75.6109	46.875	77.4825	46.875	75.7692
48.3398	76.2691	48.3398	76.1226	48.3398	76.0945	48.3398	76.4466	48.3398	78.3305	48.3398	76.5698
51.2695	77.8786	51.2695	77.7507	51.2695	77.7017	51.2695	78.0715	51.2695	79.6818	51.2695	78.143
52.7344	78.506	52.7344	78.3961	52.7344	78.331	52.7344	78.7106	52.7344	80.2137	52.7344	78.7616
54.1992	79.0765	54.1992	78.9795	54.1992	78.9026	54.1992	79.2888	54.1992	80.7011	54.1992	79.3234
55.6641	79.579	55.6641	79.4935	55.6641	79.4071	55.6641	79.7998	55.6641	81.1243	55.6641	79.8184
58.5938	80.4016	58.5938	80.303	58.5938	80.2232	58.5938	80.613	58.5938	81.7758	58.5938	80.6081
60.0586	80.752	60.0586	80.6485	60.0586	80.5706	60.0586	80.9606	60.0586	82.0547	60.0586	80.9455
62.9883	81.4173	62.9883	81.3078	62.9883	81.235	62.9883	81.6175	62.9883	82.5775	62.9883	81.5857
64.4531	81.6501	64.4531	81.5379	64.4531	81.4666	64.4531	81.848	64.4531	82.7527	64.4531	81.8087
67.3828	82.0474	67.3828	81.9219	67.3828	81.8572	67.3828	82.238	67.3828	83.0468	67.3828	82.1854
68.8477	82.1868	68.8477	82.0582	68.8477	81.9955	68.8477	82.3742	68.8477	83.1391	68.8477	82.3164
71.7773	82.7498	71.7773	82.6473	71.7773	82.5689	71.7773	82.9515	71.7773	83.6381	71.7773	82.8815
74.707	83.1583	74.707	83.0476	74.707	82.9733	74.707	83.3509	74.707	83.9678	74.707	83.2738
77.6367	83.3839	77.6367	83.2628	77.6367	83.1943	77.6367	83.5716	77.6367	84.1307	77.6367	83.4867
