"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	50.7992
21.9727	51.9457
23.4375	52.399
24.9023	54.859
26.3672	56.4589
27.832	57.9553
29.2969	59.6824
30.7617	61.2145
32.2266	62.502
33.6914	64.2157
35.1563	65.7309
36.6211	67.1993
38.0859	68.4951
39.5508	69.9364
41.0156	71.3364
42.4805	72.4432
43.9453	73.683
45.4102	75.2935
46.875	76.2162
48.3398	77.0332
51.2695	78.5414
52.7344	79.1353
54.1992	79.6764
55.6641	80.151
58.5938	80.9032
60.0586	81.2248
62.9883	81.8337
64.4531	82.0442
67.3828	82.3997
68.8477	82.5207
71.7773	83.0683
74.707	83.4453
77.6367	83.6457
79.1016	83.7109
82.0313	84.0505
84.9609	84.3249
87.8906	84.3736
90.8203	84.3945
95.2148	84.9596
98.1445	85.0133
101.074	85.1219
105.469	85.3479
108.398	85.5202
112.793	85.8603
117.188	86.0455
120.117	86.3427
124.512	86.4331
128.906	86.4254
133.301	86.567
139.16	86.6633
143.555	86.7393
147.949	86.7543
153.809	86.9012
159.668	87.1018
165.527	87.2629
171.387	87.2016
177.246	87.1635
183.105	87.0048
188.965	87.0139
196.289	87.2237
203.613	87.0959
210.938	86.9747
218.262	86.9706
225.586	86.883
232.91	86.7682
241.699	86.7124
250.488	86.5635
259.277	86.7482
268.066	86.3148
276.855	86.3639
287.109	86.5268
297.363	86.2217
307.617	86.1427
319.336	85.8862
329.59	85.7653
341.309	85.5649
353.027	84.9656
366.211	84.7369
379.395	86.2782
392.578	85.8432
405.762	85.4012
420.41	85.4688
435.059	85.4051
451.172	85.1403
465.82	85.1857
483.398	84.7886
499.512	84.6292
517.09	84.3258
536.133	83.7176
555.176	83.6403
574.219	83.3084
594.727	82.7886
615.234	82.119
637.207	81.6298
659.18	82.9854
682.617	84.9661
707.52	85.4134
732.422	85.0038
757.324	84.4807
785.156	84.4229
811.523	84.0901
840.82	84.2027
870.117	84.0343
900.879	84.4432
933.105	84.4934
965.332	84.7248
1,000.49	84.8357
1,035.64	84.6342
1,072.27	84.1905
1,108.89	83.6408
1,148.44	83.6292
1,189.45	83.6637
1,230.47	83.774
1,274.41	84.4355
1,319.82	84.9541
1,366.7	84.6822
1,413.57	83.9708
1,463.38	83.3307
1,516.11	82.853
1,568.85	82.3961
1,624.51	81.9086
1,681.64	81.2443
1,741.7	80.9068
1,803.22	80.7079
1,866.21	80.7058
1,932.13	80.6062
1,999.51	80.4106
2,069.82	81.1423
2,143.07	80.8451
2,219.24	80.0957
2,296.88	80.5012
2,378.91	81.2443
2,462.4	81.0529
2,548.83	80.6918
2,639.65	81.0046
2,731.93	81.296
2,828.61	81.2145
2,928.22	81.5287
3,030.76	81.6697
3,137.7	82.116
3,249.02	82.2913
3,363.28	82.5144
3,481.93	82.7392
3,604.98	83.1106
3,732.42	83.0251
3,864.26	83.2166
4,000.49	83.5481
4,141.11	84.0137
4,287.6	84.0038
4,438.48	84.4984
4,595.21	84.8384
4,756.35	85.0551
4,924.8	84.9931
5,097.66	84.8353
5,277.83	84.5863
5,463.87	84.1492
5,657.23	83.9149
5,856.45	83.7381
6,062.99	83.7096
6,276.86	83.8943
6,498.05	83.9945
6,726.56	84.0623
6,963.87	83.7403
7,209.96	83.1341
7,464.84	82.5437
7,727.05	82.3241
7,999.51	82.3849
8,282.23	82.8511
8,573.73	82.9963
8,876.95	82.8925
9,188.96	82.7121
9,514.16	82.554
9,849.61	82.5403
10,196.8	82.65
10,555.7	82.7069
10,927.7	82.7124
11,313	82.5662
11,712.9	82.2748
12,126	82.1544
12,553.7	82.2739
12,996.1	82.1324
13,454.6	81.8204
13,929.2	81.6358
14,419.9	81.4326
14,928.2	81.2363
15,455.6	81.0899
16,000.5	80.7883
16,564.5	80.4584
17,148.9	80.0314
17,752.4	79.0115
18,379.4	78.3739
19,026.9	77.4842
19,697.8	77.163
19,999.5	76.9581
