"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	53.1879	20.5078	49.067	20.5078	51.5989
21.9727	54.1621	21.9727	49.7997	21.9727	52.5071
23.4375	53.9879	23.4375	48.6099	23.4375	52.083
24.9023	54.906	24.9023	49.36	24.9023	52.964
26.3672	56.4224	26.3672	51.8943	26.3672	54.7235
27.832	57.6563	27.832	53.7637	27.832	56.1323
29.2969	59.0086	29.2969	56.0226	29.2969	57.7673
30.7617	60.7178	30.7617	58.1722	30.7617	59.6289
32.2266	61.6579	32.2266	59.6779	32.2266	60.7798
33.6914	63.2288	33.6914	61.8302	33.6914	62.5856
35.1563	64.7881	35.1563	63.6375	35.1563	64.2508
36.6211	66.2792	36.6211	65.3443	36.6211	65.8368
38.0859	67.5224	38.0859	66.8093	38.0859	67.1805
39.5508	68.9798	39.5508	68.4394	39.5508	68.718
41.0156	70.4705	41.0156	70.033	41.0156	70.2572
42.4805	71.6142	42.4805	71.2359	42.4805	71.4292
43.9453	72.8718	43.9453	72.5842	43.9453	72.7304
45.4102	74.5054	45.4102	74.2967	45.4102	74.4023
46.875	75.5227	46.875	75.3082	46.875	75.4168
48.3398	76.2691	48.3398	76.1226	48.3398	76.1965
51.2695	77.8786	51.2695	77.7507	51.2695	77.8151
52.7344	78.506	52.7344	78.3961	52.7344	78.4514
54.1992	79.0765	54.1992	78.9795	54.1992	79.0283
55.6641	79.579	55.6641	79.4935	55.6641	79.5365
58.5938	80.4016	58.5938	80.303	58.5938	80.3526
60.0586	80.752	60.0586	80.6485	60.0586	80.7006
62.9883	81.4173	62.9883	81.3078	62.9883	81.3629
64.4531	81.6501	64.4531	81.5379	64.4531	81.5944
67.3828	82.0474	67.3828	81.9219	67.3828	81.9851
68.8477	82.1868	68.8477	82.0582	68.8477	82.123
71.7773	82.7498	71.7773	82.6473	71.7773	82.6988
74.707	83.1583	74.707	83.0476	74.707	83.1033
77.6367	83.3839	77.6367	83.2628	77.6367	83.3238
79.1016	83.4686	79.1016	83.3654	79.1016	83.4173
82.0313	83.8679	82.0313	83.7687	82.0313	83.8186
84.9609	84.1882	84.9609	84.0316	84.9609	84.1106
87.8906	84.2569	87.8906	84.0481	87.8906	84.1538
90.8203	84.1008	90.8203	83.9922	90.8203	84.0469
95.2148	84.9416	95.2148	84.8122	95.2148	84.8774
98.1445	84.9717	98.1445	84.7673	98.1445	84.8707
101.074	85.0664	101.074	84.8945	101.074	84.9813
105.469	85.2727	105.469	85.1279	105.469	85.2009
108.398	85.4553	108.398	85.33	108.398	85.3931
112.793	85.8392	112.793	85.6979	112.793	85.7691
117.188	86.0586	117.188	85.8826	117.188	85.9715
120.117	86.3852	120.117	86.2578	120.117	86.3219
124.512	86.5353	124.512	86.3292	124.512	86.4334
128.906	86.5755	128.906	86.3296	128.906	86.4543
133.301	86.65	133.301	86.4408	133.301	86.5467
139.16	86.7033	139.16	86.4974	139.16	86.6016
143.555	86.8282	143.555	86.5665	143.555	86.6993
147.949	86.9277	147.949	86.5802	147.949	86.7574
153.809	87.1787	153.809	86.7862	153.809	86.9869
159.668	87.4085	159.668	87.0126	159.668	87.2151
165.527	87.5415	165.527	87.1785	165.527	87.3638
171.387	87.4595	171.387	87.129	171.387	87.2974
177.246	87.4202	177.246	87.0798	177.246	87.2533
183.105	87.3246	183.105	86.8892	183.105	87.1123
188.965	87.4297	188.965	86.9526	188.965	87.1977
196.289	87.6087	196.289	87.235	196.289	87.4259
203.613	87.5226	203.613	87.1105	203.613	87.3214
210.938	87.4583	210.938	87.008	210.938	87.239
218.262	87.4534	218.262	87.0264	218.262	87.2452
225.586	87.3443	225.586	86.9237	225.586	87.1391
232.91	87.3337	232.91	86.88	232.91	87.1128
241.699	87.3871	241.699	86.8148	241.699	87.1104
250.488	87.3589	250.488	86.6035	250.488	86.9976
259.277	87.5116	259.277	86.8149	259.277	87.1772
268.066	87.1106	268.066	86.2821	268.066	86.7161
276.855	87.2698	276.855	86.3513	276.855	86.8348
287.109	87.4273	287.109	86.6164	287.109	87.0407
297.363	87.1824	297.363	86.2487	297.363	86.7406
307.617	86.9196	307.617	86.2122	307.617	86.5803
319.336	86.7712	319.336	86.0332	319.336	86.4178
329.59	86.8219	329.59	85.7271	329.59	86.3089
341.309	86.5467	341.309	85.4686	341.309	86.041
353.027	86.0828	353.027	84.6484	353.027	85.4246
366.211	85.8677	366.211	83.5926	366.211	84.8775
379.395	87.6115	379.395	85.7815	379.395	86.7922
392.578	87.2371	392.578	85.4936	392.578	86.4523
405.762	86.7811	405.762	85.1173	405.762	86.0284
420.41	87.0959	420.41	85.1839	420.41	86.2443
435.059	86.7216	435.059	85.1594	435.059	86.0104
451.172	86.7259	451.172	84.6755	451.172	85.8206
465.82	86.743	465.82	84.9743	465.82	85.9481
483.398	86.2059	483.398	84.3768	483.398	85.3869
499.512	86.0604	499.512	84.4212	499.512	85.3177
517.09	85.7366	517.09	84.1601	517.09	85.0195
536.133	85.2315	536.133	82.8947	536.133	84.2184
555.176	85.3386	555.176	82.733	555.176	84.2283
574.219	84.962	574.219	82.525	574.219	83.9122
