"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	52.932	20.5078	49.219	20.5078	50.4704	20.5078	50.7996
21.9727	53.926	21.9727	49.9059	21.9727	52.5718	21.9727	52.3202
23.4375	53.7623	23.4375	48.7862	23.4375	55.0568	23.4375	53.7354
24.9023	54.4773	24.9023	50.1489	24.9023	59.0396	24.9023	57.0443
26.3672	56.0333	26.3672	52.5423	26.3672	60.3974	26.3672	58.4895
27.832	57.2924	27.832	54.3655	27.832	61.8677	27.832	59.963
29.2969	58.6937	29.2969	56.5506	29.2969	63.5332	29.2969	61.6438
30.7617	60.3965	30.7617	58.6895	30.7617	64.6777	30.7617	62.9404
32.2266	61.3967	32.2266	60.1007	32.2266	66.0237	32.2266	64.2571
33.6914	63.0114	33.6914	62.2262	33.6914	67.5211	33.6914	65.8378
35.1563	64.5746	35.1563	64.0439	35.1563	68.7984	35.1563	67.2136
36.6211	66.0639	36.6211	65.74	36.6211	70.0698	36.6211	68.5675
38.0859	67.3238	38.0859	67.1794	38.0859	71.2586	38.0859	69.8013
39.5508	68.7904	39.5508	68.805	39.5508	72.5156	39.5508	71.1396
41.0156	70.2867	41.0156	70.3854	41.0156	73.6817	41.0156	72.4137
42.4805	71.4381	42.4805	71.5787	42.4805	74.6698	42.4805	73.4579
43.9453	72.7008	43.9453	72.9198	43.9453	75.7771	43.9453	74.6273
45.4102	74.338	45.4102	74.608	45.4102	77.2778	45.4102	76.1809
46.875	75.3627	46.875	75.6109	46.875	78.0349	46.875	77.0212
48.3398	76.0945	48.3398	76.4466	48.3398	78.8787	48.3398	77.8487
51.2695	77.7017	51.2695	78.0715	51.2695	80.1616	51.2695	79.2454
52.7344	78.331	52.7344	78.7106	52.7344	80.6648	52.7344	79.795
54.1992	78.9026	54.1992	79.2888	54.1992	81.1275	54.1992	80.2982
55.6641	79.4071	55.6641	79.7998	55.6641	81.5257	55.6641	80.7365
58.5938	80.2232	58.5938	80.613	58.5938	82.1307	58.5938	81.4196
60.0586	80.5706	60.0586	80.9606	60.0586	82.3893	60.0586	81.712
62.9883	81.235	62.9883	81.6175	62.9883	82.8716	62.9883	82.2632
64.4531	81.4666	64.4531	81.848	64.4531	83.0293	64.4531	82.4498
67.3828	81.8572	67.3828	82.238	67.3828	83.2923	67.3828	82.7637
68.8477	81.9955	68.8477	82.3742	68.8477	83.3703	68.8477	82.8657
71.7773	82.5689	71.7773	82.9515	71.7773	83.8418	71.7773	83.38
74.707	82.9733	74.707	83.3509	74.707	84.1481	74.707	83.7258
77.6367	83.1943	77.6367	83.5716	77.6367	84.2911	77.6367	83.9015
79.1016	83.2943	79.1016	83.6531	79.1016	84.2924	79.1016	83.9399
82.0313	83.7098	82.0313	84.0251	82.0313	84.4869	82.0313	84.2187
84.9609	84.0086	84.9609	84.3134	84.9609	84.7048	84.9609	84.4695
87.8906	84.0523	87.8906	84.3645	87.8906	84.7523	87.8906	84.5173
90.8203	83.8941	90.8203	84.3438	90.8203	85.0446	90.8203	84.651
95.2148	84.8101	95.2148	85.0144	95.2148	85.005	95.2148	84.9704
98.1445	84.7923	98.1445	85.0574	98.1445	85.1776	98.1445	85.0717
101.074	84.8954	101.074	85.1624	101.074	85.2912	101.074	85.181
105.469	85.1045	105.469	85.3914	105.469	85.528	105.469	85.4106
108.398	85.3041	108.398	85.5781	108.398	85.6484	108.398	85.5639
112.793	85.687	112.793	85.9136	112.793	85.9195	112.793	85.8736
117.188	85.8983	117.188	86.0939	117.188	86.0712	117.188	86.0445
120.117	86.2619	120.117	86.4042	120.117	86.2484	120.117	86.2948
124.512	86.4084	124.512	86.5427	124.512	86.2143	124.512	86.3456
128.906	86.427	128.906	86.5497	128.906	86.1309	128.906	86.3089
133.301	86.4879	133.301	86.6567	133.301	86.4164	133.301	86.4983
139.16	86.5417	139.16	86.7291	139.16	86.6164	139.16	86.6337
143.555	86.6618	143.555	86.7962	143.555	86.6493	143.555	86.693
147.949	86.7493	147.949	86.8209	147.949	86.5499	147.949	86.6657
153.809	87.0159	153.809	87	153.809	86.4722	153.809	86.7328
159.668	87.2402	159.668	87.2065	159.668	86.6096	159.668	86.9087
165.527	87.3891	165.527	87.3586	165.527	86.8003	165.527	87.0793
171.387	87.3208	171.387	87.2903	171.387	86.7622	171.387	87.0259
177.246	87.2787	177.246	87.2443	177.246	86.7392	177.246	86.9921
183.105	87.172	183.105	87.0581	183.105	86.5514	183.105	86.8218
188.965	87.2944	188.965	87.0904	188.965	86.3391	188.965	86.7542
196.289	87.517	196.289	87.3192	196.289	86.4905	196.289	86.9447
203.613	87.4349	203.613	87.1742	203.613	86.3253	203.613	86.8041
210.938	87.3538	210.938	87.0574	210.938	86.1127	210.938	86.6505
218.262	87.3731	218.262	87.069	218.262	86.0572	218.262	86.6327
225.586	87.277	225.586	86.9443	225.586	86.0586	225.586	86.5733
232.91	87.2847	232.91	86.8195	232.91	85.7367	232.91	86.3885
241.699	87.271	241.699	86.7744	241.699	85.5074	241.699	86.2683
250.488	87.2078	250.488	86.6278	250.488	85.1972	250.488	86.0709
259.277	87.3613	259.277	86.8688	259.277	85.3057	259.277	86.233
268.066	86.9017	268.066	86.3546	268.066	85.0959	268.066	85.8646
276.855	87.1127	276.855	86.4491	276.855	84.783	276.855	85.8139
287.109	87.276	287.109	86.6232	287.109	84.8497	287.109	85.9408
297.363	87.0025	297.363	86.2879	297.363	84.4821	297.363	85.6088
307.617	86.7973	307.617	86.2167	307.617	84.6505	307.617	85.602
319.336	86.6519	319.336	85.9602	319.336	84.1683	319.336	85.2806
329.59	86.5705	329.59	85.8613	329.59	83.8806	329.59	85.1103
341.309	86.2259	341.309	85.6722	341.309	83.8212	341.309	84.932
353.027	85.7508	353.027	84.9717	353.027	83.0897	353.027	84.2792
366.211	85.6629	366.211	84.411	366.211	83.4823	366.211	84.2489
379.395	87.6345	379.395	85.9297	379.395	84.8357	379.395	85.824
392.578	87.0463	392.578	85.7519	392.578	83.9422	392.578	85.2344
405.762	86.6207	405.762	85.2466	405.762	83.5107	405.762	84.7816
420.41	86.8902	420.41	85.5047	420.41	82.5352	420.41	84.5985
435.059	86.5543	435.059	85.5406	435.059	82.9484	435.059	84.6463
451.172	86.56	451.172	85.1477	451.172	82.5396	451.172	84.3721
465.82	86.6092	465.82	85.3765	465.82	81.8536	465.82	84.2445
483.398	86.0234	483.398	85.1145	483.398	81.9111	483.398	83.9789
499.512	85.8795	499.512	84.9127	499.512	81.5903	499.512	83.7566
517.09	85.5807	517.09	84.4737	517.09	81.4904	517.09	83.473
536.133	85.0423	536.133	83.8124	536.133	81.034	536.133	82.92
555.176	85.2631	555.176	83.8946	555.176	80.004	555.176	82.7011
574.219	84.7682	574.219	83.6836	574.219	79.6991	574.219	82.3656
594.727	84.3055	594.727	83.0969	594.727	79.397	594.727	81.9036
615.234	83.7844	615.234	82.419	615.234	78.4898	615.234	81.2135
637.207	83.1121	637.207	82.1	637.207	78.5584	637.207	80.8895
659.18	84.8081	659.18	83.0805	659.18	79.5961	659.18	82.1321
682.617	87.013	682.617	84.609	682.617	81.5626	682.617	84.0425
707.52	87.6424	707.52	85.1743	707.52	81.188	707.52	84.3745
732.422	87.1915	732.422	84.6937	732.422	80.7101	732.422	83.9069
757.324	86.6152	757.324	84.1565	757.324	80.4596	757.324	83.4281
785.156	86.6877	785.156	83.8332	785.156	80.0589	785.156	83.2497
811.523	86.4373	811.523	83.4333	811.523	79.5614	811.523	82.8905
840.82	86.7676	840.82	83.2178	840.82	79.6238	840.82	82.9896
870.117	86.6387	870.117	83.3887	870.117	78.742	870.117	82.7828
900.879	87.2105	900.879	83.9047	900.879	79.1684	900.879	83.3069
933.105	87.2373	933.105	84.1366	933.105	79.3167	933.105	83.4247
965.332	87.4801	965.332	84.513	965.332	79.2844	965.332	83.6573
1,000.49	87.7795	1,000.49	84.5654	1,000.49	78.9858	1,000.49	83.7635
1,035.64	87.5133	1,035.64	84.3478	1,035.64	78.6228	1,035.64	83.4968
1,072.27	87.0695	1,072.27	83.688	1,072.27	78.3462	1,072.27	83.0109
1,108.89	86.2954	1,108.89	83.2804	1,108.89	79.0096	1,108.89	82.648
1,148.44	85.9185	1,148.44	83.6668	1,148.44	80.9096	1,148.44	83.1316
1,189.45	86.3618	1,189.45	83.5567	1,189.45	80.038	1,189.45	83.0186
1,230.47	86.6447	1,230.47	83.7124	1,230.47	79.2498	1,230.47	82.9996
1,274.41	87.7289	1,274.41	83.577	1,274.41	79.1043	1,274.41	83.4538
1,319.82	88.3422	1,319.82	83.7895	1,319.82	78.89	1,319.82	83.8038
1,366.7	88.0753	1,366.7	83.1981	1,366.7	77.2206	1,366.7	83.2361
1,413.57	87.4441	1,413.57	82.7136	1,413.57	75.7834	1,413.57	82.5484
1,463.38	86.8793	1,463.38	82.1284	1,463.38	74.8797	1,463.38	81.9413
1,516.11	86.5258	1,516.11	81.7589	1,516.11	74.0119	1,516.11	81.5324
1,568.85	86.1423	1,568.85	81.4296	1,568.85	73.7671	1,568.85	81.178
1,624.51	85.6761	1,624.51	80.7825	1,624.51	73.4371	1,624.51	80.6727
1,681.64	84.9807	1,681.64	80.0291	1,681.64	72.0278	1,681.64	79.8944
1,741.7	84.8336	1,741.7	79.5099	1,741.7	70.8726	1,741.7	79.5638
1,803.22	84.71	1,803.22	79.6267	1,803.22	70.8221	1,803.22	79.5126
1,866.21	84.6236	1,866.21	79.6473	1,866.21	71.8067	1,866.21	79.5422
1,932.13	84.4993	1,932.13	79.292	1,932.13	71.5875	1,932.13	79.3449
1,999.51	84.4349	1,999.51	79.215	1,999.51	70.8266	1,999.51	79.2197
2,069.82	85.3409	2,069.82	80.2802	2,069.82	70.911	2,069.82	80.1135
2,143.07	84.9336	2,143.07	80.0442	2,143.07	72.0564	2,143.07	79.8718
2,219.24	84.2464	2,219.24	78.9342	2,219.24	71.7717	2,219.24	79.1043
2,296.88	84.5648	2,296.88	80.1799	2,296.88	71.9835	2,296.88	79.6807
2,378.91	85.3601	2,378.91	80.6624	2,378.91	72.6566	2,378.91	80.3699
2,462.4	84.9271	2,462.4	80.9549	2,462.4	72.6303	2,462.4	80.2013
2,548.83	84.3866	2,548.83	80.9574	2,548.83	72.9927	2,548.83	79.9358
2,639.65	84.575	2,639.65	81.5274	2,639.65	73.2244	2,639.65	80.2666
2,731.93	84.7507	2,731.93	82.1861	2,731.93	73.7762	2,731.93	80.667
2,828.61	84.3423	2,828.61	82.4549	2,828.61	73.8236	2,828.61	80.5867
2,928.22	84.6107	2,928.22	82.7886	2,928.22	73.4982	2,928.22	80.8213
3,030.76	84.9359	3,030.76	82.5512	3,030.76	73.1804	3,030.76	80.8475
3,137.7	85.7109	3,137.7	82.4789	3,137.7	72.7733	3,137.7	81.1918
3,249.02	85.8971	3,249.02	82.5787	3,249.02	72.3237	3,249.02	81.3004
3,363.28	86.1274	3,363.28	82.7512	3,363.28	72.6687	3,363.28	81.5171
3,481.93	86.2752	3,481.93	83.1152	3,481.93	72.9165	3,481.93	81.7527
3,604.98	86.6148	3,604.98	83.6581	3,604.98	73.3562	3,604.98	82.1776
3,732.42	86.3609	3,732.42	83.6869	3,732.42	73.0638	3,732.42	82.0337
3,864.26	86.4639	3,864.26	83.9283	3,864.26	73.4789	3,864.26	82.2148
4,000.49	86.775	4,000.49	84.2121	4,000.49	73.7302	4,000.49	82.5105
4,141.11	87.3348	4,141.11	84.5091	4,141.11	73.6541	4,141.11	82.9216
4,287.6	87.0861	4,287.6	84.7257	4,287.6	74.2984	4,287.6	82.9241
4,438.48	87.7334	4,438.48	85.2424	4,438.48	74.2557	4,438.48	83.4699
4,595.21	87.9367	4,595.21	85.5499	4,595.21	75.2534	4,595.21	83.7713
4,756.35	88.179	4,756.35	85.5655	4,756.35	74.6098	4,756.35	83.8589
4,924.8	88.0671	4,924.8	85.3445	4,924.8	74.5423	4,924.8	83.7053
5,097.66	87.8497	5,097.66	84.9304	5,097.66	74.2732	5,097.66	83.406
5,277.83	87.287	5,277.83	84.5079	5,277.83	73.5174	5,277.83	82.8871
5,463.87	86.4165	5,463.87	84.2021	5,463.87	72.8483	5,463.87	82.2652
5,657.23	86.2826	5,657.23	83.7423	5,657.23	72.322	5,657.23	81.9694
5,856.45	86.0041	5,856.45	83.7644	5,856.45	72.1193	5,856.45	81.8233
