"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	56.3021	20.5078	56.2891	20.5078	56.1807	20.5078	56.0462	20.5078	50.2222	20.5078	50.0877	20.5078	49.9794
21.9727	55.9901	21.9727	55.9862	21.9727	55.9516	21.9727	55.947	21.9727	50.0186	21.9727	50.014	21.9727	49.9794
23.4375	58.0925	23.4375	58.0849	23.4375	58.0334	23.4375	58.0081	23.4375	50.0562	23.4375	50.0309	23.4375	49.9794
24.9023	58.3184	24.9023	58.3155	24.9023	58.2734	24.9023	58.2385	24.9023	50.0563	24.9023	50.0215	24.9023	49.9794
26.3672	59.3607	26.3672	59.3503	26.3672	59.2644	26.3672	59.1672	26.3672	50.1624	26.3672	50.0652	26.3672	49.9794
27.832	60.0118	27.832	60.0036	27.832	59.921	27.832	59.8185	27.832	50.1646	27.832	50.062	27.832	49.9794
29.2969	60.5935	29.2969	60.588	29.2969	60.529	29.2969	60.4691	29.2969	50.0984	29.2969	50.0385	29.2969	49.9794
30.7617	61.1755	30.7617	61.1706	30.7617	61.1273	30.7617	61.0952	30.7617	50.0548	30.7617	50.0227	30.7617	49.9794
32.2266	62.1602	32.2266	62.1542	32.2266	62.0935	32.2266	62.031	32.2266	50.1027	32.2266	50.0402	32.2266	49.9794
33.6914	62.8967	33.6914	62.8844	33.6914	62.7773	33.6914	62.6425	33.6914	50.2213	33.6914	50.0865	33.6914	49.9794
35.1562	63.2836	35.1562	63.2769	35.1562	63.2087	35.1562	63.1326	35.1562	50.1237	35.1562	50.0476	35.1562	49.9794
36.6211	63.8839	36.6211	63.8781	36.6211	63.8152	36.6211	63.7457	36.6211	50.1118	36.6211	50.0423	36.6211	49.9794
38.0859	64.4449	38.0859	64.4371	38.0859	64.3637	38.0859	64.2859	38.0859	50.1306	38.0859	50.0529	38.0859	49.9794
39.5508	65.3303	39.5508	65.3252	39.5508	65.2705	39.5508	65.2158	39.5508	50.0888	39.5508	50.0341	39.5508	49.9794
41.0156	65.7492	41.0156	65.7394	41.0156	65.6393	41.0156	65.4992	41.0156	50.2196	41.0156	50.0795	41.0156	49.9794
42.4805	66.0417	42.4805	66.0322	42.4805	65.9367	42.4805	65.8162	42.4805	50.1954	42.4805	50.0749	42.4805	49.9794
43.9453	66.999	43.9453	66.9873	43.9453	66.8817	43.9453	66.7564	43.9453	50.2104	43.9453	50.085	43.9453	49.9794
45.4102	67.7586	45.4102	67.747	45.4102	67.6514	45.4102	67.5472	45.4102	50.1792	45.4102	50.075	45.4102	49.9794
46.875	68.1572	46.875	68.147	46.875	68.0553	46.875	67.9477	46.875	50.1787	46.875	50.0712	46.875	49.9794
48.3398	68.7183	48.3398	68.7097	48.3398	68.6288	48.3398	68.5358	48.3398	50.1533	48.3398	50.0603	48.3398	49.9794
51.2695	69.6528	51.2695	69.6429	51.2695	69.5588	51.2695	69.4698	51.2695	50.1525	51.2695	50.0636	51.2695	49.9794
52.7344	70.0859	52.7344	70.0751	52.7344	69.9878	52.7344	69.9005	52.7344	50.154	52.7344	50.0667	52.7344	49.9794
54.1992	70.3938	54.1992	70.3828	54.1992	70.2943	54.1992	70.2022	54.1992	50.1601	54.1992	50.0679	54.1992	49.9794
55.6641	70.9771	55.6641	70.9644	55.6641	70.8615	55.6641	70.7427	55.6641	50.2011	55.6641	50.0823	55.6641	49.9794
58.5938	72.0842	58.5938	72.0747	58.5938	71.9917	58.5938	71.9028	58.5938	50.1513	58.5938	50.0624	58.5938	49.9794
60.0586	72.3354	60.0586	72.3237	60.0586	72.2333	60.0586	72.1447	60.0586	50.1584	60.0586	50.0698	60.0586	49.9794
62.9883	73.2121	62.9883	73.1998	62.9883	73.1026	62.9883	73.0012	62.9883	50.178	62.9883	50.0767	62.9883	49.9794
64.4531	73.6043	64.4531	73.5913	64.4531	73.4872	64.4531	73.3743	64.4531	50.1964	64.4531	50.0835	64.4531	49.9794
67.3828	74.5686	67.3828	74.5507	67.3828	74.4131	67.3828	74.2517	67.3828	50.2785	67.3828	50.117	67.3828	49.9794
68.8477	74.8997	68.8477	74.8827	68.8477	74.7491	68.8477	74.5906	68.8477	50.2715	68.8477	50.113	68.8477	49.9794
71.7773	75.5866	71.7773	75.5713	71.7773	75.4523	71.7773	75.3164	71.7773	50.2344	71.7773	50.0984	71.7773	49.9794
74.707	76.2282	74.707	76.2134	74.707	76.1045	74.707	75.9911	74.707	50.2017	74.707	50.0882	74.707	49.9794
77.6367	76.9899	77.6367	76.9752	77.6367	76.8694	77.6367	76.7651	77.6367	50.1896	77.6367	50.0852	77.6367	49.9794
79.1016	77.3674	79.1016	77.3508	79.1016	77.2317	79.1016	77.1108	79.1016	50.2194	79.1016	50.0984	79.1016	49.9794
82.0312	78.1527	82.0312	78.1332	82.0312	77.9863	82.0312	77.8137	82.0312	50.2989	82.0312	50.1262	82.0312	49.9794
84.9609	78.7842	84.9609	78.7675	84.9609	78.6282	84.9609	78.4537	84.9609	50.2932	84.9609	50.1187	84.9609	49.9794
87.8906	78.8173	87.8906	78.8167	87.8906	78.8245	87.8906	78.9176	87.8906	49.8785	87.8906	49.9716	87.8906	49.9794
90.8203	79.9061	90.8203	79.8943	90.8203	79.8199	90.8203	79.7805	90.8203	50.0932	90.8203	50.0538	90.8203	49.9794
95.2148	80.8887	95.2148	80.8671	95.2148	80.7372	95.2148	80.6303	95.2148	50.2162	95.2148	50.1093	95.2148	49.9794
98.1445	81.6133	98.1445	81.5902	98.1445	81.4318	98.1445	81.2584	98.1445	50.3112	98.1445	50.1377	98.1445	49.9794
101.074	82.037	101.074	82.0157	101.074	81.8813	101.074	81.7705	101.074	50.2246	101.074	50.1138	101.074	49.9794
105.469	82.6641	105.469	82.6465	105.469	82.5325	105.469	82.4431	105.469	50.1829	105.469	50.0935	105.469	49.9794
108.398	83.2579	108.398	83.2374	108.398	83.0959	108.398	82.9538	108.398	50.263	108.398	50.1209	108.398	49.9794
112.793	83.955	112.793	83.9373	112.793	83.8159	112.793	83.6864	112.793	50.2303	112.793	50.1008	112.793	49.9794
117.188	84.6019	117.188	84.5813	117.188	84.4639	117.188	84.3765	117.188	50.1842	117.188	50.0968	117.188	49.9794
120.117	85.0557	120.117	85.0308	120.117	84.8791	120.117	84.732	120.117	50.2782	120.117	50.1311	120.117	49.9794
124.512	85.7277	124.512	85.6989	124.512	85.5189	124.512	85.3276	124.512	50.3507	124.512	50.1594	124.512	49.9794
128.906	86.0894	128.906	86.0616	128.906	85.8829	128.906	85.6957	128.906	50.3453	128.906	50.1581	128.906	49.9794
133.301	86.326	133.301	86.302	133.301	86.1619	133.301	86.0453	133.301	50.2361	133.301	50.1195	133.301	49.9794
139.16	86.7792	139.16	86.7483	139.16	86.572	139.16	86.4325	139.16	50.2952	139.16	50.1557	139.16	49.9794
143.555	87.1798	143.555	87.1451	143.555	86.9489	143.555	86.7814	143.555	50.3432	143.555	50.1756	143.555	49.9794
147.949	87.5601	147.949	87.5191	147.949	87.2854	147.949	87.0616	147.949	50.437	147.949	50.2131	147.949	49.9794
153.809	87.5773	153.809	87.5381	153.809	87.2938	153.809	87.0461	153.809	50.4714	153.809	50.2236	153.809	49.9794
159.668	87.4165	159.668	87.3851	159.668	87.2157	159.668	87.1002	159.668	50.2643	159.668	50.1488	159.668	49.9794
165.527	87.6393	165.527	87.6082	165.527	87.4304	165.527	87.2918	165.527	50.2958	165.527	50.1573	165.527	49.9794
171.387	87.6968	171.387	87.6627	171.387	87.4677	171.387	87.2988	171.387	50.3433	171.387	50.1744	171.387	49.9794
177.246	87.775	177.246	87.7233	177.246	87.4446	177.246	87.2274	177.246	50.4753	177.246	50.2581	177.246	49.9794
183.105	87.6863	183.105	87.635	183.105	87.3599	183.105	87.1578	183.105	50.4567	183.105	50.2546	183.105	49.9794
188.965	87.5284	188.965	87.4722	188.965	87.1578	188.965	86.9218	188.965	50.5299	188.965	50.2939	188.965	49.9794
196.289	87.604	196.289	87.5422	196.289	87.1869	196.289	86.8594	196.289	50.6623	196.289	50.3347	196.289	49.9794
203.613	87.5283	203.613	87.4597	203.613	87.0564	203.613	86.6546	203.613	50.7845	203.613	50.3827	203.613	49.9794
210.938	87.5214	210.938	87.4586	210.938	87.0831	210.938	86.6996	210.938	50.7384	210.938	50.3549	210.938	49.9794
218.262	87.2565	218.262	87.1999	218.262	86.8842	218.262	86.6499	218.262	50.5295	218.262	50.2951	218.262	49.9794
225.586	87.1353	225.586	87.0702	225.586	86.7147	225.586	86.4482	225.586	50.6015	225.586	50.3349	225.586	49.9794
232.91	87.0609	232.91	86.9821	232.91	86.5394	232.91	86.168	232.91	50.7935	232.91	50.4221	232.91	49.9794
241.699	86.8389	241.699	86.7682	241.699	86.345	241.699	85.9432	241.699	50.8045	241.699	50.4027	241.699	49.9794
250.488	86.8482	250.488	86.7555	250.488	86.2061	250.488	85.6968	250.488	51.038	250.488	50.5288	250.488	49.9794
259.277	86.7322	259.277	86.6415	259.277	86.1167	259.277	85.5881	259.277	51.0329	259.277	50.5042	259.277	49.9794
268.066	86.4599	268.066	86.3599	268.066	85.8195	268.066	85.3218	268.066	51.0175	268.066	50.5197	268.066	49.9794
276.855	86.2837	276.855	86.1826	276.855	85.6041	276.855	85.1359	276.855	51.026	276.855	50.5578	276.855	49.9794
287.109	86.1443	287.109	86.0486	287.109	85.4914	287.109	84.9526	287.109	51.0754	287.109	50.5366	287.109	49.9794
297.363	86.2041	297.363	86.0711	297.363	85.3705	297.363	84.7886	297.363	51.2619	297.363	50.68	297.363	49.9794
307.617	86.1043	307.617	86.0184	307.617	85.3461	307.617	84.6483	307.617	51.3495	307.617	50.6517	307.617	49.9794
319.336	85.9668	319.336	85.8219	319.336	85.0465	319.336	84.3103	319.336	51.491	319.336	50.7549	319.336	49.9794
329.59	85.4521	329.59	85.378	329.59	84.7314	329.59	83.9167	329.59	51.4407	329.59	50.626	329.59	49.9794
341.309	85.6727	341.309	85.5067	341.309	84.6387	341.309	83.8954	341.309	51.5908	341.309	50.8474	341.309	49.9794
353.027	85.6205	353.027	85.4765	353.027	84.5996	353.027	83.5944	353.027	51.8615	353.027	50.8563	353.027	49.9794
366.211	85.5518	366.211	85.4081	366.211	84.5167	366.211	83.5581	366.211	51.8294	366.211	50.8708	366.211	49.9794
379.395	85.6489	379.395	85.4909	379.395	84.5327	379.395	83.4636	379.395	52.0067	379.395	50.9376	379.395	49.9794
392.578	85.5441	392.578	85.3729	392.578	84.3791	392.578	83.1767	392.578	52.1757	392.578	50.9733	392.578	49.9794
405.762	85.7022	405.762	85.5188	405.762	84.3977	405.762	83.1537	405.762	52.3445	405.762	51.1005	405.762	49.9794
420.41	85.9881	420.41	85.8122	420.41	84.5851	420.41	83.1791	420.41	52.6125	420.41	51.2065	420.41	49.9794
435.059	85.6931	435.059	85.5362	435.059	84.4781	435.059	83.2444	435.059	52.2712	435.059	51.0376	435.059	49.9794
451.172	86.2927	451.172	86.0499	451.172	84.7439	451.172	83.0996	451.172	52.9297	451.172	51.2854	451.172	49.9794
465.82	85.9197	465.82	85.7561	465.82	84.543	465.82	83.0286	465.82	52.7069	465.82	51.1925	465.82	49.9794
483.398	86.2014	483.398	86.0175	483.398	84.7616	483.398	83.0766	483.398	52.9203	483.398	51.2352	483.398	49.9794
499.512	86.206	499.512	86.0042	499.512	84.7279	499.512	83.0804	499.512	52.9032	499.512	51.2557	499.512	49.9794
517.09	86.335	517.09	86.1077	517.09	84.7511	517.09	82.9981	517.09	53.089	517.09	51.336	517.09	49.9794
536.133	85.9259	536.133	85.6959	536.133	84.3733	536.133	82.6548	536.133	53.0205	536.133	51.302	536.133	49.9794
555.176	86.0687	555.176	85.9631	555.176	84.6591	555.176	82.6952	555.176	53.2474	555.176	51.2834	555.176	49.9794
574.219	86.4813	574.219	86.2165	574.219	84.6834	574.219	82.5693	574.219	53.6266	574.219	51.5124	574.219	49.9794
594.727	86.9866	594.727	86.7987	594.727	85.1938	594.727	82.6973	594.727	54.0808	594.727	51.5843	594.727	49.9794
615.234	86.6538	615.234	86.519	615.234	85.1638	615.234	82.7508	615.234	53.7476	615.234	51.3346	615.234	49.9794
637.207	86.0284	637.207	85.8702	637.207	84.6068	637.207	82.3515	637.207	53.4981	637.207	51.2428	637.207	49.9794
659.18	85.2898	659.18	85.1654	659.18	83.8929	659.18	81.8039	659.18	53.3409	659.18	51.2519	659.18	49.9794
682.617	85.4207	682.617	85.3286	682.617	83.9579	682.617	81.7475	682.617	53.5606	682.617	51.3501	682.617	49.9794
