"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	0.242816	20.5078	0.108344
21.9727	0.0391767	21.9727	0.0346125
23.4375	0.0767671	23.4375	0.0514639
24.9023	0.0769454	24.9023	0.0420854
26.3672	0.183025	26.3672	0.085844
27.832	0.185167	27.832	0.0826226
29.2969	0.118954	29.2969	0.0590644
30.7617	0.0754279	30.7617	0.0433339
32.2266	0.123288	32.2266	0.0607559
33.6914	0.241854	33.6914	0.107057
35.1562	0.144271	35.1562	0.0682472
36.6211	0.132405	36.6211	0.0629362
38.0859	0.15121	38.0859	0.0734583
39.5508	0.109435	39.5508	0.0547409
41.0156	0.240223	41.0156	0.100072
42.4805	0.215991	42.4805	0.0955112
43.9453	0.23097	43.9453	0.105639
45.4102	0.199789	45.4102	0.0956424
46.875	0.199306	46.875	0.0917976
48.3398	0.173895	48.3398	0.0808966
51.2695	0.173121	51.2695	0.0841582
52.7344	0.174595	52.7344	0.087334
54.1992	0.18066	54.1992	0.0885315
55.6641	0.221718	55.6641	0.102888
58.5938	0.171897	58.5938	0.0829888
60.0586	0.178986	60.0586	0.0903796
62.9883	0.198605	62.9883	0.0972574
64.4531	0.216982	64.4531	0.104061
67.3828	0.299072	67.3828	0.137612
68.8477	0.292081	68.8477	0.133613
71.7773	0.254968	71.7773	0.119005
74.707	0.222303	74.707	0.108847
77.6367	0.210153	77.6367	0.105838
79.1016	0.239952	79.1016	0.119025
82.0312	0.319486	82.0312	0.14682
84.9609	0.313803	84.9609	0.139251
87.8906	-0.100913	87.8906	-0.00780297
90.8203	0.113808	90.8203	0.0743823
95.2148	0.236803	95.2148	0.1299
98.1445	0.33181	98.1445	0.158344
101.074	0.245218	101.074	0.134366
105.469	0.203467	105.469	0.114079
108.398	0.283597	108.398	0.141531
112.793	0.250929	112.793	0.121405
117.188	0.204794	117.188	0.117355
120.117	0.298816	120.117	0.151719
124.512	0.371302	124.512	0.179987
128.906	0.365908	128.906	0.178661
133.301	0.256684	133.301	0.1401
139.16	0.315775	139.16	0.176283
143.555	0.363754	143.555	0.196211
147.949	0.457549	147.949	0.233678
153.809	0.492025	153.809	0.244242
159.668	0.284854	159.668	0.169353
165.527	0.316449	165.527	0.17786
171.387	0.363915	171.387	0.194955
177.246	0.495875	177.246	0.278658
183.105	0.477261	183.105	0.275172
