"CEA2034"													
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"	
"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"
20.5078	47.2834	20.5078	46.966	20.5078	45.2338	20.5078	43.3427	20.5078	43.6234	20.5078	41.7322	20.5078	40
21.9727	43.5018	21.9727	42.823	21.9727	45.1188	21.9727	46.9816	21.9727	35.8415	21.9727	37.7043	21.9727	40
23.4375	48.0377	23.4375	47.7297	23.4375	48.7797	23.4375	49.883	23.4375	37.8467	23.4375	38.95	23.4375	40
24.9023	49.3317	24.9023	49.0227	24.9023	49.899	24.9023	50.9016	24.9023	38.1211	24.9023	39.1237	24.9023	40
26.3672	53.0148	26.3672	52.8126	26.3672	53.0654	26.3672	53.5401	26.3672	39.2726	26.3672	39.7473	26.3672	40
27.832	53.7631	27.832	53.5361	27.832	53.6618	27.832	54.065	27.832	39.471	27.832	39.8743	27.832	40
29.2969	55.7447	29.2969	55.582	29.2969	55.8941	29.2969	56.3828	29.2969	39.1992	29.2969	39.6879	29.2969	40
30.7617	56.3571	30.7617	56.1661	30.7617	56.2733	30.7617	56.6223	30.7617	39.5437	30.7617	39.8928	30.7617	40
32.2266	57.7591	32.2266	57.6504	32.2266	58.2516	32.2266	58.9059	32.2266	38.7445	32.2266	39.3988	32.2266	40
33.6914	59.5689	33.6914	59.4852	33.6914	59.9753	33.6914	60.5248	33.6914	38.9604	33.6914	39.5099	33.6914	40
35.1562	60.6189	35.1562	60.5361	35.1562	60.9697	35.1562	61.4764	35.1562	39.0597	35.1562	39.5664	35.1562	40
36.6211	61.8223	36.6211	61.7636	36.6211	62.2483	36.6211	62.7717	36.6211	38.9919	36.6211	39.5154	36.6211	40
38.0859	62.9987	38.0859	62.9584	38.0859	63.4992	38.0859	64.0485	38.0859	38.9099	38.0859	39.4592	38.0859	40
39.5508	63.9875	39.5508	63.9616	39.5508	64.5218	39.5508	65.0756	39.5508	38.886	39.5508	39.4398	39.5508	40
41.0156	64.9749	41.0156	64.9618	41.0156	65.5167	41.0156	66.0537	41.0156	38.9082	41.0156	39.4451	41.0156	40
