"Fundamental + Harmonic distortion components"					
"Woofer"		"Tweeter"		"Port"	
"Frequency [Hz]"	"dB - [V]  (rms)"	"Frequency [Hz]"	"dB - [V]  (rms)"	"Frequency [Hz]"	"dB - [V]  (rms)"
6,522.58	72.9627	7,002.69	109.373	6,522.58	58.2001
6,522.95	72.9759	7,003.05	109.373	6,522.95	58.1961
6,523.32	72.9892	7,003.42	109.373	6,523.32	58.192
6,523.68	73.0026	7,003.78	109.372	6,523.68	58.1877
6,524.05	73.016	7,004.15	109.372	6,524.05	58.1832
6,524.41	73.0295	7,004.52	109.372	6,524.41	58.1785
6,524.78	73.043	7,004.88	109.372	6,524.78	58.1735
6,525.15	73.0565	7,005.25	109.372	6,525.15	58.1683
6,525.51	73.0699	7,005.62	109.371	6,525.51	58.1629
6,525.88	73.0834	7,005.98	109.371	6,525.88	58.1571
6,526.25	73.1063	7,006.35	109.371	6,526.25	58.1532
6,526.61	73.1197	7,006.71	109.371	6,526.61	58.1468
6,526.98	73.1331	7,007.08	109.371	6,526.98	58.14
6,527.34	73.1464	7,007.45	109.37	6,527.34	58.1329
6,527.71	73.1596	7,007.81	109.37	6,527.71	58.1255
6,528.08	73.1728	7,008.18	109.37	6,528.08	58.1179
6,528.44	73.1859	7,008.54	109.369	6,528.44	58.1099
6,528.81	73.199	7,008.91	109.369	6,528.81	58.1016
6,529.17	73.212	7,009.28	109.369	6,529.17	58.0931
6,529.54	73.225	7,009.64	109.369	6,529.54	58.0844
6,529.91	73.238	7,010.01	109.368	6,529.91	58.0754
6,530.27	73.2509	7,010.38	109.368	6,530.27	58.0664
6,530.64	73.2639	7,010.74	109.368	6,530.64	58.0573
6,531.01	73.2768	7,011.11	109.368	6,531.01	58.0482
6,531.37	73.2897	7,011.47	109.368	6,531.37	58.0392
6,531.74	73.3026	7,011.84	109.367	6,531.74	58.0304
6,532.1	73.3156	7,012.21	109.367	6,532.1	58.0219
6,532.47	73.3285	7,012.57	109.367	6,532.47	58.0136
6,532.84	73.3415	7,012.94	109.367	6,532.84	58.0058
6,533.2	73.3545	7,013.31	109.366	6,533.2	57.9985
6,533.57	73.3676	7,013.67	109.366	6,533.57	57.9917
6,533.94	73.3781	7,014.04	109.366	6,533.94	57.9922
6,534.3	73.3912	7,014.4	109.366	6,534.3	57.9865
6,534.67	73.4044	7,014.77	109.365	6,534.67	57.9813
6,535.03	73.4176	7,015.14	109.365	6,535.03	57.9768
6,535.4	73.4308	7,015.5	109.365	6,535.4	57.973
6,535.77	73.4441	7,015.87	109.365	6,535.77	57.9697
6,536.13	73.4574	7,016.24	109.365	6,536.13	57.9671
6,536.5	73.4707	7,016.6	109.364	6,536.5	57.965
6,536.87	73.484	7,016.97	109.364	6,536.87	57.9635
6,537.23	73.4974	7,017.33	109.364	6,537.23	57.9625
6,537.6	73.5108	7,017.7	109.364	6,537.6	57.9619
6,537.96	73.5242	7,018.07	109.364	6,537.96	57.9618
6,538.33	73.5376	7,018.43	109.363	6,538.33	57.962
6,538.7	73.5511	7,018.8	109.363	6,538.7	57.9626
6,539.06	73.5646	7,019.17	109.363	6,539.06	57.9635
6,539.43	73.5781	7,019.53	109.363	6,539.43	57.9646
6,539.79	73.5916	7,019.9	109.363	6,539.79	57.9659
6,540.16	73.6051	7,020.26	109.362	6,540.16	57.9674
6,540.53	73.6187	7,020.63	109.362	6,540.53	57.969
6,540.89	73.6323	7,021	109.362	6,540.89	57.9707
6,541.26	73.6459	7,021.36	109.362	6,541.26	57.9725
6,541.63	73.6595	7,021.73	109.362	6,541.63	57.9742
6,541.99	73.6732	7,022.09	109.361	6,541.99	57.976
6,542.36	73.6869	7,022.46	109.361	6,542.36	57.9777
6,542.72	73.7006	7,022.83	109.361	6,542.72	57.9794
6,543.09	73.7143	7,023.19	109.361	6,543.09	57.981
6,543.46	73.7281	7,023.56	109.36	6,543.46	57.9825
6,543.82	73.7419	7,023.93	109.36	6,543.82	57.9838
6,544.19	73.7558	7,024.29	109.36	6,544.19	57.9851
6,544.56	73.7697	7,024.66	109.36	6,544.56	57.9861
6,544.92	73.7836	7,025.02	109.36	6,544.92	57.9869
6,545.29	73.7975	7,025.39	109.359	6,545.29	57.9876
6,545.65	73.8115	7,025.76	109.359	6,545.65	57.988
6,546.02	73.8255	7,026.12	109.359	6,546.02	57.9882
6,546.39	73.8396	7,026.49	109.359	6,546.39	57.9881
6,546.75	73.8537	7,026.86	109.358	6,546.75	57.9878
6,547.12	73.8782	7,027.22	109.358	6,547.12	57.9933
6,547.49	73.8922	7,027.59	109.358	6,547.49	57.9922
6,547.85	73.9063	7,027.95	109.358	6,547.85	57.9908
6,548.22	73.9205	7,028.32	109.358	6,548.22	57.9891
6,548.58	73.9346	7,028.69	109.357	6,548.58	57.9871
6,548.95	73.9488	7,029.05	109.357	6,548.95	57.9848
6,549.32	73.963	7,029.42	109.357	6,549.32	57.9821
6,549.68	73.9772	7,029.79	109.357	6,549.68	57.9791
6,550.05	73.9915	7,030.15	109.356	6,550.05	57.9757
6,550.42	74.0059	7,030.52	109.356	6,550.42	57.972
6,550.78	74.0202	7,030.88	109.356	6,550.78	57.968
6,551.15	74.0347	7,031.25	109.356	6,551.15	57.9636
6,551.51	74.0492	7,031.62	109.356	6,551.51	57.9589
6,551.88	74.0638	7,031.98	109.355	6,551.88	57.9539
6,552.25	74.0785	7,032.35	109.355	6,552.25	57.9486
6,552.61	74.0933	7,032.71	109.355	6,552.61	57.943
6,552.98	74.1082	7,033.08	109.355	6,552.98	57.9372
6,553.34	74.1233	7,033.45	109.355	6,553.34	57.9311
6,553.71	74.1385	7,033.81	109.355	6,553.71	57.9249
6,554.08	74.1538	7,034.18	109.354	6,554.08	57.9185
6,554.44	74.1694	7,034.55	109.354	6,554.44	57.912
6,554.81	74.1851	7,034.91	109.354	6,554.81	57.9055
6,555.18	74.1945	7,035.28	109.354	6,555.18	57.9054
6,555.54	74.2104	7,035.64	109.354	6,555.54	57.8987
6,555.91	74.2267	7,036.01	109.354	6,555.91	57.8921
6,556.27	74.2431	7,036.38	109.354	6,556.27	57.8857
6,556.64	74.2598	7,036.74	109.353	6,556.64	57.8796
6,557.01	74.2768	7,037.11	109.353	6,557.01	57.8737
6,557.37	74.2941	7,037.48	109.353	6,557.37	57.8683
6,557.74	74.3116	7,037.84	109.353	6,557.74	57.8633
6,558.11	74.3294	7,038.21	109.353	6,558.11	57.8588
6,558.47	74.3475	7,038.57	109.353	6,558.47	57.8549
6,558.84	74.3659	7,038.94	109.353	6,558.84	57.8517
6,559.2	74.3845	7,039.31	109.353	6,559.2	57.8491
6,559.57	74.4034	7,039.67	109.353	6,559.57	57.8472
6,559.94	74.4225	7,040.04	109.352	6,559.94	57.8462
6,560.3	74.4419	7,040.41	109.352	6,560.3	57.8459
6,560.67	74.4614	7,040.77	109.352	6,560.67	57.8465
6,561.04	74.4812	7,041.14	109.352	6,561.04	57.848
6,561.4	74.5011	7,041.5	109.352	6,561.4	57.8503
6,561.77	74.5211	7,041.87	109.352	6,561.77	57.8535
6,562.13	74.5412	7,042.24	109.351	6,562.13	57.8576
6,562.5	74.5614	7,042.6	109.351	6,562.5	57.8626
6,562.87	74.5816	7,042.97	109.351	6,562.87	57.8684
6,563.23	74.6019	7,043.33	109.351	6,563.23	57.8751
6,563.6	74.6221	7,043.7	109.351	6,563.6	57.8824
6,563.96	74.6423	7,044.07	109.35	6,563.96	57.8903
6,564.33	74.6625	7,044.43	109.35	6,564.33	57.8987
6,564.7	74.6826	7,044.8	109.35	6,564.7	57.9075
6,565.06	74.7026	7,045.17	109.35	6,565.06	57.9164
6,565.43	74.7225	7,045.53	109.35	6,565.43	57.9253
6,565.8	74.7424	7,045.9	109.349	6,565.8	57.9341
6,566.16	74.7621	7,046.26	109.349	6,566.16	57.9425
6,566.53	74.7818	7,046.63	109.349	6,566.53	57.9504
6,566.89	74.8013	7,047	109.348	6,566.89	57.9578
6,567.26	74.8208	7,047.36	109.348	6,567.26	57.9644
6,567.63	74.8401	7,047.73	109.348	6,567.63	57.9703
6,567.99	74.8594	7,048.1	109.348	6,567.99	57.9753
6,568.36	74.889	7,048.46	109.347	6,568.36	57.9775
6,568.73	74.9082	7,048.83	109.347	6,568.73	57.9799
6,569.09	74.9274	7,049.19	109.347	6,569.09	57.9811
6,569.46	74.9465	7,049.56	109.346	6,569.46	57.9811
6,569.82	74.9656	7,049.93	109.346	6,569.82	57.9797
6,570.19	74.9847	7,050.29	109.345	6,570.19	57.9768
6,570.56	75.0038	7,050.66	109.345	6,570.56	57.9723
6,570.92	75.0229	7,051.03	109.345	6,570.92	57.966
6,571.29	75.042	7,051.39	109.344	6,571.29	57.9575
6,571.66	75.0612	7,051.76	109.344	6,571.66	57.9466
6,572.02	75.0804	7,052.12	109.343	6,572.02	57.9328
6,572.39	75.0997	7,052.49	109.343	6,572.39	57.9152
6,572.75	75.119	7,052.86	109.343	6,572.75	57.8927
6,573.12	75.1385	7,053.22	109.342	6,573.12	57.8637
6,573.49	75.158	7,053.59	109.342	6,573.49	57.8309
6,573.85	75.1776	7,053.96	109.342	6,573.85	57.8036
6,574.22	75.1973	7,054.32	109.341	6,574.22	57.7824
6,574.58	75.2171	7,054.69	109.341	6,574.58	57.7658
6,574.95	75.237	7,055.05	109.34	6,574.95	57.7527
6,575.32	75.2569	7,055.42	109.34	6,575.32	57.7425
6,575.68	75.277	7,055.79	109.34	6,575.68	57.7346
6,576.05	75.2971	7,056.15	109.339	6,576.05	57.7286
6,576.42	75.3077	7,056.52	109.339	6,576.42	57.7226
6,576.78	75.3279	7,056.88	109.339	6,576.78	57.7199
6,577.15	75.3482	7,057.25	109.338	6,577.15	57.7184
6,577.51	75.3685	7,057.62	109.338	6,577.51	57.7182
6,577.88	75.3889	7,057.98	109.338	6,577.88	57.719
6,578.25	75.4092	7,058.35	109.337	6,578.25	57.7207
6,578.61	75.4296	7,058.72	109.337	6,578.61	57.7233
6,578.98	75.4499	7,059.08	109.337	6,578.98	57.7267
6,579.35	75.4702	7,059.45	109.336	6,579.35	57.7309
6,579.71	75.4904	7,059.81	109.336	6,579.71	57.7357
6,580.08	75.5106	7,060.18	109.336	6,580.08	57.7411
6,580.44	75.5306	7,060.55	109.335	6,580.44	57.7471
6,580.81	75.5505	7,060.91	109.335	6,580.81	57.7537
6,581.18	75.5702	7,061.28	109.335	6,581.18	57.7608
6,581.54	75.5898	7,061.65	109.334	6,581.54	57.7683
6,581.91	75.6092	7,062.01	109.334	6,581.91	57.7763
6,582.28	75.6283	7,062.38	109.334	6,582.28	57.7848
6,582.64	75.6472	7,062.74	109.334	6,582.64	57.7936
6,583.01	75.6658	7,063.11	109.333	6,583.01	57.8028
6,583.37	75.6842	7,063.48	109.333	6,583.37	57.8123
6,583.74	75.7024	7,063.84	109.333	6,583.74	57.8222
6,584.11	75.7202	7,064.21	109.333	6,584.11	57.8323
6,584.47	75.7378	7,064.58	109.332	6,584.47	57.8426
6,584.84	75.7551	7,064.94	109.332	6,584.84	57.8531
6,585.21	75.7722	7,065.31	109.332	6,585.21	57.8636
6,585.57	75.789	7,065.67	109.332	6,585.57	57.8742
6,585.94	75.8056	7,066.04	109.331	6,585.94	57.8846
6,586.3	75.822	7,066.41	109.331	6,586.3	57.8948
6,586.67	75.8381	7,066.77	109.331	6,586.67	57.9046
6,587.04	75.8541	7,067.14	109.331	6,587.04	57.9138
6,587.4	75.8699	7,067.5	109.331	6,587.4	57.9224
6,587.77	75.8856	7,067.87	109.331	6,587.77	57.9302
6,588.13	75.9012	7,068.24	109.33	6,588.13	57.9369
6,588.5	75.9167	7,068.6	109.33	6,588.5	57.9426
6,588.87	75.9322	7,068.97	109.33	6,588.87	57.947
6,589.23	75.9545	7,069.34	109.33	6,589.23	57.9447
6,589.6	75.9699	7,069.7	109.33	6,589.6	57.9454
6,589.97	75.9855	7,070.07	109.33	6,589.97	57.9445
6,590.33	76.001	7,070.43	109.329	6,590.33	57.942
6,590.7	76.0168	7,070.8	109.329	6,590.7	57.9381
6,591.06	76.0327	7,071.17	109.329	6,591.06	57.9326
6,591.43	76.0487	7,071.53	109.329	6,591.43	57.9258
6,591.8	76.065	7,071.9	109.329	6,591.8	57.9178
6,592.16	76.0816	7,072.27	109.329	6,592.16	57.9087
6,592.53	76.0983	7,072.63	109.329	6,592.53	57.8988
6,592.9	76.1154	7,073	109.329	6,592.9	57.8884
6,593.26	76.1327	7,073.36	109.329	6,593.26	57.8778
6,593.63	76.1504	7,073.73	109.329	6,593.63	57.8671
6,593.99	76.1683	7,074.1	109.328	6,593.99	57.8566
6,594.36	76.1865	7,074.46	109.328	6,594.36	57.8465
6,594.73	76.205	7,074.83	109.328	6,594.73	57.8368
6,595.09	76.2237	7,075.2	109.328	6,595.09	57.8277
6,595.46	76.2427	7,075.56	109.328	6,595.46	57.8192
6,595.83	76.2619	7,075.93	109.328	6,595.83	57.8113
6,596.19	76.2813	7,076.29	109.328	6,596.19	57.8041
6,596.56	76.3008	7,076.66	109.328	6,596.56	57.7977
6,596.92	76.3205	7,077.03	109.328	6,596.92	57.7921
6,597.29	76.3402	7,077.39	109.328	6,597.29	57.7873
6,597.66	76.3472	7,077.76	109.328	6,597.66	57.7789
6,598.02	76.367	7,078.12	109.328	6,598.02	57.7755
6,598.39	76.3868	7,078.49	109.328	6,598.39	57.7729
6,598.75	76.4066	7,078.86	109.328	6,598.75	57.7715
6,599.12	76.4263	7,079.22	109.328	6,599.12	57.7711
6,599.49	76.446	7,079.59	109.328	6,599.49	57.772
6,599.85	76.4656	7,079.96	109.327	6,599.85	57.7742
6,600.22	76.4851	7,080.32	109.327	6,600.22	57.7778
6,600.59	76.5045	7,080.69	109.327	6,600.59	57.7828
6,600.95	76.5238	7,081.05	109.327	6,600.95	57.7894
6,601.32	76.543	7,081.42	109.327	6,601.32	57.7973
6,601.68	76.5621	7,081.79	109.327	6,601.68	57.8064
6,602.05	76.5811	7,082.15	109.327	6,602.05	57.8166
6,602.42	76.6	7,082.52	109.327	6,602.42	57.8273
6,602.78	76.6189	7,082.89	109.327	6,602.78	57.8382
6,603.15	76.6377	7,083.25	109.327	6,603.15	57.8489
6,603.52	76.6564	7,083.62	109.327	6,603.52	57.8591
6,603.88	76.6751	7,083.98	109.326	6,603.88	57.8687
6,604.25	76.6937	7,084.35	109.326	6,604.25	57.8775
6,604.61	76.7123	7,084.72	109.326	6,604.61	57.8857
6,604.98	76.7309	7,085.08	109.326	6,604.98	57.8932
6,605.35	76.7495	7,085.45	109.326	6,605.35	57.9
6,605.71	76.768	7,085.82	109.326	6,605.71	57.9063
6,606.08	76.7866	7,086.18	109.325	6,606.08	57.9121
6,606.45	76.8051	7,086.55	109.325	6,606.45	57.9174
6,606.81	76.8237	7,086.91	109.325	6,606.81	57.9223
6,607.18	76.8422	7,087.28	109.325	6,607.18	57.9269
6,607.54	76.8607	7,087.65	109.325	6,607.54	57.9312
6,607.91	76.8791	7,088.01	109.325	6,607.91	57.9353
6,608.28	76.8975	7,088.38	109.324	6,608.28	57.9392
6,608.64	76.9159	7,088.75	109.324	6,608.64	57.9429
6,609.01	76.9341	7,089.11	109.324	6,609.01	57.9466
6,609.38	76.9523	7,089.48	109.324	6,609.38	57.9502
6,609.74	76.9704	7,089.84	109.323	6,609.74	57.9538
6,610.11	76.9953	7,090.21	109.323	6,610.11	57.9638
6,610.47	77.0131	7,090.58	109.323	6,610.47	57.9676
6,610.84	77.0307	7,090.94	109.323	6,610.84	57.9715
6,611.21	77.0481	7,091.31	109.323	6,611.21	57.9756
6,611.57	77.0654	7,091.67	109.322	6,611.57	57.9797
6,611.94	77.0825	7,092.04	109.322	6,611.94	57.9841
6,612.3	77.0994	7,092.41	109.322	6,612.3	57.9886
6,612.67	77.1162	7,092.77	109.322	6,612.67	57.9934
6,613.04	77.1327	7,093.14	109.322	6,613.04	57.9985
6,613.4	77.149	7,093.51	109.321	6,613.4	58.0039
6,613.77	77.1652	7,093.87	109.321	6,613.77	58.0097
6,614.14	77.1811	7,094.24	109.321	6,614.14	58.0158
6,614.5	77.1969	7,094.6	109.321	6,614.5	58.0224
6,614.87	77.2125	7,094.97	109.321	6,614.87	58.0294
6,615.23	77.2279	7,095.34	109.321	6,615.23	58.0369
6,615.6	77.2432	7,095.7	109.321	6,615.6	58.0449
6,615.97	77.2584	7,096.07	109.32	6,615.97	58.0534
6,616.33	77.2734	7,096.44	109.32	6,616.33	58.0625
6,616.7	77.2883	7,096.8	109.32	6,616.7	58.0722
6,617.07	77.303	7,097.17	109.32	6,617.07	58.0826
6,617.43	77.3177	7,097.53	109.32	6,617.43	58.0935
6,617.8	77.3324	7,097.9	109.32	6,617.8	58.1052
6,618.16	77.3469	7,098.27	109.32	6,618.16	58.1175
6,618.53	77.3614	7,098.63	109.32	6,618.53	58.1305
6,618.9	77.3674	7,099	109.32	6,618.9	58.1378
6,619.26	77.3818	7,099.37	109.32	6,619.26	58.1514
6,619.63	77.3962	7,099.73	109.32	6,619.63	58.1657
6,620	77.4106	7,100.1	109.32	6,620	58.1807
6,620.36	77.4249	7,100.46	109.32	6,620.36	58.1963
6,620.73	77.4393	7,100.83	109.32	6,620.73	58.2125
6,621.09	77.4536	7,101.2	109.32	6,621.09	58.2293
6,621.46	77.468	7,101.56	109.32	6,621.46	58.2465
6,621.83	77.4824	7,101.93	109.32	6,621.83	58.2641
6,622.19	77.4967	7,102.29	109.32	6,622.19	58.282
6,622.56	77.5111	7,102.66	109.32	6,622.56	58.3
6,622.92	77.5256	7,103.03	109.32	6,622.92	58.318
6,623.29	77.54	7,103.39	109.32	6,623.29	58.3358
6,623.66	77.5544	7,103.76	109.32	6,623.66	58.3533
6,624.02	77.5689	7,104.13	109.32	6,624.02	58.3704
6,624.39	77.5833	7,104.49	109.32	6,624.39	58.3869
6,624.76	77.5978	7,104.86	109.32	6,624.76	58.4026
6,625.12	77.6123	7,105.22	109.32	6,625.12	58.4176
6,625.49	77.6267	7,105.59	109.32	6,625.49	58.4317
6,625.85	77.6411	7,105.96	109.32	6,625.85	58.4449
6,626.22	77.6556	7,106.32	109.319	6,626.22	58.4571
6,626.59	77.67	7,106.69	109.319	6,626.59	58.4684
6,626.95	77.6843	7,107.06	109.319	6,626.95	58.4787
6,627.32	77.6986	7,107.42	109.319	6,627.32	58.4879
6,627.69	77.7129	7,107.79	109.319	6,627.69	58.4962
6,628.05	77.7272	7,108.15	109.319	6,628.05	58.5034
6,628.42	77.7414	7,108.52	109.319	6,628.42	58.5096
6,628.78	77.7555	7,108.89	109.319	6,628.78	58.5148
6,629.15	77.7696	7,109.25	109.319	6,629.15	58.5189
6,629.52	77.7837	7,109.62	109.319	6,629.52	58.522
6,629.88	77.7977	7,109.99	109.319	6,629.88	58.524
6,630.25	77.8116	7,110.35	109.319	6,630.25	58.525
6,630.62	77.8255	7,110.72	109.319	6,630.62	58.5247
6,630.98	77.8446	7,111.08	109.319	6,630.98	58.5171
6,631.35	77.8584	7,111.45	109.319	6,631.35	58.5133
6,631.71	77.8721	7,111.82	109.319	6,631.71	58.5081
6,632.08	77.8859	7,112.18	109.319	6,632.08	58.5013
6,632.45	77.8996	7,112.55	109.318	6,632.45	58.4928
6,632.81	77.9133	7,112.92	109.318	6,632.81	58.4823
6,633.18	77.9269	7,113.28	109.318	6,633.18	58.4696
6,633.54	77.9406	7,113.65	109.318	6,633.54	58.4542
6,633.91	77.9543	7,114.01	109.318	6,633.91	58.4356
6,634.28	77.968	7,114.38	109.318	6,634.28	58.4127
6,634.64	77.9817	7,114.75	109.318	6,634.64	58.3839
6,635.01	77.9955	7,115.11	109.318	6,635.01	58.3455
6,635.38	78.0094	7,115.48	109.318	6,635.38	58.3
6,635.74	78.0233	7,115.84	109.318	6,635.74	58.2661
6,636.11	78.0373	7,116.21	109.318	6,636.11	58.2391
6,636.47	78.0514	7,116.58	109.318	6,636.47	58.2166
6,636.84	78.0656	7,116.94	109.318	6,636.84	58.1971
6,637.21	78.08	7,117.31	109.317	6,637.21	58.18
6,637.57	78.0945	7,117.68	109.317	6,637.57	58.1646
6,637.94	78.1092	7,118.04	109.317	6,637.94	58.1506
6,638.31	78.124	7,118.41	109.317	6,638.31	58.1376
6,638.67	78.1391	7,118.77	109.317	6,638.67	58.1254
6,639.04	78.1544	7,119.14	109.317	6,639.04	58.1138
6,639.4	78.1699	7,119.51	109.317	6,639.4	58.1027
6,639.77	78.1857	7,119.87	109.317	6,639.77	58.0919
6,640.14	78.2017	7,120.24	109.317	6,640.14	58.0814
6,640.5	78.2053	7,120.61	109.317	6,640.5	58.0746
6,640.87	78.2215	7,120.97	109.317	6,640.87	58.0647
6,641.24	78.238	7,121.34	109.317	6,641.24	58.0549
6,641.6	78.2548	7,121.7	109.317	6,641.6	58.0451
6,641.97	78.2718	7,122.07	109.317	6,641.97	58.0351
6,642.33	78.2889	7,122.44	109.317	6,642.33	58.0251
6,642.7	78.3063	7,122.8	109.317	6,642.7	58.015
6,643.07	78.3239	7,123.17	109.317	6,643.07	58.0048
6,643.43	78.3415	7,123.54	109.317	6,643.43	57.9944
6,643.8	78.3593	7,123.9	109.317	6,643.8	57.9839
6,644.17	78.377	7,124.27	109.317	6,644.17	57.9733
6,644.53	78.3947	7,124.63	109.317	6,644.53	57.9626
6,644.9	78.4123	7,125	109.317	6,644.9	57.9518
6,645.26	78.4298	7,125.37	109.317	6,645.26	57.941
6,645.63	78.4472	7,125.73	109.316	6,645.63	57.9301
6,646	78.4643	7,126.1	109.316	6,646	57.9191
6,646.36	78.4811	7,126.46	109.316	6,646.36	57.9082
6,646.73	78.4977	7,126.83	109.316	6,646.73	57.8973
6,647.09	78.514	7,127.2	109.316	6,647.09	57.8865
6,647.46	78.53	7,127.56	109.316	6,647.46	57.8757
6,647.83	78.5457	7,127.93	109.316	6,647.83	57.8651
6,648.19	78.561	7,128.3	109.316	6,648.19	57.8545
6,648.56	78.5761	7,128.66	109.316	6,648.56	57.8442
6,648.93	78.5908	7,129.03	109.316	6,648.93	57.8341
6,649.29	78.6053	7,129.39	109.316	6,649.29	57.8241
6,649.66	78.6195	7,129.76	109.316	6,649.66	57.8144
6,650.02	78.6334	7,130.13	109.316	6,650.02	57.8049
6,650.39	78.647	7,130.49	109.316	6,650.39	57.7956
6,650.76	78.6604	7,130.86	109.316	6,650.76	57.7866
6,651.12	78.6736	7,131.23	109.316	6,651.12	57.7778
6,651.49	78.6866	7,131.59	109.316	6,651.49	57.7692
6,651.86	78.703	7,131.96	109.316	6,651.86	57.7583
6,652.22	78.7156	7,132.32	109.316	6,652.22	57.7501
6,652.59	78.7281	7,132.69	109.316	6,652.59	57.742
6,652.95	78.7403	7,133.06	109.316	6,652.95	57.7341
6,653.32	78.7525	7,133.42	109.316	6,653.32	57.7263
6,653.69	78.7646	7,133.79	109.316	6,653.69	57.7186
6,654.05	78.7766	7,134.16	109.316	6,654.05	57.711
6,654.42	78.7885	7,134.52	109.316	6,654.42	57.7033
6,654.79	78.8003	7,134.89	109.316	6,654.79	57.6957
6,655.15	78.8121	7,135.25	109.316	6,655.15	57.6881
6,655.52	78.8238	7,135.62	109.316	6,655.52	57.6804
6,655.88	78.8355	7,135.99	109.316	6,655.88	57.6726
6,656.25	78.8472	7,136.35	109.316	6,656.25	57.6648
6,656.62	78.8589	7,136.72	109.316	6,656.62	57.6568
6,656.98	78.8706	7,137.08	109.316	6,656.98	57.6487
6,657.35	78.8822	7,137.45	109.316	6,657.35	57.6406
6,657.71	78.8938	7,137.82	109.316	6,657.71	57.6323
6,658.08	78.9055	7,138.18	109.316	6,658.08	57.624
6,658.45	78.9171	7,138.55	109.316	6,658.45	57.6156
6,658.81	78.9287	7,138.92	109.316	6,658.81	57.6073
6,659.18	78.9402	7,139.28	109.316	6,659.18	57.599
6,659.55	78.9518	7,139.65	109.316	6,659.55	57.5908
6,659.91	78.9633	7,140.01	109.316	6,659.91	57.5827
6,660.28	78.9748	7,140.38	109.317	6,660.28	57.5749
6,660.64	78.9862	7,140.75	109.317	6,660.64	57.5674
6,661.01	78.9976	7,141.11	109.317	6,661.01	57.5603
6,661.38	79.0089	7,141.48	109.317	6,661.38	57.5536
6,661.74	79.0113	7,141.85	109.317	6,661.74	57.5464
6,662.11	79.0224	7,142.21	109.317	6,662.11	57.5403
6,662.48	79.0336	7,142.58	109.317	6,662.48	57.5347
6,662.84	79.0446	7,142.94	109.317	6,662.84	57.5297
6,663.21	79.0555	7,143.31	109.317	6,663.21	57.5253
6,663.57	79.0664	7,143.68	109.317	6,663.57	57.5216
6,663.94	79.0771	7,144.04	109.317	6,663.94	57.5185
6,664.31	79.0878	7,144.41	109.317	6,664.31	57.5161
6,664.67	79.0983	7,144.78	109.317	6,664.67	57.5144
6,665.04	79.1088	7,145.14	109.317	6,665.04	57.5133
6,665.41	79.1191	7,145.51	109.318	6,665.41	57.5129
6,665.77	79.1294	7,145.87	109.318	6,665.77	57.5133
6,666.14	79.1396	7,146.24	109.318	6,666.14	57.5143
6,666.5	79.1497	7,146.61	109.318	6,666.5	57.516
6,666.87	79.1597	7,146.97	109.318	6,666.87	57.5183
6,667.24	79.1696	7,147.34	109.318	6,667.24	57.5214
6,667.6	79.1795	7,147.71	109.318	6,667.6	57.5251
6,667.97	79.1893	7,148.07	109.318	6,667.97	57.5296
6,668.33	79.1991	7,148.44	109.318	6,668.33	57.5347
6,668.7	79.2088	7,148.8	109.318	6,668.7	57.5406
6,669.07	79.2184	7,149.17	109.318	6,669.07	57.5471
6,669.43	79.2281	7,149.54	109.318	6,669.43	57.5544
6,669.8	79.2377	7,149.9	109.318	6,669.8	57.5623
6,670.17	79.2474	7,150.27	109.318	6,670.17	57.5709
6,670.53	79.257	7,150.63	109.318	6,670.53	57.5799
6,670.9	79.2667	7,151	109.318	6,670.9	57.5893
6,671.26	79.2764	7,151.37	109.318	6,671.26	57.5986
6,671.63	79.2862	7,151.73	109.318	6,671.63	57.6076
6,672	79.296	7,152.1	109.318	6,672	57.6158
6,672.36	79.3058	7,152.47	109.318	6,672.36	57.6229
6,672.73	79.3158	7,152.83	109.319	6,672.73	57.6287
6,673.1	79.327	7,153.2	109.319	6,673.1	57.6223
6,673.46	79.3371	7,153.56	109.319	6,673.46	57.6248
6,673.83	79.3473	7,153.93	109.319	6,673.83	57.6258
6,674.19	79.3577	7,154.3	109.319	6,674.19	57.6253
6,674.56	79.3681	7,154.66	109.319	6,674.56	57.6235
6,674.93	79.3786	7,155.03	109.319	6,674.93	57.6205
6,675.29	79.3892	7,155.4	109.319	6,675.29	57.6164
6,675.66	79.4	7,155.76	109.319	6,675.66	57.6113
6,676.03	79.4109	7,156.13	109.319	6,676.03	57.6053
6,676.39	79.4218	7,156.49	109.319	6,676.39	57.5984
6,676.76	79.433	7,156.86	109.319	6,676.76	57.5908
6,677.12	79.4442	7,157.23	109.319	6,677.12	57.5825
6,677.49	79.4555	7,157.59	109.319	6,677.49	57.5736
6,677.86	79.4669	7,157.96	109.319	6,677.86	57.5641
6,678.22	79.4784	7,158.33	109.319	6,678.22	57.5541
6,678.59	79.49	7,158.69	109.319	6,678.59	57.5436
6,678.96	79.5017	7,159.06	109.319	6,678.96	57.5325
6,679.32	79.5134	7,159.42	109.319	6,679.32	57.521
6,679.69	79.5251	7,159.79	109.319	6,679.69	57.509
6,680.05	79.5369	7,160.16	109.319	6,680.05	57.4965
6,680.42	79.5487	7,160.52	109.319	6,680.42	57.4836
6,680.79	79.5604	7,160.89	109.319	6,680.79	57.4703
6,681.15	79.5722	7,161.25	109.319	6,681.15	57.4565
6,681.52	79.5838	7,161.62	109.319	6,681.52	57.4422
6,681.88	79.5954	7,161.99	109.319	6,681.88	57.4276
6,682.25	79.6069	7,162.35	109.319	6,682.25	57.4125
