"Fundamental + Harmonic distortion components"					
"Woofer"		"Tweeter"		"Port"	
"Frequency [Hz]"	"dB - [V]  (rms)"	"Frequency [Hz]"	"dB - [V]  (rms)"	"Frequency [Hz]"	"dB - [V]  (rms)"
8,865.23	81.0015	9,345.34	109.929	8,865.23	55.4378
8,865.6	80.9963	9,345.7	109.93	8,865.6	55.4315
8,865.97	80.9912	9,346.07	109.93	8,865.97	55.4255
8,866.33	80.986	9,346.44	109.931	8,866.33	55.4199
8,866.7	80.9809	9,346.8	109.931	8,866.7	55.4148
8,867.07	80.9759	9,347.17	109.932	8,867.07	55.4102
8,867.43	80.9708	9,347.53	109.932	8,867.43	55.4063
8,867.8	80.9658	9,347.9	109.933	8,867.8	55.4031
8,868.16	80.9609	9,348.27	109.933	8,868.16	55.4007
8,868.53	80.956	9,348.63	109.934	8,868.53	55.3992
8,868.9	80.9512	9,349	109.934	8,868.9	55.3984
8,869.26	80.9464	9,349.37	109.935	8,869.26	55.3986
8,869.63	80.9416	9,349.73	109.936	8,869.63	55.3995
8,870	80.9369	9,350.1	109.936	8,870	55.4011
8,870.36	80.9323	9,350.46	109.937	8,870.36	55.4034
8,870.73	80.9277	9,350.83	109.937	8,870.73	55.4063
8,871.09	80.9231	9,351.2	109.938	8,871.09	55.4096
8,871.46	80.9187	9,351.56	109.938	8,871.46	55.4133
8,871.83	80.9142	9,351.93	109.939	8,871.83	55.4171
8,872.19	80.9099	9,352.29	109.939	8,872.19	55.421
8,872.56	80.9056	9,352.66	109.94	8,872.56	55.4248
8,872.92	80.9005	9,353.03	109.941	8,872.92	55.4251
8,873.29	80.8963	9,353.39	109.941	8,873.29	55.4292
8,873.66	80.8923	9,353.76	109.942	8,873.66	55.433
8,874.02	80.8883	9,354.13	109.942	8,874.02	55.4367
8,874.39	80.8844	9,354.49	109.943	8,874.39	55.44
8,874.76	80.8805	9,354.86	109.943	8,874.76	55.4431
8,875.12	80.8768	9,355.22	109.944	8,875.12	55.446
8,875.49	80.8731	9,355.59	109.945	8,875.49	55.4486
8,875.85	80.8695	9,355.96	109.945	8,875.85	55.4509
8,876.22	80.866	9,356.32	109.946	8,876.22	55.4531
8,876.59	80.8625	9,356.69	109.946	8,876.59	55.455
8,876.95	80.8591	9,357.06	109.947	8,876.95	55.4566
8,877.32	80.8558	9,357.42	109.947	8,877.32	55.4581
8,877.69	80.8526	9,357.79	109.948	8,877.69	55.4594
8,878.05	80.8494	9,358.15	109.948	8,878.05	55.4605
8,878.42	80.8463	9,358.52	109.949	8,878.42	55.4615
8,878.78	80.8459	9,358.89	109.949	8,878.78	55.4636
8,879.15	80.8428	9,359.25	109.95	8,879.15	55.4646
8,879.52	80.8398	9,359.62	109.95	8,879.52	55.4655
8,879.88	80.8369	9,359.99	109.951	8,879.88	55.4662
8,880.25	80.834	9,360.35	109.951	8,880.25	55.4668
8,880.62	80.8311	9,360.72	109.952	8,880.62	55.4672
8,880.98	80.8283	9,361.08	109.952	8,880.98	55.4675
8,881.35	80.8255	9,361.45	109.952	8,881.35	55.4678
8,881.71	80.8227	9,361.82	109.953	8,881.71	55.4679
8,882.08	80.8199	9,362.18	109.953	8,882.08	55.4679
8,882.45	80.8171	9,362.55	109.954	8,882.45	55.4679
8,882.81	80.8144	9,362.92	109.954	8,882.81	55.4678
8,883.18	80.8116	9,363.28	109.955	8,883.18	55.4676
8,883.54	80.8089	9,363.65	109.955	8,883.54	55.4674
8,883.91	80.8061	9,364.01	109.956	8,883.91	55.4672
8,884.28	80.8034	9,364.38	109.956	8,884.28	55.4669
8,884.64	80.8006	9,364.75	109.957	8,884.64	55.4666
8,885.01	80.7979	9,365.11	109.957	8,885.01	55.4663
8,885.38	80.7951	9,365.48	109.957	8,885.38	55.466
8,885.74	80.7924	9,365.84	109.958	8,885.74	55.4658
8,886.11	80.7896	9,366.21	109.958	8,886.11	55.4656
8,886.47	80.7868	9,366.58	109.959	8,886.47	55.4654
8,886.84	80.784	9,366.94	109.959	8,886.84	55.4653
8,887.21	80.7812	9,367.31	109.96	8,887.21	55.4652
8,887.57	80.7784	9,367.68	109.96	8,887.57	55.4653
8,887.94	80.7756	9,368.04	109.961	8,887.94	55.4655
8,888.31	80.7728	9,368.41	109.961	8,888.31	55.4657
8,888.67	80.77	9,368.77	109.961	8,888.67	55.4662
8,889.04	80.7672	9,369.14	109.962	8,889.04	55.4668
8,889.4	80.7644	9,369.51	109.962	8,889.4	55.4675
8,889.77	80.7616	9,369.87	109.962	8,889.77	55.4685
8,890.14	80.7588	9,370.24	109.963	8,890.14	55.4696
8,890.5	80.756	9,370.61	109.963	8,890.5	55.471
8,890.87	80.7532	9,370.97	109.964	8,890.87	55.4726
8,891.24	80.7505	9,371.34	109.964	8,891.24	55.4744
8,891.6	80.7477	9,371.7	109.965	8,891.6	55.4765
8,891.97	80.7449	9,372.07	109.965	8,891.97	55.4788
8,892.33	80.7422	9,372.44	109.966	8,892.33	55.4814
8,892.7	80.7394	9,372.8	109.966	8,892.7	55.4842
8,893.07	80.7367	9,373.17	109.967	8,893.07	55.4872
8,893.43	80.7339	9,373.54	109.967	8,893.43	55.4903
8,893.8	80.7314	9,373.9	109.967	8,893.8	55.4915
8,894.17	80.7287	9,374.27	109.968	8,894.17	55.4943
8,894.53	80.726	9,374.63	109.968	8,894.53	55.497
8,894.9	80.7233	9,375	109.969	8,894.9	55.4994
8,895.26	80.7206	9,375.37	109.969	8,895.26	55.5015
8,895.63	80.7178	9,375.73	109.97	8,895.63	55.503
8,896	80.715	9,376.1	109.97	8,896	55.5037
8,896.36	80.7123	9,376.46	109.971	8,896.36	55.5036
8,896.73	80.7094	9,376.83	109.971	8,896.73	55.5024
8,897.09	80.7066	9,377.2	109.972	8,897.09	55.5001
8,897.46	80.7037	9,377.56	109.972	8,897.46	55.4965
8,897.83	80.7008	9,377.93	109.973	8,897.83	55.4916
8,898.19	80.6978	9,378.3	109.973	8,898.19	55.4854
8,898.56	80.6948	9,378.66	109.974	8,898.56	55.478
8,898.93	80.6918	9,379.03	109.974	8,898.93	55.4695
8,899.29	80.6887	9,379.39	109.974	8,899.29	55.4602
8,899.66	80.6855	9,379.76	109.975	8,899.66	55.4504
8,900.02	80.6859	9,380.13	109.975	8,900.02	55.439
8,900.39	80.6827	9,380.49	109.976	8,900.39	55.4297
8,900.76	80.6794	9,380.86	109.976	8,900.76	55.4206
8,901.12	80.6761	9,381.23	109.977	8,901.12	55.4119
8,901.49	80.6727	9,381.59	109.977	8,901.49	55.4036
8,901.86	80.6693	9,381.96	109.978	8,901.86	55.3956
8,902.22	80.6658	9,382.32	109.978	8,902.22	55.3881
8,902.59	80.6623	9,382.69	109.979	8,902.59	55.3809
8,902.95	80.6588	9,383.06	109.979	8,902.95	55.3741
8,903.32	80.6552	9,383.42	109.979	8,903.32	55.3675
8,903.69	80.6515	9,383.79	109.98	8,903.69	55.3612
8,904.05	80.6479	9,384.16	109.98	8,904.05	55.355
8,904.42	80.6442	9,384.52	109.981	8,904.42	55.3491
8,904.79	80.6406	9,384.89	109.981	8,904.79	55.3433
8,905.15	80.6369	9,385.25	109.982	8,905.15	55.3376
8,905.52	80.6332	9,385.62	109.982	8,905.52	55.332
8,905.88	80.6296	9,385.99	109.983	8,905.88	55.3265
8,906.25	80.6259	9,386.35	109.983	8,906.25	55.321
8,906.62	80.6223	9,386.72	109.984	8,906.62	55.3156
8,906.98	80.6188	9,387.08	109.984	8,906.98	55.3101
8,907.35	80.6152	9,387.45	109.985	8,907.35	55.3046
8,907.71	80.6118	9,387.82	109.985	8,907.71	55.299
8,908.08	80.6084	9,388.18	109.985	8,908.08	55.2934
8,908.45	80.605	9,388.55	109.986	8,908.45	55.2877
8,908.81	80.6018	9,388.92	109.986	8,908.81	55.2819
8,909.18	80.5986	9,389.28	109.987	8,909.18	55.2759
8,909.55	80.5955	9,389.65	109.987	8,909.55	55.2697
8,909.91	80.5924	9,390.01	109.988	8,909.91	55.2634
8,910.28	80.5895	9,390.38	109.988	8,910.28	55.2569
8,910.64	80.5867	9,390.75	109.988	8,910.64	55.2501
8,911.01	80.5839	9,391.11	109.989	8,911.01	55.243
8,911.38	80.5813	9,391.48	109.989	8,911.38	55.2355
8,911.74	80.5787	9,391.85	109.99	8,911.74	55.2277
8,912.11	80.5763	9,392.21	109.99	8,912.11	55.2194
8,912.48	80.5739	9,392.58	109.991	8,912.48	55.2106
8,912.84	80.5717	9,392.94	109.991	8,912.84	55.2011
8,913.21	80.5695	9,393.31	109.992	8,913.21	55.1909
8,913.57	80.5674	9,393.68	109.992	8,913.57	55.1798
8,913.94	80.5654	9,394.04	109.992	8,913.94	55.1676
8,914.31	80.5636	9,394.41	109.993	8,914.31	55.154
8,914.67	80.5631	9,394.78	109.993	8,914.67	55.1224
8,915.04	80.5614	9,395.14	109.994	8,915.04	55.1013
8,915.41	80.5599	9,395.51	109.994	8,915.41	55.0747
8,915.77	80.5583	9,395.87	109.995	8,915.77	55.0358
8,916.14	80.5569	9,396.24	109.995	8,916.14	55.0026
8,916.5	80.5556	9,396.61	109.996	8,916.5	54.9785
8,916.87	80.5543	9,396.97	109.996	8,916.87	54.9592
8,917.24	80.553	9,397.34	109.997	8,917.24	54.9431
8,917.6	80.5519	9,397.71	109.997	8,917.6	54.9292
8,917.97	80.5508	9,398.07	109.998	8,917.97	54.9172
8,918.33	80.5498	9,398.44	109.998	8,918.33	54.9065
8,918.7	80.5488	9,398.8	109.999	8,918.7	54.897
8,919.07	80.5479	9,399.17	109.999	8,919.07	54.8885
8,919.43	80.547	9,399.54	110	8,919.43	54.8807
8,919.8	80.5462	9,399.9	110	8,919.8	54.8736
8,920.17	80.5454	9,400.27	110.001	8,920.17	54.8671
8,920.53	80.5447	9,400.63	110.001	8,920.53	54.861
8,920.9	80.544	9,401	110.002	8,920.9	54.8554
8,921.26	80.5456	9,401.37	110.002	8,921.26	54.8542
8,921.63	80.5449	9,401.73	110.003	8,921.63	54.8495
8,922	80.5442	9,402.1	110.003	8,922	54.8451
8,922.36	80.5436	9,402.47	110.004	8,922.36	54.8409
8,922.73	80.5429	9,402.83	110.004	8,922.73	54.837
8,923.1	80.5423	9,403.2	110.005	8,923.1	54.8333
8,923.46	80.5417	9,403.56	110.005	8,923.46	54.8298
8,923.83	80.5411	9,403.93	110.006	8,923.83	54.8265
8,924.19	80.5404	9,404.3	110.006	8,924.19	54.8234
8,924.56	80.5398	9,404.66	110.007	8,924.56	54.8205
8,924.93	80.5391	9,405.03	110.007	8,924.93	54.8179
8,925.29	80.5385	9,405.4	110.008	8,925.29	54.8154
8,925.66	80.5378	9,405.76	110.008	8,925.66	54.8132
8,926.03	80.537	9,406.13	110.009	8,926.03	54.8112
8,926.39	80.5363	9,406.49	110.009	8,926.39	54.8094
8,926.76	80.5355	9,406.86	110.01	8,926.76	54.8079
8,927.12	80.5347	9,407.23	110.01	8,927.12	54.8066
8,927.49	80.5338	9,407.59	110.011	8,927.49	54.8055
8,927.86	80.5329	9,407.96	110.011	8,927.86	54.8047
8,928.22	80.532	9,408.33	110.012	8,928.22	54.8041
8,928.59	80.531	9,408.69	110.012	8,928.59	54.8038
8,928.96	80.5299	9,409.06	110.013	8,928.96	54.8038
8,929.32	80.5288	9,409.42	110.013	8,929.32	54.8039
8,929.69	80.5277	9,409.79	110.013	8,929.69	54.8044
8,930.05	80.5266	9,410.16	110.014	8,930.05	54.805
8,930.42	80.5253	9,410.52	110.014	8,930.42	54.8058
8,930.79	80.5241	9,410.89	110.015	8,930.79	54.8067
8,931.15	80.5228	9,411.25	110.015	8,931.15	54.8077
8,931.52	80.5214	9,411.62	110.016	8,931.52	54.8086
8,931.88	80.5201	9,411.99	110.016	8,931.88	54.8095
8,932.25	80.5187	9,412.35	110.017	8,932.25	54.8101
8,932.62	80.5172	9,412.72	110.017	8,932.62	54.8103
8,932.98	80.5157	9,413.09	110.017	8,932.98	54.8101
8,933.35	80.5142	9,413.45	110.018	8,933.35	54.8093
8,933.72	80.5126	9,413.82	110.018	8,933.72	54.8079
8,934.08	80.5111	9,414.18	110.019	8,934.08	54.8057
8,934.45	80.5095	9,414.55	110.019	8,934.45	54.8026
8,934.81	80.5078	9,414.92	110.02	8,934.81	54.7988
8,935.18	80.5061	9,415.28	110.02	8,935.18	54.7941
8,935.55	80.5057	9,415.65	110.021	8,935.55	54.7856
8,935.91	80.5039	9,416.02	110.021	8,935.91	54.7792
8,936.28	80.5022	9,416.38	110.022	8,936.28	54.7722
8,936.65	80.5004	9,416.75	110.022	8,936.65	54.7648
8,937.01	80.4987	9,417.11	110.023	8,937.01	54.7569
8,937.38	80.4969	9,417.48	110.024	8,937.38	54.7487
8,937.74	80.4951	9,417.85	110.024	8,937.74	54.7403
8,938.11	80.4933	9,418.21	110.025	8,938.11	54.7317
8,938.48	80.4914	9,418.58	110.025	8,938.48	54.7231
8,938.84	80.4896	9,418.95	110.025	8,938.84	54.7144
8,939.21	80.4878	9,419.31	110.026	8,939.21	54.7058
8,939.58	80.486	9,419.68	110.026	8,939.58	54.6972
8,939.94	80.4842	9,420.04	110.027	8,939.94	54.6887
8,940.31	80.4823	9,420.41	110.027	8,940.31	54.6802
8,940.67	80.4805	9,420.78	110.028	8,940.67	54.6719
8,941.04	80.4788	9,421.14	110.028	8,941.04	54.6637
8,941.41	80.477	9,421.51	110.029	8,941.41	54.6556
8,941.77	80.4752	9,421.88	110.029	8,941.77	54.6476
8,942.14	80.4735	9,422.24	110.03	8,942.14	54.6397
8,942.5	80.4745	9,422.61	110.03	8,942.5	54.64
8,942.87	80.4728	9,422.97	110.031	8,942.87	54.6325
8,943.24	80.4711	9,423.34	110.031	8,943.24	54.625
8,943.6	80.4695	9,423.71	110.032	8,943.6	54.6176
8,943.97	80.4678	9,424.07	110.032	8,943.97	54.6102
8,944.34	80.4662	9,424.44	110.033	8,944.34	54.603
8,944.7	80.4647	9,424.8	110.033	8,944.7	54.5958
8,945.07	80.4631	9,425.17	110.034	8,945.07	54.5887
8,945.43	80.4616	9,425.54	110.034	8,945.43	54.5816
8,945.8	80.4601	9,425.9	110.035	8,945.8	54.5746
8,946.17	80.4587	9,426.27	110.035	8,946.17	54.5676
8,946.53	80.4572	9,426.64	110.036	8,946.53	54.5607
8,946.9	80.4558	9,427	110.036	8,946.9	54.5538
8,947.27	80.4545	9,427.37	110.037	8,947.27	54.5469
8,947.63	80.4531	9,427.73	110.037	8,947.63	54.5401
8,948	80.4518	9,428.1	110.038	8,948	54.5333
8,948.36	80.4505	9,428.47	110.038	8,948.36	54.5264
8,948.73	80.4492	9,428.83	110.039	8,948.73	54.5196
8,949.1	80.448	9,429.2	110.039	8,949.1	54.5128
8,949.46	80.4468	9,429.57	110.04	8,949.46	54.5059
8,949.83	80.4456	9,429.93	110.04	8,949.83	54.4991
8,950.2	80.4444	9,430.3	110.041	8,950.2	54.4921
8,950.56	80.4433	9,430.66	110.041	8,950.56	54.4852
8,950.93	80.4421	9,431.03	110.042	8,950.93	54.4782
8,951.29	80.441	9,431.4	110.042	8,951.29	54.4711
8,951.66	80.44	9,431.76	110.043	8,951.66	54.464
8,952.03	80.4389	9,432.13	110.043	8,952.03	54.4568
8,952.39	80.4379	9,432.5	110.044	8,952.39	54.4495
8,952.76	80.4368	9,432.86	110.044	8,952.76	54.4421
8,953.12	80.4359	9,433.23	110.044	8,953.12	54.4345
8,953.49	80.4349	9,433.59	110.045	8,953.49	54.4269
8,953.86	80.434	9,433.96	110.045	8,953.86	54.4191
8,954.22	80.4331	9,434.33	110.046	8,954.22	54.4112
8,954.59	80.4322	9,434.69	110.046	8,954.59	54.4031
8,954.96	80.4313	9,435.06	110.047	8,954.96	54.3949
8,955.32	80.4305	9,435.42	110.047	8,955.32	54.3866
8,955.69	80.4297	9,435.79	110.047	8,955.69	54.3783
8,956.05	80.429	9,436.16	110.048	8,956.05	54.3699
8,956.42	80.4294	9,436.52	110.048	8,956.42	54.3509
8,956.79	80.4288	9,436.89	110.049	8,956.79	54.3421
8,957.15	80.4282	9,437.26	110.049	8,957.15	54.3339
8,957.52	80.4276	9,437.62	110.05	8,957.52	54.3263
8,957.89	80.427	9,437.99	110.05	8,957.89	54.3196
8,958.25	80.4265	9,438.35	110.051	8,958.25	54.3138
8,958.62	80.426	9,438.72	110.051	8,958.62	54.3089
8,958.98	80.4256	9,439.09	110.052	8,958.98	54.3046
8,959.35	80.4252	9,439.45	110.052	8,959.35	54.3007
8,959.72	80.4248	9,439.82	110.052	8,959.72	54.2967
8,960.08	80.4244	9,440.19	110.053	8,960.08	54.2923
8,960.45	80.4241	9,440.55	110.053	8,960.45	54.2875
8,960.82	80.4237	9,440.92	110.054	8,960.82	54.2819
8,961.18	80.4234	9,441.28	110.054	8,961.18	54.2754
8,961.55	80.4231	9,441.65	110.054	8,961.55	54.2681
8,961.91	80.4228	9,442.02	110.055	8,961.91	54.2599
8,962.28	80.4225	9,442.38	110.055	8,962.28	54.2507
8,962.65	80.4223	9,442.75	110.056	8,962.65	54.2405
8,963.01	80.422	9,443.12	110.056	8,963.01	54.2293
8,963.38	80.4217	9,443.48	110.057	8,963.38	54.217
8,963.75	80.4233	9,443.85	110.057	8,963.75	54.205
8,964.11	80.423	9,444.21	110.057	8,964.11	54.1911
8,964.48	80.4227	9,444.58	110.058	8,964.48	54.1761
8,964.84	80.4224	9,444.95	110.058	8,964.84	54.1602
8,965.21	80.422	9,445.31	110.059	8,965.21	54.1437
8,965.58	80.4216	9,445.68	110.059	8,965.58	54.1269
8,965.94	80.4212	9,446.04	110.059	8,965.94	54.1102
8,966.31	80.4208	9,446.41	110.06	8,966.31	54.094
8,966.67	80.4203	9,446.78	110.06	8,966.67	54.0786
8,967.04	80.4198	9,447.14	110.061	8,967.04	54.0641
8,967.41	80.4193	9,447.51	110.061	8,967.41	54.0506
8,967.77	80.4187	9,447.88	110.061	8,967.77	54.0382
8,968.14	80.4181	9,448.24	110.062	8,968.14	54.0267
8,968.51	80.4175	9,448.61	110.062	8,968.51	54.0162
8,968.87	80.4168	9,448.97	110.063	8,968.87	54.0066
8,969.24	80.4161	9,449.34	110.063	8,969.24	53.9978
8,969.6	80.4153	9,449.71	110.063	8,969.6	53.9899
8,969.97	80.4146	9,450.07	110.064	8,969.97	53.9827
8,970.34	80.4138	9,450.44	110.064	8,970.34	53.9762
8,970.7	80.4129	9,450.81	110.065	8,970.7	53.9705
8,971.07	80.4121	9,451.17	110.065	8,971.07	53.9653
8,971.44	80.4112	9,451.54	110.066	8,971.44	53.9608
8,971.8	80.4103	9,451.9	110.066	8,971.8	53.9569
8,972.17	80.4094	9,452.27	110.066	8,972.17	53.9535
8,972.53	80.4084	9,452.64	110.067	8,972.53	53.9507
8,972.9	80.4075	9,453	110.067	8,972.9	53.9484
8,973.27	80.4066	9,453.37	110.068	8,973.27	53.9465
8,973.63	80.4056	9,453.74	110.068	8,973.63	53.9451
8,974	80.4047	9,454.1	110.068	8,974	53.9441
8,974.37	80.4038	9,454.47	110.069	8,974.37	53.9435
8,974.73	80.4029	9,454.83	110.069	8,974.73	53.9433
8,975.1	80.402	9,455.2	110.07	8,975.1	53.9434
8,975.46	80.4011	9,455.57	110.07	8,975.46	53.9439
8,975.83	80.4003	9,455.93	110.07	8,975.83	53.9446
8,976.2	80.3995	9,456.3	110.071	8,976.2	53.9456
8,976.56	80.3987	9,456.67	110.071	8,976.56	53.9468
8,976.93	80.3979	9,457.03	110.072	8,976.93	53.9481
8,977.29	80.3972	9,457.4	110.072	8,977.29	53.9496
8,977.66	80.397	9,457.76	110.073	8,977.66	53.9545
8,978.03	80.3964	9,458.13	110.073	8,978.03	53.9558
8,978.39	80.3958	9,458.5	110.073	8,978.39	53.957
8,978.76	80.3953	9,458.86	110.074	8,978.76	53.958
8,979.13	80.3948	9,459.23	110.074	8,979.13	53.9588
8,979.49	80.3944	9,459.59	110.075	8,979.49	53.9592
8,979.86	80.3941	9,459.96	110.075	8,979.86	53.9592
8,980.22	80.3938	9,460.33	110.076	8,980.22	53.9587
8,980.59	80.3935	9,460.69	110.076	8,980.59	53.9577
8,980.96	80.3933	9,461.06	110.077	8,980.96	53.9559
8,981.32	80.3932	9,461.43	110.077	8,981.32	53.9534
8,981.69	80.3931	9,461.79	110.077	8,981.69	53.95
8,982.06	80.393	9,462.16	110.078	8,982.06	53.9456
8,982.42	80.393	9,462.52	110.078	8,982.42	53.9401
8,982.79	80.3931	9,462.89	110.079	8,982.79	53.9335
8,983.15	80.3932	9,463.26	110.079	8,983.15	53.9254
8,983.52	80.3934	9,463.62	110.08	8,983.52	53.9159
8,983.89	80.3936	9,463.99	110.08	8,983.89	53.9046
8,984.25	80.3938	9,464.36	110.081	8,984.25	53.8916
8,984.62	80.3941	9,464.72	110.081	8,984.62	53.8766
8,984.99	80.3945	9,465.09	110.081	8,984.99	53.86
8,985.35	80.3959	9,465.45	110.082	8,985.35	53.8451
8,985.72	80.3963	9,465.82	110.082	8,985.72	53.8286
8,986.08	80.3968	9,466.19	110.083	8,986.08	53.8137
8,986.45	80.3973	9,466.55	110.083	8,986.45	53.8008
8,986.82	80.3979	9,466.92	110.084	8,986.82	53.7898
8,987.18	80.3985	9,467.29	110.084	8,987.18	53.7806
8,987.55	80.3992	9,467.65	110.084	8,987.55	53.7731
8,987.92	80.3998	9,468.02	110.085	8,987.92	53.7671
8,988.28	80.4005	9,468.38	110.085	8,988.28	53.7626
8,988.65	80.4013	9,468.75	110.086	8,988.65	53.7594
8,989.01	80.402	9,469.12	110.086	8,989.01	53.7576
8,989.38	80.4028	9,469.48	110.086	8,989.38	53.757
8,989.75	80.4036	9,469.85	110.087	8,989.75	53.7577
8,990.11	80.4045	9,470.21	110.087	8,990.11	53.7597
8,990.48	80.4053	9,470.58	110.088	8,990.48	53.7629
8,990.84	80.4062	9,470.95	110.088	8,990.84	53.7675
8,991.21	80.4071	9,471.31	110.088	8,991.21	53.7734
8,991.58	80.408	9,471.68	110.089	8,991.58	53.7806
8,991.94	80.4089	9,472.05	110.089	8,991.94	53.7893
8,992.31	80.4098	9,472.41	110.089	8,992.31	53.7992
8,992.68	80.4107	9,472.78	110.09	8,992.68	53.8104
8,993.04	80.4117	9,473.14	110.09	8,993.04	53.8228
8,993.41	80.4126	9,473.51	110.09	8,993.41	53.8359
8,993.77	80.4135	9,473.88	110.091	8,993.77	53.8495
8,994.14	80.4144	9,474.24	110.091	8,994.14	53.863
8,994.51	80.4153	9,474.61	110.091	8,994.51	53.8761
8,994.87	80.4163	9,474.98	110.092	8,994.87	53.8885
8,995.24	80.4172	9,475.34	110.092	8,995.24	53.9
8,995.61	80.4181	9,475.71	110.092	8,995.61	53.9106
8,995.97	80.419	9,476.07	110.093	8,995.97	53.9203
8,996.34	80.4199	9,476.44	110.093	8,996.34	53.9291
8,996.7	80.4207	9,476.81	110.093	8,996.7	53.9371
8,997.07	80.4216	9,477.17	110.094	8,997.07	53.9443
8,997.44	80.4225	9,477.54	110.094	8,997.44	53.9508
8,997.8	80.4234	9,477.91	110.094	8,997.8	53.9565
8,998.17	80.4242	9,478.27	110.095	8,998.17	53.9617
8,998.54	80.4265	9,478.64	110.095	8,998.54	53.9728
8,998.9	80.4273	9,479	110.095	8,998.9	53.9768
8,999.27	80.4281	9,479.37	110.096	8,999.27	53.9801
8,999.63	80.4289	9,479.74	110.096	8,999.63	53.983
9,000	80.4297	9,480.1	110.097	9,000	53.9853
9,000.37	80.4305	9,480.47	110.097	9,000.37	53.9872
9,000.73	80.4313	9,480.83	110.097	9,000.73	53.9886
9,001.1	80.4321	9,481.2	110.098	9,001.1	53.9897
9,001.46	80.4329	9,481.57	110.098	9,001.46	53.9903
9,001.83	80.4336	9,481.93	110.099	9,001.83	53.9906
9,002.2	80.4343	9,482.3	110.099	9,002.2	53.9906
9,002.56	80.4351	9,482.67	110.099	9,002.56	53.9902
9,002.93	80.4358	9,483.03	110.1	9,002.93	53.9896
9,003.3	80.4364	9,483.4	110.1	9,003.3	53.9887
9,003.66	80.4371	9,483.76	110.1	9,003.66	53.9876
9,004.03	80.4377	9,484.13	110.101	9,004.03	53.9864
9,004.39	80.4383	9,484.5	110.101	9,004.39	53.985
9,004.76	80.4389	9,484.86	110.102	9,004.76	53.9834
9,005.13	80.4394	9,485.23	110.102	9,005.13	53.9818
9,005.49	80.4399	9,485.6	110.102	9,005.49	53.9802
9,005.86	80.4403	9,485.96	110.103	9,005.86	53.9786
9,006.23	80.4408	9,486.33	110.103	9,006.23	53.977
9,006.59	80.4415	9,486.69	110.103	9,006.59	53.9828
9,006.96	80.4418	9,487.06	110.104	9,006.96	53.9813
9,007.32	80.4421	9,487.43	110.104	9,007.32	53.9799
9,007.69	80.4423	9,487.79	110.104	9,007.69	53.9787
9,008.06	80.4425	9,488.16	110.105	9,008.06	53.9776
9,008.42	80.4427	9,488.53	110.105	9,008.42	53.9766
9,008.79	80.4427	9,488.89	110.106	9,008.79	53.9759
9,009.16	80.4428	9,489.26	110.106	9,009.16	53.9754
9,009.52	80.4427	9,489.62	110.106	9,009.52	53.9751
9,009.89	80.4426	9,489.99	110.107	9,009.89	53.9751
9,010.25	80.4424	9,490.36	110.107	9,010.25	53.9753
9,010.62	80.4422	9,490.72	110.107	9,010.62	53.9758
9,010.99	80.4419	9,491.09	110.108	9,010.99	53.9767
9,011.35	80.4415	9,491.46	110.108	9,011.35	53.9778
9,011.72	80.4411	9,491.82	110.108	9,011.72	53.9792
9,012.08	80.4406	9,492.19	110.109	9,012.08	53.9809
9,012.45	80.44	9,492.55	110.109	9,012.45	53.9829
9,012.82	80.4394	9,492.92	110.109	9,012.82	53.9853
9,013.18	80.4387	9,493.29	110.11	9,013.18	53.9879
9,013.55	80.438	9,493.65	110.11	9,013.55	53.9908
9,013.92	80.4372	9,494.02	110.11	9,013.92	53.9941
9,014.28	80.4363	9,494.38	110.111	9,014.28	53.9975
9,014.65	80.4354	9,494.75	110.111	9,014.65	54.0012
9,015.01	80.4345	9,495.12	110.111	9,015.01	54.0051
9,015.38	80.4335	9,495.48	110.112	9,015.38	54.0091
9,015.75	80.4324	9,495.85	110.112	9,015.75	54.0132
9,016.11	80.4314	9,496.22	110.112	9,016.11	54.0172
9,016.48	80.4303	9,496.58	110.113	9,016.48	54.0211
9,016.85	80.4292	9,496.95	110.113	9,016.85	54.0248
9,017.21	80.4281	9,497.31	110.113	9,017.21	54.0281
9,017.58	80.4269	9,497.68	110.113	9,017.58	54.0309
9,017.94	80.4258	9,498.05	110.114	9,017.94	54.0331
9,018.31	80.4247	9,498.41	110.114	9,018.31	54.0346
9,018.68	80.4236	9,498.78	110.114	9,018.68	54.0353
9,019.04	80.4226	9,499.15	110.115	9,019.04	54.035
9,019.41	80.4223	9,499.51	110.115	9,019.41	54.0329
9,019.78	80.4213	9,499.88	110.115	9,019.78	54.0295
9,020.14	80.4204	9,500.24	110.116	9,020.14	54.0248
9,020.51	80.4195	9,500.61	110.116	9,020.51	54.0185
9,020.87	80.4187	9,500.98	110.116	9,020.87	54.0106
9,021.24	80.418	9,501.34	110.117	9,021.24	54.0008
9,021.61	80.4174	9,501.71	110.117	9,021.61	53.9889
9,021.97	80.4168	9,502.08	110.118	9,021.97	53.9746
9,022.34	80.4164	9,502.44	110.118	9,022.34	53.9573
9,022.71	80.4161	9,502.81	110.118	9,022.71	53.9361
9,023.07	80.4158	9,503.17	110.119	9,023.07	53.9094
9,023.44	80.4157	9,503.54	110.119	9,023.44	53.8759
9,023.8	80.4157	9,503.91	110.119	9,023.8	53.8462
9,024.17	80.4158	9,504.27	110.12	9,024.17	53.8221
9,024.54	80.416	9,504.64	110.12	9,024.54	53.8017
9,024.9	80.4163	9,505	110.121	9,024.9	53.7839
