"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency / Hz"	"Sound Pessure Level / dB   [2.83V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB   [2.83V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB   [2.83V at 1m]"
20.5078	70.9881	20.5078	67.5678	20.5078	69.6063
21.9727	69.6848	21.9727	65.7569	21.9727	68.1505
23.4375	69.2281	23.4375	65.3324	23.4375	67.7031
24.9023	66.8155	24.9023	61.0288	24.9023	64.8221
26.3672	67.61	26.3672	64.3358	26.3672	66.2744
27.832	67.6522	27.832	65.424	27.832	66.6795
29.2969	69.2465	29.2969	67.7533	29.2969	68.5638
30.7617	72.7413	30.7617	71.2362	30.7617	72.0537
32.2266	74.7904	32.2266	73.2664	32.2266	74.0949
33.6914	76.331	33.6914	74.763	33.6914	75.6174
35.1563	77.7118	35.1563	76.0936	35.1563	76.9777
36.6211	79.2949	36.6211	77.5847	36.6211	78.5234
38.0859	80.3779	38.0859	78.6429	38.0859	79.5965
39.5508	81.3127	39.5508	79.5314	39.5508	80.5127
41.0156	82.2323	41.0156	80.3987	41.0156	81.4116
42.4805	83.1213	42.4805	81.2151	42.4805	82.2719
43.9453	83.8556	43.9453	81.9012	43.9453	82.9874
45.4102	84.4473	45.4102	82.5331	45.4102	83.5948
46.875	85.0892	46.875	83.1765	46.875	84.2373
48.3398	85.5562	48.3398	83.6449	48.3398	84.7048
51.2695	86.5973	51.2695	84.676	51.2695	85.742
52.7344	87.0298	52.7344	85.0698	52.7344	86.1594
54.1992	87.8079	54.1992	85.7942	54.1992	86.9168
55.6641	88.1571	55.6641	86.0845	55.6641	87.2433
58.5938	88.7005	58.5938	86.5831	58.5938	87.7696
60.0586	88.9208	60.0586	86.7986	60.0586	87.988
62.9883	89.2727	62.9883	87.0833	62.9883	88.3145
64.4531	89.501	64.4531	87.271	64.4531	88.5276
67.3828	89.8202	67.3828	87.6913	67.3828	88.8849
68.8477	89.882	68.8477	87.7634	68.8477	88.9506
71.7773	89.9729	71.7773	87.7795	71.7773	89.0132
74.707	90.0754	74.707	87.8065	74.707	89.0875
77.6367	90.0902	77.6367	87.7702	77.6367	89.0833
79.1016	90.0641	79.1016	87.6722	79.1016	89.0308
82.0313	90.1617	82.0313	87.5328	82.0313	89.0432
84.9609	90.2159	84.9609	87.4317	84.9609	89.0432
87.8906	90.304	87.8906	87.4232	87.8906	89.0982
90.8203	90.6248	90.8203	87.8131	90.8203	89.4426
95.2148	90.5023	95.2148	87.6389	95.2148	89.3025
98.1445	90.3972	98.1445	87.4487	98.1445	89.1685
101.074	90.3872	101.074	87.2759	101.074	89.1044
105.469	90.4105	105.469	87.0983	105.469	89.0628
108.398	90.257	108.398	87.007	108.398	88.9292
112.793	89.7902	112.793	86.5394	112.793	88.4621
117.188	89.7145	117.188	86.1628	117.188	88.2921
120.117	90.1662	120.117	86.6083	120.117	88.7419
124.512	90.4811	124.512	86.9293	124.512	89.0586
128.906	90.5713	128.906	86.8942	128.906	89.1108
133.301	90.6334	133.301	87.0641	133.301	89.2055
139.16	89.9313	139.16	86.1697	139.16	88.4456
143.555	89.9731	143.555	85.5509	143.555	88.3021
147.949	90.2725	147.949	86.0324	147.949	88.6506
153.809	90.4376	153.809	85.9356	153.809	88.7456
159.668	89.9471	159.668	85.5384	159.668	88.2797
165.527	89.4706	165.527	84.7299	165.527	87.7173
171.387	90.3389	171.387	86.048	171.387	88.7031
177.246	90.0567	177.246	85.5379	177.246	88.3603
183.105	89.8948	183.105	85.3819	183.105	88.1999
188.965	90.212	188.965	85.3619	188.965	88.4315
196.289	89.8967	196.289	85.2608	196.289	88.17
203.613	89.5686	203.613	84.5463	203.613	87.7463
210.938	90.1724	210.938	85.0322	210.938	88.3222
218.262	89.4377	218.262	84.9488	218.262	87.7491
225.586	89.3378	225.586	84.5637	225.586	87.5762
232.91	89.9285	232.91	84.3507	232.91	87.9795
241.699	90.488	241.699	85.4538	241.699	88.6628
250.488	90.8798	250.488	85.1239	250.488	88.8928
259.277	90.6695	259.277	85.4609	259.277	88.8033
268.066	91.5699	268.066	86.6866	268.066	89.7813
276.855	90.6814	276.855	84.3687	276.855	88.5834
287.109	90.3027	287.109	83.3815	287.109	88.0957
297.363	91.1284	297.363	85.1324	297.363	89.0921
307.617	90.9344	307.617	84.9531	307.617	88.9011
319.336	90.6598	319.336	84.1971	319.336	88.5337
329.59	90.2555	329.59	82.1386	329.59	87.8683
341.309	88.7477	341.309	77.7903	341.309	86.0725
353.027	90.6925	353.027	76.9798	353.027	87.8631
366.211	90.3471	366.211	81.0291	366.211	87.8173
379.395	91.2649	379.395	77.5001	379.395	88.4334
392.578	90.7721	392.578	79.0172	392.578	88.0425
405.762	90.0385	405.762	75.5943	405.762	87.1815
420.41	89.7767	420.41	71.7075	420.41	86.8336
435.059	89.8736	435.059	72.9667	435.059	86.951
451.172	89.6032	451.172	69.3719	451.172	86.6339
465.82	90.7553	465.82	71.273	465.82	87.7936
483.398	91.2686	483.398	69.4577	483.398	88.2868
499.512	90.6679	499.512	72.0906	499.512	87.7175
517.09	92.3234	517.09	76.7663	517.09	89.4323
536.133	91.5486	536.133	78.6471	536.133	88.7554
