"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency / Hz"	"Sound Pessure Level / dB   [2.83V at 1m]"
20.5078	68.4857
21.9727	66.9243
23.4375	66.2959
24.9023	64.7977
26.3672	66.3495
27.832	67.6551
29.2969	70.0585
30.7617	72.8775
32.2266	74.6785
33.6914	76.1067
35.1563	77.3858
36.6211	78.9032
38.0859	79.931
39.5508	80.8046
41.0156	81.6585
42.4805	82.4443
43.9453	83.1167
45.4102	83.7343
46.875	84.3674
48.3398	84.827
51.2695	85.8326
52.7344	86.2289
54.1992	86.992
55.6641	87.2795
58.5938	87.7797
60.0586	87.9891
62.9883	88.2569
64.4531	88.4239
67.3828	88.7938
68.8477	88.8831
71.7773	88.9537
74.707	89.0074
77.6367	88.9842
79.1016	88.9293
82.0313	88.9153
84.9609	88.9108
87.8906	88.9626
90.8203	89.2687
95.2148	89.0816
98.1445	88.9311
101.074	88.8211
105.469	88.7232
108.398	88.6069
112.793	88.1381
117.188	87.8491
120.117	88.2893
124.512	88.6704
128.906	88.5916
133.301	88.537
139.16	87.9008
143.555	87.6662
147.949	88.1206
153.809	88.0914
159.668	87.7289
165.527	87.1304
171.387	88.1917
177.246	87.8577
183.105	87.6626
188.965	87.8595
196.289	87.5179
203.613	87.0414
210.938	87.51
218.262	87.2125
225.586	87.061
232.91	86.9402
241.699	87.4932
250.488	87.605
259.277	87.7851
268.066	88.9793
276.855	87.6184
287.109	87.3386
297.363	88.3973
307.617	88.455
319.336	87.8844
329.59	87.5169
341.309	86.0507
353.027	86.8131
366.211	86.9119
379.395	86.9245
392.578	86.8351
405.762	86.225
420.41	85.4695
435.059	85.6279
451.172	85.3378
465.82	86.2861
483.398	87.2035
499.512	86.0978
517.09	87.7515
536.133	86.862
555.176	86.6254
574.219	88.2676
594.727	87.6427
615.234	86.9547
637.207	86.7782
659.18	86.7769
682.617	86.5131
707.52	86.5566
732.422	86.9375
757.324	86.5938
785.156	86.6672
811.523	87.2275
840.82	86.1928
870.117	87.0821
900.879	85.8012
933.105	86.4791
965.332	86.1089
1000.49	86.0217
1035.64	85.6152
1072.27	85.9984
1108.89	85.9542
1148.44	86.0062
1189.45	85.1605
1230.47	84.8703
1274.41	84.3184
1319.82	83.9311
1366.7	84.9942
1413.57	84.6675
1463.38	84.1385
1516.11	83.563
1568.85	83.348
1624.51	83.6473
1681.64	83.9923
1741.7	84.0565
1803.22	84.5145
1866.21	84.5713
1932.13	84.8197
1999.51	85.1357
2069.82	85.9006
2143.07	86.2037
2219.24	86.0074
2296.88	85.7864
2378.91	85.5359
2462.4	85.0057
2548.83	84.619
2639.65	84.6856
2731.93	84.5585
2828.61	84.5109
2928.22	84.0708
3030.76	84.236
3137.7	84.3832
3249.02	84.2199
3363.28	84.3101
3481.93	84.3141
3604.98	84.5851
3732.42	84.2946
3864.26	84.3437
4000.49	84.0534
4141.11	83.9963
4287.6	83.7673
4438.48	83.5363
4595.21	83.4289
4756.35	83.6479
4924.8	83.4704
5097.66	83.9009
5277.83	84.0191
5463.87	83.8386
5657.23	84.0361
5856.45	83.7651
6062.99	83.7343
6276.86	83.772
6498.05	83.7576
6726.56	83.7693
6963.87	83.8773
7209.96	83.8758
7464.84	83.899
7727.05	83.8962
7999.51	83.816
8282.23	83.864
8573.73	83.9251
8876.95	83.5721
9188.96	82.6
9514.16	82.0407
9849.61	81.8205
10196.8	81.3284
10555.7	80.4474
10927.7	81.7813
11313	83.1566
11712.9	83.5864
12126	83.2249
12553.7	83.3623
12996.1	83.4845
13454.6	83.8942
13929.2	84.3043
14419.9	84.8097
14928.2	85.5279
15455.6	85.4403
16000.5	85.0018
16564.5	85.2248
17148.9	84.7302
17752.4	84.8088
18379.4	86.9828
19026.9	89.3468
19697.8	88.976
19999.5	89.0945
