"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	55.0658
21.9727	48.7044
23.4375	51.9481
24.9023	50.6606
26.3672	51.1433
27.832	55.1693
29.2969	55.362
30.7617	56.7006
32.2266	58.8159
33.6914	60.3578
35.1562	61.8358
36.6211	63.2669
38.0859	64.4457
39.5508	65.3814
41.0156	70.4271
42.4805	68.7244
43.9453	70.3997
45.4102	71.7831
46.875	73.0601
48.3398	74.1206
51.2695	76.5892
52.7344	77.7725
54.1992	78.8422
55.6641	79.8094
58.5938	81.7437
60.0586	82.6379
62.9883	84.1052
64.4531	84.6954
67.3828	85.5843
68.8477	85.9659
71.7773	86.4483
74.707	86.7775
77.6367	87.037
79.1016	87.1054
82.0312	87.2372
84.9609	87.2963
87.8906	87.3702
90.8203	87.5045
95.2148	87.7227
98.1445	87.8448
101.074	87.8269
105.469	88.1971
108.398	88.3326
112.793	88.4932
117.188	88.6785
120.117	88.8632
124.512	89.2133
128.906	89.3714
133.301	89.6666
139.16	90.0613
143.555	90.3357
147.949	90.4483
153.809	90.4814
159.668	90.8243
165.527	91.0194
171.387	91.1894
177.246	91.0863
183.105	90.9105
188.965	90.7462
196.289	91.0448
203.613	91.1492
210.938	90.4851
218.262	90.6583
225.586	90.8346
232.91	90.6469
241.699	90.3037
250.488	90.0396
259.277	90.0042
268.066	89.5639
276.855	89.2063
287.109	88.9148
297.363	88.6426
307.617	88.5265
319.336	88.1632
329.59	87.7062
341.309	88.2439
353.027	88.4627
366.211	88.4169
379.395	88.4998
392.578	88.745
405.762	88.7285
420.41	89.2351
435.059	88.955
451.172	87.9837
465.82	87.9475
483.398	88.4005
499.512	88.2036
517.09	87.8502
536.133	88.0843
555.176	87.8379
574.219	88.0264
594.727	88.4097
615.234	89.3318
637.207	89.9847
659.18	90.108
682.617	90.2852
707.52	90.4982
732.422	90.81
757.324	91.2152
785.156	90.1978
811.523	89.734
840.82	90.3094
870.117	90.1686
900.879	91.092
933.105	91.3682
965.332	91.0261
1,000.49	90.4595
1,035.64	89.824
1,072.27	88.9639
1,108.89	88.1101
1,148.44	87.4266
1,189.45	86.4693
1,230.47	88.3147
1,274.41	88.1635
1,319.82	88.6392
1,366.7	88.4129
1,413.57	87.2134
1,463.38	87.2363
1,516.11	87.5676
1,568.85	87.6034
1,624.51	87.9931
1,681.64	88.3859
1,741.7	88.4586
1,803.22	87.9482
1,866.21	87.2273
1,932.13	87.0605
1,999.51	87.5155
2,069.82	88.0385
2,143.07	87.9389
2,219.24	87.1369
2,296.88	87.1697
2,378.91	87.9848
2,462.4	89.3491
2,548.83	89.307
2,639.65	88.5143
2,731.93	88.1891
2,828.61	88.5658
2,928.22	89.0038
3,030.76	89.1222
3,137.7	88.8978
3,249.02	88.7573
3,363.28	88.6381
3,481.93	88.7556
3,604.98	89.0737
3,732.42	89.3426
3,864.26	88.4429
4,000.49	88.4141
4,141.11	88.8505
4,287.6	88.9352
4,438.48	88.8828
4,595.21	88.551
4,756.35	89.0316
4,924.8	89.1124
5,097.66	88.7725
5,277.83	88.9465
5,463.87	88.8648
5,657.23	88.7026
5,856.45	88.4916
6,062.99	88.7032
6,276.86	88.2444
6,498.05	88.2427
6,726.56	88.0456
6,963.87	87.8587
7,209.96	88.1095
7,464.84	87.192
7,727.05	87.4329
7,999.51	86.4699
8,282.23	86.085
8,573.73	85.5746
8,876.95	85.2258
9,188.96	85.1544
9,514.16	85.6363
9,849.61	86.0283
10,196.8	86.4686
10,555.7	86.3153
10,927.7	85.7556
11,313	84.99
11,712.9	84.2073
12,126	83.8066
12,553.7	83.4579
12,996.1	83.5667
13,454.6	83.7325
13,929.2	83.7435
14,419.9	83.7458
14,928.2	83.7394
15,455.6	83.4262
16,000.5	83.2597
16,564.5	83.0103
17,148.9	82.4776
17,752.4	82.292
18,379.4	82.4448
19,026.9	82.4932
19,697.8	81.9468
19,999.5	81.4858
