"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-0.881636	20.5078	-0.394117
21.9727	-0.908024	21.9727	-0.413755
23.4375	0.165404	23.4375	-0.024105
24.9023	0.983265	24.9023	0.300364
26.3672	0.902517	26.3672	0.273658
27.832	0.773984	27.832	0.282408
29.2969	0.64024	29.2969	0.24731
30.7617	0.531272	30.7617	0.208999
32.2266	0.230446	32.2266	0.100944
33.6914	0.538216	33.6914	0.209561
35.1562	0.447717	35.1562	0.171816
36.6211	0.643323	36.6211	0.243963
38.0859	0.846081	38.0859	0.313023
39.5508	1.05097	39.5508	0.372323
41.0156	-0.164868	41.0156	-0.0355458
42.4805	0.467218	42.4805	0.193002
43.9453	-0.0407024	43.9453	0.013629
45.4102	0.0708636	45.4102	0.0514072
46.875	0.258292	46.875	0.109454
48.3398	0.178672	48.3398	0.0820365
51.2695	0.225923	51.2695	0.0998559
52.7344	0.221306	52.7344	0.0970327
54.1992	0.188213	54.1992	0.0840426
55.6641	0.17027	55.6641	0.0798596
58.5938	0.218324	58.5938	0.100527
60.0586	0.24686	60.0586	0.109038
62.9883	0.230115	62.9883	0.103893
64.4531	0.223934	64.4531	0.102765
67.3828	0.207428	67.3828	0.0981825
68.8477	0.229195	68.8477	0.106416
71.7773	0.266073	71.7773	0.121315
74.707	0.315929	74.707	0.140088
77.6367	0.288417	77.6367	0.132019
79.1016	0.283985	79.1016	0.131276
82.0312	0.313945	82.0312	0.144443
84.9609	0.347417	84.9609	0.155458
87.8906	0.297527	87.8906	0.141251
90.8203	0.285243	90.8203	0.145305
95.2148	0.43826	95.2148	0.203858
98.1445	0.446292	98.1445	0.201776
101.074	0.411645	101.074	0.187894
105.469	0.384825	105.469	0.174659
108.398	0.505013	108.398	0.233444
112.793	0.599914	112.793	0.254973
117.188	0.564546	117.188	0.249371
120.117	0.637215	120.117	0.275059
124.512	0.697486	124.512	0.284909
128.906	0.566308	128.906	0.244686
133.301	0.645575	133.301	0.295069
139.16	0.851049	139.16	0.369787
143.555	0.910411	143.555	0.390338
147.949	0.842674	147.949	0.362882
153.809	0.878692	153.809	0.383601
159.668	0.88825	159.668	0.403628
165.527	1.08587	165.527	0.470656
171.387	1.17819	171.387	0.507477
177.246	1.33427	177.246	0.565992
183.105	1.36653	183.105	0.569092
188.965	1.48341	188.965	0.620108
196.289	1.54104	196.289	0.627061
203.613	1.90764	203.613	0.784333
210.938	2.18803	210.938	0.802574
218.262	1.49507	218.262	0.582186
225.586	1.86213	225.586	0.761882
232.91	2.12228	232.91	0.867824
241.699	2.10519	241.699	0.771792
250.488	2.02847	250.488	0.772086
259.277	2.48364	259.277	0.979029
268.066	2.57164	268.066	0.98162
276.855	2.51804	276.855	0.981707
287.109	2.71434	287.109	1.08402
297.363	3.10287	297.363	1.20161
307.617	3.02565	307.617	1.10946
319.336	3.2078	319.336	1.19186
329.59	2.97319	329.59	1.03245
341.309	3.46625	341.309	1.4306
