"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	50.9937	20.5078	52.5719	20.5078	56.6403	20.5078	55.0264
23.4375	53.2683	23.4375	52.3888	23.4375	52.3375	23.4375	52.5485
26.3672	54.8604	26.3672	55.1453	26.3672	58.3074	26.3672	57.0569
29.2969	54.9199	29.2969	53.952	29.2969	56.5882	29.2969	55.6815
32.2266	58.724	32.2266	58.2208	32.2266	60.2046	32.2266	59.4576
35.1563	61.2182	35.1563	60.665	35.1563	62.3323	35.1563	61.7147
38.0859	64.5467	38.0859	63.9903	38.0859	64.8665	38.0859	64.5767
41.0156	65.3962	41.0156	64.5992	41.0156	65.1002	41.0156	65.0277
43.9453	69.0099	43.9453	68.4847	43.9453	68.8399	43.9453	68.7785
46.875	70.9304	46.875	70.3418	46.875	70.2721	46.875	70.427
49.8047	72.9472	49.8047	72.3778	49.8047	72.051	49.8047	72.3297
52.7344	74.8233	52.7344	74.2662	52.7344	73.7613	52.7344	74.128
55.6641	76.5611	55.6641	76.0357	55.6641	75.4001	55.6641	75.8273
58.5938	78.0675	58.5938	77.554	58.5938	76.7991	58.5938	77.2862
61.5234	79.1257	61.5234	78.6227	61.5234	77.7873	61.5234	78.3146
64.4531	80.3376	64.4531	79.8539	64.4531	78.9685	64.4531	79.518
67.3828	81.4161	67.3828	80.9571	67.3828	80.0402	67.3828	80.6008
70.3125	82.6699	70.3125	82.2562	70.3125	81.3999	70.3125	81.9176
73.2422	83.6205	73.2422	83.2428	73.2422	82.411	73.2422	82.9074
76.1719	84.5045	76.1719	84.1417	76.1719	83.2942	76.1719	83.7955
79.1016	85.1615	79.1016	84.8276	79.1016	84.0072	79.1016	84.4876
82.0313	85.6859	82.0313	85.3625	82.0313	84.5032	82.0313	85.0017
84.9609	86.5326	84.9609	86.2305	84.9609	85.3996	84.9609	85.8783
87.8906	87.3481	87.8906	87.0841	87.8906	86.3556	87.8906	86.7721
90.8203	87.8589	90.8203	87.6844	90.8203	87.1644	90.8203	87.4544
93.75	88.521	93.75	88.3345	93.75	87.7031	93.75	88.0525
96.6797	89.0324	96.6797	88.8085	96.6797	88.0542	96.6797	88.4753
102.539	89.8459	102.539	89.7152	102.539	89.1852	102.539	89.4709
105.469	90.387	105.469	90.2687	105.469	89.7394	105.469	90.0222
108.398	90.8577	108.398	90.7566	108.398	90.2512	108.398	90.5183
111.328	91.2741	111.328	91.1883	111.328	90.7067	111.328	90.9586
117.188	91.9714	117.188	91.9112	117.188	91.481	117.188	91.7018
120.117	92.2351	120.117	92.18	120.117	91.744	120.117	91.9667
125.977	92.8306	125.977	92.8075	125.977	92.41	125.977	92.607
128.906	93.17	128.906	93.1724	128.906	92.8215	128.906	92.9902
134.766	93.6547	134.766	93.6864	134.766	93.4199	134.766	93.5414
137.695	93.8721	137.695	93.9014	137.695	93.64	137.695	93.7595
143.555	94.0795	143.555	94.1048	143.555	93.8149	143.555	93.9492
149.414	94.5678	149.414	94.5966	149.414	94.3055	149.414	94.4396
155.273	94.715	155.273	94.7699	155.273	94.5234	155.273	94.6306
158.203	94.6729	158.203	94.73	158.203	94.4957	158.203	94.5966
164.063	94.8032	164.063	94.8661	164.063	94.6808	164.063	94.7569
169.922	95.033	169.922	95.1099	169.922	94.9795	169.922	95.0265
175.781	95.0534	175.781	95.1137	175.781	94.9718	175.781	95.0275
181.641	94.9954	181.641	95.0344	181.641	94.8536	181.641	94.9322
190.43	95.0881	190.43	95.1264	190.43	94.9227	190.43	95.0125
196.289	95.106	196.289	95.13	196.289	94.9362	196.289	95.024
202.148	95.0541	202.148	95.0536	202.148	94.8407	202.148	94.9426
210.938	94.9699	210.938	94.9681	210.938	94.7776	210.938	94.8689
216.797	94.9661	216.797	94.9689	216.797	94.7864	216.797	94.873
225.586	94.8393	225.586	94.8003	225.586	94.5999	225.586	94.7035
234.375	94.8971	234.375	94.8239	234.375	94.578	234.375	94.7106
240.234	94.705	240.234	94.6347	240.234	94.3737	240.234	94.5131
249.023	94.6734	249.023	94.5288	249.023	94.1714	249.023	94.3736
257.813	94.5883	257.813	94.4986	257.813	94.2166	257.813	94.3703
266.602	94.397	266.602	94.2511	266.602	93.8769	266.602	94.0877
278.32	94.3032	278.32	94.0874	278.32	93.9623	278.32	94.0653
287.109	94.5062	287.109	94.2405	287.109	93.8082	287.109	94.0734
295.898	94.3306	295.898	94.0112	295.898	93.5136	295.898	93.8235
307.617	94.1483	307.617	93.8779	307.617	93.489	307.617	93.7334
319.336	93.9298	319.336	93.6582	319.336	93.3495	319.336	93.5542
331.055	94.013	331.055	93.595	331.055	93.1208	331.055	93.4405
342.773	93.9819	342.773	93.5085	342.773	92.9502	342.773	93.3254
354.492	93.873	354.492	93.3644	354.492	92.6596	354.492	93.1192
