"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-3.86026	20.5078	-1.65416
23.4375	0.845215	23.4375	0.552026
26.3672	-1.95675	26.3672	-0.5538
29.2969	-0.418566	29.2969	0.323246
32.2266	-0.50304	32.2266	0.126688
35.1563	-0.2792	35.1563	0.189929
38.0859	0.13184	38.0859	0.281029
41.0156	0.518881	41.0156	0.450481
43.9453	0.357258	43.9453	0.307634
46.875	0.602528	46.875	0.381236
49.8047	0.694048	49.8047	0.389978
52.7344	0.758219	52.7344	0.396183
55.6641	0.780758	55.6641	0.387043
58.5938	0.817009	58.5938	0.388399
61.5234	0.839047	61.5234	0.386925
64.4531	0.841751	64.4531	0.379038
67.3828	0.829748	67.3828	0.366246
70.3125	0.763103	70.3125	0.334715
73.2422	0.718884	73.2422	0.310945
76.1719	0.71207	76.1719	0.302996
79.1016	0.672607	79.1016	0.283124
82.0313	0.679518	82.0313	0.27942
84.9609	0.648838	84.9609	0.264422
87.8906	0.569675	87.8906	0.234121
90.8203	0.392549	90.8203	0.163583
93.75	0.455198	93.75	0.178281
96.6797	0.544295	96.6797	0.209809
102.539	0.357956	102.539	0.136438
105.469	0.345841	105.469	0.127779
108.398	0.31877	108.398	0.11517
111.328	0.294651	111.328	0.103855
117.188	0.24872	117.188	0.082963
120.117	0.249263	120.117	0.0805299
125.977	0.200625	125.977	0.0583846
128.906	0.152935	128.906	0.0381968
134.766	0.0880075	134.766	0.0125294
137.695	0.0879436	137.695	0.0131496
143.555	0.105597	143.555	0.0177137
149.414	0.106097	149.414	0.0167551
155.273	0.0624163	155.273	-0.00275732
158.203	0.0539982	158.203	-0.00522288
164.063	0.0230078	164.063	-0.0136397
169.922	-0.0113971	169.922	-0.0267678
175.781	0.0118013	175.781	-0.0153262
181.641	0.0501315	181.641	0.00141624
190.43	0.0667038	190.43	0.00496376
196.289	0.0731081	196.289	0.0119141
202.148	0.10423	202.148	0.0282346
210.938	0.101894	210.938	0.0280921
216.797	0.0914288	216.797	0.0242218
225.586	0.143895	225.586	0.0534888
234.375	0.200211	234.375	0.077904
240.234	0.203183	240.234	0.076904
249.023	0.310831	249.023	0.12923
257.813	0.230634	257.813	0.0916545
266.602	0.326837	266.602	0.135228
278.32	0.282729	278.32	0.159546
287.109	0.491786	287.109	0.217218
295.898	0.559878	295.898	0.250503
307.617	0.439353	307.617	0.204308
319.336	0.440612	319.336	0.211348
331.055	0.662405	331.055	0.314899
342.773	0.743174	342.773	0.351122
354.492	0.844948	354.492	0.381733
366.211	0.817732	366.211	0.355334
377.93	0.800355	377.93	0.376851
392.578	0.85587	392.578	0.414064
407.227	0.950005	407.227	0.483651
421.875	1.15877	421.875	0.584624
436.523	1.20654	436.523	0.615285
451.172	1.54981	451.172	0.721862
465.82	1.4517	465.82	0.686684
483.398	1.65372	483.398	0.753775
500.977	1.6784	500.977	0.758519
518.555	1.77251	518.555	0.800942
536.133	1.90709	536.133	0.831055
