"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	50.8706	20.5078	52.5662	20.5078	50.9937	20.5078	52.5719	20.5078	55.8523	20.5078	52.6177
23.4375	53.9479	23.4375	51.4645	23.4375	53.2683	23.4375	52.3888	23.4375	52.2373	23.4375	52.7399
26.3672	55.0042	26.3672	55.0576	26.3672	54.8604	26.3672	55.1453	26.3672	57.6056	26.3672	55.4181
29.2969	55.5481	29.2969	53.3865	29.2969	54.9199	29.2969	53.952	29.2969	55.8801	29.2969	54.6296
32.2266	59.2249	32.2266	57.7091	32.2266	58.724	32.2266	58.2208	32.2266	59.6601	32.2266	58.6173
35.1563	61.6493	35.1563	60.2777	35.1563	61.2182	35.1563	60.665	35.1563	61.8493	35.1563	61.0482
38.0859	64.9966	38.0859	63.4515	38.0859	64.5467	38.0859	63.9903	38.0859	64.5648	38.0859	64.2831
41.0156	65.9603	41.0156	63.9909	41.0156	65.3962	41.0156	64.5992	41.0156	64.8617	41.0156	64.9687
43.9453	69.378	43.9453	68.0451	43.9453	69.0099	43.9453	68.4847	43.9453	68.6758	43.9453	68.7174
46.875	71.3432	46.875	69.8222	46.875	70.9304	46.875	70.3418	46.875	70.2178	46.875	70.565
49.8047	73.3515	49.8047	71.8498	49.8047	72.9472	49.8047	72.3778	49.8047	72.075	49.8047	72.572
52.7344	75.2179	52.7344	73.7358	52.7344	74.8233	52.7344	74.2662	52.7344	73.8415	52.7344	74.4411
55.6641	76.9463	55.6641	75.5034	55.6641	76.5611	55.6641	76.0357	55.6641	75.5262	55.6641	76.187
58.5938	78.4532	58.5938	77.012	58.5938	78.0675	58.5938	77.554	58.5938	76.9653	58.5938	77.6915
61.5234	79.4953	61.5234	78.1041	61.5234	79.1257	61.5234	78.6227	61.5234	77.9814	61.5234	78.7507
64.4531	80.696	64.4531	79.3426	64.4531	80.3376	64.4531	79.8539	64.4531	79.1821	64.4531	79.9699
67.3828	81.7654	67.3828	80.4542	67.3828	81.4161	67.3828	80.9571	67.3828	80.2681	67.3828	81.0604
70.3125	83.0003	70.3125	81.7772	70.3125	82.6699	70.3125	82.2562	70.3125	81.6147	70.3125	82.3447
73.2422	83.9335	73.2422	82.7854	73.2422	83.6205	73.2422	83.2428	73.2422	82.6231	73.2422	83.318
76.1719	84.8068	76.1719	83.6951	76.1719	84.5045	76.1719	84.1417	76.1719	83.5139	76.1719	84.2095
79.1016	85.4523	79.1016	84.3975	79.1016	85.1615	79.1016	84.8276	79.1016	84.2222	79.1016	84.8857
82.0313	85.9634	82.0313	84.9444	82.0313	85.6859	82.0313	85.3625	82.0313	84.7328	82.0313	85.4133
84.9609	86.7962	84.9609	85.8286	84.9609	86.5326	84.9609	86.2305	84.9609	85.623	84.9609	86.2745
