"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	49.4718
21.9727	53.4037
23.4375	49.7454
24.9023	51.6672
26.3672	53.7358
27.832	55.2411
29.2969	55.4157
30.7617	58.1106
32.2266	58.7391
33.6914	60.5669
35.1562	61.2569
36.6211	62.1793
38.0859	62.6989
39.5508	64.2491
41.0156	65.4318
42.4805	66.5818
43.9453	67.5364
45.4102	68.4705
46.875	69.0728
48.3398	69.8591
51.2695	69.421
52.7344	70.8476
54.1992	71.5592
55.6641	72.4779
58.5938	73.8232
60.0586	74.4216
62.9883	75.0802
64.4531	75.8335
67.3828	76.0894
68.8477	76.1809
71.7773	77.0242
74.707	78.0394
77.6367	79.2527
79.1016	79.6243
82.0312	80.4999
84.9609	81.3602
87.8906	81.8064
90.8203	81.8973
95.2148	82.6114
98.1445	82.7515
101.074	83.3951
105.469	84.671
108.398	86.2139
112.793	86.5855
117.188	87.6887
120.117	88.7407
124.512	88.9795
128.906	87.9751
133.301	87.8892
139.16	87.0986
143.555	86.9988
147.949	89.8151
153.809	91.7857
159.668	91.1419
165.527	90.2593
171.387	89.9455
177.246	89.6945
183.105	88.6088
188.965	87.4397
196.289	88.7794
203.613	92.1516
210.938	91.8988
218.262	90.6087
225.586	89.8411
232.91	89.7971
241.699	89.2517
250.488	88.9486
259.277	89.9757
268.066	89.7208
276.855	89.2056
287.109	88.945
297.363	88.9164
307.617	89.0643
319.336	88.4017
329.59	88.9229
341.309	88.1447
353.027	87.8191
366.211	87.6085
379.395	87.7315
392.578	87.9006
405.762	87.3519
420.41	87.1786
435.059	87.0213
451.172	87.7238
465.82	87.459
483.398	87.5331
499.512	87.2576
517.09	87.9246
536.133	87.2937
555.176	87.7258
574.219	87.8822
594.727	87.4829
615.234	87.5102
637.207	87.2202
659.18	86.388
682.617	86.5905
707.52	86.4337
732.422	85.9267
757.324	86.2939
785.156	86.2892
811.523	86.283
840.82	86.5824
870.117	86.7772
900.879	87.3569
933.105	87.548
965.332	87.6126
1,000.49	87.3397
1,035.64	86.9982
1,072.27	86.7303
1,108.89	86.4696
1,148.44	85.7971
1,189.45	86.1024
1,230.47	86.3741
1,274.41	86.5792
1,319.82	86.4202
1,366.7	86.513
1,413.57	86.255
1,463.38	85.9652
1,516.11	85.2047
1,568.85	84.6209
1,624.51	84.272
1,681.64	84.8036
1,741.7	84.9795
1,803.22	84.9472
1,866.21	84.3665
1,932.13	83.803
1,999.51	84.1269
2,069.82	84.7237
2,143.07	85.1168
2,219.24	84.7553
2,296.88	84.3373
2,378.91	84.7041
2,462.4	86.097
2,548.83	86.4244
2,639.65	85.8657
2,731.93	85.2227
2,828.61	85.2591
2,928.22	85.6075
3,030.76	85.9083
3,137.7	86.253
3,249.02	86.1687
3,363.28	86.234
3,481.93	86.5999
3,604.98	87.1329
3,732.42	87.5006
3,864.26	86.935
4,000.49	85.9519
4,141.11	86.1316
4,287.6	85.8187
4,438.48	85.704
4,595.21	85.1952
4,756.35	84.7105
4,924.8	85.0012
5,097.66	84.7688
5,277.83	84.3535
5,463.87	84.9535
5,657.23	85.0578
5,856.45	84.5502
6,062.99	85.1258
6,276.86	84.8788
6,498.05	84.6993
6,726.56	84.7695
6,963.87	84.134
7,209.96	84.1879
7,464.84	83.9695
7,727.05	83.4857
7,999.51	83.6178
8,282.23	83.2443
8,573.73	83.1624
8,876.95	82.5798
9,188.96	82.4881
9,514.16	82.1659
9,849.61	81.9818
10,196.8	81.7535
10,555.7	81.4795
10,927.7	81.5364
11,313	81.514
11,712.9	81.5744
12,126	81.8329
12,553.7	81.9123
12,996.1	82.3538
13,454.6	82.8692
13,929.2	83.1008
14,419.9	82.8481
14,928.2	82.3037
15,455.6	81.6
16,000.5	80.6539
16,564.5	80.2468
17,148.9	80.0905
17,752.4	79.1252
18,379.4	78.0348
19,026.9	76.9583
19,697.8	75.9727
19,999.5	75.5731
