"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	41.385	20.5078	48.7572	20.5078	54.684	20.5078	52.5218
21.9727	54.6407	21.9727	53.3462	21.9727	52.2724	21.9727	53.1322
23.4375	51.4212	23.4375	49.0782	23.4375	49.4943	23.4375	49.8414
24.9023	53.7085	24.9023	51.1814	24.9023	49.1022	24.9023	50.971
26.3672	55.4496	26.3672	53.314	26.3672	51.7458	26.3672	53.1527
27.832	57.5489	27.832	54.914	27.832	49.9965	27.832	53.9696
29.2969	57.0087	29.2969	54.8142	29.2969	54.1793	29.2969	55.0511
30.7617	59.6592	30.7617	57.9222	30.7617	55.7819	30.7617	57.4174
32.2266	60.4158	32.2266	58.4984	32.2266	55.9608	32.2266	57.9154
33.6914	61.738	33.6914	60.4198	33.6914	58.9507	33.6914	60.0458
35.1562	62.8015	35.1562	61.1358	35.1562	58.3384	35.1562	60.38
36.6211	63.7141	36.6211	62.1273	36.6211	59.154	36.6211	61.2873
38.0859	64.2279	38.0859	62.6016	38.0859	59.7619	38.0859	61.8185
39.5508	65.4646	39.5508	64.2155	39.5508	62.2702	39.5508	63.6318
41.0156	66.6567	41.0156	65.4905	41.0156	63.2423	41.0156	64.7674
42.4805	67.577	42.4805	66.4455	42.4805	65.0594	42.4805	66.0534
43.9453	68.5903	43.9453	67.5507	43.9453	65.6678	43.9453	66.9305
45.4102	69.7777	45.4102	68.5258	45.4102	65.6321	45.4102	67.6013
46.875	70.5386	46.875	69.1355	46.875	65.6332	46.875	68.0676
48.3398	71.398	48.3398	69.8612	48.3398	66.4118	48.3398	68.8555
51.2695	69.9768	51.2695	69.3817	51.2695	68.8157	51.2695	69.2227
52.7344	71.91	52.7344	70.9755	52.7344	68.6437	52.7344	70.1527
54.1992	72.6782	54.1992	71.6459	54.1992	69.1946	54.1992	70.808
55.6641	73.5703	55.6641	72.5919	55.6641	70.1863	55.6641	71.7547
58.5938	75.2463	58.5938	73.9186	58.5938	70.6004	58.5938	72.8816
60.0586	75.9076	60.0586	74.489	60.0586	70.9873	60.0586	73.4266
62.9883	76.7589	62.9883	75.1478	62.9883	70.8707	62.9883	73.9369
64.4531	77.6018	64.4531	75.9122	64.4531	71.2017	64.4531	74.6227
67.3828	78.1453	67.3828	76.156	67.3828	69.4753	67.3828	74.5979
68.8477	78.366	68.8477	76.2232	68.8477	68.1299	68.8477	74.5363
71.7773	79.1026	71.7773	77.0855	71.7773	69.6404	71.7773	75.4247
74.707	79.8349	74.707	78.1617	74.707	72.8108	74.707	76.7202
77.6367	80.9122	77.6367	79.4028	77.6367	74.7947	77.6367	78.0698
79.1016	81.3073	79.1016	79.7588	79.1016	75.1054	79.1016	78.4293
82.0312	82.2186	82.0312	80.625	82.0312	75.8695	82.0312	79.2878
84.9609	83.1547	84.9609	81.4687	84.9609	76.4712	84.9609	80.1105
87.8906	83.7353	87.8906	81.8797	87.8906	76.3381	87.8906	80.4723
90.8203	83.9711	90.8203	81.927	90.8203	75.8163	90.8203	80.4903
95.2148	85.0518	95.2148	82.5779	95.2148	72.4294	95.2148	80.8548
98.1445	85.0716	98.1445	82.7467	98.1445	73.9425	98.1445	81.0679
101.074	85.3901	101.074	83.4876	101.074	77.4857	101.074	82.0101
105.469	85.7919	105.469	84.9255	105.469	82.0412	105.469	83.8842
108.398	87.5747	108.398	86.3563	108.398	83.1492	108.398	85.3182
112.793	88.7257	112.793	86.5378	112.793	81.1389	112.793	85.299
117.188	89.8055	117.188	87.7113	117.188	81.243	117.188	86.2344
120.117	90.7814	120.117	88.888	120.117	81.9008	120.117	87.2391
124.512	90.3308	124.512	89.3549	124.512	85.3151	124.512	87.9846
128.906	89.7026	128.906	88.0813	128.906	84.7143	128.906	87.1301
133.301	90.0761	133.301	87.847	133.301	82.546	133.301	86.6458
139.16	89.5511	139.16	87.0361	139.16	77.1589	139.16	85.3551
143.555	88.8705	143.555	87.476	143.555	80.7704	143.555	85.6618
147.949	91.0008	147.949	90.35	147.949	86.7609	147.949	89.0106
153.809	93.0134	153.809	92.1265	153.809	89.3117	153.809	91.1155
159.668	92.567	159.668	91.3715	159.668	88.6237	159.668	90.4787
165.527	91.8479	165.527	90.3512	165.527	87.5715	165.527	89.5446
171.387	91.8045	171.387	89.9857	171.387	86.492	171.387	89.0676
177.246	91.6592	177.246	89.7049	177.246	86.0908	177.246	88.8024
183.105	90.7798	183.105	88.4382	183.105	84.9766	183.105	87.7274
188.965	90.0064	188.965	86.9895	188.965	83.0368	188.965	86.4327
196.289	91.4502	196.289	88.4084	196.289	82.1465	196.289	87.4083
203.613	93.8746	203.613	92.4333	203.613	88.0665	203.613	91.1364
210.938	93.7059	210.938	92.177	210.938	88.0888	210.938	90.986
218.262	92.4247	218.262	90.8417	218.262	86.8656	218.262	89.701
225.586	91.7922	225.586	89.9087	225.586	86.8729	225.586	89.1522
232.91	92.109	232.91	89.9022	232.91	85.1068	232.91	88.8005
241.699	91.6053	241.699	89.4469	241.699	83.9053	241.699	88.1669
250.488	91.2671	250.488	89.1118	250.488	84.2874	250.488	87.9821
259.277	92.4859	259.277	90.0365	259.277	83.7901	259.277	88.7569
268.066	92.1642	268.066	89.8521	268.066	83.7832	268.066	88.5409
276.855	91.6798	276.855	89.3216	276.855	84.0297	276.855	88.178
287.109	91.5435	287.109	89.046	287.109	83.5852	287.109	87.9304
297.363	91.535	297.363	89.0979	297.363	83.8995	297.363	88.0078
307.617	91.8741	307.617	89.0755	307.617	82.0352	307.617	87.8406
319.336	91.1298	319.336	88.4891	319.336	82.6341	319.336	87.3654
329.59	91.7723	329.59	89.0245	329.59	82.0189	329.59	87.7694
341.309	90.8765	341.309	88.4527	341.309	81.7277	341.309	87.0843
353.027	90.6212	353.027	88.0731	353.027	80.6764	353.027	86.6676
366.211	90.3761	366.211	87.9834	366.211	80.3434	366.211	86.4714
379.395	90.7095	379.395	87.6759	379.395	80.2557	379.395	86.5088
392.578	90.8216	392.578	88.2024	392.578	80.0902	392.578	86.7436
405.762	90.1546	405.762	87.7182	405.762	80.8592	405.762	86.3354
420.41	90.0884	420.41	87.6036	420.41	80.4913	420.41	86.2067
435.059	89.9929	435.059	87.308	435.059	80.0657	435.059	85.9896
