"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	62.7728
21.9727	63.2097
23.4375	65.6076
24.9023	67.2009
26.3672	69.2413
27.832	70.7981
29.2969	72.6859
30.7617	74.1203
32.2266	75.961
33.6914	77.8128
35.1563	79.321
36.6211	80.7934
38.0859	82.1361
39.5508	83.621
41.0156	84.9334
42.4805	86.1854
43.9453	87.1395
45.4102	88.2487
46.875	89.2658
48.3398	90.1176
51.2695	91.7466
52.7344	92.4792
54.1992	93.1299
55.6641	93.7248
58.5938	94.8678
60.0586	95.3379
62.9883	96.2497
64.4531	96.6656
67.3828	97.4263
68.8477	97.7847
71.7773	98.4516
74.707	99.0654
77.6367	99.541
79.1016	99.7675
82.0313	100.271
84.9609	100.691
87.8906	100.991
90.8203	100.97
95.2148	101.783
98.1445	101.759
101.074	101.861
105.469	101.952
108.398	102.024
112.793	102.194
117.188	102.051
120.117	102.171
124.512	101.909
128.906	101.485
133.301	101.355
139.16	101.113
143.555	100.833
147.949	100.588
153.809	100.365
159.668	100.153
165.527	99.9401
171.387	99.6313
177.246	99.3822
183.105	99.002
188.965	98.8024
196.289	98.7278
203.613	98.4001
210.938	98.2355
218.262	98.1112
225.586	97.9383
232.91	97.7646
241.699	97.6044
250.488	97.4297
259.277	97.3547
268.066	96.7443
276.855	96.9493
287.109	97.1967
297.363	97.0592
307.617	97.2207
319.336	96.9256
329.59	97.0514
341.309	96.8299
353.027	96.7943
366.211	97.2468
379.395	97.6937
392.578	97.3659
405.762	97.1004
420.41	97.441
435.059	97.3504
451.172	97.5829
465.82	97.4332
483.398	97.417
499.512	97.3224
517.09	97.3151
536.133	96.7522
555.176	97.279
574.219	97.9367
594.727	97.5217
615.234	98.1041
637.207	98.5959
659.18	98.7302
682.617	98.6929
707.52	98.982
732.422	99.0427
757.324	98.8234
785.156	98.3226
811.523	97.6175
840.82	98.1927
870.117	98.4229
900.879	99.0029
933.105	98.3493
965.332	97.9248
1,000.49	97.8838
1,035.64	98.4303
1,072.27	98.0697
1,108.89	97.3836
1,148.44	96.8519
1,189.45	96.8092
1,230.47	97.5191
1,274.41	97.7615
1,319.82	97.2308
1,366.7	96.966
1,413.57	96.7542
1,463.38	96.7202
1,516.11	96.761
1,568.85	96.855
1,624.51	96.5847
1,681.64	95.7658
1,741.7	95.9172
1,803.22	96.441
1,866.21	96.689
1,932.13	96.3577
1,999.51	96.6423
2,069.82	97.3745
2,143.07	97.1747
2,219.24	96.4158
2,296.88	96.7344
2,378.91	97.2367
2,462.4	96.7182
2,548.83	96.2106
2,639.65	96.4939
2,731.93	96.6252
2,828.61	96.579
2,928.22	96.8078
3,030.76	96.2217
3,137.7	95.7747
3,249.02	94.81
3,363.28	94.4709
3,481.93	94.5706
3,604.98	95.131
3,732.42	95.2818
3,864.26	95.7774
4,000.49	95.9043
4,141.11	96.3503
4,287.6	96.6987
4,438.48	96.9546
4,595.21	96.1725
4,756.35	96.0888
4,924.8	95.7252
5,097.66	95.2615
5,277.83	95.1301
5,463.87	94.8921
5,657.23	94.5128
5,856.45	94.3413
6,062.99	94.641
6,276.86	94.6476
6,498.05	94.7783
6,726.56	94.7292
6,963.87	94.6253
7,209.96	94.4473
7,464.84	94.2268
7,727.05	94.2155
7,999.51	94.4816
8,282.23	94.8337
8,573.73	94.9729
8,876.95	94.7005
9,188.96	94.4043
9,514.16	94.3011
9,849.61	94.3297
10,196.8	94.4805
10,555.7	94.5946
10,927.7	94.498
11,313	94.2506
11,712.9	93.9701
12,126	93.8617
12,553.7	93.9077
12,996.1	93.6714
13,454.6	93.3982
13,929.2	93.0638
14,419.9	92.7066
14,928.2	92.5434
15,455.6	92.6197
16,000.5	92.631
16,564.5	92.6136
17,148.9	92.7496
17,752.4	92.8691
18,379.4	92.445
19,026.9	91.5824
19,697.8	90.8609
19,999.5	90.5195
