"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	0.0923243	20.5078	0.0697702
21.9727	0.262277	21.9727	0.113292
23.4375	0.171537	23.4375	0.0714859
24.9023	0.0893304	24.9023	0.0355337
26.3672	0.135557	26.3672	0.0569813
27.832	0.201097	27.832	0.0888428
29.2969	0.265621	29.2969	0.114083
30.7617	0.299942	30.7617	0.133206
32.2266	0.264332	32.2266	0.122266
33.6914	0.218522	33.6914	0.105934
35.1562	0.286566	35.1562	0.13069
36.6211	0.232954	36.6211	0.108505
38.0859	0.231171	38.0859	0.109358
39.5508	0.288449	39.5508	0.129928
41.0156	0.246268	41.0156	0.131479
42.4805	0.326723	42.4805	0.148524
43.9453	0.291907	43.9453	0.135581
45.4102	0.233719	45.4102	0.113125
46.875	0.0667792	46.875	0.0576617
48.3398	0.581544	48.3398	0.256309
51.2695	0.518503	51.2695	0.215245
52.7344	0.198714	52.7344	0.0991082
54.1992	0.122202	54.1992	0.078532
55.6641	0.327046	55.6641	0.161558
58.5938	0.444588	58.5938	0.200338
60.0586	0.410617	60.0586	0.186447
62.9883	0.398378	62.9883	0.18286
64.4531	0.367641	64.4531	0.173177
67.3828	0.39332	67.3828	0.187568
68.8477	0.397025	68.8477	0.188597
71.7773	0.398144	71.7773	0.186951
74.707	0.40335	74.707	0.188662
77.6367	0.408845	77.6367	0.188961
79.1016	0.465763	79.1016	0.209878
82.0312	0.624421	82.0312	0.260585
84.9609	0.0824116	84.9609	0.0583338
87.8906	-0.118578	87.8906	-0.0081865
90.8203	0.283183	90.8203	0.181585
95.2148	0.698891	95.2148	0.300812
98.1445	0.72057	98.1445	0.304781
101.074	0.598675	101.074	0.258729
105.469	0.455015	105.469	0.222612
108.398	0.557255	108.398	0.264239
112.793	0.67292	112.793	0.327734
117.188	0.738806	117.188	0.345354
120.117	0.779525	120.117	0.36149
124.512	0.794396	124.512	0.351658
128.906	0.88887	128.906	0.375837
133.301	0.394608	133.301	0.204989
139.16	0.643344	139.16	0.325247
143.555	0.659709	143.555	0.334114
147.949	0.693092	147.949	0.351625
153.809	0.603618	153.809	0.322663
159.668	0.70118	159.668	0.367507
165.527	0.718359	165.527	0.381882
171.387	0.683366	171.387	0.36566
177.246	0.837698	177.246	0.447028
183.105	0.925971	183.105	0.484313
188.965	0.909393	188.965	0.467706
196.289	0.927974	196.289	0.488878
203.613	1.01782	203.613	0.540364
210.938	1.0818	210.938	0.545319
218.262	1.07115	218.262	0.568102
225.586	1.20739	225.586	0.634212
232.91	1.49897	232.91	0.731055
241.699	1.71976	241.699	0.785982
250.488	1.41706	250.488	0.693772
259.277	1.19401	259.277	0.645532
268.066	1.45685	268.066	0.842093
276.855	1.77885	276.855	0.879362
287.109	1.71603	287.109	0.83753
297.363	1.45832	297.363	0.799024
307.617	1.76747	307.617	0.940707
319.336	2.09752	319.336	1.1758
329.59	2.31249	329.59	1.151
341.309	2.08819	341.309	1.09519
353.027	2.29795	353.027	1.17873
366.211	2.37007	366.211	1.15012
379.395	2.16476	379.395	1.06631
392.578	1.76032	392.578	1.03514
405.762	3.00344	405.762	1.45324
420.41	3.3491	420.41	1.46725
435.059	2.94754	435.059	1.35478
451.172	3.70585	451.172	1.6084
465.82	3.61603	465.82	1.60404
483.398	3.73569	483.398	1.4797
499.512	3.50169	499.512	1.5453
517.09	4.01789	517.09	1.78584
536.133	4.56997	536.133	2.00607
555.176	4.72588	555.176	1.71437
574.219	4.29596	574.219	1.49096
594.727	3.92635	594.727	1.37554
615.234	3.74578	615.234	1.3915
637.207	3.97272	637.207	1.51219
659.18	4.05983	659.18	1.58739
682.617	4.39122	682.617	1.75272
707.52	4.36846	707.52	1.57953
732.422	4.52465	732.422	1.73832
757.324	4.72086	757.324	1.79804
785.156	4.77101	785.156	1.77596
811.523	4.75431	811.523	1.78719
840.82	4.92024	840.82	2.00176
870.117	4.86022	870.117	1.95517
900.879	5.1387	900.879	2.12219
933.105	5.42816	933.105	2.34105
965.332	5.27551	965.332	2.21708
1,000.49	5.50617	1,000.49	2.4464
1,035.64	5.779	1,035.64	2.56978
1,072.27	5.79915	1,072.27	2.52422
1,108.89	6.11024	1,108.89	2.87898
1,148.44	5.82946	1,148.44	2.7668
1,189.45	5.37973	1,189.45	2.67552
1,230.47	6.06131	1,230.47	2.82105
1,274.41	5.61644	1,274.41	2.56994
1,319.82	5.47681	1,319.82	2.48163
1,366.7	5.64563	1,366.7	2.55044
1,413.57	5.40871	1,413.57	2.51207
1,463.38	5.6205	1,463.38	2.45166
1,516.11	5.52279	1,516.11	2.71641
1,568.85	5.92083	1,568.85	2.94045
1,624.51	5.32558	1,624.51	2.81505
1,681.64	4.73809	1,681.64	2.56906
1,741.7	5.1339	1,741.7	2.43018
1,803.22	5.13636	1,803.22	2.65204
1,866.21	5.34144	1,866.21	2.65678
1,932.13	5.20054	1,932.13	2.71426
1,999.51	4.61865	1,999.51	2.21273
2,069.82	4.29675	2,069.82	2.00244
2,143.07	4.45663	2,143.07	1.78495
2,219.24	4.99539	2,219.24	2.13158
2,296.88	4.26874	2,296.88	1.71356
2,378.91	3.84169	2,378.91	1.34255
2,462.4	3.86932	2,462.4	1.29434
2,548.83	4.55381	2,548.83	1.80325
2,639.65	4.21597	2,639.65	1.78345
2,731.93	3.38153	2,731.93	1.151
2,828.61	3.12561	2,828.61	0.78258
2,928.22	3.99746	2,928.22	1.29751
3,030.76	6.06596	3,030.76	2.59616
3,137.7	6.05253	3,137.7	2.59889
3,249.02	5.21338	3,249.02	2.12325
3,363.28	4.24459	3,363.28	1.5593
3,481.93	3.61002	3,481.93	1.05835
3,604.98	4.1167	3,604.98	1.31699
3,732.42	3.8609	3,732.42	1.00936
3,864.26	3.12267	3,864.26	0.512055
4,000.49	3.21701	4,000.49	0.467781
4,141.11	2.78453	4,141.11	-0.0490481
4,287.6	2.81886	4,287.6	-0.275561
4,438.48	4.2487	4,438.48	0.963707
4,595.21	4.8212	4,595.21	1.1401
4,756.35	4.62066	4,756.35	0.952104
4,924.8	5.59925	4,924.8	1.57602
5,097.66	5.70694	5,097.66	1.55439
5,277.83	6.46011	5,277.83	2.23891
5,463.87	6.68377	5,463.87	2.51232
5,657.23	7.05344	5,657.23	2.53759
5,856.45	6.61993	5,856.45	2.42465
6,062.99	6.74358	6,062.99	2.545
6,276.86	6.84862	6,276.86	2.61313
6,498.05	7.13853	6,498.05	2.89467
6,726.56	6.91698	6,726.56	2.96863
6,963.87	6.85611	6,963.87	2.86138
7,209.96	7.10854	7,209.96	2.93477
7,464.84	6.42538	7,464.84	2.51571
7,727.05	6.48118	7,727.05	2.41041
7,999.51	6.58334	7,999.51	2.42116
8,282.23	6.94723	8,282.23	2.57143
8,573.73	7.247	8,573.73	2.83448
8,876.95	7.16736	8,876.95	2.84392
9,188.96	7.66007	9,188.96	3.20261
9,514.16	7.70888	9,514.16	3.31292
9,849.61	7.96841	9,849.61	3.49281
10,196.8	8.24108	10,196.8	3.70832
10,555.7	8.26862	10,555.7	3.58968
10,927.7	8.71358	10,927.7	3.79206
11,313	9.20569	11,313	4.0862
11,712.9	9.71768	11,712.9	4.37696
12,126	10.2842	12,126	4.66689
12,553.7	10.8587	12,553.7	4.9596
12,996.1	11.1276	12,996.1	5.08413
13,454.6	11.1721	13,454.6	5.09223
13,929.2	11.2705	13,929.2	5.14715
14,419.9	10.8443	14,419.9	4.99711
14,928.2	10.2611	14,928.2	4.93614
15,455.6	10.9108	15,455.6	5.30776
16,000.5	10.9869	16,000.5	5.27643
16,564.5	10.8276	16,564.5	5.2227
17,148.9	10.1813	17,148.9	4.98583
17,752.4	10.0993	17,752.4	4.93885
18,379.4	10.5696	18,379.4	4.84379
19,026.9	10.9048	19,026.9	4.85643
19,697.8	10.8466	19,697.8	4.88646
19,999.5	10.7177	19,999.5	4.86348
