"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	52.7929
21.9727	54.9741
23.4375	54.9154
24.9023	56.9082
26.3672	59.1438
27.832	60.2352
29.2969	61.4634
30.7617	62.8163
32.2266	64.0256
33.6914	65.8726
35.1562	67.0713
36.6211	68.7352
38.0859	70.1564
39.5508	71.4714
41.0156	73.0668
42.4805	74.2068
43.9453	75.543
45.4102	76.6752
46.875	77.818
48.3398	78.8684
51.2695	80.6562
52.7344	81.378
54.1992	81.937
55.6641	82.3918
58.5938	83.0862
60.0586	83.3194
62.9883	83.6627
64.4531	83.7599
67.3828	83.8495
68.8477	83.8801
71.7773	83.949
74.707	84.1154
77.6367	84.1546
79.1016	84.1697
82.0312	84.2842
84.9609	84.4074
87.8906	84.4058
90.8203	84.4694
95.2148	84.6273
98.1445	84.7934
101.074	85.0083
105.469	85.0005
108.398	85.1642
112.793	85.3966
117.188	85.6241
120.117	85.7258
124.512	85.9862
128.906	86.0221
133.301	86.0597
139.16	86.0873
143.555	86.1607
147.949	86.3268
153.809	86.3504
159.668	86.4765
165.527	86.5641
171.387	86.5654
177.246	86.4477
183.105	86.5229
188.965	86.5012
196.289	86.4993
203.613	86.3851
210.938	86.2395
218.262	86.0846
225.586	86.1377
232.91	85.9929
241.699	85.8149
250.488	85.7274
259.277	85.8309
268.066	85.5281
276.855	85.3073
287.109	85.0028
297.363	84.7593
307.617	84.945
319.336	84.7293
329.59	84.4662
341.309	84.6037
353.027	84.5431
366.211	84.6028
379.395	84.584
392.578	84.259
405.762	83.9725
420.41	84.066
435.059	83.884
451.172	84.2695
465.82	84.1242
483.398	84.0716
499.512	84.2377
517.09	84.0529
536.133	84.0023
555.176	84.2052
574.219	84.2129
594.727	84.3461
615.234	84.6812
637.207	84.5842
659.18	84.1724
682.617	84.3872
707.52	84.5479
732.422	84.3444
757.324	84.9883
785.156	84.9401
811.523	85.5836
840.82	85.3904
870.117	85.3056
900.879	85.1859
933.105	84.9737
965.332	84.8165
1,000.49	84.5601
1,035.64	84.1943
1,072.27	84.0865
1,108.89	83.973
1,148.44	83.5407
1,189.45	83.4719
1,230.47	84.0137
1,274.41	84.2089
1,319.82	84.2221
1,366.7	83.9496
1,413.57	83.529
1,463.38	82.9405
1,516.11	82.0451
1,568.85	81.2128
1,624.51	81.1049
1,681.64	80.9534
1,741.7	81.488
1,803.22	81.0498
1,866.21	80.5986
1,932.13	80.495
1,999.51	81.5524
2,069.82	82.0295
2,143.07	81.642
2,219.24	81.0708
2,296.88	80.5614
2,378.91	81.8756
2,462.4	82.4677
2,548.83	82.2086
2,639.65	81.395
2,731.93	81.1265
2,828.61	81.8845
2,928.22	82.4463
3,030.76	82.6134
3,137.7	82.4083
3,249.02	82.0407
3,363.28	81.9321
3,481.93	82.2165
3,604.98	82.5245
3,732.42	82.8251
3,864.26	81.9573
4,000.49	81.8683
4,141.11	82.2655
4,287.6	82.1014
4,438.48	82.3527
4,595.21	81.9636
4,756.35	82.8965
4,924.8	83.1337
5,097.66	82.8037
5,277.83	82.7736
5,463.87	83.2236
5,657.23	83.6091
5,856.45	83.0176
6,062.99	82.6805
6,276.86	82.8108
6,498.05	83.3947
6,726.56	83.3623
6,963.87	83.5448
7,209.96	84.0228
7,464.84	83.7233
7,727.05	84.2203
7,999.51	84.1349
8,282.23	84.3995
8,573.73	84.5344
8,876.95	84.2954
9,188.96	84.2058
9,514.16	84.3821
9,849.61	84.4366
10,196.8	84.6616
10,555.7	84.7339
10,927.7	84.7893
11,313	84.7802
11,712.9	84.7076
12,126	84.5761
12,553.7	84.2199
12,996.1	83.7848
13,454.6	83.4346
13,929.2	83.0065
14,419.9	82.8516
14,928.2	82.6953
15,455.6	82.4458
16,000.5	81.9841
16,564.5	81.5985
17,148.9	81.4635
17,752.4	81.5198
18,379.4	81.5837
19,026.9	81.8312
19,697.8	81.1755
19,999.5	80.4364
