"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	1.22789	20.5078	0.275099
21.9727	-4.19171	21.9727	-1.70721
23.4375	-0.429557	23.4375	-0.118667
24.9023	-0.621812	24.9023	-0.206649
26.3672	-1.05122	26.3672	-0.29048
27.832	-1.72174	27.832	-0.560744
29.2969	-0.1606	29.2969	0.0556733
30.7617	0.0923611	30.7617	0.184202
32.2266	0.0693831	32.2266	0.123188
33.6914	-0.0534851	33.6914	0.0699169
35.1562	-0.600118	35.1562	-0.130256
36.6211	-0.268646	36.6211	-0.0226103
38.0859	0.0670566	38.0859	0.107625
39.5508	0.345009	39.5508	0.200727
41.0156	0.0978978	41.0156	0.0792414
42.4805	-0.00352041	42.4805	0.05414
43.9453	0.0602368	43.9453	0.0748873
45.4102	0.165584	45.4102	0.110907
46.875	0.235036	46.875	0.134781
48.3398	0.229612	48.3398	0.130008
51.2695	0.197394	51.2695	0.114349
52.7344	0.217442	52.7344	0.121902
54.1992	0.210232	54.1992	0.120563
55.6641	0.185307	55.6641	0.11221
58.5938	0.242853	58.5938	0.130574
60.0586	0.263483	60.0586	0.138648
62.9883	0.26954	62.9883	0.140895
64.4531	0.275918	64.4531	0.143702
67.3828	0.301799	67.3828	0.154213
68.8477	0.306297	68.8477	0.155443
71.7773	0.319194	71.7773	0.160051
74.707	0.319779	74.707	0.159184
77.6367	0.30898	77.6367	0.156368
79.1016	0.313282	79.1016	0.158569
82.0312	0.34057	82.0312	0.169535
84.9609	0.347521	84.9609	0.172366
87.8906	0.331379	87.8906	0.169029
90.8203	0.317073	90.8203	0.165305
95.2148	0.364117	95.2148	0.183697
98.1445	0.387811	98.1445	0.192318
101.074	0.373874	101.074	0.186333
105.469	0.390779	105.469	0.199998
108.398	0.431244	108.398	0.210664
112.793	0.438031	112.793	0.220552
117.188	0.472014	117.188	0.23236
120.117	0.464873	120.117	0.235595
124.512	0.594446	124.512	0.286904
128.906	0.705817	128.906	0.322816
133.301	0.577405	133.301	0.276557
139.16	0.492583	139.16	0.255707
143.555	0.619142	143.555	0.316815
147.949	0.743134	147.949	0.354449
153.809	0.727609	153.809	0.351822
159.668	0.665431	159.668	0.314907
165.527	0.604042	165.527	0.316595
171.387	0.820985	171.387	0.384656
177.246	0.621427	177.246	0.327639
183.105	0.741308	183.105	0.415166
188.965	1.04042	188.965	0.512215
196.289	0.917284	196.289	0.436208
203.613	0.917706	203.613	0.482124
210.938	1.19247	210.938	0.570201
218.262	1.23584	218.262	0.531418
225.586	0.884152	225.586	0.425767
232.91	0.652219	232.91	0.390936
241.699	1.50789	241.699	0.79687
250.488	1.68557	250.488	0.770066
259.277	1.6296	259.277	0.780838
268.066	1.71727	268.066	0.841276
276.855	1.58389	276.855	0.680707
287.109	1.16483	287.109	0.583334
297.363	2.0453	297.363	0.957904
307.617	2.00478	307.617	0.955961
319.336	2.00676	319.336	0.989869
329.59	2.19829	329.59	0.920569
341.309	2.44194	341.309	1.1323
353.027	2.27626	353.027	0.982907
366.211	2.48046	366.211	1.07774
379.395	2.45623	379.395	1.04097
392.578	2.47745	392.578	0.97835
405.762	2.55657	405.762	1.04474
420.41	2.57068	420.41	0.949683
435.059	2.45826	435.059	0.993629
451.172	2.84024	451.172	0.939803
465.82	2.7511	465.82	0.990885
483.398	2.68362	483.398	0.878112
499.512	2.70174	499.512	0.979614
517.09	2.51899	517.09	0.921551
536.133	2.91967	536.133	1.14478
555.176	3.06698	555.176	0.939011
574.219	2.80683	574.219	0.817834
594.727	3.2444	594.727	1.10388
615.234	3.21525	615.234	0.983932
637.207	2.15222	637.207	0.54953
659.18	3.06836	659.18	1.06564
682.617	3.40845	682.617	1.32574
707.52	3.63471	707.52	1.2813
732.422	3.54106	732.422	1.27182
757.324	3.78401	757.324	1.47614
785.156	4.07295	785.156	1.64191
811.523	3.97475	811.523	1.5797
840.82	4.3379	840.82	1.86978
870.117	4.79124	870.117	2.15092
900.879	4.92777	900.879	2.03458
933.105	5.00016	933.105	2.15608
965.332	5.1998	965.332	2.22243
1,000.49	5.11378	1,000.49	2.23127
1,035.64	3.2425	1,035.64	1.70274
1,072.27	1.69473	1,072.27	0.790342
1,108.89	4.22521	1,108.89	1.6798
1,148.44	4.42332	1,148.44	1.68316
1,189.45	5.06293	1,189.45	2.03235
1,230.47	5.62478	1,230.47	2.21569
1,274.41	6.20265	1,274.41	2.4649
1,319.82	6.42941	1,319.82	2.55399
1,366.7	6.38365	1,366.7	2.58664
1,413.57	6.34722	1,413.57	2.53192
1,463.38	6.55842	1,463.38	2.6427
1,516.11	6.65975	1,516.11	2.64328
1,568.85	6.69003	1,568.85	2.62907
1,624.51	7.06616	1,624.51	2.83048
1,681.64	7.26218	1,681.64	2.9496
1,741.7	7.40718	1,741.7	3.01234
1,803.22	7.23032	1,803.22	2.92079
1,866.21	7.34083	1,866.21	3.02086
1,932.13	7.34999	1,932.13	2.99362
1,999.51	7.78756	1,999.51	3.23331
2,069.82	7.36297	2,069.82	3.08555
2,143.07	6.72629	2,143.07	2.73191
2,219.24	5.75772	2,219.24	2.40156
2,296.88	6.54269	2,296.88	2.86603
2,378.91	7.30271	2,378.91	3.03776
2,462.4	7.64008	2,462.4	3.27548
2,548.83	7.45122	2,548.83	3.38466
2,639.65	6.57523	2,639.65	3.06939
2,731.93	6.54595	2,731.93	2.87371
2,828.61	6.7301	2,828.61	2.95375
2,928.22	6.61854	2,928.22	2.94615
3,030.76	6.4353	3,030.76	2.93485
3,137.7	6.22444	3,137.7	2.76272
3,249.02	5.9563	3,249.02	2.56026
3,363.28	6.14749	3,363.28	2.66682
3,481.93	5.95927	3,481.93	2.54266
3,604.98	5.32127	3,604.98	2.23522
3,732.42	5.58921	3,732.42	2.42579
3,864.26	5.08176	3,864.26	1.98277
4,000.49	5.06224	4,000.49	2.05093
4,141.11	5.39246	4,141.11	2.1204
4,287.6	5.39811	4,287.6	1.9339
4,438.48	5.82023	4,438.48	2.25263
4,595.21	5.40194	4,595.21	2.02784
4,756.35	5.84735	4,756.35	2.14284
4,924.8	6.62356	4,924.8	2.60938
5,097.66	6.52584	5,097.66	2.50538
5,277.83	6.47576	5,277.83	2.47316
5,463.87	6.83418	5,463.87	2.72991
5,657.23	7.15894	5,657.23	3.12456
5,856.45	6.84739	5,856.45	3.00041
