"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	66.9891	20.5078	66.8277	20.5078	67.2032	20.5078	67.0631	20.5078	65.6265	20.5078	66.9232
21.9727	60.394	21.9727	54.1324	21.9727	57.6001	21.9727	59.3176	21.9727	62.5432	21.9727	59.2793
23.4375	68.5469	23.4375	67.3576	23.4375	68.047	23.4375	68.1955	23.4375	68.6252	23.4375	68.1625
24.9023	70.2674	24.9023	70.0524	24.9023	70.1043	24.9023	70.3174	24.9023	70.9632	24.9023	70.3064
26.3672	68.4877	26.3672	67.836	26.3672	68.023	26.3672	68.2268	26.3672	69.3844	26.3672	68.3133
27.832	66.7756	27.832	67.0814	27.832	66.4147	27.832	66.807	27.832	68.5385	27.832	66.9772
29.2969	69.7123	29.2969	68.2739	29.2969	68.9739	29.2969	68.8126	29.2969	68.9506	29.2969	68.9284
30.7617	70.7539	30.7617	67.24	30.7617	69.3167	30.7617	69.0375	30.7617	68.6836	30.7617	69.1476
32.2266	74.7215	32.2266	72.6448	32.2266	73.7488	32.2266	73.5556	32.2266	73.2793	32.2266	73.6366
33.6914	76.589	33.6914	74.3299	33.6914	75.5681	33.6914	75.4566	33.6914	75.3261	33.6914	75.5067
35.1562	77.6199	35.1562	75.6027	35.1562	76.6207	35.1562	76.7327	35.1562	77.1693	35.1562	76.7547
36.6211	79.4171	36.6211	77.489	36.6211	78.5225	36.6211	78.5298	36.6211	78.6587	36.6211	78.5497
38.0859	81.3253	38.0859	79.4795	38.0859	80.5339	38.0859	80.3778	38.0859	80.247	38.0859	80.4339
39.5508	83.1421	39.5508	81.2887	39.5508	82.4009	39.5508	82.1479	39.5508	81.7143	39.5508	82.209
41.0156	84.5967	41.0156	83.0379	41.0156	83.9224	41.0156	83.8403	41.0156	83.6089	41.0156	83.8474
42.4805	85.8814	42.4805	84.3615	42.4805	85.2162	42.4805	85.1481	42.4805	85.0668	42.4805	85.1664
43.9453	87.2052	43.9453	85.7134	43.9453	86.5713	43.9453	86.4811	43.9453	86.3534	43.9453	86.5008
45.4102	88.4057	45.4102	86.9347	45.4102	87.8025	45.4102	87.6719	45.4102	87.4506	45.4102	87.6966
46.875	89.6888	46.875	88.2457	46.875	89.1103	46.875	88.9534	46.875	88.6617	46.875	88.9809
48.3398	90.9369	48.3398	89.5736	48.3398	90.388	48.3398	90.237	48.3398	89.9529	48.3398	90.2632
51.2695	93.1318	51.2695	91.848	51.2695	92.617	51.2695	92.4865	51.2695	92.2489	51.2695	92.5072
52.7344	94.1502	52.7344	92.8972	52.7344	93.6556	52.7344	93.5154	52.7344	93.2682	52.7344	93.5383
54.1992	95.1392	54.1992	93.896	54.1992	94.6491	54.1992	94.5092	54.1992	94.2735	54.1992	94.5332
55.6641	96.0445	55.6641	94.8331	55.6641	95.5665	55.6641	95.4345	55.6641	95.2348	55.6641	95.4588
58.5938	97.7455	58.5938	96.5889	58.5938	97.3044	58.5938	97.1511	58.5938	96.9093	58.5938	97.1785
60.0586	98.4231	60.0586	97.2943	60.0586	97.9975	60.0586	97.8331	60.0586	97.5764	60.0586	97.8638
62.9883	99.5883	62.9883	98.4772	62.9883	99.1747	62.9883	99.0076	62.9883	98.7518	62.9883	99.0388
64.4531	100.071	64.4531	98.969	64.4531	99.6636	64.4531	99.4924	64.4531	99.2346	64.4531	99.525
67.3828	100.802	67.3828	99.7062	67.3828	100.406	67.3828	100.221	67.3828	99.9476	67.3828	100.257
68.8477	101.067	68.8477	99.9861	68.8477	100.681	68.8477	100.495	68.8477	100.223	68.8477	100.531
71.7773	101.399	71.7773	100.362	71.7773	101.037	71.7773	100.845	71.7773	100.573	71.7773	100.883
74.707	101.557	74.707	100.556	74.707	101.207	74.707	101.014	74.707	100.74	74.707	101.053
77.6367	101.567	77.6367	100.577	77.6367	101.222	77.6367	101.032	77.6367	100.774	77.6367	101.071
79.1016	101.55	79.1016	100.56	79.1016	101.207	79.1016	101.014	79.1016	100.756	79.1016	101.054
82.0312	101.527	82.0312	100.526	82.0312	101.187	82.0312	100.98	82.0312	100.7	82.0312	101.023
84.9609	101.466	84.9609	100.473	84.9609	101.133	84.9609	100.923	84.9609	100.64	84.9609	100.967
87.8906	101.295	87.8906	100.324	87.8906	100.972	87.8906	100.763	87.8906	100.506	87.8906	100.809
90.8203	101.173	90.8203	100.211	90.8203	100.854	90.8203	100.648	90.8203	100.414	90.8203	100.695
95.2148	101.053	95.2148	100.075	95.2148	100.747	95.2148	100.519	95.2148	100.256	95.2148	100.569
98.1445	100.94	98.1445	99.9854	98.1445	100.652	98.1445	100.414	98.1445	100.136	98.1445	100.466
101.074	100.766	101.074	99.8336	101.074	100.49	101.074	100.259	101.074	100.007	101.074	100.31
105.469	100.596	105.469	99.6109	105.469	100.3	105.469	100.045	105.469	99.7903	105.469	100.107
108.398	100.592	108.398	99.6436	108.398	100.324	108.398	100.061	108.398	99.7678	108.398	100.12
112.793	100.52	112.793	99.5466	112.793	100.249	112.793	99.9654	112.793	99.6976	112.793	100.036
117.188	100.485	117.188	99.5896	117.188	100.254	117.188	99.9511	117.188	99.6706	117.188	100.029
120.117	100.401	120.117	99.4518	120.117	100.14	120.117	99.8253	120.117	99.5609	120.117	99.9124
124.512	100.586	124.512	99.584	124.512	100.31	124.512	99.9258	124.512	99.5288	124.512	100.033
128.906	100.538	128.906	99.6478	128.906	100.333	128.906	99.9113	128.906	99.3906	128.906	100.021
133.301	100.308	133.301	99.3972	133.301	100.081	133.301	99.7227	133.301	99.309	133.301	99.8128
139.16	100.211	139.16	99.2218	139.16	99.9513	139.16	99.6133	139.16	99.3164	139.16	99.7046
143.555	100.294	143.555	99.2223	143.555	100.032	143.555	99.6017	143.555	99.2401	143.555	99.7263
147.949	100.35	147.949	99.2258	147.949	100.087	147.949	99.6165	147.949	99.1298	147.949	99.7444
153.809	100.053	153.809	98.9496	153.809	99.8348	153.809	99.3707	153.809	98.9522	153.809	99.4937
159.668	100.108	159.668	99.1994	159.668	99.9038	159.668	99.486	159.668	99.0426	159.668	99.5991
165.527	100.108	165.527	99.1707	165.527	99.8995	165.527	99.4596	165.527	99.1369	165.527	99.5947
171.387	100.066	171.387	98.8844	171.387	99.838	171.387	99.3327	171.387	98.8496	171.387	99.4651
177.246	99.9436	177.246	98.8704	177.246	99.6627	177.246	99.2131	177.246	98.8034	177.246	99.3472
183.105	99.9518	183.105	98.6671	183.105	99.6815	183.105	99.0912	183.105	98.75	183.105	99.2825
