"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-2.85981	20.5078	-1.20476
21.9727	-2.54892	21.9727	-1.00344
23.4375	-0.326329	23.4375	0.143523
24.9023	-2.89457	24.9023	-0.863277
26.3672	-3.77958	26.3672	-1.44533
27.832	-3.32057	27.832	-1.23831
29.2969	-2.5846	29.2969	-0.950541
30.7617	-2.44947	30.7617	-0.904043
32.2266	-2.08033	32.2266	-0.759405
33.6914	-1.85933	33.6914	-0.673624
35.1562	-1.77006	35.1562	-0.637687
36.6211	-1.64354	36.6211	-0.594632
38.0859	-1.50316	38.0859	-0.545745
39.5508	-1.34341	39.5508	-0.488007
41.0156	-1.17814	41.0156	-0.437863
42.4805	-1.09258	42.4805	-0.399571
43.9453	-1.03616	43.9453	-0.382081
45.4102	-0.943824	45.4102	-0.349394
46.875	-0.855355	46.875	-0.319419
48.3398	-0.778215	48.3398	-0.289614
51.2695	-0.723646	51.2695	-0.270674
52.7344	-0.701716	52.7344	-0.265404
54.1992	-0.617954	54.1992	-0.236681
55.6641	-0.471439	55.6641	-0.180734
58.5938	-0.381952	58.5938	-0.148384
60.0586	-0.357464	60.0586	-0.139062
62.9883	-0.322802	62.9883	-0.129359
64.4531	-0.321268	64.4531	-0.129907
67.3828	-0.347475	67.3828	-0.141497
68.8477	-0.389668	68.8477	-0.157664
71.7773	-0.339474	71.7773	-0.135276
74.707	-0.243928	74.707	-0.0981251
77.6367	-0.203477	77.6367	-0.0839995
79.1016	-0.137491	79.1016	-0.0585004
82.0312	-0.0143514	82.0312	-0.0156777
84.9609	-0.0307522	84.9609	-0.0247861
87.8906	0.0388914	87.8906	0.0167926
90.8203	-0.0104216	90.8203	0.000518196
95.2148	0.164525	95.2148	0.0622019
98.1445	0.0823383	98.1445	0.0352321
101.074	0.0988975	101.074	0.0455943
105.469	0.192775	105.469	0.0762829
108.398	0.315149	108.398	0.12648
112.793	0.448115	112.793	0.167802
117.188	0.392401	117.188	0.148577
120.117	0.419037	120.117	0.164696
124.512	0.484279	124.512	0.180624
128.906	0.330483	128.906	0.118252
133.301	0.327894	133.301	0.140308
139.16	0.442226	139.16	0.189374
143.555	0.504225	143.555	0.225732
147.949	0.619958	147.949	0.268202
153.809	0.57986	153.809	0.250565
159.668	0.495479	159.668	0.215693
165.527	0.574137	165.527	0.269749
171.387	0.591665	171.387	0.273802
177.246	0.865317	177.246	0.419867
183.105	0.996939	183.105	0.411187
188.965	0.811657	188.965	0.375404
196.289	0.851482	196.289	0.4023
203.613	1.2499	203.613	0.542159
210.938	1.12868	210.938	0.500416
218.262	0.959041	218.262	0.465309
225.586	1.33714	225.586	0.626103
232.91	1.49742	232.91	0.656127
241.699	1.44226	241.699	0.587037
250.488	1.58414	250.488	0.676663
259.277	1.66686	259.277	0.73038
268.066	1.3339	268.066	0.516488
276.855	1.31753	276.855	0.603206
287.109	1.53482	287.109	0.74869
297.363	2.28009	297.363	1.07059
307.617	2.05882	307.617	0.896331
319.336	2.21269	319.336	1.06375
329.59	2.29751	329.59	0.956294
341.309	2.45945	341.309	1.13148
353.027	2.61773	353.027	0.999394
366.211	2.69293	366.211	0.992989
379.395	2.65443	379.395	0.980191
392.578	2.52664	392.578	0.871475
405.762	2.93032	405.762	1.18915
420.41	2.75384	420.41	1.02937
435.059	2.75268	435.059	1.12795
451.172	3.14904	451.172	1.00426
465.82	3.18738	465.82	1.20966
483.398	3.08959	483.398	1.05201
499.512	3.12752	499.512	1.15494
517.09	2.79327	517.09	0.993027
536.133	3.71474	536.133	1.45117
555.176	3.81063	555.176	1.2809
574.219	3.29012	574.219	0.856412
594.727	3.33685	594.727	1.05018
615.234	3.49925	615.234	1.07588
637.207	3.54299	637.207	1.15676
659.18	4.08357	659.18	1.50024
682.617	4.07328	682.617	1.65167
707.52	4.53763	707.52	1.82775
732.422	4.4708	732.422	1.79879
757.324	4.49545	757.324	1.91743
785.156	5.00043	785.156	2.25107
811.523	5.00922	811.523	2.29811
