"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	56.0726	20.5078	57.3407	20.5078	56.7527
21.9727	61.9083	21.9727	63.0478	21.9727	62.5153
23.4375	62.9551	23.4375	62.5264	23.4375	62.7461
24.9023	63.8391	24.9023	64.079	24.9023	63.9607
26.3672	66.8111	26.3672	67.388	26.3672	67.1091
27.832	69.9009	27.832	70.4139	27.832	70.165
29.2969	74.0323	29.2969	74.5701	29.2969	74.3095
30.7617	76.7202	30.7617	77.2048	30.7617	76.9692
32.2266	79.3827	32.2266	79.7857	32.2266	79.5888
33.6914	81.6721	33.6914	82.1482	33.6914	81.9167
35.1562	83.5792	35.1562	83.8785	35.1562	83.7314
36.6211	85.411	36.6211	85.7034	36.6211	85.5597
38.0859	87.0242	38.0859	87.2514	38.0859	87.1393
39.5508	88.4875	39.5508	88.6989	39.5508	88.5945
41.0156	89.6304	41.0156	89.7303	41.0156	89.6806
42.4805	90.5811	42.4805	90.6362	42.4805	90.6087
43.9453	91.4242	43.9453	91.4634	43.9453	91.4438
45.4102	92.1357	45.4102	92.1538	45.4102	92.1448
46.875	92.697	46.875	92.7107	46.875	92.7039
48.3398	93.1134	48.3398	93.0582	48.3398	93.0859
51.2695	93.4191	51.2695	93.2894	51.2695	93.3548
52.7344	93.4492	52.7344	93.314	52.7344	93.3821
54.1992	93.4428	54.1992	93.3126	54.1992	93.3782
55.6641	93.504	55.6641	93.3478	55.6641	93.4266
58.5938	93.4493	58.5938	93.1937	58.5938	93.3234
60.0586	93.4299	60.0586	93.1512	60.0586	93.2928
62.9883	93.3304	62.9883	93.0594	62.9883	93.197
64.4531	93.3692	64.4531	93.0646	64.4531	93.2196
67.3828	93.223	67.3828	92.8206	67.3828	93.0265
68.8477	93.1606	68.8477	92.7568	68.8477	92.9634
71.7773	93.2439	71.7773	92.8559	71.7773	93.0543
74.707	93.3938	74.707	92.9712	74.707	93.1877
77.6367	93.4356	77.6367	92.9518	77.6367	93.2004
79.1016	93.521	79.1016	93.0061	79.1016	93.2712
82.0312	93.5599	82.0312	93.0111	82.0312	93.2941
84.9609	93.6269	84.9609	93.1404	84.9609	93.3904
87.8906	93.7655	87.8906	93.3054	87.8906	93.5415
90.8203	93.8991	90.8203	93.3879	90.8203	93.6511
95.2148	94.2483	95.2148	93.5707	95.2148	93.9227
98.1445	94.2579	98.1445	93.6003	98.1445	93.9415
101.074	94.229	101.074	93.4994	101.074	93.8795
105.469	94.3077	105.469	93.5684	105.469	93.9538
108.398	94.5377	108.398	93.8147	108.398	94.1912
112.793	94.7184	112.793	93.9502	112.793	94.3513
117.188	94.5832	117.188	93.9788	117.188	94.2915
120.117	94.7059	120.117	94.0158	120.117	94.3745
124.512	94.8707	124.512	94.1255	124.512	94.5141
128.906	94.6834	128.906	93.9689	128.906	94.3408
133.301	94.8063	133.301	93.9156	133.301	94.3838
139.16	94.9401	139.16	93.9809	139.16	94.4869
143.555	95.0235	143.555	94.0331	143.555	94.5565
147.949	95.1184	147.949	94.1117	147.949	94.6442
153.809	94.7946	153.809	93.8612	153.809	94.3529
159.668	95.0157	159.668	94.1001	159.668	94.582
165.527	95.0596	165.527	93.9411	165.527	94.5363
171.387	95.0054	171.387	93.783	171.387	94.437
177.246	95.0817	177.246	93.9777	177.246	94.5647
183.105	95.0475	183.105	94.1566	183.105	94.6248
188.965	94.6901	188.965	93.7004	188.965	94.2234
196.289	95.0163	196.289	93.9336	196.289	94.5086
203.613	95.0184	203.613	94.0281	203.613	94.5514
210.938	94.6966	210.938	93.9735	210.938	94.3501
218.262	94.7823	218.262	93.9385	218.262	94.3808
225.586	95.2473	225.586	94.0041	225.586	94.67
232.91	95.2356	232.91	94.0413	232.91	94.6794
241.699	95.1789	241.699	93.8961	241.699	94.5847
250.488	95.5505	250.488	93.9755	250.488	94.834
259.277	95.5633	259.277	93.9656	259.277	94.8375
268.066	94.9095	268.066	93.7187	268.066	94.3548
276.855	95.0276	276.855	93.9201	276.855	94.509
287.109	95.0878	287.109	93.3624	287.109	94.3102
297.363	95.9987	297.363	93.8293	297.363	95.0481
307.617	96.0315	307.617	93.9552	307.617	95.1163
319.336	96.0915	319.336	93.2909	319.336	94.9132
329.59	96.2142	329.59	93.6127	329.59	95.1054
341.309	96.8559	341.309	94.2639	341.309	95.7504
353.027	96.6899	353.027	94.6534	353.027	95.79
366.211	96.8963	366.211	94.7885	366.211	95.9691
379.395	97.0015	379.395	95.0053	379.395	96.1171
392.578	96.3877	392.578	94.7039	392.578	95.6269
405.762	96.3898	405.762	94.3593	405.762	95.4922
420.41	96.1608	420.41	94.341	420.41	95.3455
435.059	96.1783	435.059	94.3547	435.059	95.3615
451.172	96.5143	451.172	94.0534	451.172	95.4559
465.82	96.0074	465.82	93.3664	465.82	94.8847
483.398	95.839	483.398	93.9213	483.398	94.9852
499.512	96.121	499.512	93.3831	499.512	94.9643
517.09	95.0646	517.09	92.9635	517.09	94.1399
536.133	95.3246	536.133	92.157	536.133	94.0235
555.176	95.4583	555.176	92.7346	555.176	94.3066
574.219	95.584	574.219	92.814	574.219	94.4162
594.727	94.3376	594.727	92.4176	594.727	93.4828
615.234	95.0323	615.234	93.1017	615.234	94.1734
637.207	96.3367	637.207	92.4579	637.207	94.8167
659.18	95.929	659.18	93.5331	659.18	94.8942
682.617	96.4138	682.617	93.9521	682.617	95.3551
707.52	97.6662	707.52	94.2043	707.52	96.2714
732.422	96.6457	732.422	94.5575	732.422	95.7259
757.324	97.1682	757.324	95.1926	757.324	96.2918
785.156	97.1456	785.156	95.7409	785.156	96.4998
811.523	96.958	811.523	95.4091	811.523	96.2522
840.82	96.7543	840.82	96.0995	840.82	96.4392
870.117	96.0561	870.117	95.3108	870.117	95.6994
900.879	96.614	900.879	95.844	900.879	96.2461
933.105	96.1342	933.105	95.6793	933.105	95.9127
965.332	96.5066	965.332	95.7232	965.332	96.1325
1,000.49	96.9972	1,000.49	95.9207	1,000.49	96.4922
1,035.64	96.8111	1,035.64	95.6929	1,035.64	96.2879
1,072.27	95.8836	1,072.27	95.0129	1,072.27	95.47
1,108.89	96.338	1,108.89	94.9098	1,108.89	95.6823
1,148.44	94.7651	1,148.44	93.5187	1,148.44	94.1865
1,189.45	94.5903	1,189.45	92.4145	1,189.45	93.6372
1,230.47	93.5446	1,230.47	91.6619	1,230.47	92.7045
1,274.41	93.0067	1,274.41	90.1252	1,274.41	91.8006
1,319.82	93.5715	1,319.82	90.8424	1,319.82	92.4179
1,366.7	93.3293	1,366.7	91.3546	1,366.7	92.4533
1,413.57	93.232	1,413.57	90.8214	1,413.57	92.1918
1,463.38	92.9251	1,463.38	90.6338	1,463.38	91.9288
1,516.11	91.5472	1,516.11	89.7369	1,516.11	90.7357
1,568.85	90.7426	1,568.85	89.5818	1,568.85	90.2009
1,624.51	90.4065	1,624.51	87.8006	1,624.51	89.2961
1,681.64	91.533	1,681.64	88.218	1,681.64	90.1844
1,741.7	91.2766	1,741.7	86.8081	1,741.7	89.5934
1,803.22	90.3499	1,803.22	85.8447	1,803.22	88.657
1,866.21	89.8406	1,866.21	82.8584	1,866.21	87.6234
1,932.13	87.1349	1,932.13	82.9211	1,932.13	85.5202
1,999.51	87.1353	1,999.51	82.1217	1,999.51	85.3151
2,069.82	87.4806	2,069.82	84.2539	2,069.82	86.1603
2,143.07	88.5681	2,143.07	86.1956	2,143.07	87.5419
2,219.24	88.311	2,219.24	87.4377	2,219.24	87.8963
2,296.88	88.3667	2,296.88	88.6816	2,296.88	88.527
2,378.91	88.5803	2,378.91	89.111	2,378.91	88.8537
2,462.4	89.4767	2,462.4	90.1534	2,462.4	89.8282
2,548.83	90.6224	2,548.83	90.9912	2,548.83	90.8107
2,639.65	92.2409	2,639.65	91.4292	2,639.65	91.854
2,731.93	91.6618	2,731.93	90.965	2,731.93	91.3273
2,828.61	91.2934	2,828.61	91.7371	2,828.61	91.5209
2,928.22	92.4609	2,928.22	92.4404	2,928.22	92.4507
3,030.76	93.2187	3,030.76	92.9459	3,030.76	93.0845
3,137.7	93.3301	3,137.7	93.1809	3,137.7	93.2561
3,249.02	93.9791	3,249.02	92.9583	3,249.02	93.4986
3,363.28	94.1182	3,363.28	93.1243	3,363.28	93.6496
3,481.93	95.3132	3,481.93	92.6546	3,481.93	94.1842
3,604.98	96.0521	3,604.98	92.6333	3,604.98	94.6708
3,732.42	96.2178	3,732.42	92.9182	3,732.42	94.8741
3,864.26	96.5324	3,864.26	93.6623	3,864.26	95.3302
4,000.49	95.7248	4,000.49	93.2083	4,000.49	94.6463
4,141.11	96.483	4,141.11	93.5428	4,141.11	95.2571
4,287.6	96.6124	4,287.6	93.6301	4,287.6	95.3724
4,438.48	96.0555	4,438.48	93.4351	4,438.48	94.94
4,595.21	95.9745	4,595.21	92.8522	4,595.21	94.6881
4,756.35	96.3507	4,756.35	93.2256	4,756.35	95.0634
4,924.8	96.6252	4,924.8	93.0092	4,924.8	95.1832
5,097.66	97.2921	5,097.66	93.0857	5,097.66	95.6794
5,277.83	97.2523	5,277.83	93.0303	5,277.83	95.6354
5,463.87	96.7998	5,463.87	92.786	5,463.87	95.241
5,657.23	97.2969	5,657.23	92.896	5,657.23	95.6316
5,856.45	97.237	5,856.45	92.7185	5,856.45	95.5406
6,062.99	95.88	6,062.99	92.2928	6,062.99	94.4467
6,276.86	94.2932	6,276.86	92.5135	6,276.86	93.4939
6,498.05	94.0337	6,498.05	92.7251	6,498.05	93.4285
6,726.56	93.7973	6,726.56	92.2672	6,726.56	93.0993
6,963.87	93.6655	6,963.87	92.5571	6,963.87	93.1466
7,209.96	93.8027	7,209.96	92.2083	7,209.96	93.0782
7,464.84	95.0477	7,464.84	92.4715	7,464.84	93.9479
7,727.05	96.0316	7,727.05	91.9969	7,727.05	94.4669
7,999.51	96.4137	7,999.51	91.9816	7,999.51	94.7401
8,282.23	94.844	8,282.23	91.8759	8,282.23	93.6087
8,573.73	93.2642	8,573.73	91.57	8,573.73	92.4992
8,876.95	94.4315	8,876.95	91.5254	8,876.95	93.2171
9,188.96	94.107	9,188.96	91.8539	9,188.96	93.1249
9,514.16	94.2063	9,514.16	91.7021	9,514.16	93.1322
9,849.61	94.0577	9,849.61	91.7683	9,849.61	93.0621
10,196.8	94.5356	10,196.8	91.6138	10,196.8	93.3159
10,555.7	94.4707	10,555.7	91.421	10,555.7	93.2082
10,927.7	94.6245	10,927.7	90.9621	10,927.7	93.1684
11,313	94.873	11,313	90.0064	11,313	93.0884
11,712.9	94.9681	11,712.9	89.1935	11,712.9	92.9772
12,126	95.2229	12,126	88.0342	12,126	92.9718
12,553.7	94.881	12,553.7	86.9495	12,553.7	92.519
12,996.1	93.9458	12,996.1	85.9201	12,996.1	91.5709
13,454.6	93.7905	13,454.6	84.9603	13,454.6	91.3145
13,929.2	93.0295	13,929.2	83.3495	13,929.2	90.4632
14,419.9	92.414	14,419.9	81.9658	14,419.9	89.7788
14,928.2	91.8022	14,928.2	80.5623	14,928.2	89.1066
15,455.6	91.2538	15,455.6	79.7037	15,455.6	88.5373
16,000.5	90.697	16,000.5	78.3948	16,000.5	87.935
16,564.5	89.7078	16,564.5	78.149	16,564.5	86.9907
17,148.9	88.6722	17,148.9	78.2413	17,148.9	86.0383
17,752.4	86.9521	17,752.4	77.8395	17,752.4	84.4443
18,379.4	85.4112	18,379.4	76.1701	18,379.4	82.8896
19,026.9	83.7746	19,026.9	74.0261	19,026.9	81.2017
19,697.8	82.1809	19,697.8	73.7776	19,697.8	79.7565
19,999.5	81.5968	19,999.5	74.0015	19,999.5	79.283
