"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	58.1195
21.9727	63.7093
23.4375	62.991
24.9023	65.5942
26.3672	69.0544
27.832	71.8771
29.2969	75.5584
30.7617	78.141
32.2266	80.5861
33.6914	82.7918
35.1562	84.5774
36.6211	86.331
38.0859	87.8387
39.5508	89.215
41.0156	90.2275
42.4805	91.12
43.9453	91.9273
45.4102	92.5822
46.875	93.0953
48.3398	93.4465
51.2695	93.6938
52.7344	93.7105
54.1992	93.6682
55.6641	93.652
58.5938	93.51
60.0586	93.4715
62.9883	93.3541
64.4531	93.3779
67.3828	93.2038
68.8477	93.16
71.7773	93.2267
74.707	93.3138
77.6367	93.3128
79.1016	93.3553
82.0312	93.3277
84.9609	93.444
87.8906	93.5537
90.8203	93.6815
95.2148	93.8986
98.1445	93.9534
101.074	93.8946
105.469	93.9343
108.398	94.1296
112.793	94.2464
117.188	94.2012
120.117	94.2497
124.512	94.3593
128.906	94.2605
133.301	94.3021
139.16	94.3692
143.555	94.4174
147.949	94.4748
153.809	94.2484
159.668	94.4481
165.527	94.3928
171.387	94.2951
177.246	94.329
183.105	94.2484
188.965	94.0916
196.289	94.2678
203.613	94.2337
210.938	94.0491
218.262	94.0475
225.586	94.2816
232.91	94.2241
241.699	94.1615
250.488	94.2803
259.277	94.361
268.066	93.9882
276.855	94.0486
287.109	93.9661
297.363	94.4024
307.617	94.3677
319.336	94.1582
329.59	94.5696
341.309	95.0989
353.027	95.2612
366.211	95.2355
379.395	95.3145
392.578	94.8581
405.762	94.8112
420.41	94.6902
435.059	94.6322
451.172	94.735
465.82	94.3752
483.398	94.4225
499.512	94.4086
517.09	93.9136
536.133	93.8463
555.176	93.8846
574.219	93.9404
594.727	93.4596
615.234	93.7533
637.207	94.2204
659.18	94.2537
682.617	94.6896
707.52	95.0082
732.422	94.7325
757.324	95.1758
785.156	95.319
811.523	95.6137
840.82	95.7774
870.117	95.8019
900.879	96.0745
933.105	95.8206
965.332	95.6865
1,000.49	95.2211
1,035.64	94.7433
1,072.27	94.3008
1,108.89	93.9307
1,148.44	93.2531
1,189.45	92.2824
1,230.47	91.8764
1,274.41	91.7364
1,319.82	91.9974
1,366.7	91.8366
1,413.57	91.7375
1,463.38	91.2542
1,516.11	90.6104
1,568.85	90.0217
1,624.51	90.7385
1,681.64	91.7258
1,741.7	91.5667
1,803.22	91.2128
1,866.21	90.7012
1,932.13	90.4728
1,999.51	91.0433
2,069.82	91.5634
2,143.07	91.351
2,219.24	90.7575
2,296.88	90.7812
2,378.91	91.8341
2,462.4	93.0502
2,548.83	93.0377
2,639.65	92.656
2,731.93	92.2812
2,828.61	92.8084
2,928.22	93.6775
3,030.76	94.0001
3,137.7	93.8459
3,249.02	93.7816
3,363.28	93.7401
3,481.93	94.1629
3,604.98	94.7356
3,732.42	95.0263
3,864.26	94.0738
4,000.49	93.6661
4,141.11	93.8921
4,287.6	93.8792
4,438.48	93.7768
4,595.21	92.9672
4,756.35	93.8054
4,924.8	93.9389
5,097.66	93.5862
5,277.83	93.8671
5,463.87	93.528
5,657.23	93.3582
5,856.45	92.9398
6,062.99	92.6291
6,276.86	92.2517
6,498.05	92.6722
6,726.56	92.6474
6,963.87	92.5675
7,209.96	92.7172
7,464.84	92.2211
7,727.05	92.4396
7,999.51	92.1455
8,282.23	91.9601
8,573.73	91.6681
8,876.95	92.0581
9,188.96	91.9371
9,514.16	92.3108
9,849.61	92.1705
10,196.8	92.5165
10,555.7	92.6874
10,927.7	92.9304
11,313	93.14
11,712.9	93.214
12,126	93.2081
12,553.7	93.0017
12,996.1	92.5841
13,454.6	92.0869
13,929.2	91.5788
14,419.9	90.8576
14,928.2	90.1204
15,455.6	89.4932
16,000.5	88.8713
16,564.5	88.2776
17,148.9	87.6029
17,752.4	86.6677
18,379.4	85.974
19,026.9	85.173
19,697.8	84.056
19,999.5	83.6533
