* Measurement data measured by REW V5.19
* Source: Fireface UFX+ (24006088), Fireface UFX+ (24006088), 15, volume: no control. Timing signal peak level -14.9 dBFS, measurement signal peak level -13.0 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS  Using an acoustic timing reference
* Dated: Mar 16, 2021 5:25:11 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Delay 0.253±0.010 ms (87 mm, 3.42 in) using estimated IR delay relative to Acoustic reference on  R
* Measurement: R
* Smoothing: 1/48 octave
* Frequency Step: 1/24 octave
* Start Frequency: 20.6 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
20.586, 69.460, 19.471
21.189, 70.432, -7.944
21.810, 71.065, -31.940
22.449, 71.502, -56.173
23.107, 71.659, -80.554
23.784, 71.421, -104.865
24.481, 70.586, -128.526
25.198, 68.841, -149.249
25.937, 66.054, -159.583
26.697, 64.246, -149.792
27.479, 66.480, -140.089
28.284, 69.769, -147.547
29.113, 72.555, -165.865
29.966, 74.474, 169.750
30.844, 75.574, 143.563
31.748, 76.236, 116.179
32.678, 76.235, 84.716
33.636, 74.638, 51.091
34.621, 70.954, 26.585
35.636, 67.155, 22.861
36.680, 65.676, 24.515
37.755, 65.276, 25.525
38.861, 65.809, 22.762
40.000, 66.721, 17.926
41.172, 68.425, 7.581
42.379, 69.737, -12.602
43.620, 69.701, -36.300
44.898, 68.796, -55.659
46.214, 68.025, -72.035
47.568, 67.411, -87.186
48.962, 67.763, -105.849
50.397, 67.617, -137.691
51.874, 65.762, 178.305
53.394, 61.082, 110.618
54.958, 57.850, 15.126
56.569, 60.399, -51.167
58.226, 61.246, -78.399
59.932, 64.320, -93.530
61.688, 67.662, -121.958
63.496, 68.594, -163.066
65.357, 67.030, 166.697
67.272, 66.274, 149.059
69.243, 66.847, 129.411
71.272, 68.040, 102.150
73.360, 68.989, 68.656
75.510, 69.667, 28.740
77.723, 69.147, -15.301
80.000, 67.445, -51.422
82.344, 67.269, -81.569
84.757, 67.657, -121.764
87.241, 65.960, -160.378
89.797, 65.024, 170.311
92.428, 64.096, 140.188
95.137, 63.105, 114.344
97.924, 62.464, 95.918
100.794, 63.567, 78.682
103.747, 65.721, 50.506
106.787, 65.995, 15.726
109.916, 65.842, -8.751
113.137, 65.854, -33.983
116.452, 64.892, -55.593
119.865, 64.678, -65.667
123.377, 65.453, -76.489
126.992, 67.552, -87.654
130.713, 69.826, -114.684
134.543, 69.273, -145.087
138.486, 67.896, -155.101
142.544, 68.988, -162.312
146.721, 71.088, 178.566
151.020, 71.936, 151.601
155.445, 71.688, 124.360
160.000, 70.430, 103.075
164.688, 70.596, 83.072
169.514, 69.160, 42.095
174.481, 63.461, 23.211
179.594, 58.543, -26.147
184.856, 60.956, 163.935
190.273, 65.831, 104.620
195.849, 68.205, 72.570
201.587, 69.059, 48.430
207.494, 69.361, 23.513
213.574, 69.131, 2.423
219.833, 69.626, -11.334
226.274, 70.950, -38.890
232.905, 71.250, -71.787
239.729, 69.070, -117.252
246.754, 61.109, -124.768
253.984, 65.181, -89.256
261.426, 68.094, -130.249
269.087, 66.419, -163.669
276.972, 65.326, -178.201
285.088, 65.506, 170.212
293.441, 65.999, 144.453
302.040, 63.890, 124.097
310.890, 65.125, 125.485
320.000, 67.032, 102.246
329.377, 67.664, 78.489
339.028, 69.677, 45.499
348.962, 66.438, -14.471
359.188, 55.648, 23.552
369.713, 63.881, 37.579
380.546, 66.917, 27.637
391.697, 71.511, -14.890
403.175, 71.231, -64.867
414.989, 68.365, -94.729
427.149, 66.264, -116.809
439.665, 68.896, -131.030
452.548, 65.955, 164.079
465.809, 56.835, 146.883
479.458, 56.633, -115.852
493.507, 63.491, -135.481
507.968, 67.892, -176.796
522.853, 69.499, 121.904
538.174, 66.732, 63.927
553.943, 62.672, 10.708
570.175, 55.216, 17.004
586.883, 61.353, -57.424
604.080, 61.155, -137.254
621.780, 59.951, -160.251
640.000, 62.269, 160.098
658.753, 65.847, 69.875
678.056, 68.452, -90.397
697.925, 68.659, 152.820
718.376, 64.575, 123.343
739.426, 57.384, 120.824
761.093, 61.910, 136.689
783.394, 62.779, 107.546
806.349, 56.019, 123.276
829.977, 67.049, 147.999
854.297, 68.063, 89.524
879.330, 63.426, 70.597
905.097, 60.609, 126.026
931.618, 67.903, 93.867
958.917, 61.579, 93.430
987.015, 69.320, 92.979
1015.937, 66.786, 72.692
1045.706, 69.131, 67.503
1076.347, 67.200, 50.598
1107.887, 68.923, 64.551
1140.350, 68.369, 28.014
1173.765, 67.593, 41.261
1208.159, 71.285, 24.101
1243.561, 68.560, -12.473
1280.000, 64.871, 3.177
1317.507, 64.405, 12.396
1356.113, 65.234, 13.577
1395.850, 66.708, -4.810
1436.751, 65.152, -8.053
1478.851, 61.342, -19.631
1522.185, 66.296, -5.516
1566.789, 64.427, -64.474
1612.699, 62.276, 39.025
1659.955, 61.218, 28.457
1708.595, 68.387, 86.711
1758.661, 64.638, -24.143
1810.193, 64.480, 113.349
1863.236, 67.857, 9.340
1917.833, 65.006, 20.313
1974.030, 62.236, -0.645
2031.873, 67.692, 28.718
2091.412, 67.298, -23.603
2152.695, 66.256, -0.202
2215.774, 67.426, -49.816
2280.701, 61.833, -62.311
2347.530, 64.941, -56.503
2416.318, 63.655, -19.026
2487.122, 60.940, -53.274
2560.000, 63.070, -155.756
2635.014, 67.806, -68.189
2712.226, 65.315, 23.980
2791.700, 65.368, 78.938
2873.503, 64.177, 152.941
2957.703, 67.244, -46.380
3044.370, 62.480, -46.381
3133.577, 63.218, -47.483
3225.398, 66.800, -39.658
3319.909, 67.026, -75.221
3417.190, 67.173, -104.823
3517.321, 66.573, -45.499
3620.387, 61.876, -30.526
3726.472, 62.177, -84.576
3835.666, 57.103, -98.783
3948.060, 61.544, 149.153
4063.747, 67.385, -6.479
4182.824, 64.266, -23.882
4305.390, 66.473, -66.881
4431.547, 63.633, -48.417
4561.401, 65.557, -74.117
4695.061, 62.153, 173.667
4832.637, 61.023, 60.170
4974.244, 60.631, 65.521
5120.000, 61.211, -31.993
5270.027, 64.407, -22.674
5424.451, 63.289, -59.553
5583.399, 66.547, -64.122
5747.006, 61.992, -107.638
5915.406, 60.317, -67.249
6088.740, 60.705, 52.806
6267.154, 63.602, -20.268
6450.796, 65.636, -44.047
6639.818, 65.714, -74.177
6834.380, 62.306, -94.462
